!!SBtab Document='e_coli_noor_2016_glucose' TableName='Parameter' TableType='Quantity' SBtabVersion='1.0' Date='2019-06-11'						
!QuantityType	!Reaction	!Compound	!Value	!Unit	!Reaction:Identifiers:kegg.reaction	!Compound:Identifiers:kegg.compound
Michaelis constant	TXT_R01067	D_Erythrose_4_phosphate	0.15991011	mM	R01067	C00279
Michaelis constant	SDH_R02164	Ubiquinol	0.18544272	mM	R02164	C00390
Michaelis constant	PFK_R04779	ADP	0.082856431	mM	R04779	C00008
Michaelis constant	PGK_R01512	ADP	0.15202328	mM	R01512	C00008
Michaelis constant	PYK_R00200	ADP	0.10268363	mM	R00200	C00008
Michaelis constant	SCS_R00405	ADP	0.10199728	mM	R00405	C00008
Michaelis constant	ACN_R01900	Isocitrate	0.016504597	mM	R01900	C00311
Michaelis constant	ICD_R00709	Isocitrate	0.029862293	mM	R00709	C00311
Michaelis constant	PGD_R01528	D_Ribulose_5_phosphate	0.098302885	mM	R01528	C00199
Michaelis constant	RPI_R01056	D_Ribulose_5_phosphate	0.09817702	mM	R01056	C00199
Michaelis constant	RPE_R01529	D_Ribulose_5_phosphate	0.1026867	mM	R01529	C00199
Michaelis constant	RPE_R01529	D_Xylulose_5_phosphate	0.092979141	mM	R01529	C00231
Michaelis constant	TXT_R01641	D_Xylulose_5_phosphate	0.087209182	mM	R01641	C00231
Michaelis constant	TXT_R01067	D_Xylulose_5_phosphate	0.13912235	mM	R01067	C00231
Michaelis constant	PTS_RPTSsy	D_Glucose_6_phosphate	0.034275246	mM	RPTSsy	C00092
Michaelis constant	PGI_R02740	D_Glucose_6_phosphate	0.11724714	mM	R02740	C00092
Michaelis constant	ZWF_R00835	D_Glucose_6_phosphate	0.12404518	mM	R00835	C00092
Michaelis constant	GAP_R01061	_3_Phospho_D_glyceroyl_phosphate	0.08871707	mM	R01061	C00236
Michaelis constant	PGK_R01512	_3_Phospho_D_glyceroyl_phosphate	0.15198313	mM	R01512	C00236
Michaelis constant	PDH_R00209	CoA	0.11485562	mM	R00209	C00010
Michaelis constant	CSN_R00351	CoA	0.053416697	mM	R00351	C00010
Michaelis constant	KGD_R08549	CoA	0.10506098	mM	R08549	C00010
Michaelis constant	SCS_R00405	CoA	0.10736522	mM	R00405	C00010
Michaelis constant	PDH_R00209	CO2	0.094727532	mM	R00209	C00011
Michaelis constant	PGD_R01528	CO2	0.098585857	mM	R01528	C00011
Michaelis constant	ICD_R00709	CO2	0.07859522	mM	R00709	C00011
Michaelis constant	KGD_R08549	CO2	0.21016481	mM	R08549	C00011
Michaelis constant	PPC_R00345	CO2	0.071016959	mM	R00345	C00011
Michaelis constant	RPI_R01056	D_Ribose_5_phosphate	0.097255813	mM	R01056	C00117
Michaelis constant	TXT_R01641	D_Ribose_5_phosphate	0.087611233	mM	R01641	C00117
Michaelis constant	ALD_R01070	Glycerone_phosphate	0.10893824	mM	R01070	C00111
Michaelis constant	TIM_R01015	Glycerone_phosphate	0.079004344	mM	R01015	C00111
Michaelis constant	PTS_RPTSsy	D_Glucose	0.28354909	mM	RPTSsy	C00031
Michaelis constant	PFK_R04779	D_Fructose_1_6_bisphosphate	0.08503998	mM	R04779	C00354
Michaelis constant	ALD_R01070	D_Fructose_1_6_bisphosphate	0.065409285	mM	R01070	C00354
Michaelis constant	FBP_R00762	D_Fructose_1_6_bisphosphate	0.099986534	mM	R00762	C00354
Michaelis constant	ALD_R01070	D_Glyceraldehyde_3_phosphate	0.1168009	mM	R01070	C00118
Michaelis constant	TIM_R01015	D_Glyceraldehyde_3_phosphate	0.097756991	mM	R01015	C00118
Michaelis constant	GAP_R01061	D_Glyceraldehyde_3_phosphate	0.10882303	mM	R01061	C00118
Michaelis constant	TXT_R01641	D_Glyceraldehyde_3_phosphate	0.10331421	mM	R01641	C00118
Michaelis constant	TAL_R08575	D_Glyceraldehyde_3_phosphate	0.1489524	mM	R08575	C00118
Michaelis constant	TXT_R01067	D_Glyceraldehyde_3_phosphate	0.080339551	mM	R01067	C00118
Michaelis constant	PTS_RPTSsy	Phosphoenolpyruvate	0.16140778	mM	RPTSsy	C00074
Michaelis constant	PGH_R00658	Phosphoenolpyruvate	0.060921532	mM	R00658	C00074
Michaelis constant	PYK_R00200	Phosphoenolpyruvate	0.096928922	mM	R00200	C00074
Michaelis constant	PPC_R00345	Phosphoenolpyruvate	0.070757178	mM	R00345	C00074
Michaelis constant	CSN_R00351	Citrate	0.081766943	mM	R00351	C00158
Michaelis constant	ACN_R01325	Citrate	0.52566679	mM	R01325	C00158
Michaelis constant	KGD_R08549	Succinyl_CoA	0.21064831	mM	R08549	C00091
Michaelis constant	SCS_R00405	Succinyl_CoA	0.10487084	mM	R00405	C00091
Michaelis constant	PGK_R01512	_3_Phospho_D_glycerate	0.067835648	mM	R01512	C00197
Michaelis constant	PGM_R01518	_3_Phospho_D_glycerate	0.090201315	mM	R01518	C00197
Michaelis constant	ZWF_R00835	D_Glucono_1_5_lactone_6_phosphate	0.057005373	mM	R00835	C01236
Michaelis constant	GLH_R02035	D_Glucono_1_5_lactone_6_phosphate	0.076682794	mM	R02035	C01236
Michaelis constant	PGI_R02740	D_Fructose_6_phosphate	0.083086383	mM	R02740	C00085
Michaelis constant	PFK_R04779	D_Fructose_6_phosphate	0.07066299	mM	R04779	C00085
Michaelis constant	TAL_R08575	D_Fructose_6_phosphate	0.047023415	mM	R08575	C00085
Michaelis constant	TXT_R01067	D_Fructose_6_phosphate	0.085171034	mM	R01067	C00085
Michaelis constant	FBP_R00762	D_Fructose_6_phosphate	0.099988905	mM	R00762	C00085
Michaelis constant	PGM_R01518	_2_Phospho_D_glycerate	0.10550749	mM	R01518	C00631
Michaelis constant	PGH_R00658	_2_Phospho_D_glycerate	0.14887316	mM	R00658	C00631
Michaelis constant	SCS_R00405	Succinate	0.10150841	mM	R00405	C00042
Michaelis constant	SDH_R02164	Succinate	0.061855234	mM	R02164	C00042
Michaelis constant	TXT_R01641	Sedoheptulose_7_phosphate	0.1109439	mM	R01641	C05382
Michaelis constant	TAL_R08575	Sedoheptulose_7_phosphate	0.19728419	mM	R08575	C05382
substrate catalytic rate constant	PTS_RPTSsy		3198.2963	1/s	RPTSsy	
substrate catalytic rate constant	PGI_R02740		279.11467	1/s	R02740	
substrate catalytic rate constant	PFK_R04779		10440.779	1/s	R04779	
substrate catalytic rate constant	ALD_R01070		3296.217	1/s	R01070	
substrate catalytic rate constant	TIM_R01015		6663.6015	1/s	R01015	
substrate catalytic rate constant	GAP_R01061		72.567059	1/s	R01061	
substrate catalytic rate constant	PGK_R01512		2496.4799	1/s	R01512	
substrate catalytic rate constant	PGM_R01518		2969.3833	1/s	R01518	
substrate catalytic rate constant	PGH_R00658		2901.9098	1/s	R00658	
substrate catalytic rate constant	PYK_R00200		2493.6288	1/s	R00200	
substrate catalytic rate constant	PDH_R00209		2933.1667	1/s	R00209	
substrate catalytic rate constant	ZWF_R00835		10224.108	1/s	R00835	
substrate catalytic rate constant	GLH_R02035		6318.3723	1/s	R02035	
substrate catalytic rate constant	PGD_R01528		1996.0276	1/s	R01528	
substrate catalytic rate constant	RPI_R01056		893.76877	1/s	R01056	
substrate catalytic rate constant	RPE_R01529		723.17841	1/s	R01529	
substrate catalytic rate constant	TXT_R01641		649.7197	1/s	R01641	
substrate catalytic rate constant	TAL_R08575		590.5533	1/s	R08575	
substrate catalytic rate constant	TXT_R01067		313.1011	1/s	R01067	
substrate catalytic rate constant	FBP_R00762		742.67466	1/s	R00762	
substrate catalytic rate constant	CSN_R00351		2223.1229	1/s	R00351	
substrate catalytic rate constant	ACN_R01325		705.12883	1/s	R01325	
substrate catalytic rate constant	ACN_R01900		4263.8689	1/s	R01900	
substrate catalytic rate constant	ICD_R00709		5510.1142	1/s	R00709	
substrate catalytic rate constant	KGD_R08549		2.9816839	1/s	R08549	
substrate catalytic rate constant	SCS_R00405		604.64208	1/s	R00405	
substrate catalytic rate constant	SDH_R02164		13.976788	1/s	R02164	
substrate catalytic rate constant	FUM_R01082		3586.9211	1/s	R01082	
substrate catalytic rate constant	MDH_R00342		252.29144	1/s	R00342	
substrate catalytic rate constant	PPC_R00345		547.81806	1/s	R00345	
product catalytic rate constant	PTS_RPTSsy		15454.793	1/s	RPTSsy	
product catalytic rate constant	PGI_R02740		491.43579	1/s	R02740	
product catalytic rate constant	PFK_R04779		9558.2979	1/s	R04779	
product catalytic rate constant	ALD_R01070		2377.6519	1/s	R01070	
product catalytic rate constant	TIM_R01015		5667.8921	1/s	R01015	
product catalytic rate constant	GAP_R01061		892.23001	1/s	R01061	
product catalytic rate constant	PGK_R01512		2.615453	1/s	R01512	
product catalytic rate constant	PGM_R01518		2379.4892	1/s	R01518	
product catalytic rate constant	PGH_R00658		5355.0871	1/s	R00658	
product catalytic rate constant	PYK_R00200		5118.4477	1/s	R00200	
product catalytic rate constant	PDH_R00209		6.6184697	1/s	R00209	
product catalytic rate constant	ZWF_R00835		9775.0306	1/s	R00835	
product catalytic rate constant	GLH_R02035		4878.6791	1/s	R02035	
product catalytic rate constant	PGD_R01528		18.28074	1/s	R01528	
product catalytic rate constant	RPI_R01056		841.12429	1/s	R01056	
product catalytic rate constant	RPE_R01529		771.1512	1/s	R01529	
product catalytic rate constant	TXT_R01641		399.64191	1/s	R01641	
product catalytic rate constant	TAL_R08575		4174.2121	1/s	R08575	
product catalytic rate constant	TXT_R01067		12.580367	1/s	R01067	
product catalytic rate constant	FBP_R00762		53.820432	1/s	R00762	
product catalytic rate constant	CSN_R00351		4409.7018	1/s	R00351	
product catalytic rate constant	ACN_R01325		61510.357	1/s	R01325	
product catalytic rate constant	ACN_R01900		22972.317	1/s	R01900	
product catalytic rate constant	ICD_R00709		1122.3177	1/s	R00709	
product catalytic rate constant	KGD_R08549		666.60969	1/s	R08549	
product catalytic rate constant	SCS_R00405		37.889739	1/s	R00405	
product catalytic rate constant	SDH_R02164		174.92239	1/s	R02164	
product catalytic rate constant	FUM_R01082		1080.0289	1/s	R01082	
product catalytic rate constant	MDH_R00342		4605.3673	1/s	R00342	
product catalytic rate constant	PPC_R00345		1423.5822	1/s	R00345	
protein molecular mass	PTS_RPTSsy		255848	Da	RPTSsy	
protein molecular mass	PGI_R02740		61530	Da	R02740	
protein molecular mass	PFK_R04779		139360	Da	R04779	
protein molecular mass	ALD_R01070		39147	Da	R01070	
protein molecular mass	TIM_R01015		53940	Da	R01015	
protein molecular mass	GAP_R01061		35530	Da	R01061	
protein molecular mass	PGK_R01512		41120	Da	R01512	
protein molecular mass	PGM_R01518		28556	Da	R01518	
protein molecular mass	PGH_R00658		45650	Da	R00658	
protein molecular mass	PYK_R00200		50000	Da	R00200	
protein molecular mass	PDH_R00209		282880	Da	R00209	
protein molecular mass	ZWF_R00835		55700	Da	R00835	
protein molecular mass	GLH_R02035		36310	Da	R02035	
protein molecular mass	PGD_R01528		102960	Da	R01528	
protein molecular mass	RPI_R01056		19466	Da	R01056	
protein molecular mass	RPE_R01529		24554	Da	R01529	
protein molecular mass	TXT_R01641		73043	Da	R01641	
protein molecular mass	TAL_R08575		35219	Da	R08575	
protein molecular mass	TXT_R01067		73043	Da	R01067	
protein molecular mass	FBP_R00762		36834	Da	R00762	
protein molecular mass	CSN_R00351		96020	Da	R00351	
protein molecular mass	ACN_R01325		95588	Da	R01325	
protein molecular mass	ACN_R01900		95588	Da	R01900	
protein molecular mass	ICD_R00709		45760	Da	R00709	
protein molecular mass	KGD_R08549		1209180	Da	R08549	
protein molecular mass	SCS_R00405		71170	Da	R00405	
protein molecular mass	SDH_R02164		792299	Da	R02164	
protein molecular mass	FUM_R01082		60000	Da	R01082	
protein molecular mass	MDH_R00342		32337	Da	R00342	
protein molecular mass	PPC_R00345		198120	Da	R00345	
molecular mass		_S__Malate	134	Da		C00149
molecular mass		Acetyl_CoA	810	Da		C00024
molecular mass		Fumarate	116	Da		C00122
molecular mass		cis_Aconitate	174	Da		C00417
molecular mass		_6_Phospho_D_gluconate	276	Da		C00345
molecular mass		Orthophosphate	98	Da		C00009
molecular mass		Pyruvate	88	Da		C00022
molecular mass		NADPplus	744	Da		C00006
molecular mass		NADPH	745	Da		C00005
molecular mass		NADH	665	Da		C00004
molecular mass		NADplus	664	Da		C00003
molecular mass		ATP	507	Da		C00002
molecular mass		H2O	NaN	Da		C00001
molecular mass		_2_Oxoglutarate	146	Da		C00026
molecular mass		Oxaloacetate	132	Da		C00036
molecular mass		Ubiquinone	318	Da		C00399
molecular mass		D_Erythrose_4_phosphate	200	Da		C00279
molecular mass		Ubiquinol	320	Da		C00390
molecular mass		ADP	427	Da		C00008
molecular mass		Isocitrate	192	Da		C00311
molecular mass		D_Ribulose_5_phosphate	230	Da		C00199
molecular mass		D_Xylulose_5_phosphate	230	Da		C00231
molecular mass		D_Glucose_6_phosphate	260	Da		C00092
molecular mass		_3_Phospho_D_glyceroyl_phosphate	266	Da		C00236
molecular mass		CoA	768	Da		C00010
molecular mass		CO2	44	Da		C00011
molecular mass		D_Ribose_5_phosphate	230	Da		C00117
molecular mass		Glycerone_phosphate	170	Da		C00111
molecular mass		D_Glucose	180	Da		C00031
molecular mass		D_Fructose_1_6_bisphosphate	340	Da		C00354
molecular mass		D_Glyceraldehyde_3_phosphate	170	Da		C00118
molecular mass		Phosphoenolpyruvate	168	Da		C00074
molecular mass		Citrate	192	Da		C00158
molecular mass		Succinyl_CoA	868	Da		C00091
molecular mass		_3_Phospho_D_glycerate	186	Da		C00197
molecular mass		D_Glucono_1_5_lactone_6_phosphate	258	Da		C01236
molecular mass		D_Fructose_6_phosphate	260	Da		C00085
molecular mass		_2_Phospho_D_glycerate	186	Da		C00631
molecular mass		Succinate	118	Da		C00042
molecular mass		Sedoheptulose_7_phosphate	290	Da		C05382
