!!SBtab Document='e_coli_noor_2016_glucose' TableName='Parameter' TableType='Quantity' SBtabVersion='1.0' Date='2019-06-11'						
!QuantityType	!Reaction	!Compound	!Value	!Unit	!Reaction:Identifiers:kegg.reaction	!Compound:Identifiers:kegg.compound
Michaelis constant	PYK_R00200	Phosphoenolpyruvate	0.09544819	mM	R00200	C00074
Michaelis constant	PPC_R00345	Phosphoenolpyruvate	0.09733906	mM	R00345	C00074
Michaelis constant	CSN_R00351	Citrate	0.11031752	mM	R00351	C00158
Michaelis constant	ACN_R01325	Citrate	0.099679098	mM	R01325	C00158
Michaelis constant	KGD_R08549	Succinyl_CoA	0.1012276	mM	R08549	C00091
Michaelis constant	SCS_R00405	Succinyl_CoA	0.099880967	mM	R00405	C00091
Michaelis constant	PGK_R01512	_3_Phospho_D_glycerate	0.10525212	mM	R01512	C00197
Michaelis constant	PGM_R01518	_3_Phospho_D_glycerate	0.10077273	mM	R01518	C00197
Michaelis constant	ZWF_R00835	D_Glucono_1_5_lactone_6_phosphate	0.11472245	mM	R00835	C01236
Michaelis constant	GLH_R02035	D_Glucono_1_5_lactone_6_phosphate	0.094032003	mM	R02035	C01236
Michaelis constant	PGI_R02740	D_Fructose_6_phosphate	0.10026393	mM	R02740	C00085
Michaelis constant	PFK_R04779	D_Fructose_6_phosphate	0.10091873	mM	R04779	C00085
Michaelis constant	TAL_R08575	D_Fructose_6_phosphate	0.10000133	mM	R08575	C00085
Michaelis constant	TXT_R01067	D_Fructose_6_phosphate	0.099976634	mM	R01067	C00085
Michaelis constant	FBP_R00762	D_Fructose_6_phosphate	0.099996438	mM	R00762	C00085
Michaelis constant	PGM_R01518	_2_Phospho_D_glycerate	0.098852186	mM	R01518	C00631
Michaelis constant	PGH_R00658	_2_Phospho_D_glycerate	0.097905253	mM	R00658	C00631
Michaelis constant	SCS_R00405	Succinate	0.10006576	mM	R00405	C00042
Michaelis constant	SDH_R02164	Succinate	0.099670907	mM	R02164	C00042
Michaelis constant	TXT_R01641	Sedoheptulose_7_phosphate	0.09992563	mM	R01641	C05382
Michaelis constant	TAL_R08575	Sedoheptulose_7_phosphate	0.10000175	mM	R08575	C05382
substrate catalytic rate constant	PTS_RPTSsy		209.47916	1/s	RPTSsy	
substrate catalytic rate constant	PGI_R02740		419.00911	1/s	R02740	
substrate catalytic rate constant	PFK_R04779		474.373	1/s	R04779	
substrate catalytic rate constant	ALD_R01070		755.44185	1/s	R01070	
substrate catalytic rate constant	TIM_R01015		807.54347	1/s	R01015	
substrate catalytic rate constant	GAP_R01061		71.986032	1/s	R01061	
substrate catalytic rate constant	PGK_R01512		734.33671	1/s	R01512	
substrate catalytic rate constant	PGM_R01518		327.49678	1/s	R01518	
substrate catalytic rate constant	PGH_R00658		120.91822	1/s	R00658	
substrate catalytic rate constant	PYK_R00200		659.36172	1/s	R00200	
substrate catalytic rate constant	PDH_R00209		141.98283	1/s	R00209	
substrate catalytic rate constant	ZWF_R00835		10749.933	1/s	R00835	
substrate catalytic rate constant	GLH_R02035		712.84057	1/s	R02035	
substrate catalytic rate constant	PGD_R01528		4596.6194	1/s	R01528	
substrate catalytic rate constant	RPI_R01056		278.46455	1/s	R01056	
substrate catalytic rate constant	RPE_R01529		241.99122	1/s	R01529	
substrate catalytic rate constant	TXT_R01641		218.40574	1/s	R01641	
substrate catalytic rate constant	TAL_R08575		206.0504	1/s	R08575	
substrate catalytic rate constant	TXT_R01067		224.45958	1/s	R01067	
substrate catalytic rate constant	FBP_R00762		632.24944	1/s	R00762	
substrate catalytic rate constant	CSN_R00351		1742.7792	1/s	R00351	
substrate catalytic rate constant	ACN_R01325		195.59403	1/s	R01325	
substrate catalytic rate constant	ACN_R01900		310.48042	1/s	R01900	
substrate catalytic rate constant	ICD_R00709		810.38274	1/s	R00709	
substrate catalytic rate constant	KGD_R08549		26.859554	1/s	R08549	
substrate catalytic rate constant	SCS_R00405		637.46228	1/s	R00405	
substrate catalytic rate constant	SDH_R02164		93.374408	1/s	R02164	
substrate catalytic rate constant	FUM_R01082		1038.621	1/s	R01082	
substrate catalytic rate constant	MDH_R00342		40.292363	1/s	R00342	
substrate catalytic rate constant	PPC_R00345		84.7525	1/s	R00345	
product catalytic rate constant	PTS_RPTSsy		194.90705	1/s	RPTSsy	
product catalytic rate constant	PGI_R02740		125.56154	1/s	R02740	
product catalytic rate constant	PFK_R04779		127.99306	1/s	R04779	
product catalytic rate constant	ALD_R01070		58.752701	1/s	R01070	
product catalytic rate constant	TIM_R01015		80.442036	1/s	R01015	
product catalytic rate constant	GAP_R01061		588.83741	1/s	R01061	
product catalytic rate constant	PGK_R01512		85.77069	1/s	R01512	
product catalytic rate constant	PGM_R01518		148.85305	1/s	R01518	
product catalytic rate constant	PGH_R00658		283.61861	1/s	R00658	
product catalytic rate constant	PYK_R00200		78.003058	1/s	R00200	
product catalytic rate constant	PDH_R00209		241.16624	1/s	R00209	
product catalytic rate constant	ZWF_R00835		43.196414	1/s	R00835	
product catalytic rate constant	GLH_R02035		87.391897	1/s	R02035	
product catalytic rate constant	PGD_R01528		19.982589	1/s	R01528	
product catalytic rate constant	RPI_R01056		150.49282	1/s	R01056	
product catalytic rate constant	RPE_R01529		169.66086	1/s	R01529	
product catalytic rate constant	TXT_R01641		185.57806	1/s	R01641	
product catalytic rate constant	TAL_R08575		193.52954	1/s	R08575	
product catalytic rate constant	TXT_R01067		179.70032	1/s	R01067	
product catalytic rate constant	FBP_R00762		63.222695	1/s	R00762	
product catalytic rate constant	CSN_R00351		35.31888	1/s	R00351	
product catalytic rate constant	ACN_R01325		201.73551	1/s	R01325	
product catalytic rate constant	ACN_R01900		142.54461	1/s	R01900	
product catalytic rate constant	ICD_R00709		50.926852	1/s	R00709	
product catalytic rate constant	KGD_R08549		1412.65	1/s	R08549	
product catalytic rate constant	SCS_R00405		63.054054	1/s	R00405	
product catalytic rate constant	SDH_R02164		409.88803	1/s	R02164	
product catalytic rate constant	FUM_R01082		61.344997	1/s	R01082	
product catalytic rate constant	MDH_R00342		884.6789	1/s	R00342	
product catalytic rate constant	PPC_R00345		550.56578	1/s	R00345	
protein molecular mass	PTS_RPTSsy		255848	Da	RPTSsy	
protein molecular mass	PGI_R02740		61530	Da	R02740	
protein molecular mass	PFK_R04779		139360	Da	R04779	
protein molecular mass	ALD_R01070		39147	Da	R01070	
protein molecular mass	TIM_R01015		53940	Da	R01015	
protein molecular mass	GAP_R01061		35530	Da	R01061	
protein molecular mass	PGK_R01512		41120	Da	R01512	
protein molecular mass	PGM_R01518		28556	Da	R01518	
protein molecular mass	PGH_R00658		45650	Da	R00658	
protein molecular mass	PYK_R00200		50000	Da	R00200	
protein molecular mass	PDH_R00209		282880	Da	R00209	
protein molecular mass	ZWF_R00835		55700	Da	R00835	
protein molecular mass	GLH_R02035		36310	Da	R02035	
protein molecular mass	PGD_R01528		102960	Da	R01528	
protein molecular mass	RPI_R01056		19466	Da	R01056	
protein molecular mass	RPE_R01529		24554	Da	R01529	
protein molecular mass	TXT_R01641		73043	Da	R01641	
protein molecular mass	TAL_R08575		35219	Da	R08575	
protein molecular mass	TXT_R01067		73043	Da	R01067	
protein molecular mass	FBP_R00762		36834	Da	R00762	
protein molecular mass	CSN_R00351		96020	Da	R00351	
protein molecular mass	ACN_R01325		95588	Da	R01325	
protein molecular mass	ACN_R01900		95588	Da	R01900	
protein molecular mass	ICD_R00709		45760	Da	R00709	
protein molecular mass	KGD_R08549		1209180	Da	R08549	
protein molecular mass	SCS_R00405		71170	Da	R00405	
protein molecular mass	SDH_R02164		792299	Da	R02164	
protein molecular mass	FUM_R01082		60000	Da	R01082	
protein molecular mass	MDH_R00342		32337	Da	R00342	
protein molecular mass	PPC_R00345		198120	Da	R00345	
molecular mass		_S__Malate	134	Da		C00149
molecular mass		Acetyl_CoA	810	Da		C00024
molecular mass		Fumarate	116	Da		C00122
molecular mass		cis_Aconitate	174	Da		C00417
molecular mass		_6_Phospho_D_gluconate	276	Da		C00345
molecular mass		Orthophosphate	98	Da		C00009
molecular mass		Pyruvate	88	Da		C00022
molecular mass		NADPplus	744	Da		C00006
molecular mass		NADPH	745	Da		C00005
molecular mass		NADH	665	Da		C00004
molecular mass		NADplus	664	Da		C00003
molecular mass		ATP	507	Da		C00002
molecular mass		H2O	NaN	Da		C00001
molecular mass		_2_Oxoglutarate	146	Da		C00026
molecular mass		Oxaloacetate	132	Da		C00036
molecular mass		Ubiquinone	318	Da		C00399
molecular mass		D_Erythrose_4_phosphate	200	Da		C00279
molecular mass		Ubiquinol	320	Da		C00390
molecular mass		ADP	427	Da		C00008
molecular mass		Isocitrate	192	Da		C00311
molecular mass		D_Ribulose_5_phosphate	230	Da		C00199
molecular mass		D_Xylulose_5_phosphate	230	Da		C00231
molecular mass		D_Glucose_6_phosphate	260	Da		C00092
molecular mass		_3_Phospho_D_glyceroyl_phosphate	266	Da		C00236
molecular mass		CoA	768	Da		C00010
molecular mass		CO2	44	Da		C00011
molecular mass		D_Ribose_5_phosphate	230	Da		C00117
molecular mass		Glycerone_phosphate	170	Da		C00111
molecular mass		D_Glucose	180	Da		C00031
molecular mass		D_Fructose_1_6_bisphosphate	340	Da		C00354
molecular mass		D_Glyceraldehyde_3_phosphate	170	Da		C00118
molecular mass		Phosphoenolpyruvate	168	Da		C00074
molecular mass		Citrate	192	Da		C00158
molecular mass		Succinyl_CoA	868	Da		C00091
molecular mass		_3_Phospho_D_glycerate	186	Da		C00197
molecular mass		D_Glucono_1_5_lactone_6_phosphate	258	Da		C01236
molecular mass		D_Fructose_6_phosphate	260	Da		C00085
molecular mass		_2_Phospho_D_glycerate	186	Da		C00631
molecular mass		Succinate	118	Da		C00042
molecular mass		Sedoheptulose_7_phosphate	290	Da		C05382
