!!SBtab TableID='ParameterData' TableType='Quantity'										
!QuantityType	!Compound	!Reaction	!Unit	!Median	!Mean	!Std	!Lower	!Upper	!Compound:Identifiers:kegg.compound	!Reaction:Identifiers:kegg.reaction
Michaelis constant	Orthophosphate	GAP_R01061	mM	2.004	2.1756907	0.91969715	NaN	NaN	C00009	R01061
Michaelis constant	Orthophosphate	FBP_R00762	mM	2.099	2.2788297	0.96329557	NaN	NaN	C00009	R00762
Michaelis constant	Orthophosphate	SCS_R00405	mM	1.623	1.7620489	0.74484455	NaN	NaN	C00009	R00405
Michaelis constant	Orthophosphate	PPC_R00345	mM	44.71	48.540484	20.518792	NaN	NaN	C00009	R00345
Michaelis constant	Pyruvate	PTS_RPTSsy	mM	7.843	8.5149411	3.5993936	NaN	NaN	C00022	RPTSsy
Michaelis constant	Pyruvate	PYK_R00200	mM	0.4935	0.53578011	0.22648231	NaN	NaN	C00022	R00200
Michaelis constant	Pyruvate	PDH_R00209	mM	0.01002	0.010878453	0.0045984857	NaN	NaN	C00022	R00209
Michaelis constant	NADPplus	ZWF_R00835	mM	0.004125	0.0044784052	0.0018930892	NaN	NaN	C00006	R00835
Michaelis constant	NADPplus	PGD_R01528	mM	0.01445	0.015687989	0.0066315488	NaN	NaN	C00006	R01528
Michaelis constant	NADPH	ZWF_R00835	mM	0.01202	0.013049801	0.0055163472	NaN	NaN	C00005	R00835
Michaelis constant	NADPH	PGD_R01528	mM	0.0007822	0.00084921419	0.0003589756	NaN	NaN	C00005	R01528
Michaelis constant	NADH	GAP_R01061	mM	0.02932	0.031831961	0.013455848	NaN	NaN	C00004	R01061
Michaelis constant	NADH	PDH_R00209	mM	0.3977	0.43177254	0.18251674	NaN	NaN	C00004	R00209
Michaelis constant	NADH	ICD_R00709	mM	1.737	1.8858157	0.79716265	NaN	NaN	C00004	R00709
Michaelis constant	NADH	KGD_R08549	mM	1.292	1.4026908	0.59293848	NaN	NaN	C00004	R08549
Michaelis constant	NADH	MDH_R00342	mM	0.00873	0.0094779339	0.0040064651	NaN	NaN	C00004	R00342
Michaelis constant	NADplus	GAP_R01061	mM	0.1813	0.19683269	0.083204138	NaN	NaN	C00003	R01061
Michaelis constant	NADplus	PDH_R00209	mM	0.04098	0.04449092	0.018806981	NaN	NaN	C00003	R00209
Michaelis constant	NADplus	ICD_R00709	mM	0.07954	0.086354509	0.036503349	NaN	NaN	C00003	R00709
Michaelis constant	NADplus	KGD_R08549	mM	0.007739	0.008402031	0.0035516648	NaN	NaN	C00003	R08549
Michaelis constant	NADplus	MDH_R00342	mM	0.3992	0.43340105	0.18320514	NaN	NaN	C00003	R00342
Michaelis constant	ATP	PFK_R04779	mM	0.1193	0.12952091	0.054750434	NaN	NaN	C00002	R04779
Michaelis constant	ATP	PGK_R01512	mM	0.7602	0.82532936	0.34887913	NaN	NaN	C00002	R01512
Michaelis constant	ATP	PYK_R00200	mM	0.3982	0.43231538	0.18274621	NaN	NaN	C00002	R00200
Michaelis constant	ATP	SCS_R00405	mM	0.05547	0.060222336	0.025456887	NaN	NaN	C00002	R00405
Michaelis constant	_2_Oxoglutarate	ICD_R00709	mM	1.737	1.8858157	0.79716265	NaN	NaN	C00026	R00709
Michaelis constant	_2_Oxoglutarate	KGD_R08549	mM	3.946	4.2840695	1.8109406	NaN	NaN	C00026	R08549
Michaelis constant	Oxaloacetate	CSN_R00351	mM	0.009101	0.0098807189	0.0041767284	NaN	NaN	C00036	R00351
Michaelis constant	Oxaloacetate	MDH_R00342	mM	0.01109	0.012040124	0.0050895416	NaN	NaN	C00036	R00342
Michaelis constant	Oxaloacetate	PPC_R00345	mM	44.71	48.540484	20.518792	NaN	NaN	C00036	R00345
Michaelis constant	Ubiquinone	SDH_R02164	mM	0.03655	0.039681384	0.016773918	NaN	NaN	C00399	R02164
Michaelis constant	D_Erythrose_4_phosphate	TAL_R08575	mM	0.03235	0.035121553	0.014846409	NaN	NaN	C00279	R08575
Michaelis constant	D_Erythrose_4_phosphate	TXT_R01067	mM	0.3589	0.38964839	0.16471023	NaN	NaN	C00279	R01067
Michaelis constant	Ubiquinol	SDH_R02164	mM	215.7	234.17988	98.991355	NaN	NaN	C00390	R02164
Michaelis constant	ADP	PFK_R04779	mM	0.8292	0.90024087	0.38054535	NaN	NaN	C00008	R04779
Michaelis constant	ADP	PGK_R01512	mM	0.1257	0.13646922	0.057687591	NaN	NaN	C00008	R01512
Michaelis constant	ADP	PYK_R00200	mM	0.1563	0.16969084	0.07173087	NaN	NaN	C00008	R00200
Michaelis constant	ADP	SCS_R00405	mM	0.09978	0.10832855	0.045792106	NaN	NaN	C00008	R00405
Michaelis constant	Isocitrate	ACN_R01900	mM	0.1658	0.18000475	0.076090712	NaN	NaN	C00311	R01900
Michaelis constant	Isocitrate	ICD_R00709	mM	2.369	2.5719617	1.0872069	NaN	NaN	C00311	R00709
Michaelis constant	D_Ribulose_5_phosphate	PGD_R01528	mM	0.1648	0.17891907	0.075631781	NaN	NaN	C00199	R01528
Michaelis constant	D_Ribulose_5_phosphate	RPI_R01056	mM	2.696	2.9269771	1.2372772	NaN	NaN	C00199	R01056
Michaelis constant	D_Ribulose_5_phosphate	RPE_R01529	mM	0.8627	0.93661095	0.39591953	NaN	NaN	C00199	R01529
Michaelis constant	D_Xylulose_5_phosphate	RPE_R01529	mM	0.4697	0.50994107	0.21555976	NaN	NaN	C00231	R01529
Michaelis constant	D_Xylulose_5_phosphate	TXT_R01641	mM	0.4896	0.53154598	0.22469248	NaN	NaN	C00231	R01641
Michaelis constant	D_Xylulose_5_phosphate	TXT_R01067	mM	0.4882	0.53002604	0.22404997	NaN	NaN	C00231	R01067
Michaelis constant	D_Glucose_6_phosphate	PTS_RPTSsy	mM	7.843	8.5149411	3.5993936	NaN	NaN	C00092	RPTSsy
Michaelis constant	D_Glucose_6_phosphate	PGI_R02740	mM	0.1176	0.12767526	0.053970252	NaN	NaN	C00092	R02740
Michaelis constant	D_Glucose_6_phosphate	ZWF_R00835	mM	0.1018	0.11052161	0.046719147	NaN	NaN	C00092	R00835
Michaelis constant	_3_Phospho_D_glyceroyl_phosphate	GAP_R01061	mM	0.02486	0.026989855	0.011409018	NaN	NaN	C00236	R01061
Michaelis constant	_3_Phospho_D_glyceroyl_phosphate	PGK_R01512	mM	0.001143	0.0012409254	0.0005245578	NaN	NaN	C00236	R01512
Michaelis constant	CoA	PDH_R00209	mM	0.003479	0.0037770598	0.0015966199	NaN	NaN	C00010	R00209
Michaelis constant	CoA	CSN_R00351	mM	1000	1085.674	458.93071	NaN	NaN	C00010	R00351
Michaelis constant	CoA	KGD_R08549	mM	0.007739	0.008402031	0.0035516648	NaN	NaN	C00010	R08549
Michaelis constant	CoA	SCS_R00405	mM	0.0535	0.058083558	0.024552793	NaN	NaN	C00010	R00405
Michaelis constant	CO2	PDH_R00209	mM	0.3977	0.43177254	0.18251674	NaN	NaN	C00011	R00209
Michaelis constant	CO2	PGD_R01528	mM	47.47	51.536944	21.785441	NaN	NaN	C00011	R01528
Michaelis constant	CO2	ICD_R00709	mM	1.737	1.8858157	0.79716265	NaN	NaN	C00011	R00709
Michaelis constant	CO2	KGD_R08549	mM	1.292	1.4026908	0.59293848	NaN	NaN	C00011	R08549
Michaelis constant	CO2	PPC_R00345	mM	0.1872	0.20323817	0.085911829	NaN	NaN	C00011	R00345
Michaelis constant	D_Ribose_5_phosphate	RPI_R01056	mM	2.532	2.7489265	1.1620126	NaN	NaN	C00117	R01056
Michaelis constant	D_Ribose_5_phosphate	TXT_R01641	mM	0.5295	0.57486437	0.24300381	NaN	NaN	C00117	R01641
Michaelis constant	Glycerone_phosphate	ALD_R01070	mM	0.1611	0.17490208	0.073933738	NaN	NaN	C00111	R01070
Michaelis constant	Glycerone_phosphate	TIM_R01015	mM	2.767	3.0040599	1.2698613	NaN	NaN	C00111	R01015
Michaelis constant	D_Glucose	PTS_RPTSsy	mM	0.001275	0.0013842343	0.00058513666	NaN	NaN	C00031	RPTSsy
Michaelis constant	D_Fructose_1_6_bisphosphate	PFK_R04779	mM	1.404	1.5242863	0.64433872	NaN	NaN	C00354	R04779
Michaelis constant	D_Fructose_1_6_bisphosphate	ALD_R01070	mM	0.1037	0.11258439	0.047591115	NaN	NaN	C00354	R01070
Michaelis constant	D_Fructose_1_6_bisphosphate	FBP_R00762	mM	0.01362	0.01478688	0.0062506363	NaN	NaN	C00354	R00762
Michaelis constant	D_Glyceraldehyde_3_phosphate	ALD_R01070	mM	0.1307	0.14189759	0.059982244	NaN	NaN	C00118	R01070
Michaelis constant	D_Glyceraldehyde_3_phosphate	TIM_R01015	mM	0.3578	0.38845415	0.16420541	NaN	NaN	C00118	R01015
Michaelis constant	D_Glyceraldehyde_3_phosphate	GAP_R01061	mM	0.4223	0.45848012	0.19380644	NaN	NaN	C00118	R01061
Michaelis constant	D_Glyceraldehyde_3_phosphate	TXT_R01641	mM	4.846	5.2611761	2.2239782	NaN	NaN	C00118	R01641
Michaelis constant	D_Glyceraldehyde_3_phosphate	TAL_R08575	mM	0.08339	0.090534353	0.038270232	NaN	NaN	C00118	R08575
Michaelis constant	D_Glyceraldehyde_3_phosphate	TXT_R01067	mM	4.86	5.2763756	2.2304033	NaN	NaN	C00118	R01067
Michaelis constant	Phosphoenolpyruvate	PTS_RPTSsy	mM	0.001275	0.0013842343	0.00058513666	NaN	NaN	C00074	RPTSsy
Michaelis constant	Phosphoenolpyruvate	PGH_R00658	mM	0.3006	0.3263536	0.13795457	NaN	NaN	C00074	R00658
Michaelis constant	Phosphoenolpyruvate	PYK_R00200	mM	0.1938	0.21040362	0.088940772	NaN	NaN	C00074	R00200
Michaelis constant	Phosphoenolpyruvate	PPC_R00345	mM	0.3782	0.4106019	0.1735676	NaN	NaN	C00074	R00345
Michaelis constant	Citrate	CSN_R00351	mM	0.003773	0.0040962479	0.0017315456	NaN	NaN	C00158	R00351
Michaelis constant	Citrate	ACN_R01325	mM	0.6148	0.66747236	0.2821506	NaN	NaN	C00158	R01325
Michaelis constant	Succinyl_CoA	KGD_R08549	mM	0.07793	0.084606574	0.03576447	NaN	NaN	C00091	R08549
Michaelis constant	Succinyl_CoA	SCS_R00405	mM	0.04547	0.049365596	0.020867579	NaN	NaN	C00091	R00405
Michaelis constant	_3_Phospho_D_glycerate	PGK_R01512	mM	1.092	1.185556	0.50115234	NaN	NaN	C00197	R01512
Michaelis constant	_3_Phospho_D_glycerate	PGM_R01518	mM	0.9496	1.030956	0.4358006	NaN	NaN	C00197	R01518
Michaelis constant	D_Glucono_1_5_lactone_6_phosphate	ZWF_R00835	mM	0.2967	0.32211947	0.13616474	NaN	NaN	C01236	R00835
Michaelis constant	D_Glucono_1_5_lactone_6_phosphate	GLH_R02035	mM	0.01646	0.017870194	0.0075539995	NaN	NaN	C01236	R02035
Michaelis constant	D_Fructose_6_phosphate	PGI_R02740	mM	0.08502	0.092304002	0.039018289	NaN	NaN	C00085	R02740
Michaelis constant	D_Fructose_6_phosphate	PFK_R04779	mM	0.007123	0.0077332558	0.0032689635	NaN	NaN	C00085	R04779
Michaelis constant	D_Fructose_6_phosphate	TAL_R08575	mM	0.5003	0.54316269	0.22960304	NaN	NaN	C00085	R08575
Michaelis constant	D_Fructose_6_phosphate	TXT_R01067	mM	6.938	7.5324061	3.1840613	NaN	NaN	C00085	R01067
Michaelis constant	D_Fructose_6_phosphate	FBP_R00762	mM	2.099	2.2788297	0.96329557	NaN	NaN	C00085	R00762
Michaelis constant	_2_Phospho_D_glycerate	PGM_R01518	mM	0.028	0.030398872	0.01285006	NaN	NaN	C00631	R01518
Michaelis constant	_2_Phospho_D_glycerate	PGH_R00658	mM	0.298	0.32353085	0.13676135	NaN	NaN	C00631	R00658
Michaelis constant	Succinate	SCS_R00405	mM	1.404	1.5242863	0.64433872	NaN	NaN	C00042	R00405
Michaelis constant	Succinate	SDH_R02164	mM	0.1169	0.12691529	0.053649	NaN	NaN	C00042	R02164
Michaelis constant	Sedoheptulose_7_phosphate	TXT_R01641	mM	3.958	4.2970976	1.8164478	NaN	NaN	C05382	R01641
Michaelis constant	Sedoheptulose_7_phosphate	TAL_R08575	mM	0.2825	0.3067029	0.12964793	NaN	NaN	C05382	R08575
concentration	_S__Malate		mM	0.3	0.30502784	0.056078528	NaN	NaN	C00149	
concentration	Acetyl_CoA		mM	0.3	0.30502784	0.056078528	NaN	NaN	C00024	
concentration	Fumarate		mM	0.3	0.30502784	0.056078528	NaN	NaN	C00122	
concentration	cis_Aconitate		mM	0.3	0.30502784	0.056078528	NaN	NaN	C00417	
concentration	_6_Phospho_D_gluconate		mM	0.3	0.30502784	0.056078528	NaN	NaN	C00345	
concentration	Orthophosphate		mM	0.3	0.30502784	0.056078528	NaN	NaN	C00009	
concentration	Pyruvate		mM	0.3	0.30502784	0.056078528	NaN	NaN	C00022	
concentration	NADPplus		mM	0.3	0.30502784	0.056078528	NaN	NaN	C00006	
concentration	NADPH		mM	0.3	0.30502784	0.056078528	NaN	NaN	C00005	
concentration	NADH		mM	0.3	0.30502784	0.056078528	NaN	NaN	C00004	
concentration	NADplus		mM	0.3	0.30502784	0.056078528	NaN	NaN	C00003	
concentration	ATP		mM	0.3	0.30502784	0.056078528	NaN	NaN	C00002	
concentration	H2O		mM	0.3	0.30502784	0.056078528	NaN	NaN	C00001	
concentration	_2_Oxoglutarate		mM	0.3	0.30502784	0.056078528	NaN	NaN	C00026	
concentration	Oxaloacetate		mM	0.3	0.30502784	0.056078528	NaN	NaN	C00036	
concentration	Ubiquinone		mM	0.3	0.30502784	0.056078528	NaN	NaN	C00399	
concentration	D_Erythrose_4_phosphate		mM	0.3	0.30502784	0.056078528	NaN	NaN	C00279	
concentration	Ubiquinol		mM	0.3	0.30502784	0.056078528	NaN	NaN	C00390	
concentration	ADP		mM	0.3	0.30502784	0.056078528	NaN	NaN	C00008	
concentration	Isocitrate		mM	0.3	0.30502784	0.056078528	NaN	NaN	C00311	
concentration	D_Ribulose_5_phosphate		mM	0.3	0.30502784	0.056078528	NaN	NaN	C00199	
concentration	D_Xylulose_5_phosphate		mM	0.3	0.30502784	0.056078528	NaN	NaN	C00231	
concentration	D_Glucose_6_phosphate		mM	0.3	0.30502784	0.056078528	NaN	NaN	C00092	
concentration	_3_Phospho_D_glyceroyl_phosphate		mM	0.3	0.30502784	0.056078528	NaN	NaN	C00236	
concentration	CoA		mM	0.3	0.30502784	0.056078528	NaN	NaN	C00010	
concentration	CO2		mM	0.3	0.30502784	0.056078528	NaN	NaN	C00011	
concentration	D_Ribose_5_phosphate		mM	0.3	0.30502784	0.056078528	NaN	NaN	C00117	
concentration	Glycerone_phosphate		mM	0.3	0.30502784	0.056078528	NaN	NaN	C00111	
concentration	D_Glucose		mM	0.3	0.30502784	0.056078528	NaN	NaN	C00031	
concentration	D_Fructose_1_6_bisphosphate		mM	0.3	0.30502784	0.056078528	NaN	NaN	C00354	
concentration	D_Glyceraldehyde_3_phosphate		mM	0.3	0.30502784	0.056078528	NaN	NaN	C00118	
concentration	Phosphoenolpyruvate		mM	0.3	0.30502784	0.056078528	NaN	NaN	C00074	
concentration	Citrate		mM	0.3	0.30502784	0.056078528	NaN	NaN	C00158	
concentration	Succinyl_CoA		mM	0.3	0.30502784	0.056078528	NaN	NaN	C00091	
concentration	_3_Phospho_D_glycerate		mM	0.3	0.30502784	0.056078528	NaN	NaN	C00197	
concentration	D_Glucono_1_5_lactone_6_phosphate		mM	0.3	0.30502784	0.056078528	NaN	NaN	C01236	
concentration	D_Fructose_6_phosphate		mM	0.3	0.30502784	0.056078528	NaN	NaN	C00085	
concentration	_2_Phospho_D_glycerate		mM	0.3	0.30502784	0.056078528	NaN	NaN	C00631	
concentration	Succinate		mM	0.3	0.30502784	0.056078528	NaN	NaN	C00042	
concentration	Sedoheptulose_7_phosphate		mM	0.3	0.30502784	0.056078528	NaN	NaN	C05382	
equilibrium constant		PTS_RPTSsy	dimensionless	56620000	61470861	25984657	NaN	NaN		RPTSsy
equilibrium constant		PGI_R02740	dimensionless	0.3637	0.39485963	0.1669131	NaN	NaN		R02740
equilibrium constant		PFK_R04779	dimensionless	1753	1903.1865	804.50554	NaN	NaN		R04779
equilibrium constant		ALD_R01070	dimensionless	0.1889	0.20508382	0.086692012	NaN	NaN		R01070
equilibrium constant		TIM_R01015	dimensionless	0.2992	0.32483366	0.13731207	NaN	NaN		R01015
equilibrium constant		GAP_R01061	dimensionless	0.0007102	0.00077104566	0.00032593259	NaN	NaN		R01061
equilibrium constant		PGK_R01512	dimensionless	1183	1284.3523	542.91503	NaN	NaN		R01512
equilibrium constant		PGM_R01518	dimensionless	0.2762	0.29986315	0.12675666	NaN	NaN		R01518
equilibrium constant		PGH_R00658	dimensionless	5.178	5.6216199	2.3763432	NaN	NaN		R00658
equilibrium constant		PYK_R00200	dimensionless	13970	15166.866	6411.2621	NaN	NaN		R00200
equilibrium constant		PDH_R00209	dimensionless	1663000	1805475.8	763201.77	NaN	NaN		R00209
equilibrium constant		ZWF_R00835	dimensionless	7.557	8.2044383	3.4681394	NaN	NaN		R00835
equilibrium constant		GLH_R02035	dimensionless	16990	18445.601	7797.2328	NaN	NaN		R02035
equilibrium constant		PGD_R01528	dimensionless	10.57	11.475574	4.8508976	NaN	NaN		R01528
equilibrium constant		RPI_R01056	dimensionless	1.954	2.121407	0.89675061	NaN	NaN		R01056
equilibrium constant		RPE_R01529	dimensionless	3.889	4.2221861	1.7847815	NaN	NaN		R01529
equilibrium constant		TXT_R01641	dimensionless	4.743	5.1493517	2.1767084	NaN	NaN		R01641
equilibrium constant		TAL_R08575	dimensionless	1.303	1.4146332	0.59798672	NaN	NaN		R08575
equilibrium constant		TXT_R01067	dimensionless	59.58	64.684456	27.343092	NaN	NaN		R01067
equilibrium constant		FBP_R00762	dimensionless	48630	52796.326	22317.801	NaN	NaN		R00762
equilibrium constant		CSN_R00351	dimensionless	1444000	1567713.2	662695.95	NaN	NaN		R00351
equilibrium constant		ACN_R01325	dimensionless	0.02944	0.031962242	0.01351092	NaN	NaN		R01325
equilibrium constant		ACN_R01900	dimensionless	1.569	1.7034225	0.72006229	NaN	NaN		R01900
equilibrium constant		ICD_R00709	dimensionless	99.55	108.07885	45.686552	NaN	NaN		R00709
equilibrium constant		KGD_R08549	dimensionless	91950	99827.723	42198.679	NaN	NaN		R08549
equilibrium constant		SCS_R00405	dimensionless	0.9479	1.0291104	0.43502042	NaN	NaN		R00405
equilibrium constant		SDH_R02164	dimensionless	5922	6429.3613	2717.7877	NaN	NaN		R02164
equilibrium constant		FUM_R01082	dimensionless	5.053	5.4859106	2.3189769	NaN	NaN		R01082
equilibrium constant		MDH_R00342	dimensionless	6.072e-05	6.5922124e-05	2.7866273e-05	NaN	NaN		R00342
equilibrium constant		PPC_R00345	dimensionless	3.774e-07	4.0973336e-07	1.7320045e-07	NaN	NaN		R00345
substrate catalytic rate constant		PTS_RPTSsy	1/s	15.27	16.578242	7.007872	NaN	NaN		RPTSsy
substrate catalytic rate constant		PGI_R02740	1/s	125.7	136.46922	57.687591	NaN	NaN		R02740
substrate catalytic rate constant		PFK_R04779	1/s	42.21	45.826299	19.371465	NaN	NaN		R04779
substrate catalytic rate constant		ALD_R01070	1/s	192.9	209.42651	88.527734	NaN	NaN		R01070
substrate catalytic rate constant		TIM_R01015	1/s	1604	1741.4211	736.12486	NaN	NaN		R01015
substrate catalytic rate constant		GAP_R01061	1/s	66.59	72.295031	30.560196	NaN	NaN		R01061
substrate catalytic rate constant		PGK_R01512	1/s	107	116.16712	49.105586	NaN	NaN		R01512
substrate catalytic rate constant		PGM_R01518	1/s	360.7	391.60261	165.53631	NaN	NaN		R01518
substrate catalytic rate constant		PGH_R00658	1/s	198.9	215.94056	91.281319	NaN	NaN		R00658
substrate catalytic rate constant		PYK_R00200	1/s	107.7	116.92709	49.426838	NaN	NaN		R00200
substrate catalytic rate constant		PDH_R00209	1/s	38.35	41.635597	17.599993	NaN	NaN		R00209
substrate catalytic rate constant		ZWF_R00835	1/s	297	322.44517	136.30242	NaN	NaN		R00835
substrate catalytic rate constant		GLH_R02035	1/s	571.7	620.67982	262.37069	NaN	NaN		R02035
substrate catalytic rate constant		PGD_R01528	1/s	32.21	34.969559	14.782158	NaN	NaN		R01528
substrate catalytic rate constant		RPI_R01056	1/s	1619	1757.7062	743.00882	NaN	NaN		R01056
substrate catalytic rate constant		RPE_R01529	1/s	1298	1409.2048	595.69206	NaN	NaN		R01529
substrate catalytic rate constant		TXT_R01641	1/s	45.03	48.887899	20.66565	NaN	NaN		R01641
substrate catalytic rate constant		TAL_R08575	1/s	6.598	7.1632769	3.0280248	NaN	NaN		R08575
substrate catalytic rate constant		TXT_R01067	1/s	69.21	75.139496	31.762595	NaN	NaN		R01067
substrate catalytic rate constant		FBP_R00762	1/s	3509	3809.63	1610.3879	NaN	NaN		R00762
substrate catalytic rate constant		CSN_R00351	1/s	152	165.02245	69.757468	NaN	NaN		R00351
substrate catalytic rate constant		ACN_R01325	1/s	23.38	25.383058	10.7298	NaN	NaN		R01325
substrate catalytic rate constant		ACN_R01900	1/s	59.86	64.988445	27.471592	NaN	NaN		R01900
substrate catalytic rate constant		ICD_R00709	1/s	107.3	116.49282	49.243265	NaN	NaN		R00709
substrate catalytic rate constant		KGD_R08549	1/s	2584	2805.3816	1185.877	NaN	NaN		R08549
substrate catalytic rate constant		SCS_R00405	1/s	123.8	134.40644	56.815622	NaN	NaN		R00405
substrate catalytic rate constant		SDH_R02164	1/s	87.25	94.725055	40.041705	NaN	NaN		R02164
substrate catalytic rate constant		FUM_R01082	1/s	325	352.84404	149.15248	NaN	NaN		R01082
substrate catalytic rate constant		MDH_R00342	1/s	330.4	358.70668	151.63071	NaN	NaN		R00342
substrate catalytic rate constant		PPC_R00345	1/s	265.5	288.24644	121.8461	NaN	NaN		R00345
product catalytic rate constant		PTS_RPTSsy	1/s	10.21	11.084731	4.6856826	NaN	NaN		RPTSsy
product catalytic rate constant		PGI_R02740	1/s	249.9	271.30993	114.68679	NaN	NaN		R02740
product catalytic rate constant		PFK_R04779	1/s	32.98	35.805528	15.135535	NaN	NaN		R04779
product catalytic rate constant		ALD_R01070	1/s	207.3	225.06022	95.136337	NaN	NaN		R01070
product catalytic rate constant		TIM_R01015	1/s	693.6	753.02347	318.31434	NaN	NaN		R01015
product catalytic rate constant		GAP_R01061	1/s	445.2	483.34206	204.31595	NaN	NaN		R01061
product catalytic rate constant		PGK_R01512	1/s	522.5	567.26466	239.7913	NaN	NaN		R01512
product catalytic rate constant		PGM_R01518	1/s	38.51	41.809305	17.673422	NaN	NaN		R01518
product catalytic rate constant		PGH_R00658	1/s	38.76	42.080724	17.788154	NaN	NaN		R00658
product catalytic rate constant		PYK_R00200	1/s	0.05001	0.054294556	0.022951125	NaN	NaN		R00200
product catalytic rate constant		PDH_R00209	1/s	0.07849	0.085214551	0.036021472	NaN	NaN		R00209
product catalytic rate constant		ZWF_R00835	1/s	333.6	362.18084	153.09929	NaN	NaN		R00835
product catalytic rate constant		GLH_R02035	1/s	0.05001	0.054294556	0.022951125	NaN	NaN		R02035
