!!SBtab TableID='ParameterData' TableType='Quantity'										
!QuantityType	!Compound	!Reaction	!Unit	!Median	!Mean	!Std	!Lower	!Upper	!Compound:Identifiers:kegg.compound	!Reaction:Identifiers:kegg.reaction
Michaelis constant	ATP	PFK_R04779	mM	0.119	0.12099438	0.022244483	NaN	NaN	C00002	R04779
Michaelis constant	ATP	PGK_R01512	mM	0.7581	0.77080535	0.14171044	NaN	NaN	C00002	R01512
Michaelis constant	ATP	PYK_R00200	mM	0.2615	0.2658826	0.048881784	NaN	NaN	C00002	R00200
Michaelis constant	ATP	SCS_R00405	mM	0.05552	0.056450486	0.010378266	NaN	NaN	C00002	R00405
Michaelis constant	_2_Oxoglutarate	ICD_R00709	mM	1.718	1.7467928	0.32114304	NaN	NaN	C00026	R00709
Michaelis constant	_2_Oxoglutarate	KGD_R08549	mM	3.903	3.9684122	0.72958166	NaN	NaN	C00026	R08549
Michaelis constant	Oxaloacetate	CSN_R00351	mM	0.01965	0.019979323	0.0036731436	NaN	NaN	C00036	R00351
Michaelis constant	Oxaloacetate	MDH_R00342	mM	0.01112	0.011306365	0.0020786441	NaN	NaN	C00036	R00342
Michaelis constant	Oxaloacetate	PPC_R00345	mM	15.83	16.095302	2.959077	NaN	NaN	C00036	R00345
Michaelis constant	Ubiquinone	SDH_R02164	mM	0.03619	0.036796525	0.0067649398	NaN	NaN	C00399	R02164
Michaelis constant	D_Erythrose_4_phosphate	TAL_R08575	mM	0.03241	0.032953174	0.0060583504	NaN	NaN	C00279	R08575
Michaelis constant	D_Erythrose_4_phosphate	TXT_R01067	mM	0.3582	0.36420324	0.066957763	NaN	NaN	C00279	R01067
Michaelis constant	Ubiquinol	SDH_R02164	mM	199.1	202.43681	37.21745	NaN	NaN	C00390	R02164
Michaelis constant	ADP	PFK_R04779	mM	0.8285	0.84238522	0.1548702	NaN	NaN	C00008	R04779
Michaelis constant	ADP	PGK_R01512	mM	0.1256	0.12770499	0.023478211	NaN	NaN	C00008	R01512
Michaelis constant	ADP	PYK_R00200	mM	0.2374	0.2413787	0.044376809	NaN	NaN	C00008	R00200
Michaelis constant	ADP	SCS_R00405	mM	0.09979	0.10146243	0.018653588	NaN	NaN	C00008	R00405
Michaelis constant	Isocitrate	ACN_R01900	mM	0.1658	0.16857872	0.030992733	NaN	NaN	C00311	R01900
Michaelis constant	Isocitrate	ICD_R00709	mM	2.347	2.3863345	0.43872102	NaN	NaN	C00311	R00709
Michaelis constant	D_Ribulose_5_phosphate	PGD_R01528	mM	0.1648	0.16756196	0.030805805	NaN	NaN	C00199	R01528
Michaelis constant	D_Ribulose_5_phosphate	RPI_R01056	mM	2.683	2.7279656	0.50152897	NaN	NaN	C00199	R01056
Michaelis constant	D_Ribulose_5_phosphate	RPE_R01529	mM	0.8579	0.87227795	0.1603659	NaN	NaN	C00199	R01529
Michaelis constant	D_Xylulose_5_phosphate	RPE_R01529	mM	0.4629	0.47065796	0.086529169	NaN	NaN	C00231	R01529
Michaelis constant	D_Xylulose_5_phosphate	TXT_R01641	mM	0.4884	0.49658532	0.091295844	NaN	NaN	C00231	R01641
Michaelis constant	D_Xylulose_5_phosphate	TXT_R01067	mM	0.487	0.49516186	0.091034145	NaN	NaN	C00231	R01067
Michaelis constant	D_Glucose_6_phosphate	PTS_RPTSsy	mM	0.4775	0.48550264	0.089258324	NaN	NaN	C00092	RPTSsy
Michaelis constant	D_Glucose_6_phosphate	PGI_R02740	mM	0.1144	0.11631728	0.021384612	NaN	NaN	C00092	R02740
Michaelis constant	D_Glucose_6_phosphate	ZWF_R00835	mM	99.24	100.90321	18.550777	NaN	NaN	C00092	R00835
Michaelis constant	_3_Phospho_D_glyceroyl_phosphate	GAP_R01061	mM	0.01054	0.010716645	0.0019702256	NaN	NaN	C00236	R01061
Michaelis constant	_3_Phospho_D_glyceroyl_phosphate	PGK_R01512	mM	0.00115	0.0011692734	0.00021496769	NaN	NaN	C00236	R01512
Michaelis constant	CoA	PDH_R00209	mM	0.003446	0.0035037531	0.00064415536	NaN	NaN	C00010	R00209
Michaelis constant	CoA	CSN_R00351	mM	1000	1016.7595	186.92843	NaN	NaN	C00010	R00351
Michaelis constant	CoA	KGD_R08549	mM	0.004993	0.00507668	0.00093333364	NaN	NaN	C00010	R08549
Michaelis constant	CoA	SCS_R00405	mM	0.05355	0.054447469	0.010010017	NaN	NaN	C00010	R00405
Michaelis constant	CO2	PDH_R00209	mM	11.78	11.977427	2.2020169	NaN	NaN	C00011	R00209
Michaelis constant	CO2	PGD_R01528	mM	47.05	47.838533	8.7949825	NaN	NaN	C00011	R01528
Michaelis constant	CO2	ICD_R00709	mM	1.718	1.7467928	0.32114304	NaN	NaN	C00011	R00709
Michaelis constant	CO2	KGD_R08549	mM	2.003	2.0365692	0.37441764	NaN	NaN	C00011	R08549
Michaelis constant	CO2	PPC_R00345	mM	0.186	0.18911726	0.034768688	NaN	NaN	C00011	R00345
Michaelis constant	D_Ribose_5_phosphate	RPI_R01056	mM	2.519	2.5612171	0.47087271	NaN	NaN	C00117	R01056
Michaelis constant	D_Ribose_5_phosphate	TXT_R01641	mM	0.5281	0.53695067	0.098716903	NaN	NaN	C00117	R01641
Michaelis constant	Glycerone_phosphate	ALD_R01070	mM	0.1609	0.1635966	0.030076784	NaN	NaN	C00111	R01070
Michaelis constant	Glycerone_phosphate	TIM_R01015	mM	2.754	2.8001556	0.51480089	NaN	NaN	C00111	R01015
Michaelis constant	D_Glucose	PTS_RPTSsy	mM	0.01973	0.020060664	0.0036880979	NaN	NaN	C00031	RPTSsy
Michaelis constant	D_Fructose_1_6_bisphosphate	PFK_R04779	mM	0.8963	0.91132151	0.16754395	NaN	NaN	C00354	R04779
Michaelis constant	D_Fructose_1_6_bisphosphate	ALD_R01070	mM	0.1024	0.10411617	0.019141471	NaN	NaN	C00354	R01070
Michaelis constant	D_Fructose_1_6_bisphosphate	FBP_R00762	mM	0.01352	0.013746588	0.0025272723	NaN	NaN	C00354	R00762
Michaelis constant	D_Glyceraldehyde_3_phosphate	ALD_R01070	mM	0.1306	0.13278879	0.024412853	NaN	NaN	C00118	R01070
Michaelis constant	D_Glyceraldehyde_3_phosphate	TIM_R01015	mM	0.357	0.36298313	0.066733449	NaN	NaN	C00118	R01015
Michaelis constant	D_Glyceraldehyde_3_phosphate	GAP_R01061	mM	0.9957	1.0123874	0.18612464	NaN	NaN	C00118	R01061
Michaelis constant	D_Glyceraldehyde_3_phosphate	TXT_R01641	mM	4.818	4.8987471	0.90062117	NaN	NaN	C00118	R01641
Michaelis constant	D_Glyceraldehyde_3_phosphate	TAL_R08575	mM	0.08341	0.084807907	0.0155917	NaN	NaN	C00118	R08575
Michaelis constant	D_Glyceraldehyde_3_phosphate	TXT_R01067	mM	4.831	4.911965	0.90305124	NaN	NaN	C00118	R01067
Michaelis constant	Phosphoenolpyruvate	PTS_RPTSsy	mM	0.0005187	0.00052739313	9.6959776e-05	NaN	NaN	C00074	RPTSsy
Michaelis constant	Phosphoenolpyruvate	PGH_R00658	mM	0.3001	0.30512952	0.056097221	NaN	NaN	C00074	R00658
Michaelis constant	Phosphoenolpyruvate	PYK_R00200	mM	0.2941	0.29902896	0.054975651	NaN	NaN	C00074	R00200
Michaelis constant	Phosphoenolpyruvate	PPC_R00345	mM	0.3753	0.38158983	0.070154239	NaN	NaN	C00074	R00345
Michaelis constant	Citrate	CSN_R00351	mM	1.719	1.7478095	0.32132997	NaN	NaN	C00158	R00351
Michaelis constant	Citrate	ACN_R01325	mM	0.6131	0.62337523	0.11460582	NaN	NaN	C00158	R01325
Michaelis constant	Succinyl_CoA	KGD_R08549	mM	0.0784	0.079713942	0.014655189	NaN	NaN	C00091	R08549
Michaelis constant	Succinyl_CoA	SCS_R00405	mM	0.04553	0.046293058	0.0085108513	NaN	NaN	C00091	R00405
Michaelis constant	_3_Phospho_D_glycerate	PGK_R01512	mM	1.088	1.1062343	0.20337813	NaN	NaN	C00197	R01512
Michaelis constant	_3_Phospho_D_glycerate	PGM_R01518	mM	3.746	3.808781	0.70023389	NaN	NaN	C00197	R01518
Michaelis constant	D_Glucono_1_5_lactone_6_phosphate	ZWF_R00835	mM	288.7	293.53846	53.966237	NaN	NaN	C01236	R00835
Michaelis constant	D_Glucono_1_5_lactone_6_phosphate	GLH_R02035	mM	0.01965	0.019979323	0.0036731436	NaN	NaN	C01236	R02035
Michaelis constant	D_Fructose_6_phosphate	PGI_R02740	mM	0.08741	0.088874945	0.016339414	NaN	NaN	C00085	R02740
Michaelis constant	D_Fructose_6_phosphate	PFK_R04779	mM	0.01116	0.011347036	0.0020861213	NaN	NaN	C00085	R04779
Michaelis constant	D_Fructose_6_phosphate	TAL_R08575	mM	0.499	0.50736297	0.093277286	NaN	NaN	C00085	R08575
Michaelis constant	D_Fructose_6_phosphate	TXT_R01067	mM	6.893	7.008523	1.2884977	NaN	NaN	C00085	R01067
Michaelis constant	D_Fructose_6_phosphate	FBP_R00762	mM	9.647	9.8086786	1.8032985	NaN	NaN	C00085	R00762
Michaelis constant	_2_Phospho_D_glycerate	PGM_R01518	mM	6.911	7.0268247	1.2918624	NaN	NaN	C00631	R01518
Michaelis constant	_2_Phospho_D_glycerate	PGH_R00658	mM	0.2975	0.30248594	0.055611207	NaN	NaN	C00631	R00658
Michaelis constant	Succinate	SCS_R00405	mM	1.399	1.4224465	0.26151287	NaN	NaN	C00042	R00405
Michaelis constant	Succinate	SDH_R02164	mM	0.1156	0.11753739	0.021608926	NaN	NaN	C00042	R02164
Michaelis constant	Sedoheptulose_7_phosphate	TXT_R01641	mM	3.936	4.0019653	0.73575029	NaN	NaN	C05382	R01641
Michaelis constant	Sedoheptulose_7_phosphate	TAL_R08575	mM	0.2821	0.28682785	0.05273251	NaN	NaN	C05382	R08575
concentration	_S__Malate		mM	0.1	0.10167595	0.018692843	NaN	NaN	C00149	
concentration	Acetyl_CoA		mM	0.1	0.10167595	0.018692843	NaN	NaN	C00024	
concentration	Fumarate		mM	0.1	0.10167595	0.018692843	NaN	NaN	C00122	
concentration	cis_Aconitate		mM	0.1	0.10167595	0.018692843	NaN	NaN	C00417	
concentration	_6_Phospho_D_gluconate		mM	0.1	0.10167595	0.018692843	NaN	NaN	C00345	
concentration	Orthophosphate		mM	0.1	0.10167595	0.018692843	NaN	NaN	C00009	
concentration	Pyruvate		mM	0.1	0.10167595	0.018692843	NaN	NaN	C00022	
concentration	NADPplus		mM	0.1	0.10167595	0.018692843	NaN	NaN	C00006	
concentration	NADPH		mM	0.1	0.10167595	0.018692843	NaN	NaN	C00005	
concentration	NADH		mM	0.1	0.10167595	0.018692843	NaN	NaN	C00004	
concentration	NADplus		mM	0.1	0.10167595	0.018692843	NaN	NaN	C00003	
concentration	ATP		mM	0.1	0.10167595	0.018692843	NaN	NaN	C00002	
concentration	H2O		mM	0.1	0.10167595	0.018692843	NaN	NaN	C00001	
concentration	_2_Oxoglutarate		mM	0.1	0.10167595	0.018692843	NaN	NaN	C00026	
concentration	Oxaloacetate		mM	0.1	0.10167595	0.018692843	NaN	NaN	C00036	
concentration	Ubiquinone		mM	0.1	0.10167595	0.018692843	NaN	NaN	C00399	
concentration	D_Erythrose_4_phosphate		mM	0.1	0.10167595	0.018692843	NaN	NaN	C00279	
concentration	Ubiquinol		mM	0.1	0.10167595	0.018692843	NaN	NaN	C00390	
concentration	ADP		mM	0.1	0.10167595	0.018692843	NaN	NaN	C00008	
concentration	Isocitrate		mM	0.1	0.10167595	0.018692843	NaN	NaN	C00311	
concentration	D_Ribulose_5_phosphate		mM	0.1	0.10167595	0.018692843	NaN	NaN	C00199	
concentration	D_Xylulose_5_phosphate		mM	0.1	0.10167595	0.018692843	NaN	NaN	C00231	
concentration	D_Glucose_6_phosphate		mM	0.1	0.10167595	0.018692843	NaN	NaN	C00092	
concentration	_3_Phospho_D_glyceroyl_phosphate		mM	0.1	0.10167595	0.018692843	NaN	NaN	C00236	
concentration	CoA		mM	0.1	0.10167595	0.018692843	NaN	NaN	C00010	
concentration	CO2		mM	0.1	0.10167595	0.018692843	NaN	NaN	C00011	
concentration	D_Ribose_5_phosphate		mM	0.1	0.10167595	0.018692843	NaN	NaN	C00117	
concentration	Glycerone_phosphate		mM	0.1	0.10167595	0.018692843	NaN	NaN	C00111	
concentration	D_Glucose		mM	0.1	0.10167595	0.018692843	NaN	NaN	C00031	
concentration	D_Fructose_1_6_bisphosphate		mM	0.1	0.10167595	0.018692843	NaN	NaN	C00354	
concentration	D_Glyceraldehyde_3_phosphate		mM	0.1	0.10167595	0.018692843	NaN	NaN	C00118	
concentration	Phosphoenolpyruvate		mM	0.1	0.10167595	0.018692843	NaN	NaN	C00074	
concentration	Citrate		mM	0.1	0.10167595	0.018692843	NaN	NaN	C00158	
concentration	Succinyl_CoA		mM	0.1	0.10167595	0.018692843	NaN	NaN	C00091	
concentration	_3_Phospho_D_glycerate		mM	0.1	0.10167595	0.018692843	NaN	NaN	C00197	
concentration	D_Glucono_1_5_lactone_6_phosphate		mM	0.1	0.10167595	0.018692843	NaN	NaN	C01236	
concentration	D_Fructose_6_phosphate		mM	0.1	0.10167595	0.018692843	NaN	NaN	C00085	
concentration	_2_Phospho_D_glycerate		mM	0.1	0.10167595	0.018692843	NaN	NaN	C00631	
concentration	Succinate		mM	0.1	0.10167595	0.018692843	NaN	NaN	C00042	
concentration	Sedoheptulose_7_phosphate		mM	0.1	0.10167595	0.018692843	NaN	NaN	C05382	
concentration of enzyme		PTS_RPTSsy	mM	0.5	0.50837973	0.093464214	NaN	NaN		RPTSsy
concentration of enzyme		PGI_R02740	mM	0.5	0.50837973	0.093464214	NaN	NaN		R02740
concentration of enzyme		PFK_R04779	mM	0.5	0.50837973	0.093464214	NaN	NaN		R04779
concentration of enzyme		ALD_R01070	mM	0.5	0.50837973	0.093464214	NaN	NaN		R01070
concentration of enzyme		TIM_R01015	mM	0.5	0.50837973	0.093464214	NaN	NaN		R01015
concentration of enzyme		GAP_R01061	mM	0.5	0.50837973	0.093464214	NaN	NaN		R01061
concentration of enzyme		PGK_R01512	mM	0.5	0.50837973	0.093464214	NaN	NaN		R01512
concentration of enzyme		PGM_R01518	mM	0.5	0.50837973	0.093464214	NaN	NaN		R01518
concentration of enzyme		PGH_R00658	mM	0.5	0.50837973	0.093464214	NaN	NaN		R00658
concentration of enzyme		PYK_R00200	mM	0.5	0.50837973	0.093464214	NaN	NaN		R00200
concentration of enzyme		PDH_R00209	mM	0.5	0.50837973	0.093464214	NaN	NaN		R00209
concentration of enzyme		ZWF_R00835	mM	0.5	0.50837973	0.093464214	NaN	NaN		R00835
concentration of enzyme		GLH_R02035	mM	0.5	0.50837973	0.093464214	NaN	NaN		R02035
concentration of enzyme		PGD_R01528	mM	0.5	0.50837973	0.093464214	NaN	NaN		R01528
concentration of enzyme		RPI_R01056	mM	0.5	0.50837973	0.093464214	NaN	NaN		R01056
concentration of enzyme		RPE_R01529	mM	0.5	0.50837973	0.093464214	NaN	NaN		R01529
concentration of enzyme		TXT_R01641	mM	0.5	0.50837973	0.093464214	NaN	NaN		R01641
concentration of enzyme		TAL_R08575	mM	0.5	0.50837973	0.093464214	NaN	NaN		R08575
concentration of enzyme		TXT_R01067	mM	0.5	0.50837973	0.093464214	NaN	NaN		R01067
concentration of enzyme		FBP_R00762	mM	0.5	0.50837973	0.093464214	NaN	NaN		R00762
concentration of enzyme		CSN_R00351	mM	0.5	0.50837973	0.093464214	NaN	NaN		R00351
concentration of enzyme		ACN_R01325	mM	0.5	0.50837973	0.093464214	NaN	NaN		R01325
concentration of enzyme		ACN_R01900	mM	0.5	0.50837973	0.093464214	NaN	NaN		R01900
concentration of enzyme		ICD_R00709	mM	0.5	0.50837973	0.093464214	NaN	NaN		R00709
concentration of enzyme		KGD_R08549	mM	0.5	0.50837973	0.093464214	NaN	NaN		R08549
concentration of enzyme		SCS_R00405	mM	0.5	0.50837973	0.093464214	NaN	NaN		R00405
concentration of enzyme		SDH_R02164	mM	0.5	0.50837973	0.093464214	NaN	NaN		R02164
concentration of enzyme		FUM_R01082	mM	0.5	0.50837973	0.093464214	NaN	NaN		R01082
concentration of enzyme		MDH_R00342	mM	0.5	0.50837973	0.093464214	NaN	NaN		R00342
concentration of enzyme		PPC_R00345	mM	0.5	0.50837973	0.093464214	NaN	NaN		R00345
equilibrium constant		PTS_RPTSsy	dimensionless	54610000	55525234	10208161	NaN	NaN		RPTSsy
equilibrium constant		PGI_R02740	dimensionless	0.3643	0.37040547	0.068098026	NaN	NaN		R02740
equilibrium constant		PFK_R04779	dimensionless	1730	1758.9939	323.38618	NaN	NaN		R04779
equilibrium constant		ALD_R01070	dimensionless	0.1894	0.19257424	0.035404244	NaN	NaN		R01070
equilibrium constant		TIM_R01015	dimensionless	0.2998	0.30482449	0.056041143	NaN	NaN		R01015
equilibrium constant		GAP_R01061	dimensionless	0.001699	0.0017274743	0.0003175914	NaN	NaN		R01061
equilibrium constant		PGK_R01512	dimensionless	1171	1190.6253	218.89319	NaN	NaN		R01512
equilibrium constant		PGM_R01518	dimensionless	1.099	1.1174187	0.20543434	NaN	NaN		R01518
equilibrium constant		PGH_R00658	dimensionless	5.166	5.2525794	0.96567226	NaN	NaN		R00658
equilibrium constant		PYK_R00200	dimensionless	20720000	21067256	3873157	NaN	NaN		R00200
equilibrium constant		PDH_R00209	dimensionless	1605000	1631898.9	300020.13	NaN	NaN		R00209
equilibrium constant		ZWF_R00835	dimensionless	7.534	7.6602658	1.4083188	NaN	NaN		R00835
equilibrium constant		GLH_R02035	dimensionless	19940	20274.184	3727.3529	NaN	NaN		R02035
equilibrium constant		PGD_R01528	dimensionless	10.52	10.69631	1.9664871	NaN	NaN		R01528
equilibrium constant		RPI_R01056	dimensionless	1.952	1.9847145	0.36488429	NaN	NaN		R01056
equilibrium constant		RPE_R01529	dimensionless	3.872	3.9368926	0.72378687	NaN	NaN		R01529
equilibrium constant		TXT_R01641	dimensionless	4.732	4.8113058	0.88454532	NaN	NaN		R01641
equilibrium constant		TAL_R08575	dimensionless	1.302	1.3238208	0.24338081	NaN	NaN		R08575
equilibrium constant		TXT_R01067	dimensionless	59.22	60.212496	11.069902	NaN	NaN		R01067
equilibrium constant		FBP_R00762	dimensionless	46870000	47655516	8761335.4	NaN	NaN		R00762
equilibrium constant		CSN_R00351	dimensionless	3046000	3097049.3	569383.99	NaN	NaN		R00351
equilibrium constant		ACN_R01325	dimensionless	0.02959	0.030085913	0.0055312122	NaN	NaN		R01325
equilibrium constant		ACN_R01900	dimensionless	1.567	1.5932621	0.29291685	NaN	NaN		R01900
equilibrium constant		ICD_R00709	dimensionless	98.46	100.11014	18.404973	NaN	NaN		R00709
equilibrium constant		KGD_R08549	dimensionless	88960000	90450922	16629153	NaN	NaN		R08549
equilibrium constant		SCS_R00405	dimensionless	0.9481	0.96398965	0.17722684	NaN	NaN		R00405
equilibrium constant		SDH_R02164	dimensionless	5781	5877.8865	1080.6332	NaN	NaN		R02164
equilibrium constant		FUM_R01082	dimensionless	5.043	5.127518	0.94268006	NaN	NaN		R01082
equilibrium constant		MDH_R00342	dimensionless	6.158e-05	6.2612048e-05	1.1511053e-05	NaN	NaN		R00342
equilibrium constant		PPC_R00345	dimensionless	3.878e-07	3.9429932e-07	7.2490844e-08	NaN	NaN		R00345
substrate catalytic rate constant		PTS_RPTSsy	1/s	15.46	15.719101	2.8899135	NaN	NaN		RPTSsy
substrate catalytic rate constant		PGI_R02740	1/s	125.7	127.80666	23.496903	NaN	NaN		R02740
substrate catalytic rate constant		PFK_R04779	1/s	42.33	43.039428	7.9126804	NaN	NaN		R04779
substrate catalytic rate constant		ALD_R01070	1/s	192.1	195.31949	35.908951	NaN	NaN		R01070
substrate catalytic rate constant		TIM_R01015	1/s	1607	1633.9325	300.39398	NaN	NaN		R01015
substrate catalytic rate constant		GAP_R01061	1/s	28.14	28.611611	5.260166	NaN	NaN		R01061
substrate catalytic rate constant		PGK_R01512	1/s	107	108.79326	20.001342	NaN	NaN		R01512
substrate catalytic rate constant		PGM_R01518	1/s	90.9	92.423435	16.991794	NaN	NaN		R01518
substrate catalytic rate constant		PGH_R00658	1/s	198.9	202.23346	37.180064	NaN	NaN		R00658
substrate catalytic rate constant		PYK_R00200	1/s	71.21	72.403442	13.311173	NaN	NaN		R00200
substrate catalytic rate constant		PDH_R00209	1/s	12.27	12.475639	2.2936118	NaN	NaN		R00209
substrate catalytic rate constant		ZWF_R00835	1/s	297.1	302.07924	55.536436	NaN	NaN		R00835
substrate catalytic rate constant		GLH_R02035	1/s	480.5	488.55292	89.81911	NaN	NaN		R02035
substrate catalytic rate constant		PGD_R01528	1/s	32.18	32.71932	6.0153568	NaN	NaN		R01528
