!!SBtab TableID='Parameter' TableType='Quantity' TableName='Parameter' StandardConcentration='mM'						
!QuantityType	!Reaction	!Compound	!Mode	!Unit	!Reaction:Identifiers:kegg.reaction	!Compound:Identifiers:kegg.compound
catalytic rate constant geometric mean	ACN_R01900		138	1/s	R01900	
catalytic rate constant geometric mean	ICD_R00709		56.7	1/s	R00709	
catalytic rate constant geometric mean	KGD_R08549		200	1/s	R08549	
catalytic rate constant geometric mean	SCS_R00405		95.7	1/s	R00405	
catalytic rate constant geometric mean	SDH_R02164		82.75	1/s	R02164	
catalytic rate constant geometric mean	FUM_R01082		217.2	1/s	R01082	
catalytic rate constant geometric mean	MDH_R00342		484.3	1/s	R00342	
catalytic rate constant geometric mean	PPC_R00345		2573	1/s	R00345	
Michaelis constant	FUM_R01082	_S__Malate	0.5119	mM	R01082	C00149
Michaelis constant	MDH_R00342	_S__Malate	1.859	mM	R00342	C00149
Michaelis constant	PDH_R00209	Acetyl_CoA	0.03075	mM	R00209	C00024
Michaelis constant	CSN_R00351	Acetyl_CoA	0.01363	mM	R00351	C00024
Michaelis constant	SDH_R02164	Fumarate	0.1056	mM	R02164	C00122
Michaelis constant	FUM_R01082	Fumarate	0.2267	mM	R01082	C00122
Michaelis constant	ACN_R01325	cis_Aconitate	0.0198	mM	R01325	C00417
Michaelis constant	ACN_R01900	cis_Aconitate	0.01989	mM	R01900	C00417
Michaelis constant	GLH_R02035	_6_Phospho_D_gluconate	0.02447	mM	R02035	C00345
Michaelis constant	PGD_R01528	_6_Phospho_D_gluconate	0.01533	mM	R01528	C00345
Michaelis constant	GAP_R01061	Orthophosphate	2.004	mM	R01061	C00009
Michaelis constant	FBP_R00762	Orthophosphate	2.099	mM	R00762	C00009
Michaelis constant	SCS_R00405	Orthophosphate	1.623	mM	R00405	C00009
Michaelis constant	PPC_R00345	Orthophosphate	44.71	mM	R00345	C00009
Michaelis constant	PTS_RPTSsy	Pyruvate	7.843	mM	RPTSsy	C00022
Michaelis constant	PYK_R00200	Pyruvate	0.4935	mM	R00200	C00022
Michaelis constant	PDH_R00209	Pyruvate	0.01002	mM	R00209	C00022
Michaelis constant	ZWF_R00835	NADPplus	0.004125	mM	R00835	C00006
Michaelis constant	PGD_R01528	NADPplus	0.01445	mM	R01528	C00006
Michaelis constant	ZWF_R00835	NADPH	0.01202	mM	R00835	C00005
Michaelis constant	PGD_R01528	NADPH	0.0007822	mM	R01528	C00005
Michaelis constant	GAP_R01061	NADH	0.02932	mM	R01061	C00004
Michaelis constant	PDH_R00209	NADH	0.3977	mM	R00209	C00004
Michaelis constant	ICD_R00709	NADH	1.737	mM	R00709	C00004
Michaelis constant	KGD_R08549	NADH	1.292	mM	R08549	C00004
Michaelis constant	MDH_R00342	NADH	0.00873	mM	R00342	C00004
Michaelis constant	GAP_R01061	NADplus	0.1813	mM	R01061	C00003
Michaelis constant	PDH_R00209	NADplus	0.04098	mM	R00209	C00003
Michaelis constant	ICD_R00709	NADplus	0.07954	mM	R00709	C00003
Michaelis constant	KGD_R08549	NADplus	0.007739	mM	R08549	C00003
Michaelis constant	MDH_R00342	NADplus	0.3992	mM	R00342	C00003
Michaelis constant	PFK_R04779	ATP	0.1193	mM	R04779	C00002
Michaelis constant	PGK_R01512	ATP	0.7602	mM	R01512	C00002
Michaelis constant	PYK_R00200	ATP	0.3982	mM	R00200	C00002
Michaelis constant	SCS_R00405	ATP	0.05547	mM	R00405	C00002
Michaelis constant	ICD_R00709	_2_Oxoglutarate	1.737	mM	R00709	C00026
Michaelis constant	KGD_R08549	_2_Oxoglutarate	3.946	mM	R08549	C00026
Michaelis constant	CSN_R00351	Oxaloacetate	0.009101	mM	R00351	C00036
Michaelis constant	MDH_R00342	Oxaloacetate	0.01109	mM	R00342	C00036
Michaelis constant	PPC_R00345	Oxaloacetate	44.71	mM	R00345	C00036
Michaelis constant	SDH_R02164	Ubiquinone	0.03655	mM	R02164	C00399
Michaelis constant	TAL_R08575	D_Erythrose_4_phosphate	0.03235	mM	R08575	C00279
Michaelis constant	TXT_R01067	D_Erythrose_4_phosphate	0.3589	mM	R01067	C00279
Michaelis constant	SDH_R02164	Ubiquinol	215.7	mM	R02164	C00390
Michaelis constant	PFK_R04779	ADP	0.8292	mM	R04779	C00008
Michaelis constant	PGK_R01512	ADP	0.1257	mM	R01512	C00008
Michaelis constant	PYK_R00200	ADP	0.1563	mM	R00200	C00008
Michaelis constant	SCS_R00405	ADP	0.09978	mM	R00405	C00008
Michaelis constant	ACN_R01900	Isocitrate	0.1658	mM	R01900	C00311
Michaelis constant	ICD_R00709	Isocitrate	2.369	mM	R00709	C00311
Michaelis constant	PGD_R01528	D_Ribulose_5_phosphate	0.1648	mM	R01528	C00199
Michaelis constant	RPI_R01056	D_Ribulose_5_phosphate	2.696	mM	R01056	C00199
Michaelis constant	RPE_R01529	D_Ribulose_5_phosphate	0.8627	mM	R01529	C00199
Michaelis constant	RPE_R01529	D_Xylulose_5_phosphate	0.4697	mM	R01529	C00231
Michaelis constant	TXT_R01641	D_Xylulose_5_phosphate	0.4896	mM	R01641	C00231
Michaelis constant	TXT_R01067	D_Xylulose_5_phosphate	0.4882	mM	R01067	C00231
Michaelis constant	PTS_RPTSsy	D_Glucose_6_phosphate	7.843	mM	RPTSsy	C00092
Michaelis constant	PGI_R02740	D_Glucose_6_phosphate	0.1176	mM	R02740	C00092
Michaelis constant	ZWF_R00835	D_Glucose_6_phosphate	0.1018	mM	R00835	C00092
Michaelis constant	GAP_R01061	_3_Phospho_D_glyceroyl_phosphate	0.02486	mM	R01061	C00236
Michaelis constant	PGK_R01512	_3_Phospho_D_glyceroyl_phosphate	0.001143	mM	R01512	C00236
Michaelis constant	PDH_R00209	CoA	0.003479	mM	R00209	C00010
Michaelis constant	CSN_R00351	CoA	9999	mM	R00351	C00010
Michaelis constant	KGD_R08549	CoA	0.007739	mM	R08549	C00010
Michaelis constant	SCS_R00405	CoA	0.0535	mM	R00405	C00010
Michaelis constant	PDH_R00209	CO2	0.3977	mM	R00209	C00011
Michaelis constant	PGD_R01528	CO2	47.47	mM	R01528	C00011
Michaelis constant	ICD_R00709	CO2	1.737	mM	R00709	C00011
Michaelis constant	KGD_R08549	CO2	1.292	mM	R08549	C00011
Michaelis constant	PPC_R00345	CO2	0.1872	mM	R00345	C00011
Michaelis constant	RPI_R01056	D_Ribose_5_phosphate	2.532	mM	R01056	C00117
Michaelis constant	TXT_R01641	D_Ribose_5_phosphate	0.5295	mM	R01641	C00117
Michaelis constant	ALD_R01070	Glycerone_phosphate	0.1611	mM	R01070	C00111
Michaelis constant	TIM_R01015	Glycerone_phosphate	2.767	mM	R01015	C00111
Michaelis constant	PTS_RPTSsy	D_Glucose	0.001275	mM	RPTSsy	C00031
Michaelis constant	PFK_R04779	D_Fructose_1_6_bisphosphate	1.404	mM	R04779	C00354
Michaelis constant	ALD_R01070	D_Fructose_1_6_bisphosphate	0.1037	mM	R01070	C00354
Michaelis constant	FBP_R00762	D_Fructose_1_6_bisphosphate	0.01362	mM	R00762	C00354
Michaelis constant	ALD_R01070	D_Glyceraldehyde_3_phosphate	0.1307	mM	R01070	C00118
Michaelis constant	TIM_R01015	D_Glyceraldehyde_3_phosphate	0.3578	mM	R01015	C00118
Michaelis constant	GAP_R01061	D_Glyceraldehyde_3_phosphate	0.4223	mM	R01061	C00118
Michaelis constant	TXT_R01641	D_Glyceraldehyde_3_phosphate	4.846	mM	R01641	C00118
Michaelis constant	TAL_R08575	D_Glyceraldehyde_3_phosphate	0.08339	mM	R08575	C00118
Michaelis constant	TXT_R01067	D_Glyceraldehyde_3_phosphate	4.86	mM	R01067	C00118
Michaelis constant	PTS_RPTSsy	Phosphoenolpyruvate	0.001275	mM	RPTSsy	C00074
Michaelis constant	PGH_R00658	Phosphoenolpyruvate	0.3006	mM	R00658	C00074
Michaelis constant	PYK_R00200	Phosphoenolpyruvate	0.1938	mM	R00200	C00074
Michaelis constant	PPC_R00345	Phosphoenolpyruvate	0.3782	mM	R00345	C00074
Michaelis constant	CSN_R00351	Citrate	0.003773	mM	R00351	C00158
Michaelis constant	ACN_R01325	Citrate	0.6148	mM	R01325	C00158
Michaelis constant	KGD_R08549	Succinyl_CoA	0.07793	mM	R08549	C00091
Michaelis constant	SCS_R00405	Succinyl_CoA	0.04547	mM	R00405	C00091
Michaelis constant	PGK_R01512	_3_Phospho_D_glycerate	1.092	mM	R01512	C00197
Michaelis constant	PGM_R01518	_3_Phospho_D_glycerate	0.9496	mM	R01518	C00197
Michaelis constant	ZWF_R00835	D_Glucono_1_5_lactone_6_phosphate	0.2967	mM	R00835	C01236
Michaelis constant	GLH_R02035	D_Glucono_1_5_lactone_6_phosphate	0.01646	mM	R02035	C01236
Michaelis constant	PGI_R02740	D_Fructose_6_phosphate	0.08502	mM	R02740	C00085
Michaelis constant	PFK_R04779	D_Fructose_6_phosphate	0.007123	mM	R04779	C00085
Michaelis constant	TAL_R08575	D_Fructose_6_phosphate	0.5003	mM	R08575	C00085
Michaelis constant	TXT_R01067	D_Fructose_6_phosphate	6.938	mM	R01067	C00085
Michaelis constant	FBP_R00762	D_Fructose_6_phosphate	2.099	mM	R00762	C00085
Michaelis constant	PGM_R01518	_2_Phospho_D_glycerate	0.028	mM	R01518	C00631
Michaelis constant	PGH_R00658	_2_Phospho_D_glycerate	0.298	mM	R00658	C00631
Michaelis constant	SCS_R00405	Succinate	1.404	mM	R00405	C00042
Michaelis constant	SDH_R02164	Succinate	0.1169	mM	R02164	C00042
Michaelis constant	TXT_R01641	Sedoheptulose_7_phosphate	3.958	mM	R01641	C05382
Michaelis constant	TAL_R08575	Sedoheptulose_7_phosphate	0.2825	mM	R08575	C05382
substrate catalytic rate constant	PTS_RPTSsy		15.27	1/s	RPTSsy	
substrate catalytic rate constant	PGI_R02740		125.7	1/s	R02740	
substrate catalytic rate constant	PFK_R04779		42.21	1/s	R04779	
substrate catalytic rate constant	ALD_R01070		192.9	1/s	R01070	
substrate catalytic rate constant	TIM_R01015		1604	1/s	R01015	
substrate catalytic rate constant	GAP_R01061		66.59	1/s	R01061	
substrate catalytic rate constant	PGK_R01512		107	1/s	R01512	
substrate catalytic rate constant	PGM_R01518		360.7	1/s	R01518	
substrate catalytic rate constant	PGH_R00658		198.9	1/s	R00658	
substrate catalytic rate constant	PYK_R00200		107.7	1/s	R00200	
substrate catalytic rate constant	PDH_R00209		38.35	1/s	R00209	
substrate catalytic rate constant	ZWF_R00835		297	1/s	R00835	
substrate catalytic rate constant	GLH_R02035		571.7	1/s	R02035	
substrate catalytic rate constant	PGD_R01528		32.21	1/s	R01528	
substrate catalytic rate constant	RPI_R01056		1619	1/s	R01056	
substrate catalytic rate constant	RPE_R01529		1298	1/s	R01529	
substrate catalytic rate constant	TXT_R01641		45.03	1/s	R01641	
substrate catalytic rate constant	TAL_R08575		6.598	1/s	R08575	
substrate catalytic rate constant	TXT_R01067		69.21	1/s	R01067	
substrate catalytic rate constant	FBP_R00762		3509	1/s	R00762	
substrate catalytic rate constant	CSN_R00351		152	1/s	R00351	
substrate catalytic rate constant	ACN_R01325		23.38	1/s	R01325	
substrate catalytic rate constant	ACN_R01900		59.86	1/s	R01900	
substrate catalytic rate constant	ICD_R00709		107.3	1/s	R00709	
substrate catalytic rate constant	KGD_R08549		2584	1/s	R08549	
substrate catalytic rate constant	SCS_R00405		123.8	1/s	R00405	
substrate catalytic rate constant	SDH_R02164		87.25	1/s	R02164	
substrate catalytic rate constant	FUM_R01082		325	1/s	R01082	
substrate catalytic rate constant	MDH_R00342		330.4	1/s	R00342	
substrate catalytic rate constant	PPC_R00345		265.5	1/s	R00345	
product catalytic rate constant	PTS_RPTSsy		10.21	1/s	RPTSsy	
product catalytic rate constant	PGI_R02740		249.9	1/s	R02740	
product catalytic rate constant	PFK_R04779		32.98	1/s	R04779	
product catalytic rate constant	ALD_R01070		207.3	1/s	R01070	
product catalytic rate constant	TIM_R01015		693.6	1/s	R01015	
product catalytic rate constant	GAP_R01061		445.2	1/s	R01061	
product catalytic rate constant	PGK_R01512		522.5	1/s	R01512	
product catalytic rate constant	PGM_R01518		38.51	1/s	R01518	
product catalytic rate constant	PGH_R00658		38.76	1/s	R00658	
product catalytic rate constant	PYK_R00200		0.05001	1/s	R00200	
product catalytic rate constant	PDH_R00209		0.07849	1/s	R00209	
product catalytic rate constant	ZWF_R00835		333.6	1/s	R00835	
product catalytic rate constant	GLH_R02035		0.05001	1/s	R02035	
product catalytic rate constant	PGD_R01528		84.27	1/s	R01528	
product catalytic rate constant	RPI_R01056		778.1	1/s	R01056	
product catalytic rate constant	RPE_R01529		181.7	1/s	R01529	
product catalytic rate constant	TXT_R01641		702.5	1/s	R01641	
product catalytic rate constant	TAL_R08575		3.48	1/s	R08575	
product catalytic rate constant	TXT_R01067		223.6	1/s	R01067	
product catalytic rate constant	FBP_R00762		23.35	1/s	R00762	
product catalytic rate constant	CSN_R00351		32.01	1/s	R00351	
product catalytic rate constant	ACN_R01325		25.57	1/s	R01325	
product catalytic rate constant	ACN_R01900		318	1/s	R01900	
product catalytic rate constant	ICD_R00709		29.98	1/s	R00709	
product catalytic rate constant	KGD_R08549		15.48	1/s	R08549	
product catalytic rate constant	SCS_R00405		73.96	1/s	R00405	
product catalytic rate constant	SDH_R02164		78.48	1/s	R02164	
product catalytic rate constant	FUM_R01082		145.2	1/s	R01082	
product catalytic rate constant	MDH_R00342		709.7	1/s	R00342	
product catalytic rate constant	PPC_R00345		24930	1/s	R00345	
standard chemical potential		_S__Malate	-45.24	kJ/mol		C00149
standard chemical potential		Acetyl_CoA	-17.83	kJ/mol		C00024
standard chemical potential		Fumarate	-41.22	kJ/mol		C00122
standard chemical potential		cis_Aconitate	-7.894	kJ/mol		C00417
standard chemical potential		_6_Phospho_D_gluconate	0.2441	kJ/mol		C00345
standard chemical potential		Orthophosphate	-49.4	kJ/mol		C00009
standard chemical potential		Pyruvate	-16.88	kJ/mol		C00022
standard chemical potential		NADPplus	15.34	kJ/mol		C00006
standard chemical potential		NADPH	-15.34	kJ/mol		C00005
standard chemical potential		NADH	-27.76	kJ/mol		C00004
standard chemical potential		NADplus	27.76	kJ/mol		C00003
standard chemical potential		ATP	-2.067	kJ/mol		C00002
standard chemical potential		H2O	0	kJ/mol		C00001
standard chemical potential		_2_Oxoglutarate	16.14	kJ/mol		C00026
standard chemical potential		Oxaloacetate	34.36	kJ/mol		C00036
standard chemical potential		Ubiquinone	0.5423	kJ/mol		C00399
standard chemical potential		D_Erythrose_4_phosphate	1.462	kJ/mol		C00279
standard chemical potential		Ubiquinol	-0.5423	kJ/mol		C00390
standard chemical potential		ADP	2.067	kJ/mol		C00008
standard chemical potential		Isocitrate	-9.011	kJ/mol		C00311
standard chemical potential		D_Ribulose_5_phosphate	6.116	kJ/mol		C00199
standard chemical potential		D_Xylulose_5_phosphate	2.749	kJ/mol		C00231
standard chemical potential		D_Glucose_6_phosphate	-1.279	kJ/mol		C00092
standard chemical potential		_3_Phospho_D_glyceroyl_phosphate	16.94	kJ/mol		C00236
standard chemical potential		CoA	-2	kJ/mol		C00010
standard chemical potential		CO2	18.97	kJ/mol		C00011
standard chemical potential		D_Ribose_5_phosphate	4.455	kJ/mol		C00117
standard chemical potential		Glycerone_phosphate	-10.14	kJ/mol		C00111
standard chemical potential		D_Glucose	23.45	kJ/mol		C00031
standard chemical potential		D_Fructose_1_6_bisphosphate	-21.42	kJ/mol		C00354
standard chemical potential		D_Glyceraldehyde_3_phosphate	-7.15	kJ/mol		C00118
standard chemical potential		Phosphoenolpyruvate	2.648	kJ/mol		C00074
standard chemical potential		Citrate	-16.63	kJ/mol		C00158
standard chemical potential		Succinyl_CoA	22.36	kJ/mol		C00091
standard chemical potential		_3_Phospho_D_glycerate	3.535	kJ/mol		C00197
standard chemical potential		D_Glucono_1_5_lactone_6_phosphate	24.39	kJ/mol		C01236
standard chemical potential		D_Fructose_6_phosphate	1.228	kJ/mol		C00085
standard chemical potential		_2_Phospho_D_glycerate	6.725	kJ/mol		C00631
standard chemical potential		Succinate	-20.77	kJ/mol		C00042
standard chemical potential		Sedoheptulose_7_phosphate	10.5	kJ/mol		C05382
concentration		_S__Malate	0.3	mM		C00149
concentration		Acetyl_CoA	0.3	mM		C00024
concentration		Fumarate	0.3	mM		C00122
concentration		cis_Aconitate	0.3	mM		C00417
concentration		_6_Phospho_D_gluconate	0.3	mM		C00345
concentration		Orthophosphate	0.3	mM		C00009
concentration		Pyruvate	0.3	mM		C00022
concentration		NADPplus	0.3	mM		C00006
concentration		NADPH	0.3	mM		C00005
concentration		NADH	0.3	mM		C00004
concentration		NADplus	0.3	mM		C00003
concentration		ATP	0.3	mM		C00002
concentration		H2O	0.3	mM		C00001
concentration		_2_Oxoglutarate	0.3	mM		C00026
concentration		Oxaloacetate	0.3	mM		C00036
concentration		Ubiquinone	0.3	mM		C00399
concentration		D_Erythrose_4_phosphate	0.3	mM		C00279
concentration		Ubiquinol	0.3	mM		C00390
concentration		ADP	0.3	mM		C00008
concentration		Isocitrate	0.3	mM		C00311
concentration		D_Ribulose_5_phosphate	0.3	mM		C00199
concentration		D_Xylulose_5_phosphate	0.3	mM		C00231
concentration		D_Glucose_6_phosphate	0.3	mM		C00092
concentration		_3_Phospho_D_glyceroyl_phosphate	0.3	mM		C00236
concentration		CoA	0.3	mM		C00010
concentration		CO2	0.3	mM		C00011
concentration		D_Ribose_5_phosphate	0.3	mM		C00117
concentration		Glycerone_phosphate	0.3	mM		C00111
concentration		D_Glucose	0.3	mM		C00031
concentration		D_Fructose_1_6_bisphosphate	0.3	mM		C00354
concentration		D_Glyceraldehyde_3_phosphate	0.3	mM		C00118
concentration		Phosphoenolpyruvate	0.3	mM		C00074
concentration		Citrate	0.3	mM		C00158
concentration		Succinyl_CoA	0.3	mM		C00091
concentration		_3_Phospho_D_glycerate	0.3	mM		C00197
concentration		D_Glucono_1_5_lactone_6_phosphate	0.3	mM		C01236
concentration		D_Fructose_6_phosphate	0.3	mM		C00085
concentration		_2_Phospho_D_glycerate	0.3	mM		C00631
concentration		Succinate	0.3	mM		C00042
concentration		Sedoheptulose_7_phosphate	0.3	mM		C05382
