!!SBtab TableID='ParameterData' TableType='Quantity'										
!QuantityType	!Compound	!Reaction	!Unit	!Median	!Mean	!Std	!Lower	!Upper	!Compound:Identifiers:kegg.compound	!Reaction:Identifiers:kegg.reaction
Michaelis constant	Oxaloacetate	MDH_R00342	mM	0.01109	0.011275862	0.0020730363	NaN	NaN	C00036	R00342
Michaelis constant	Oxaloacetate	PPC_R00345	mM	44.71	45.459316	8.35757	NaN	NaN	C00036	R00345
Michaelis constant	Ubiquinone	SDH_R02164	mM	0.03655	0.037162558	0.006832234	NaN	NaN	C00399	R02164
Michaelis constant	D_Erythrose_4_phosphate	TAL_R08575	mM	0.03235	0.032892169	0.0060471347	NaN	NaN	C00279	R08575
Michaelis constant	D_Erythrose_4_phosphate	TXT_R01067	mM	0.3589	0.36491497	0.067088613	NaN	NaN	C00279	R01067
Michaelis constant	Ubiquinol	SDH_R02164	mM	215.7	219.31502	40.320462	NaN	NaN	C00390	R02164
Michaelis constant	ADP	PFK_R04779	mM	0.8292	0.84309695	0.15500105	NaN	NaN	C00008	R04779
Michaelis constant	ADP	PGK_R01512	mM	0.1257	0.12780666	0.023496903	NaN	NaN	C00008	R01512
Michaelis constant	ADP	PYK_R00200	mM	0.1563	0.1589195	0.029216913	NaN	NaN	C00008	R00200
Michaelis constant	ADP	SCS_R00405	mM	0.09978	0.10145226	0.018651719	NaN	NaN	C00008	R00405
Michaelis constant	Isocitrate	ACN_R01900	mM	0.1658	0.16857872	0.030992733	NaN	NaN	C00311	R01900
Michaelis constant	Isocitrate	ICD_R00709	mM	2.369	2.4087032	0.44283345	NaN	NaN	C00311	R00709
Michaelis constant	D_Ribulose_5_phosphate	PGD_R01528	mM	0.1648	0.16756196	0.030805805	NaN	NaN	C00199	R01528
Michaelis constant	D_Ribulose_5_phosphate	RPI_R01056	mM	2.696	2.7411835	0.50395904	NaN	NaN	C00199	R01056
Michaelis constant	D_Ribulose_5_phosphate	RPE_R01529	mM	0.8627	0.87715839	0.16126315	NaN	NaN	C00199	R01529
Michaelis constant	D_Xylulose_5_phosphate	RPE_R01529	mM	0.4697	0.47757192	0.087800283	NaN	NaN	C00231	R01529
Michaelis constant	D_Xylulose_5_phosphate	TXT_R01641	mM	0.4896	0.49780543	0.091520158	NaN	NaN	C00231	R01641
Michaelis constant	D_Xylulose_5_phosphate	TXT_R01067	mM	0.4882	0.49638197	0.091258459	NaN	NaN	C00231	R01067
Michaelis constant	D_Glucose_6_phosphate	PTS_RPTSsy	mM	7.843	7.9744445	1.4660797	NaN	NaN	C00092	RPTSsy
Michaelis constant	D_Glucose_6_phosphate	PGI_R02740	mM	0.1176	0.11957091	0.021982783	NaN	NaN	C00092	R02740
Michaelis constant	D_Glucose_6_phosphate	ZWF_R00835	mM	0.1018	0.10350611	0.019029314	NaN	NaN	C00092	R00835
Michaelis constant	_3_Phospho_D_glyceroyl_phosphate	GAP_R01061	mM	0.02486	0.02527664	0.0046470407	NaN	NaN	C00236	R01061
Michaelis constant	_3_Phospho_D_glyceroyl_phosphate	PGK_R01512	mM	0.001143	0.0011621561	0.00021365919	NaN	NaN	C00236	R01512
Michaelis constant	CoA	PDH_R00209	mM	0.003479	0.0035373062	0.000650324	NaN	NaN	C00010	R00209
Michaelis constant	CoA	CSN_R00351	mM	1000	1016.7595	186.92843	NaN	NaN	C00010	R00351
Michaelis constant	CoA	KGD_R08549	mM	0.007739	0.0078687015	0.0014466391	NaN	NaN	C00010	R08549
Michaelis constant	CoA	SCS_R00405	mM	0.0535	0.054396631	0.010000671	NaN	NaN	C00010	R00405
Michaelis constant	CO2	PDH_R00209	mM	0.3977	0.40436524	0.074341436	NaN	NaN	C00011	R00209
Michaelis constant	CO2	PGD_R01528	mM	47.47	48.265572	8.8734925	NaN	NaN	C00011	R01528
Michaelis constant	CO2	ICD_R00709	mM	1.737	1.7661112	0.32469468	NaN	NaN	C00011	R00709
Michaelis constant	CO2	KGD_R08549	mM	1.292	1.3136532	0.24151153	NaN	NaN	C00011	R08549
Michaelis constant	CO2	PPC_R00345	mM	0.1872	0.19033737	0.034993002	NaN	NaN	C00011	R00345
Michaelis constant	D_Ribose_5_phosphate	RPI_R01056	mM	2.532	2.574435	0.47330278	NaN	NaN	C00117	R01056
Michaelis constant	D_Ribose_5_phosphate	TXT_R01641	mM	0.5295	0.53837414	0.098978603	NaN	NaN	C00117	R01641
Michaelis constant	Glycerone_phosphate	ALD_R01070	mM	0.1611	0.16379995	0.03011417	NaN	NaN	C00111	R01070
Michaelis constant	Glycerone_phosphate	TIM_R01015	mM	2.767	2.8133734	0.51723096	NaN	NaN	C00111	R01015
Michaelis constant	D_Glucose	PTS_RPTSsy	mM	0.001275	0.0012963683	0.00023833375	NaN	NaN	C00031	RPTSsy
Michaelis constant	D_Fructose_1_6_bisphosphate	PFK_R04779	mM	1.404	1.4275303	0.26244751	NaN	NaN	C00354	R04779
Michaelis constant	D_Fructose_1_6_bisphosphate	ALD_R01070	mM	0.1037	0.10543796	0.019384478	NaN	NaN	C00354	R01070
Michaelis constant	D_Fructose_1_6_bisphosphate	FBP_R00762	mM	0.01362	0.013848264	0.0025459652	NaN	NaN	C00354	R00762
Michaelis constant	D_Glyceraldehyde_3_phosphate	ALD_R01070	mM	0.1307	0.13289046	0.024431546	NaN	NaN	C00118	R01070
Michaelis constant	D_Glyceraldehyde_3_phosphate	TIM_R01015	mM	0.3578	0.36379654	0.066882992	NaN	NaN	C00118	R01015
Michaelis constant	D_Glyceraldehyde_3_phosphate	GAP_R01061	mM	0.4223	0.42937752	0.078939875	NaN	NaN	C00118	R01061
Michaelis constant	D_Glyceraldehyde_3_phosphate	TXT_R01641	mM	4.846	4.9272164	0.90585516	NaN	NaN	C00118	R01641
Michaelis constant	D_Glyceraldehyde_3_phosphate	TAL_R08575	mM	0.08339	0.084787572	0.015587962	NaN	NaN	C00118	R08575
Michaelis constant	D_Glyceraldehyde_3_phosphate	TXT_R01067	mM	4.86	4.941451	0.90847216	NaN	NaN	C00118	R01067
Michaelis constant	Phosphoenolpyruvate	PTS_RPTSsy	mM	0.001275	0.0012963683	0.00023833375	NaN	NaN	C00074	RPTSsy
Michaelis constant	Phosphoenolpyruvate	PGH_R00658	mM	0.3006	0.3056379	0.056190685	NaN	NaN	C00074	R00658
Michaelis constant	Phosphoenolpyruvate	PYK_R00200	mM	0.1938	0.19704798	0.036226729	NaN	NaN	C00074	R00200
Michaelis constant	Phosphoenolpyruvate	PPC_R00345	mM	0.3782	0.38453843	0.070696332	NaN	NaN	C00074	R00345
Michaelis constant	Citrate	CSN_R00351	mM	0.003773	0.0038362335	0.00070528096	NaN	NaN	C00158	R00351
Michaelis constant	Citrate	ACN_R01325	mM	0.6148	0.62510372	0.1149236	NaN	NaN	C00158	R01325
Michaelis constant	Succinyl_CoA	KGD_R08549	mM	0.07793	0.079236065	0.014567332	NaN	NaN	C00091	R08549
Michaelis constant	Succinyl_CoA	SCS_R00405	mM	0.04547	0.046232053	0.0084996356	NaN	NaN	C00091	R00405
Michaelis constant	_3_Phospho_D_glycerate	PGK_R01512	mM	1.092	1.1103013	0.20412584	NaN	NaN	C00197	R01512
Michaelis constant	_3_Phospho_D_glycerate	PGM_R01518	mM	0.9496	0.96551479	0.17750724	NaN	NaN	C00197	R01518
Michaelis constant	D_Glucono_1_5_lactone_6_phosphate	ZWF_R00835	mM	0.2967	0.30167253	0.055461665	NaN	NaN	C01236	R00835
Michaelis constant	D_Glucono_1_5_lactone_6_phosphate	GLH_R02035	mM	0.01646	0.016735861	0.0030768419	NaN	NaN	C01236	R02035
Michaelis constant	D_Fructose_6_phosphate	PGI_R02740	mM	0.08502	0.08644489	0.015892655	NaN	NaN	C00085	R02740
Michaelis constant	D_Fructose_6_phosphate	PFK_R04779	mM	0.007123	0.0072423777	0.0013314912	NaN	NaN	C00085	R04779
Michaelis constant	D_Fructose_6_phosphate	TAL_R08575	mM	0.5003	0.50868476	0.093520293	NaN	NaN	C00085	R08575
Michaelis constant	D_Fructose_6_phosphate	TXT_R01067	mM	6.938	7.0542772	1.2969094	NaN	NaN	C00085	R01067
Michaelis constant	D_Fructose_6_phosphate	FBP_R00762	mM	2.099	2.1341781	0.39236277	NaN	NaN	C00085	R00762
Michaelis constant	_2_Phospho_D_glycerate	PGM_R01518	mM	0.028	0.028469265	0.005233996	NaN	NaN	C00631	R01518
Michaelis constant	_2_Phospho_D_glycerate	PGH_R00658	mM	0.298	0.30299432	0.055704672	NaN	NaN	C00631	R00658
Michaelis constant	Succinate	SCS_R00405	mM	1.404	1.4275303	0.26244751	NaN	NaN	C00042	R00405
Michaelis constant	Succinate	SDH_R02164	mM	0.1169	0.11885918	0.021851933	NaN	NaN	C00042	R02164
Michaelis constant	Sedoheptulose_7_phosphate	TXT_R01641	mM	3.958	4.024334	0.73986272	NaN	NaN	C05382	R01641
Michaelis constant	Sedoheptulose_7_phosphate	TAL_R08575	mM	0.2825	0.28723455	0.052807281	NaN	NaN	C05382	R08575
concentration	_S__Malate		mM	0.3	0.3257022	0.13767921	NaN	NaN	C00149	
concentration	Acetyl_CoA		mM	0.3	0.3257022	0.13767921	NaN	NaN	C00024	
concentration	Fumarate		mM	0.3	0.3257022	0.13767921	NaN	NaN	C00122	
concentration	cis_Aconitate		mM	0.3	0.3257022	0.13767921	NaN	NaN	C00417	
concentration	_6_Phospho_D_gluconate		mM	0.3	0.3257022	0.13767921	NaN	NaN	C00345	
concentration	Orthophosphate		mM	0.3	0.3257022	0.13767921	NaN	NaN	C00009	
concentration	Pyruvate		mM	0.3	0.3257022	0.13767921	NaN	NaN	C00022	
concentration	NADPplus		mM	0.3	0.3257022	0.13767921	NaN	NaN	C00006	
concentration	NADPH		mM	0.3	0.3257022	0.13767921	NaN	NaN	C00005	
concentration	NADH		mM	0.3	0.3257022	0.13767921	NaN	NaN	C00004	
concentration	NADplus		mM	0.3	0.3257022	0.13767921	NaN	NaN	C00003	
concentration	ATP		mM	0.3	0.3257022	0.13767921	NaN	NaN	C00002	
concentration	H2O		mM	0.3	0.3257022	0.13767921	NaN	NaN	C00001	
concentration	_2_Oxoglutarate		mM	0.3	0.3257022	0.13767921	NaN	NaN	C00026	
concentration	Oxaloacetate		mM	0.3	0.3257022	0.13767921	NaN	NaN	C00036	
concentration	Ubiquinone		mM	0.3	0.3257022	0.13767921	NaN	NaN	C00399	
concentration	D_Erythrose_4_phosphate		mM	0.3	0.3257022	0.13767921	NaN	NaN	C00279	
concentration	Ubiquinol		mM	0.3	0.3257022	0.13767921	NaN	NaN	C00390	
concentration	ADP		mM	0.3	0.3257022	0.13767921	NaN	NaN	C00008	
concentration	Isocitrate		mM	0.3	0.3257022	0.13767921	NaN	NaN	C00311	
concentration	D_Ribulose_5_phosphate		mM	0.3	0.3257022	0.13767921	NaN	NaN	C00199	
concentration	D_Xylulose_5_phosphate		mM	0.3	0.3257022	0.13767921	NaN	NaN	C00231	
concentration	D_Glucose_6_phosphate		mM	0.3	0.3257022	0.13767921	NaN	NaN	C00092	
concentration	_3_Phospho_D_glyceroyl_phosphate		mM	0.3	0.3257022	0.13767921	NaN	NaN	C00236	
concentration	CoA		mM	0.3	0.3257022	0.13767921	NaN	NaN	C00010	
concentration	CO2		mM	0.3	0.3257022	0.13767921	NaN	NaN	C00011	
concentration	D_Ribose_5_phosphate		mM	0.3	0.3257022	0.13767921	NaN	NaN	C00117	
concentration	Glycerone_phosphate		mM	0.3	0.3257022	0.13767921	NaN	NaN	C00111	
concentration	D_Glucose		mM	0.3	0.3257022	0.13767921	NaN	NaN	C00031	
concentration	D_Fructose_1_6_bisphosphate		mM	0.3	0.3257022	0.13767921	NaN	NaN	C00354	
concentration	D_Glyceraldehyde_3_phosphate		mM	0.3	0.3257022	0.13767921	NaN	NaN	C00118	
concentration	Phosphoenolpyruvate		mM	0.3	0.3257022	0.13767921	NaN	NaN	C00074	
concentration	Citrate		mM	0.3	0.3257022	0.13767921	NaN	NaN	C00158	
concentration	Succinyl_CoA		mM	0.3	0.3257022	0.13767921	NaN	NaN	C00091	
concentration	_3_Phospho_D_glycerate		mM	0.3	0.3257022	0.13767921	NaN	NaN	C00197	
concentration	D_Glucono_1_5_lactone_6_phosphate		mM	0.3	0.3257022	0.13767921	NaN	NaN	C01236	
concentration	D_Fructose_6_phosphate		mM	0.3	0.3257022	0.13767921	NaN	NaN	C00085	
concentration	_2_Phospho_D_glycerate		mM	0.3	0.3257022	0.13767921	NaN	NaN	C00631	
concentration	Succinate		mM	0.3	0.3257022	0.13767921	NaN	NaN	C00042	
concentration	Sedoheptulose_7_phosphate		mM	0.3	0.3257022	0.13767921	NaN	NaN	C05382	
equilibrium constant		PTS_RPTSsy	dimensionless	56620000	57568921	10583888	NaN	NaN		RPTSsy
equilibrium constant		PGI_R02740	dimensionless	0.3637	0.36979542	0.067985869	NaN	NaN		R02740
equilibrium constant		PFK_R04779	dimensionless	1753	1782.3793	327.68553	NaN	NaN		R04779
equilibrium constant		ALD_R01070	dimensionless	0.1889	0.19206586	0.03531078	NaN	NaN		R01070
equilibrium constant		TIM_R01015	dimensionless	0.2992	0.30421443	0.055928986	NaN	NaN		R01015
equilibrium constant		GAP_R01061	dimensionless	0.0007102	0.00072210257	0.00013275657	NaN	NaN		R01061
equilibrium constant		PGK_R01512	dimensionless	1183	1202.8264	221.13633	NaN	NaN		R01512
equilibrium constant		PGM_R01518	dimensionless	0.2762	0.28082896	0.051629632	NaN	NaN		R01518
equilibrium constant		PGH_R00658	dimensionless	5.178	5.2647805	0.9679154	NaN	NaN		R00658
equilibrium constant		PYK_R00200	dimensionless	13970	14204.13	2611.3901	NaN	NaN		R00200
equilibrium constant		PDH_R00209	dimensionless	1663000	1690871	310861.98	NaN	NaN		R00209
equilibrium constant		ZWF_R00835	dimensionless	7.557	7.6836513	1.4126181	NaN	NaN		R00835
equilibrium constant		GLH_R02035	dimensionless	16990	17274.743	3175.914	NaN	NaN		R02035
equilibrium constant		PGD_R01528	dimensionless	10.57	10.747148	1.9758335	NaN	NaN		R01528
equilibrium constant		RPI_R01056	dimensionless	1.954	1.986748	0.36525815	NaN	NaN		R01056
equilibrium constant		RPE_R01529	dimensionless	3.889	3.9541776	0.72696466	NaN	NaN		R01529
equilibrium constant		TXT_R01641	dimensionless	4.743	4.8224901	0.88660153	NaN	NaN		R01641
equilibrium constant		TAL_R08575	dimensionless	1.303	1.3248376	0.24356774	NaN	NaN		R08575
equilibrium constant		TXT_R01067	dimensionless	59.58	60.578529	11.137196	NaN	NaN		R01067
equilibrium constant		FBP_R00762	dimensionless	48630	49445.013	9090.3295	NaN	NaN		R00762
equilibrium constant		CSN_R00351	dimensionless	1444000	1468200.7	269924.65	NaN	NaN		R00351
equilibrium constant		ACN_R01325	dimensionless	0.02944	0.029933399	0.0055031729	NaN	NaN		R01325
equilibrium constant		ACN_R01900	dimensionless	1.569	1.5952956	0.2932907	NaN	NaN		R01900
equilibrium constant		ICD_R00709	dimensionless	99.55	101.2184	18.608725	NaN	NaN		R00709
equilibrium constant		KGD_R08549	dimensionless	91950	93491.033	17188.069	NaN	NaN		R08549
equilibrium constant		SCS_R00405	dimensionless	0.9479	0.9637863	0.17718946	NaN	NaN		R00405
equilibrium constant		SDH_R02164	dimensionless	5922	6021.2496	1106.9902	NaN	NaN		R02164
equilibrium constant		FUM_R01082	dimensionless	5.053	5.1376856	0.94454935	NaN	NaN		R01082
equilibrium constant		MDH_R00342	dimensionless	6.072e-05	6.1737635e-05	1.1350294e-05	NaN	NaN		R00342
equilibrium constant		PPC_R00345	dimensionless	3.774e-07	3.8372502e-07	7.0546789e-08	NaN	NaN		R00345
substrate catalytic rate constant		PTS_RPTSsy	1/s	15.27	15.525917	2.8543971	NaN	NaN		RPTSsy
substrate catalytic rate constant		PGI_R02740	1/s	125.7	127.80666	23.496903	NaN	NaN		R02740
substrate catalytic rate constant		PFK_R04779	1/s	42.21	42.917417	7.890249	NaN	NaN		R04779
substrate catalytic rate constant		ALD_R01070	1/s	192.9	196.1329	36.058494	NaN	NaN		R01070
substrate catalytic rate constant		TIM_R01015	1/s	1604	1630.8822	299.8332	NaN	NaN		R01015
substrate catalytic rate constant		GAP_R01061	1/s	66.59	67.706013	12.447564	NaN	NaN		R01061
substrate catalytic rate constant		PGK_R01512	1/s	107	108.79326	20.001342	NaN	NaN		R01512
substrate catalytic rate constant		PGM_R01518	1/s	360.7	366.74514	67.425084	NaN	NaN		R01518
substrate catalytic rate constant		PGH_R00658	1/s	198.9	202.23346	37.180064	NaN	NaN		R00658
substrate catalytic rate constant		PYK_R00200	1/s	107.7	109.50499	20.132192	NaN	NaN		R00200
substrate catalytic rate constant		PDH_R00209	1/s	38.35	38.992725	7.1687052	NaN	NaN		R00209
substrate catalytic rate constant		ZWF_R00835	1/s	297	301.97756	55.517743	NaN	NaN		R00835
substrate catalytic rate constant		GLH_R02035	1/s	571.7	581.28139	106.86698	NaN	NaN		R02035
substrate catalytic rate constant		PGD_R01528	1/s	32.21	32.749822	6.0209647	NaN	NaN		R01528
substrate catalytic rate constant		RPI_R01056	1/s	1619	1646.1336	302.63713	NaN	NaN		R01056
substrate catalytic rate constant		RPE_R01529	1/s	1298	1319.7538	242.6331	NaN	NaN		R01529
substrate catalytic rate constant		TXT_R01641	1/s	45.03	45.784679	8.4173871	NaN	NaN		R01641
substrate catalytic rate constant		TAL_R08575	1/s	6.598	6.708579	1.2333538	NaN	NaN		R08575
substrate catalytic rate constant		TXT_R01067	1/s	69.21	70.369923	12.937317	NaN	NaN		R01067
substrate catalytic rate constant		FBP_R00762	1/s	3509	3567.809	655.93185	NaN	NaN		R00762
substrate catalytic rate constant		CSN_R00351	1/s	152	154.54744	28.413121	NaN	NaN		R00351
substrate catalytic rate constant		ACN_R01325	1/s	23.38	23.771836	4.3703866	NaN	NaN		R01325
substrate catalytic rate constant		ACN_R01900	1/s	59.86	60.863222	11.189536	NaN	NaN		R01900
substrate catalytic rate constant		ICD_R00709	1/s	107.3	109.09829	20.05742	NaN	NaN		R00709
substrate catalytic rate constant		KGD_R08549	1/s	2584	2627.3065	483.02306	NaN	NaN		R08549
substrate catalytic rate constant		SCS_R00405	1/s	123.8	125.87482	23.141739	NaN	NaN		R00405
substrate catalytic rate constant		SDH_R02164	1/s	87.25	88.712263	16.309505	NaN	NaN		R02164
substrate catalytic rate constant		FUM_R01082	1/s	325	330.44683	60.751739	NaN	NaN		R01082
substrate catalytic rate constant		MDH_R00342	1/s	330.4	335.93733	61.761153	NaN	NaN		R00342
substrate catalytic rate constant		PPC_R00345	1/s	265.5	269.94964	49.629498	NaN	NaN		R00345
product catalytic rate constant		PTS_RPTSsy	1/s	10.21	10.381114	1.9085393	NaN	NaN		RPTSsy
product catalytic rate constant		PGI_R02740	1/s	249.9	254.08819	46.713414	NaN	NaN		R02740
product catalytic rate constant		PFK_R04779	1/s	32.98	33.532727	6.1648996	NaN	NaN		R04779
product catalytic rate constant		ALD_R01070	1/s	207.3	210.77424	38.750263	NaN	NaN		R01070
product catalytic rate constant		TIM_R01015	1/s	693.6	705.22437	129.65356	NaN	NaN		R01015
product catalytic rate constant		GAP_R01061	1/s	445.2	452.66131	83.220536	NaN	NaN		R01061
product catalytic rate constant		PGK_R01512	1/s	522.5	531.25682	97.670104	NaN	NaN		R01512
product catalytic rate constant		PGM_R01518	1/s	38.51	39.155407	7.1986138	NaN	NaN		R01518
product catalytic rate constant		PGH_R00658	1/s	38.76	39.409597	7.2453459	NaN	NaN		R00658
product catalytic rate constant		PYK_R00200	1/s	0.05001	0.050848141	0.0093482907	NaN	NaN		R00200
product catalytic rate constant		PDH_R00209	1/s	0.07849	0.07980545	0.014672012	NaN	NaN		R00209
product catalytic rate constant		ZWF_R00835	1/s	333.6	339.19096	62.359324	NaN	NaN		R00835
product catalytic rate constant		GLH_R02035	1/s	0.05001	0.050848141	0.0093482907	NaN	NaN		R02035
