!!SBtab Document='e_coli_artificial' TableName='Parameter' TableType='Quantity' SBtabVersion='1.0' Date='2019-06-11'				
!QuantityType	!Reaction	!Compound	!Value	!Unit
Michaelis constant	TXT_R01641	Sedoheptulose_7_phosphate	0.088795105	mM
Michaelis constant	TAL_R08575	Sedoheptulose_7_phosphate	0.23798754	mM
substrate catalytic rate constant	PTS_RPTSsy		8.7318365	1/s
substrate catalytic rate constant	PGI_R02740		103.65925	1/s
substrate catalytic rate constant	PFK_R04779		37.07591	1/s
substrate catalytic rate constant	ALD_R01070		91.129061	1/s
substrate catalytic rate constant	TIM_R01015		63.290764	1/s
substrate catalytic rate constant	GAP_R01061		0.79079955	1/s
substrate catalytic rate constant	PGK_R01512		191.91022	1/s
substrate catalytic rate constant	PGM_R01518		12.705674	1/s
substrate catalytic rate constant	PGH_R00658		210.35908	1/s
substrate catalytic rate constant	PYK_R00200		536.32641	1/s
substrate catalytic rate constant	PDH_R00209		0.32110052	1/s
substrate catalytic rate constant	ZWF_R00835		1599.8145	1/s
substrate catalytic rate constant	GLH_R02035		2.9174233	1/s
substrate catalytic rate constant	PGD_R01528		2184.3208	1/s
substrate catalytic rate constant	RPI_R01056		30.709464	1/s
substrate catalytic rate constant	RPE_R01529		145.21632	1/s
substrate catalytic rate constant	TXT_R01641		290.26782	1/s
substrate catalytic rate constant	TAL_R08575		2056.6509	1/s
substrate catalytic rate constant	TXT_R01067		16.346756	1/s
substrate catalytic rate constant	FBP_R00762		4686.7591	1/s
substrate catalytic rate constant	CSN_R00351		1068.1379	1/s
substrate catalytic rate constant	ACN_R01325		50.77981	1/s
substrate catalytic rate constant	ACN_R01900		10.436157	1/s
substrate catalytic rate constant	ICD_R00709		675.45386	1/s
substrate catalytic rate constant	KGD_R08549		249.55741	1/s
substrate catalytic rate constant	SCS_R00405		1886.8895	1/s
substrate catalytic rate constant	SDH_R02164		2105.5223	1/s
substrate catalytic rate constant	FUM_R01082		11.906151	1/s
substrate catalytic rate constant	MDH_R00342		17.786266	1/s
substrate catalytic rate constant	PPC_R00345		42.357954	1/s
product catalytic rate constant	PTS_RPTSsy		3161.6676	1/s
product catalytic rate constant	PGI_R02740		89.816441	1/s
product catalytic rate constant	PFK_R04779		277.45691	1/s
product catalytic rate constant	ALD_R01070		1341.8319	1/s
product catalytic rate constant	TIM_R01015		17.305256	1/s
product catalytic rate constant	GAP_R01061		2673.6895	1/s
product catalytic rate constant	PGK_R01512		11.850259	1/s
product catalytic rate constant	PGM_R01518		75.882365	1/s
product catalytic rate constant	PGH_R00658		4.8144906	1/s
product catalytic rate constant	PYK_R00200		50.711043	1/s
product catalytic rate constant	PDH_R00209		2775.5292	1/s
product catalytic rate constant	ZWF_R00835		6.1881196	1/s
product catalytic rate constant	GLH_R02035		42.529952	1/s
product catalytic rate constant	PGD_R01528		8.8228655	1/s
product catalytic rate constant	RPI_R01056		2.9223656	1/s
product catalytic rate constant	RPE_R01529		495.85173	1/s
product catalytic rate constant	TXT_R01641		370.18339	1/s
product catalytic rate constant	TAL_R08575		0.54466115	1/s
product catalytic rate constant	TXT_R01067		984.9539	1/s
product catalytic rate constant	FBP_R00762		45.720741	1/s
product catalytic rate constant	CSN_R00351		29.518236	1/s
product catalytic rate constant	ACN_R01325		1.3795998	1/s
product catalytic rate constant	ACN_R01900		1682.2167	1/s
product catalytic rate constant	ICD_R00709		53.058825	1/s
product catalytic rate constant	KGD_R08549		25.674634	1/s
product catalytic rate constant	SCS_R00405		8.4148931	1/s
product catalytic rate constant	SDH_R02164		43.654524	1/s
product catalytic rate constant	FUM_R01082		19.278258	1/s
product catalytic rate constant	MDH_R00342		679.13719	1/s
product catalytic rate constant	PPC_R00345		17.319793	1/s
