!!SBtab Document='hela_tca' TableID='Parameter' TableType='Quantity' TableName='Parameter'						
!QuantityType	!Reaction	!Compound	!Mode	!Unit	!Reaction:Identifiers:kegg.reaction	!Compound:Identifiers:kegg.compound
product catalytic rate constant	R_CSm		200	1/s		
product catalytic rate constant	R_ACL		147.1	1/s		
product catalytic rate constant	R_ACONTm		200	1/s	R01324	
product catalytic rate constant	R_ICDHym		287.9	1/s	R00267	
product catalytic rate constant	R_ICDHxm		138.9	1/s	R00709	
product catalytic rate constant	ASS_ASPAsy		200	1/s		
product catalytic rate constant	ASC_ASPAcons		200	1/s		
product catalytic rate constant	PYS_PYRIsy		127.8	1/s		
product catalytic rate constant	R_PC		200	1/s	R00344	
product catalytic rate constant	R_ALCD2m		200	1/s		
product catalytic rate constant	R_ME1m		138.9	1/s	R00214	
standard chemical potential		M_accoa_m	0.01474	kJ/mol		C00024
standard chemical potential		M_accoa_c	0.1477	kJ/mol		C00024
standard chemical potential		M_adp_m	0.1255	kJ/mol		C00008
standard chemical potential		M_akg_m	0.3525	kJ/mol		C00026
standard chemical potential		M_asp_L_c	-0.1036	kJ/mol		C00049
standard chemical potential		AspartateSink	-0.1036	kJ/mol		
standard chemical potential		M_atp_m	-0.1255	kJ/mol		C00002
standard chemical potential		M_cit_m	-0.2364	kJ/mol		C00158
standard chemical potential		M_co2_m	0.6186	kJ/mol		C00011
standard chemical potential		M_coa_m	0.1479	kJ/mol		C00010
standard chemical potential		M_coa_c	-0.1477	kJ/mol		C00010
standard chemical potential		M_fum_m	-0.05897	kJ/mol		C00122
standard chemical potential		M_glu_L_m	-0.2767	kJ/mol		C00025
standard chemical potential		Glutamine	-0.07529	kJ/mol		C00064
standard chemical potential		Glutamine_ex	-0.07526	kJ/mol		C00064
standard chemical potential		M_hco3_m	-0.2566	kJ/mol		C00288
standard chemical potential		M_icit_m	-0.2363	kJ/mol		C00311
standard chemical potential		M_mal_L_m	-0.05901	kJ/mol		C00149
standard chemical potential		M_nad_m	-0.02223	kJ/mol		C00003
standard chemical potential		M_nadh_m	0.02223	kJ/mol		C00004
standard chemical potential		M_nadp_m	-0.02237	kJ/mol		C00006
standard chemical potential		M_nadph_m	0.02237	kJ/mol		C00005
standard chemical potential		M_nh4_m	0.5778	kJ/mol		C00014
standard chemical potential		M_oaa_m	-0.1034	kJ/mol		C00036
standard chemical potential		M_oaa_c	0.1477	kJ/mol		C00036
standard chemical potential		M_pi_m	0.1255	kJ/mol		C00009
standard chemical potential		Purines	0	kJ/mol		
standard chemical potential		Pyrimidines	0.8148	kJ/mol		
standard chemical potential		M_pyr_m	0.5298	kJ/mol		C00022
standard chemical potential		M_q6_m	-0.06239	kJ/mol		C17568
standard chemical potential		M_q6h2_m	0.06239	kJ/mol		C00390
standard chemical potential		M_succ_m	0.06584	kJ/mol		C00042
standard chemical potential		M_succoa_m	-0.1627	kJ/mol		C00091
concentration		M_accoa_m	0.1	mM		C00024
concentration		M_accoa_c	0.1	mM		C00024
concentration		M_adp_m	0.1	mM		C00008
concentration		M_akg_m	0.1	mM		C00026
concentration		M_asp_L_c	0.1	mM		C00049
concentration		AspartateSink	0.1	mM		
concentration		M_atp_m	0.1	mM		C00002
concentration		M_cit_m	0.1	mM		C00158
concentration		M_co2_m	0.1	mM		C00011
concentration		M_coa_m	0.1	mM		C00010
concentration		M_coa_c	0.1	mM		C00010
concentration		M_fum_m	0.1	mM		C00122
concentration		M_glu_L_m	0.1	mM		C00025
concentration		Glutamine	0.1	mM		C00064
concentration		Glutamine_ex	0.1	mM		C00064
concentration		M_hco3_m	0.1	mM		C00288
concentration		M_icit_m	0.1	mM		C00311
concentration		M_mal_L_m	0.1	mM		C00149
concentration		M_nad_m	0.1	mM		C00003
concentration		M_nadh_m	0.1	mM		C00004
concentration		M_nadp_m	0.1	mM		C00006
concentration		M_nadph_m	0.1	mM		C00005
concentration		M_nh4_m	0.1	mM		C00014
concentration		M_oaa_m	0.1	mM		C00036
concentration		M_oaa_c	0.1	mM		C00036
concentration		M_pi_m	0.1	mM		C00009
concentration		Purines	0.1	mM		
concentration		Pyrimidines	0.1	mM		
concentration		M_pyr_m	0.1	mM		C00022
concentration		M_q6_m	0.1	mM		C17568
concentration		M_q6h2_m	0.1	mM		C00390
concentration		M_succ_m	0.1	mM		C00042
concentration		M_succoa_m	0.1	mM		C00091
concentration of enzyme	GLI_GLUNim		0.001	mM		
concentration of enzyme	GTS_GLTEsy		0.001	mM		
concentration of enzyme	R_GLUDym		0.001	mM		
concentration of enzyme	R_AKGDam		0.001	mM	R01197	
concentration of enzyme	R_SUCOAS1m		0.001	mM	R00405	
concentration of enzyme	R_SUCD2_u6m		0.001	mM		
concentration of enzyme	R_FUMm		0.001	mM	R01082	
concentration of enzyme	R_MDHm		0.001	mM	R00342	
concentration of enzyme	R_CSm		0.001	mM		
concentration of enzyme	R_ACL		0.001	mM		
concentration of enzyme	R_ACONTm		0.001	mM	R01324	
concentration of enzyme	R_ICDHym		0.001	mM	R00267	
concentration of enzyme	R_ICDHxm		0.001	mM	R00709	
concentration of enzyme	ASS_ASPAsy		0.001	mM		
concentration of enzyme	ASC_ASPAcons		0.001	mM		
concentration of enzyme	PYS_PYRIsy		0.001	mM		
concentration of enzyme	R_PC		0.001	mM	R00344	
concentration of enzyme	R_ALCD2m		0.001	mM		
concentration of enzyme	R_ME1m		0.001	mM	R00214	
