!!SBtab TableID='ParameterData' TableType='Quantity'										
!QuantityType	!Compound	!Reaction	!Unit	!Median	!Mean	!Std	!Lower	!Upper	!Compound:Identifiers:kegg.compound	!Reaction:Identifiers:kegg.reaction
Michaelis constant	_2_Phospho_D_glycerate	PGM_R01518	mM	6.997	7.114266	1.3079382	NaN	NaN	C00631	R01518
Michaelis constant	_2_Phospho_D_glycerate	PGH_R00658	mM	0.2984	0.30340102	0.055779443	NaN	NaN	C00631	R00658
Michaelis constant	Succinate	SCS_R00405	mM	1.41	1.4336308	0.26356908	NaN	NaN	C00042	R00405
Michaelis constant	Succinate	SDH_R02164	mM	0.1183	0.12028264	0.022113633	NaN	NaN	C00042	R02164
Michaelis constant	Sedoheptulose_7_phosphate	TXT_R01641	mM	3.979	4.0456859	0.74378822	NaN	NaN	C05382	R01641
Michaelis constant	Sedoheptulose_7_phosphate	TAL_R08575	mM	0.283	0.28774293	0.052900745	NaN	NaN	C05382	R08575
concentration	_S__Malate		mM	0.3	0.30502784	0.056078528	NaN	NaN	C00149	
concentration	Acetyl_CoA		mM	0.3	0.30502784	0.056078528	NaN	NaN	C00024	
concentration	Fumarate		mM	0.3	0.30502784	0.056078528	NaN	NaN	C00122	
concentration	cis_Aconitate		mM	0.3	0.30502784	0.056078528	NaN	NaN	C00417	
concentration	_6_Phospho_D_gluconate		mM	0.3	0.30502784	0.056078528	NaN	NaN	C00345	
concentration	Orthophosphate		mM	0.3	0.30502784	0.056078528	NaN	NaN	C00009	
concentration	Pyruvate		mM	0.3	0.30502784	0.056078528	NaN	NaN	C00022	
concentration	NADPplus		mM	0.3	0.30502784	0.056078528	NaN	NaN	C00006	
concentration	NADPH		mM	0.3	0.30502784	0.056078528	NaN	NaN	C00005	
concentration	NADH		mM	0.3	0.30502784	0.056078528	NaN	NaN	C00004	
concentration	NADplus		mM	0.3	0.30502784	0.056078528	NaN	NaN	C00003	
concentration	ATP		mM	0.3	0.30502784	0.056078528	NaN	NaN	C00002	
concentration	H2O		mM	0.3	0.30502784	0.056078528	NaN	NaN	C00001	
concentration	_2_Oxoglutarate		mM	0.3	0.30502784	0.056078528	NaN	NaN	C00026	
concentration	Oxaloacetate		mM	0.3	0.30502784	0.056078528	NaN	NaN	C00036	
concentration	Ubiquinone		mM	0.3	0.30502784	0.056078528	NaN	NaN	C00399	
concentration	D_Erythrose_4_phosphate		mM	0.3	0.30502784	0.056078528	NaN	NaN	C00279	
concentration	Ubiquinol		mM	0.3	0.30502784	0.056078528	NaN	NaN	C00390	
concentration	ADP		mM	0.3	0.30502784	0.056078528	NaN	NaN	C00008	
concentration	Isocitrate		mM	0.3	0.30502784	0.056078528	NaN	NaN	C00311	
concentration	D_Ribulose_5_phosphate		mM	0.3	0.30502784	0.056078528	NaN	NaN	C00199	
concentration	D_Xylulose_5_phosphate		mM	0.3	0.30502784	0.056078528	NaN	NaN	C00231	
concentration	D_Glucose_6_phosphate		mM	0.3	0.30502784	0.056078528	NaN	NaN	C00092	
concentration	_3_Phospho_D_glyceroyl_phosphate		mM	0.3	0.30502784	0.056078528	NaN	NaN	C00236	
concentration	CoA		mM	0.3	0.30502784	0.056078528	NaN	NaN	C00010	
concentration	CO2		mM	0.3	0.30502784	0.056078528	NaN	NaN	C00011	
concentration	D_Ribose_5_phosphate		mM	0.3	0.30502784	0.056078528	NaN	NaN	C00117	
concentration	Glycerone_phosphate		mM	0.3	0.30502784	0.056078528	NaN	NaN	C00111	
concentration	D_Glucose		mM	0.3	0.30502784	0.056078528	NaN	NaN	C00031	
concentration	D_Fructose_1_6_bisphosphate		mM	0.3	0.30502784	0.056078528	NaN	NaN	C00354	
concentration	D_Glyceraldehyde_3_phosphate		mM	0.3	0.30502784	0.056078528	NaN	NaN	C00118	
concentration	Phosphoenolpyruvate		mM	0.3	0.30502784	0.056078528	NaN	NaN	C00074	
concentration	Citrate		mM	0.3	0.30502784	0.056078528	NaN	NaN	C00158	
concentration	Succinyl_CoA		mM	0.3	0.30502784	0.056078528	NaN	NaN	C00091	
concentration	_3_Phospho_D_glycerate		mM	0.3	0.30502784	0.056078528	NaN	NaN	C00197	
concentration	D_Glucono_1_5_lactone_6_phosphate		mM	0.3	0.30502784	0.056078528	NaN	NaN	C01236	
concentration	D_Fructose_6_phosphate		mM	0.3	0.30502784	0.056078528	NaN	NaN	C00085	
concentration	_2_Phospho_D_glycerate		mM	0.3	0.30502784	0.056078528	NaN	NaN	C00631	
concentration	Succinate		mM	0.3	0.30502784	0.056078528	NaN	NaN	C00042	
concentration	Sedoheptulose_7_phosphate		mM	0.3	0.30502784	0.056078528	NaN	NaN	C05382	
equilibrium constant		PTS_RPTSsy	dimensionless	56820000	57772273	10621273	NaN	NaN		RPTSsy
equilibrium constant		PGI_R02740	dimensionless	0.3636	0.36969374	0.067967176	NaN	NaN		R02740
equilibrium constant		PFK_R04779	dimensionless	1759	1788.4799	328.80711	NaN	NaN		R04779
equilibrium constant		ALD_R01070	dimensionless	0.1889	0.19206586	0.03531078	NaN	NaN		R01070
equilibrium constant		TIM_R01015	dimensionless	0.299	0.30401108	0.0558916	NaN	NaN		R01015
equilibrium constant		GAP_R01061	dimensionless	0.001682	0.0017101894	0.00031441362	NaN	NaN		R01061
equilibrium constant		PGK_R01512	dimensionless	1185	1204.86	221.51019	NaN	NaN		R01512
equilibrium constant		PGM_R01518	dimensionless	1.099	1.1174187	0.20543434	NaN	NaN		R01518
equilibrium constant		PGH_R00658	dimensionless	5.178	5.2647805	0.9679154	NaN	NaN		R00658
equilibrium constant		PYK_R00200	dimensionless	2676000	2720848.3	500220.47	NaN	NaN		R00200
equilibrium constant		PDH_R00209	dimensionless	1663000	1690871	310861.98	NaN	NaN		R00209
equilibrium constant		ZWF_R00835	dimensionless	7.56	7.6867016	1.4131789	NaN	NaN		R00835
equilibrium constant		GLH_R02035	dimensionless	8027	8161.5282	1500.4745	NaN	NaN		R02035
equilibrium constant		PGD_R01528	dimensionless	10.58	10.757315	1.9777028	NaN	NaN		R01528
equilibrium constant		RPI_R01056	dimensionless	1.954	1.986748	0.36525815	NaN	NaN		R01056
equilibrium constant		RPE_R01529	dimensionless	3.898	3.9633284	0.72864701	NaN	NaN		R01529
equilibrium constant		TXT_R01641	dimensionless	4.743	4.8224901	0.88660153	NaN	NaN		R01641
equilibrium constant		TAL_R08575	dimensionless	1.303	1.3248376	0.24356774	NaN	NaN		R08575
equilibrium constant		TXT_R01067	dimensionless	59.58	60.578529	11.137196	NaN	NaN		R01067
equilibrium constant		FBP_R00762	dimensionless	48690000	49506018	9101545.2	NaN	NaN		R00762
equilibrium constant		CSN_R00351	dimensionless	4568000	4644557.2	853889.06	NaN	NaN		R00351
equilibrium constant		ACN_R01325	dimensionless	0.02941	0.029902896	0.0054975651	NaN	NaN		R01325
equilibrium constant		ACN_R01900	dimensionless	1.57	1.5963124	0.29347763	NaN	NaN		R01900
equilibrium constant		ICD_R00709	dimensionless	99.97	101.64544	18.687235	NaN	NaN		R00709
equilibrium constant		KGD_R08549	dimensionless	92090000	93633379	17214239	NaN	NaN		R08549
equilibrium constant		SCS_R00405	dimensionless	0.9478	0.96368462	0.17717076	NaN	NaN		R00405
equilibrium constant		SDH_R02164	dimensionless	5989	6089.3724	1119.5144	NaN	NaN		R02164
equilibrium constant		FUM_R01082	dimensionless	5.055	5.1397191	0.9449232	NaN	NaN		R01082
equilibrium constant		MDH_R00342	dimensionless	6.06e-05	6.1615624e-05	1.1327863e-05	NaN	NaN		R00342
equilibrium constant		PPC_R00345	dimensionless	3.744e-07	3.8067474e-07	6.9986003e-08	NaN	NaN		R00345
substrate catalytic rate constant		PTS_RPTSsy	1/s	15.21	15.464911	2.8431814	NaN	NaN		RPTSsy
substrate catalytic rate constant		PGI_R02740	1/s	125.8	127.90834	23.515596	NaN	NaN		R02740
substrate catalytic rate constant		PFK_R04779	1/s	42.04	42.744568	7.8584711	NaN	NaN		R04779
substrate catalytic rate constant		ALD_R01070	1/s	195.8	199.0815	36.600586	NaN	NaN		R01070
substrate catalytic rate constant		TIM_R01015	1/s	1605	1631.8989	300.02013	NaN	NaN		R01015
substrate catalytic rate constant		GAP_R01061	1/s	28.17	28.642114	5.2657738	NaN	NaN		R01061
substrate catalytic rate constant		PGK_R01512	1/s	106.8	108.58991	19.963956	NaN	NaN		R01512
substrate catalytic rate constant		PGM_R01518	1/s	90.92	92.443771	16.995533	NaN	NaN		R01518
substrate catalytic rate constant		PGH_R00658	1/s	198.9	202.23346	37.180064	NaN	NaN		R00658
substrate catalytic rate constant		PYK_R00200	1/s	558.4	567.75849	104.38083	NaN	NaN		R00200
substrate catalytic rate constant		PDH_R00209	1/s	38.22	38.860547	7.1444045	NaN	NaN		R00209
substrate catalytic rate constant		ZWF_R00835	1/s	296.8	301.77421	55.480357	NaN	NaN		R00835
substrate catalytic rate constant		GLH_R02035	1/s	1206	1226.2119	225.43568	NaN	NaN		R02035
substrate catalytic rate constant		PGD_R01528	1/s	32.18	32.71932	6.0153568	NaN	NaN		R01528
substrate catalytic rate constant		RPI_R01056	1/s	1619	1646.1336	302.63713	NaN	NaN		R01056
substrate catalytic rate constant		RPE_R01529	1/s	1295	1316.7035	242.07231	NaN	NaN		R01529
substrate catalytic rate constant		TXT_R01641	1/s	45.03	45.784679	8.4173871	NaN	NaN		R01641
substrate catalytic rate constant		TAL_R08575	1/s	6.599	6.7095957	1.2335407	NaN	NaN		R08575
substrate catalytic rate constant		TXT_R01067	1/s	69.21	70.369923	12.937317	NaN	NaN		R01067
substrate catalytic rate constant		FBP_R00762	1/s	1776	1805.7648	331.98489	NaN	NaN		R00762
substrate catalytic rate constant		CSN_R00351	1/s	48.15	48.956968	9.0006038	NaN	NaN		R00351
substrate catalytic rate constant		ACN_R01325	1/s	23.4	23.792171	4.3741252	NaN	NaN		R01325
substrate catalytic rate constant		ACN_R01900	1/s	59.82	60.822551	11.182059	NaN	NaN		R01900
substrate catalytic rate constant		ICD_R00709	1/s	106.8	108.58991	19.963956	NaN	NaN		R00709
substrate catalytic rate constant		KGD_R08549	1/s	932.1	947.7215	174.23599	NaN	NaN		R08549
substrate catalytic rate constant		SCS_R00405	1/s	123.8	125.87482	23.141739	NaN	NaN		R00405
substrate catalytic rate constant		SDH_R02164	1/s	86.28	87.726007	16.128185	NaN	NaN		R02164
substrate catalytic rate constant		FUM_R01082	1/s	324.9	330.34515	60.733046	NaN	NaN		R01082
substrate catalytic rate constant		MDH_R00342	1/s	331.1	336.64906	61.892003	NaN	NaN		R00342
substrate catalytic rate constant		PPC_R00345	1/s	268.1	272.59321	50.115512	NaN	NaN		R00345
product catalytic rate constant		PTS_RPTSsy	1/s	36.35	36.959207	6.7948484	NaN	NaN		RPTSsy
product catalytic rate constant		PGI_R02740	1/s	231.1	234.97311	43.19916	NaN	NaN		R02740
product catalytic rate constant		PFK_R04779	1/s	117.7	119.67259	22.001476	NaN	NaN		R04779
product catalytic rate constant		ALD_R01070	1/s	204.3	207.72396	38.189478	NaN	NaN		R01070
product catalytic rate constant		TIM_R01015	1/s	693.2	704.81766	129.57879	NaN	NaN		R01015
product catalytic rate constant		GAP_R01061	1/s	1052	1069.631	196.64871	NaN	NaN		R01061
product catalytic rate constant		PGK_R01512	1/s	523.4	532.1719	97.838339	NaN	NaN		R01512
product catalytic rate constant		PGM_R01518	1/s	152.8	155.36085	28.562664	NaN	NaN		R01518
product catalytic rate constant		PGH_R00658	1/s	38.76	39.409597	7.2453459	NaN	NaN		R00658
product catalytic rate constant		PYK_R00200	1/s	1	1.0167595	0.18692843	NaN	NaN		R00200
product catalytic rate constant		PDH_R00209	1/s	77.01	78.300646	14.395358	NaN	NaN		R00209
product catalytic rate constant		ZWF_R00835	1/s	333.7	339.29263	62.378016	NaN	NaN		R00835
product catalytic rate constant		GLH_R02035	1/s	1	1.0167595	0.18692843	NaN	NaN		R02035
product catalytic rate constant		PGD_R01528	1/s	84.36	85.773828	15.769282	NaN	NaN		R01528
