!!SBtab TableID='Parameter' TableType='Quantity' TableName='Parameter' StandardConcentration='mM'						
!QuantityType	!Reaction	!Compound	!Mode	!Unit	!Reaction:Identifiers:kegg.reaction	!Compound:Identifiers:kegg.compound
catalytic rate constant geometric mean	ACN_R01325		24.45	1/s	R01325	
catalytic rate constant geometric mean	ACN_R01900		138	1/s	R01900	
catalytic rate constant geometric mean	ICD_R00709		56.7	1/s	R00709	
catalytic rate constant geometric mean	KGD_R08549		200	1/s	R08549	
catalytic rate constant geometric mean	SCS_R00405		95.7	1/s	R00405	
catalytic rate constant geometric mean	SDH_R02164		82.75	1/s	R02164	
catalytic rate constant geometric mean	FUM_R01082		217.2	1/s	R01082	
catalytic rate constant geometric mean	MDH_R00342		484.3	1/s	R00342	
catalytic rate constant geometric mean	PPC_R00345		595.4	1/s	R00345	
Michaelis constant	FUM_R01082	_S__Malate	0.513	mM	R01082	C00149
Michaelis constant	MDH_R00342	_S__Malate	1.864	mM	R00342	C00149
Michaelis constant	PDH_R00209	Acetyl_CoA	0.03071	mM	R00209	C00024
Michaelis constant	CSN_R00351	Acetyl_CoA	0.04299	mM	R00351	C00024
Michaelis constant	SDH_R02164	Fumarate	0.1044	mM	R02164	C00122
Michaelis constant	FUM_R01082	Fumarate	0.2271	mM	R01082	C00122
Michaelis constant	ACN_R01325	cis_Aconitate	0.01977	mM	R01325	C00417
Michaelis constant	ACN_R01900	cis_Aconitate	0.01985	mM	R01900	C00417
Michaelis constant	GLH_R02035	_6_Phospho_D_gluconate	0.05166	mM	R02035	C00345
Michaelis constant	PGD_R01528	_6_Phospho_D_gluconate	0.0153	mM	R01528	C00345
Michaelis constant	GAP_R01061	Orthophosphate	4.766	mM	R01061	C00009
Michaelis constant	FBP_R00762	Orthophosphate	93.41	mM	R00762	C00009
Michaelis constant	SCS_R00405	Orthophosphate	1.629	mM	R00405	C00009
Michaelis constant	PPC_R00345	Orthophosphate	197.7	mM	R00345	C00009
Michaelis constant	PTS_RPTSsy	Pyruvate	573.1	mM	RPTSsy	C00022
Michaelis constant	PYK_R00200	Pyruvate	2.577	mM	R00200	C00022
Michaelis constant	PDH_R00209	Pyruvate	0.009982	mM	R00209	C00022
Michaelis constant	ZWF_R00835	NADPplus	4.087	mM	R00835	C00006
Michaelis constant	PGD_R01528	NADPplus	0.01442	mM	R01528	C00006
Michaelis constant	ZWF_R00835	NADPH	11.92	mM	R00835	C00005
Michaelis constant	PGD_R01528	NADPH	0.0007758	mM	R01528	C00005
Michaelis constant	GAP_R01061	NADH	12.31	mM	R01061	C00004
Michaelis constant	PDH_R00209	NADH	12.42	mM	R00209	C00004
Michaelis constant	ICD_R00709	NADH	1.752	mM	R00709	C00004
Michaelis constant	KGD_R08549	NADH	12.14	mM	R08549	C00004
Michaelis constant	MDH_R00342	NADH	0.008715	mM	R00342	C00004
Michaelis constant	GAP_R01061	NADplus	0.4296	mM	R01061	C00003
Michaelis constant	PDH_R00209	NADplus	0.04091	mM	R00209	C00003
Michaelis constant	ICD_R00709	NADplus	0.07985	mM	R00709	C00003
Michaelis constant	KGD_R08549	NADplus	0.000824	mM	R08549	C00003
Michaelis constant	MDH_R00342	NADplus	0.3993	mM	R00342	C00003
Michaelis constant	PFK_R04779	ATP	0.1197	mM	R04779	C00002
Michaelis constant	PGK_R01512	ATP	0.7611	mM	R01512	C00002
Michaelis constant	PYK_R00200	ATP	2.079	mM	R00200	C00002
Michaelis constant	SCS_R00405	ATP	0.05543	mM	R00405	C00002
Michaelis constant	ICD_R00709	_2_Oxoglutarate	1.752	mM	R00709	C00026
Michaelis constant	KGD_R08549	_2_Oxoglutarate	3.976	mM	R08549	C00026
Michaelis constant	CSN_R00351	Oxaloacetate	0.02868	mM	R00351	C00036
Michaelis constant	MDH_R00342	Oxaloacetate	0.01107	mM	R00342	C00036
Michaelis constant	PPC_R00345	Oxaloacetate	197.7	mM	R00345	C00036
Michaelis constant	SDH_R02164	Ubiquinone	0.03691	mM	R02164	C00399
Michaelis constant	TAL_R08575	D_Erythrose_4_phosphate	0.0323	mM	R08575	C00279
Michaelis constant	TXT_R01067	D_Erythrose_4_phosphate	0.3596	mM	R01067	C00279
Michaelis constant	SDH_R02164	Ubiquinol	230.5	mM	R02164	C00390
Michaelis constant	PFK_R04779	ADP	0.8289	mM	R04779	C00008
Michaelis constant	PGK_R01512	ADP	0.1259	mM	R01512	C00008
Michaelis constant	PYK_R00200	ADP	0.03003	mM	R00200	C00008
Michaelis constant	SCS_R00405	ADP	0.09977	mM	R00405	C00008
Michaelis constant	ACN_R01900	Isocitrate	0.1658	mM	R01900	C00311
Michaelis constant	ICD_R00709	Isocitrate	2.39	mM	R00709	C00311
Michaelis constant	PGD_R01528	D_Ribulose_5_phosphate	0.1648	mM	R01528	C00199
Michaelis constant	RPI_R01056	D_Ribulose_5_phosphate	2.709	mM	R01056	C00199
Michaelis constant	RPE_R01529	D_Ribulose_5_phosphate	0.8674	mM	R01529	C00199
Michaelis constant	RPE_R01529	D_Xylulose_5_phosphate	0.4755	mM	R01529	C00231
Michaelis constant	TXT_R01641	D_Xylulose_5_phosphate	0.4907	mM	R01641	C00231
Michaelis constant	TXT_R01067	D_Xylulose_5_phosphate	0.4893	mM	R01067	C00231
Michaelis constant	PTS_RPTSsy	D_Glucose_6_phosphate	0.4733	mM	RPTSsy	C00092
Michaelis constant	PGI_R02740	D_Glucose_6_phosphate	0.1223	mM	R02740	C00092
Michaelis constant	ZWF_R00835	D_Glucose_6_phosphate	101.4	mM	R00835	C00092
Michaelis constant	GAP_R01061	_3_Phospho_D_glyceroyl_phosphate	0.01048	mM	R01061	C00236
Michaelis constant	PGK_R01512	_3_Phospho_D_glyceroyl_phosphate	0.001137	mM	R01512	C00236
Michaelis constant	PDH_R00209	CoA	0.003461	mM	R00209	C00010
Michaelis constant	CSN_R00351	CoA	9999	mM	R00351	C00010
Michaelis constant	KGD_R08549	CoA	0.000824	mM	R08549	C00010
Michaelis constant	SCS_R00405	CoA	0.05345	mM	R00405	C00010
Michaelis constant	PDH_R00209	CO2	12.42	mM	R00209	C00011
Michaelis constant	PGD_R01528	CO2	47.85	mM	R01528	C00011
Michaelis constant	ICD_R00709	CO2	1.752	mM	R00709	C00011
Michaelis constant	KGD_R08549	CO2	12.14	mM	R08549	C00011
Michaelis constant	PPC_R00345	CO2	0.1889	mM	R00345	C00011
Michaelis constant	RPI_R01056	D_Ribose_5_phosphate	2.544	mM	R01056	C00117
Michaelis constant	TXT_R01641	D_Ribose_5_phosphate	0.5308	mM	R01641	C00117
Michaelis constant	ALD_R01070	Glycerone_phosphate	0.1612	mM	R01070	C00111
Michaelis constant	TIM_R01015	Glycerone_phosphate	2.779	mM	R01015	C00111
Michaelis constant	PTS_RPTSsy	D_Glucose	0.0199	mM	RPTSsy	C00031
Michaelis constant	PFK_R04779	D_Fructose_1_6_bisphosphate	2.667	mM	R04779	C00354
Michaelis constant	ALD_R01070	D_Fructose_1_6_bisphosphate	0.1069	mM	R01070	C00354
Michaelis constant	FBP_R00762	D_Fructose_1_6_bisphosphate	0.01361	mM	R00762	C00354
Michaelis constant	ALD_R01070	D_Glyceraldehyde_3_phosphate	0.1307	mM	R01070	C00118
Michaelis constant	TIM_R01015	D_Glyceraldehyde_3_phosphate	0.3587	mM	R01015	C00118
Michaelis constant	GAP_R01061	D_Glyceraldehyde_3_phosphate	1.002	mM	R01061	C00118
Michaelis constant	TXT_R01641	D_Glyceraldehyde_3_phosphate	4.874	mM	R01641	C00118
Michaelis constant	TAL_R08575	D_Glyceraldehyde_3_phosphate	0.08337	mM	R08575	C00118
Michaelis constant	TXT_R01067	D_Glyceraldehyde_3_phosphate	4.888	mM	R01067	C00118
Michaelis constant	PTS_RPTSsy	Phosphoenolpyruvate	0.0001004	mM	RPTSsy	C00074
Michaelis constant	PGH_R00658	Phosphoenolpyruvate	0.3011	mM	R00658	C00074
Michaelis constant	PYK_R00200	Phosphoenolpyruvate	0.03723	mM	R00200	C00074
Michaelis constant	PPC_R00345	Phosphoenolpyruvate	0.3819	mM	R00345	C00074
Michaelis constant	CSN_R00351	Citrate	1.182	mM	R00351	C00158
Michaelis constant	ACN_R01325	Citrate	0.6158	mM	R01325	C00158
Michaelis constant	KGD_R08549	Succinyl_CoA	0.07773	mM	R08549	C00091
Michaelis constant	SCS_R00405	Succinyl_CoA	0.04541	mM	R00405	C00091
Michaelis constant	PGK_R01512	_3_Phospho_D_glycerate	1.094	mM	R01512	C00197
Michaelis constant	PGM_R01518	_3_Phospho_D_glycerate	3.788	mM	R01518	C00197
Michaelis constant	ZWF_R00835	D_Glucono_1_5_lactone_6_phosphate	295.6	mM	R00835	C01236
Michaelis constant	GLH_R02035	D_Glucono_1_5_lactone_6_phosphate	0.00776	mM	R02035	C01236
Michaelis constant	PGI_R02740	D_Fructose_6_phosphate	0.08174	mM	R02740	C00085
Michaelis constant	PFK_R04779	D_Fructose_6_phosphate	0.00375	mM	R04779	C00085
Michaelis constant	TAL_R08575	D_Fructose_6_phosphate	0.5014	mM	R08575	C00085
Michaelis constant	TXT_R01067	D_Fructose_6_phosphate	6.981	mM	R01067	C00085
Michaelis constant	FBP_R00762	D_Fructose_6_phosphate	93.41	mM	R00762	C00085
Michaelis constant	PGM_R01518	_2_Phospho_D_glycerate	6.997	mM	R01518	C00631
Michaelis constant	PGH_R00658	_2_Phospho_D_glycerate	0.2984	mM	R00658	C00631
Michaelis constant	SCS_R00405	Succinate	1.41	mM	R00405	C00042
Michaelis constant	SDH_R02164	Succinate	0.1183	mM	R02164	C00042
Michaelis constant	TXT_R01641	Sedoheptulose_7_phosphate	3.979	mM	R01641	C05382
Michaelis constant	TAL_R08575	Sedoheptulose_7_phosphate	0.283	mM	R08575	C05382
substrate catalytic rate constant	PTS_RPTSsy		15.21	1/s	RPTSsy	
substrate catalytic rate constant	PGI_R02740		125.8	1/s	R02740	
substrate catalytic rate constant	PFK_R04779		42.04	1/s	R04779	
substrate catalytic rate constant	ALD_R01070		195.8	1/s	R01070	
substrate catalytic rate constant	TIM_R01015		1605	1/s	R01015	
substrate catalytic rate constant	GAP_R01061		28.17	1/s	R01061	
substrate catalytic rate constant	PGK_R01512		106.8	1/s	R01512	
substrate catalytic rate constant	PGM_R01518		90.92	1/s	R01518	
substrate catalytic rate constant	PGH_R00658		198.9	1/s	R00658	
substrate catalytic rate constant	PYK_R00200		558.4	1/s	R00200	
substrate catalytic rate constant	PDH_R00209		38.22	1/s	R00209	
substrate catalytic rate constant	ZWF_R00835		296.8	1/s	R00835	
substrate catalytic rate constant	GLH_R02035		1206	1/s	R02035	
substrate catalytic rate constant	PGD_R01528		32.18	1/s	R01528	
substrate catalytic rate constant	RPI_R01056		1619	1/s	R01056	
substrate catalytic rate constant	RPE_R01529		1295	1/s	R01529	
substrate catalytic rate constant	TXT_R01641		45.03	1/s	R01641	
substrate catalytic rate constant	TAL_R08575		6.599	1/s	R08575	
substrate catalytic rate constant	TXT_R01067		69.21	1/s	R01067	
substrate catalytic rate constant	FBP_R00762		1776	1/s	R00762	
substrate catalytic rate constant	CSN_R00351		48.15	1/s	R00351	
substrate catalytic rate constant	ACN_R01325		23.4	1/s	R01325	
substrate catalytic rate constant	ACN_R01900		59.82	1/s	R01900	
substrate catalytic rate constant	ICD_R00709		106.8	1/s	R00709	
substrate catalytic rate constant	KGD_R08549		932.1	1/s	R08549	
substrate catalytic rate constant	SCS_R00405		123.8	1/s	R00405	
substrate catalytic rate constant	SDH_R02164		86.28	1/s	R02164	
substrate catalytic rate constant	FUM_R01082		324.9	1/s	R01082	
substrate catalytic rate constant	MDH_R00342		331.1	1/s	R00342	
substrate catalytic rate constant	PPC_R00345		268.1	1/s	R00345	
product catalytic rate constant	PTS_RPTSsy		36.35	1/s	RPTSsy	
product catalytic rate constant	PGI_R02740		231.1	1/s	R02740	
product catalytic rate constant	PFK_R04779		117.7	1/s	R04779	
product catalytic rate constant	ALD_R01070		204.3	1/s	R01070	
product catalytic rate constant	TIM_R01015		693.2	1/s	R01015	
product catalytic rate constant	GAP_R01061		1052	1/s	R01061	
product catalytic rate constant	PGK_R01512		523.4	1/s	R01512	
product catalytic rate constant	PGM_R01518		152.8	1/s	R01518	
product catalytic rate constant	PGH_R00658		38.76	1/s	R00658	
product catalytic rate constant	PYK_R00200		1	1/s	R00200	
product catalytic rate constant	PDH_R00209		77.01	1/s	R00209	
product catalytic rate constant	ZWF_R00835		333.7	1/s	R00835	
product catalytic rate constant	GLH_R02035		1	1/s	R02035	
product catalytic rate constant	PGD_R01528		84.36	1/s	R01528	
product catalytic rate constant	RPI_R01056		778.1	1/s	R01056	
product catalytic rate constant	RPE_R01529		182.1	1/s	R01529	
product catalytic rate constant	TXT_R01641		706.9	1/s	R01641	
product catalytic rate constant	TAL_R08575		3.478	1/s	R08575	
product catalytic rate constant	TXT_R01067		225.3	1/s	R01067	
product catalytic rate constant	FBP_R00762		23.4	1/s	R00762	
product catalytic rate constant	CSN_R00351		101.1	1/s	R00351	
product catalytic rate constant	ACN_R01325		25.55	1/s	R01325	
product catalytic rate constant	ACN_R01900		318.2	1/s	R01900	
product catalytic rate constant	ICD_R00709		30.1	1/s	R00709	
product catalytic rate constant	KGD_R08549		42.91	1/s	R08549	
product catalytic rate constant	SCS_R00405		73.95	1/s	R00405	
product catalytic rate constant	SDH_R02164		79.36	1/s	R02164	
product catalytic rate constant	FUM_R01082		145.2	1/s	R01082	
product catalytic rate constant	MDH_R00342		708.3	1/s	R00342	
product catalytic rate constant	PPC_R00345		1322	1/s	R00345	
standard chemical potential		_S__Malate	-49.37	kJ/mol		C00149
standard chemical potential		Acetyl_CoA	-26.88	kJ/mol		C00024
standard chemical potential		Fumarate	-45.35	kJ/mol		C00122
standard chemical potential		cis_Aconitate	-8.507	kJ/mol		C00417
standard chemical potential		_6_Phospho_D_gluconate	4.537	kJ/mol		C00345
standard chemical potential		Orthophosphate	-64	kJ/mol		C00009
standard chemical potential		Pyruvate	-38.07	kJ/mol		C00022
standard chemical potential		NADPplus	15.22	kJ/mol		C00006
standard chemical potential		NADPH	-15.22	kJ/mol		C00005
standard chemical potential		NADH	-35	kJ/mol		C00004
standard chemical potential		NADplus	35	kJ/mol		C00003
standard chemical potential		ATP	-0.7962	kJ/mol		C00002
standard chemical potential		H2O	0	kJ/mol		C00001
standard chemical potential		_2_Oxoglutarate	28.6	kJ/mol		C00026
standard chemical potential		Oxaloacetate	44.7	kJ/mol		C00036
standard chemical potential		Ubiquinone	2.851	kJ/mol		C00399
standard chemical potential		D_Erythrose_4_phosphate	4.093	kJ/mol		C00279
standard chemical potential		Ubiquinol	-2.851	kJ/mol		C00390
standard chemical potential		ADP	0.7962	kJ/mol		C00008
standard chemical potential		Isocitrate	-9.626	kJ/mol		C00311
standard chemical potential		D_Ribulose_5_phosphate	8.772	kJ/mol		C00199
standard chemical potential		D_Xylulose_5_phosphate	5.4	kJ/mol		C00231
standard chemical potential		D_Glucose_6_phosphate	1.397	kJ/mol		C00092
standard chemical potential		_3_Phospho_D_glyceroyl_phosphate	17.29	kJ/mol		C00236
standard chemical potential		CoA	-2.939	kJ/mol		C00010
standard chemical potential		CO2	20.36	kJ/mol		C00011
standard chemical potential		D_Ribose_5_phosphate	7.112	kJ/mol		C00117
standard chemical potential		Glycerone_phosphate	-7.537	kJ/mol		C00111
standard chemical potential		D_Glucose	10.56	kJ/mol		C00031
standard chemical potential		D_Fructose_1_6_bisphosphate	-16.21	kJ/mol		C00354
standard chemical potential		D_Glyceraldehyde_3_phosphate	-4.544	kJ/mol		C00118
standard chemical potential		Phosphoenolpyruvate	-2.971	kJ/mol		C00074
standard chemical potential		Citrate	-17.25	kJ/mol		C00158
standard chemical potential		Succinyl_CoA	29.84	kJ/mol		C00091
standard chemical potential		_3_Phospho_D_glycerate	1.339	kJ/mol		C00197
standard chemical potential		D_Glucono_1_5_lactone_6_phosphate	26.82	kJ/mol		C01236
standard chemical potential		D_Fructose_6_phosphate	3.905	kJ/mol		C00085
standard chemical potential		_2_Phospho_D_glycerate	1.105	kJ/mol		C00631
standard chemical potential		Succinate	-29.49	kJ/mol		C00042
standard chemical potential		Sedoheptulose_7_phosphate	13.2	kJ/mol		C05382
concentration		_S__Malate	0.3	mM		C00149
concentration		Acetyl_CoA	0.3	mM		C00024
concentration		Fumarate	0.3	mM		C00122
concentration		cis_Aconitate	0.3	mM		C00417
concentration		_6_Phospho_D_gluconate	0.3	mM		C00345
concentration		Orthophosphate	0.3	mM		C00009
concentration		Pyruvate	0.3	mM		C00022
concentration		NADPplus	0.3	mM		C00006
concentration		NADPH	0.3	mM		C00005
concentration		NADH	0.3	mM		C00004
concentration		NADplus	0.3	mM		C00003
concentration		ATP	0.3	mM		C00002
concentration		H2O	0.3	mM		C00001
concentration		_2_Oxoglutarate	0.3	mM		C00026
concentration		Oxaloacetate	0.3	mM		C00036
concentration		Ubiquinone	0.3	mM		C00399
concentration		D_Erythrose_4_phosphate	0.3	mM		C00279
concentration		Ubiquinol	0.3	mM		C00390
concentration		ADP	0.3	mM		C00008
concentration		Isocitrate	0.3	mM		C00311
concentration		D_Ribulose_5_phosphate	0.3	mM		C00199
concentration		D_Xylulose_5_phosphate	0.3	mM		C00231
concentration		D_Glucose_6_phosphate	0.3	mM		C00092
concentration		_3_Phospho_D_glyceroyl_phosphate	0.3	mM		C00236
concentration		CoA	0.3	mM		C00010
concentration		CO2	0.3	mM		C00011
concentration		D_Ribose_5_phosphate	0.3	mM		C00117
concentration		Glycerone_phosphate	0.3	mM		C00111
concentration		D_Glucose	0.3	mM		C00031
concentration		D_Fructose_1_6_bisphosphate	0.3	mM		C00354
concentration		D_Glyceraldehyde_3_phosphate	0.3	mM		C00118
concentration		Phosphoenolpyruvate	0.3	mM		C00074
concentration		Citrate	0.3	mM		C00158
concentration		Succinyl_CoA	0.3	mM		C00091
concentration		_3_Phospho_D_glycerate	0.3	mM		C00197
concentration		D_Glucono_1_5_lactone_6_phosphate	0.3	mM		C01236
concentration		D_Fructose_6_phosphate	0.3	mM		C00085
concentration		_2_Phospho_D_glycerate	0.3	mM		C00631
concentration		Succinate	0.3	mM		C00042
concentration		Sedoheptulose_7_phosphate	0.3	mM		C05382
protein molecular mass	PTS_RPTSsy		255848	Da	RPTSsy	
protein molecular mass	PGI_R02740		61530	Da	R02740	
protein molecular mass	PFK_R04779		139360	Da	R04779	
protein molecular mass	ALD_R01070		39147	Da	R01070	
protein molecular mass	TIM_R01015		53940	Da	R01015	
protein molecular mass	GAP_R01061		35530	Da	R01061	
protein molecular mass	PGK_R01512		41120	Da	R01512	
protein molecular mass	PGM_R01518		28556	Da	R01518	
protein molecular mass	PGH_R00658		45650	Da	R00658	
protein molecular mass	PYK_R00200		50000	Da	R00200	
protein molecular mass	PDH_R00209		282880	Da	R00209	
protein molecular mass	ZWF_R00835		55700	Da	R00835	
protein molecular mass	GLH_R02035		36310	Da	R02035	
protein molecular mass	PGD_R01528		102960	Da	R01528	
protein molecular mass	RPI_R01056		19466	Da	R01056	
protein molecular mass	RPE_R01529		24554	Da	R01529	
protein molecular mass	TXT_R01641		73043	Da	R01641	
protein molecular mass	TAL_R08575		35219	Da	R08575	
protein molecular mass	TXT_R01067		73043	Da	R01067	
protein molecular mass	FBP_R00762		36834	Da	R00762	
protein molecular mass	CSN_R00351		96020	Da	R00351	
protein molecular mass	ACN_R01325		95588	Da	R01325	
protein molecular mass	ACN_R01900		95588	Da	R01900	
protein molecular mass	ICD_R00709		45760	Da	R00709	
protein molecular mass	KGD_R08549		1209180	Da	R08549	
protein molecular mass	SCS_R00405		71170	Da	R00405	
protein molecular mass	SDH_R02164		792299	Da	R02164	
protein molecular mass	FUM_R01082		60000	Da	R01082	
protein molecular mass	MDH_R00342		32337	Da	R00342	
protein molecular mass	PPC_R00345		198120	Da	R00345	
molecular mass		_S__Malate	134	Da		C00149
molecular mass		Acetyl_CoA	810	Da		C00024
molecular mass		Fumarate	116	Da		C00122
molecular mass		cis_Aconitate	174	Da		C00417
molecular mass		_6_Phospho_D_gluconate	276	Da		C00345
molecular mass		Orthophosphate	98	Da		C00009
molecular mass		Pyruvate	88	Da		C00022
molecular mass		NADPplus	744	Da		C00006
molecular mass		NADPH	745	Da		C00005
molecular mass		NADH	665	Da		C00004
molecular mass		NADplus	664	Da		C00003
molecular mass		ATP	507	Da		C00002
molecular mass		H2O	NaN	Da		C00001
molecular mass		_2_Oxoglutarate	146	Da		C00026
molecular mass		Oxaloacetate	132	Da		C00036
molecular mass		Ubiquinone	318	Da		C00399
molecular mass		D_Erythrose_4_phosphate	200	Da		C00279
molecular mass		Ubiquinol	320	Da		C00390
molecular mass		ADP	427	Da		C00008
molecular mass		Isocitrate	192	Da		C00311
molecular mass		D_Ribulose_5_phosphate	230	Da		C00199
molecular mass		D_Xylulose_5_phosphate	230	Da		C00231
molecular mass		D_Glucose_6_phosphate	260	Da		C00092
molecular mass		_3_Phospho_D_glyceroyl_phosphate	266	Da		C00236
molecular mass		CoA	768	Da		C00010
molecular mass		CO2	44	Da		C00011
molecular mass		D_Ribose_5_phosphate	230	Da		C00117
molecular mass		Glycerone_phosphate	170	Da		C00111
molecular mass		D_Glucose	180	Da		C00031
molecular mass		D_Fructose_1_6_bisphosphate	340	Da		C00354
molecular mass		D_Glyceraldehyde_3_phosphate	170	Da		C00118
molecular mass		Phosphoenolpyruvate	168	Da		C00074
molecular mass		Citrate	192	Da		C00158
molecular mass		Succinyl_CoA	868	Da		C00091
molecular mass		_3_Phospho_D_glycerate	186	Da		C00197
molecular mass		D_Glucono_1_5_lactone_6_phosphate	258	Da		C01236
molecular mass		D_Fructose_6_phosphate	260	Da		C00085
molecular mass		_2_Phospho_D_glycerate	186	Da		C00631
molecular mass		Succinate	118	Da		C00042
molecular mass		Sedoheptulose_7_phosphate	290	Da		C05382
