!!SBtab TableID='ParameterData' TableType='Quantity'										
!QuantityType	!Compound	!Reaction	!Unit	!Median	!Mean	!Std	!Lower	!Upper	!Compound:Identifiers:kegg.compound	!Reaction:Identifiers:kegg.reaction
catalytic rate constant geometric mean		MDH_R00342	1/s	485.6488	493.78801	90.781567	1e-07	10000		R00342
catalytic rate constant geometric mean		PPC_R00345	1/s	NaN	NaN	NaN	1e-07	10000		R00345
Michaelis constant	_S__Malate	FUM_R01082	mM	0.64666009	0.65749777	0.12087915	0.0001	10000	C00149	R01082
Michaelis constant	_S__Malate	MDH_R00342	mM	0.59870169	0.60873561	0.11191437	0.0001	10000	C00149	R00342
Michaelis constant	Acetyl_CoA	PDH_R00209	mM	0.030581258	0.031093784	0.0057165065	0.0001	10000	C00024	R00209
Michaelis constant	Acetyl_CoA	CSN_R00351	mM	0.050864382	0.051716842	0.009507999	0.0001	10000	C00024	R00351
Michaelis constant	Fumarate	SDH_R02164	mM	0.10381729	0.10555721	0.019406403	0.0001	10000	C00122	R02164
Michaelis constant	Fumarate	FUM_R01082	mM	0.18043722	0.18346125	0.033728846	0.0001	10000	C00122	R01082
Michaelis constant	cis_Aconitate	ACN_R01325	mM	0.016657922	0.0169371	0.0031138392	0.0001	10000	C00417	R01325
Michaelis constant	cis_Aconitate	ACN_R01900	mM	0.016657922	0.0169371	0.0031138392	0.0001	10000	C00417	R01900
Michaelis constant	_6_Phospho_D_gluconate	GLH_R02035	mM	0.02	0.020335189	0.0037385686	0.0001	10000	C00345	R02035
Michaelis constant	_6_Phospho_D_gluconate	PGD_R01528	mM	0.017811853	0.01811037	0.0033295417	0.0001	10000	C00345	R01528
Michaelis constant	Orthophosphate	GAP_R01061	mM	1	1.0167595	0.18692843	0.0001	10000	C00009	R01061
Michaelis constant	Orthophosphate	FBP_R00762	mM	NaN	NaN	NaN	0.0001	10000	C00009	R00762
Michaelis constant	Orthophosphate	SCS_R00405	mM	1.003992	1.0208184	0.18767465	0.0001	10000	C00009	R00405
Michaelis constant	Orthophosphate	PPC_R00345	mM	NaN	NaN	NaN	0.0001	10000	C00009	R00345
Michaelis constant	Pyruvate	PTS_RPTSsy	mM	NaN	NaN	NaN	0.0001	10000	C00022	RPTSsy
Michaelis constant	Pyruvate	PYK_R00200	mM	0.31	0.31519543	0.057947813	0.0001	10000	C00022	R00200
Michaelis constant	Pyruvate	PDH_R00209	mM	0.01	0.010167595	0.0018692843	0.0001	10000	C00022	R00209
Michaelis constant	NADPplus	ZWF_R00835	mM	7	7.1173163	1.308499	0.0001	10000	C00006	R00835
Michaelis constant	NADPplus	PGD_R01528	mM	0.016784756	0.01706606	0.0031375481	0.0001	10000	C00006	R01528
Michaelis constant	NADPH	ZWF_R00835	mM	7	7.1173163	1.308499	0.0001	10000	C00005	R00835
Michaelis constant	NADPH	PGD_R01528	mM	0.00066332496	0.00067444193	0.00012399429	0.0001	10000	C00005	R01528
Michaelis constant	NADH	GAP_R01061	mM	59	59.988808	11.028777	0.0001	10000	C00004	R01061
Michaelis constant	NADH	PDH_R00209	mM	NaN	NaN	NaN	0.0001	10000	C00004	R00209
Michaelis constant	NADH	ICD_R00709	mM	NaN	NaN	NaN	0.0001	10000	C00004	R00709
Michaelis constant	NADH	KGD_R08549	mM	NaN	NaN	NaN	0.0001	10000	C00004	R08549
Michaelis constant	NADH	MDH_R00342	mM	0.027138618	0.027593447	0.0050729792	0.0001	10000	C00004	R00342
Michaelis constant	NADplus	GAP_R01061	mM	0.09	0.091508352	0.016823559	0.0001	10000	C00003	R01061
Michaelis constant	NADplus	PDH_R00209	mM	0.041024383	0.04171193	0.0076686234	0.0001	10000	C00003	R00209
Michaelis constant	NADplus	ICD_R00709	mM	0.08	0.081340757	0.014954274	0.0001	10000	C00003	R00709
Michaelis constant	NADplus	KGD_R08549	mM	NaN	NaN	NaN	0.0001	10000	C00003	R08549
Michaelis constant	NADplus	MDH_R00342	mM	0.12812311	0.13027038	0.023949852	0.0001	10000	C00003	R00342
Michaelis constant	ATP	PFK_R04779	mM	0.12	0.12201114	0.022431411	0.0001	10000	C00002	R04779
Michaelis constant	ATP	PGK_R01512	mM	0.48	0.48804454	0.089725646	0.0001	10000	C00002	R01512
Michaelis constant	ATP	PYK_R00200	mM	0.25	0.25418987	0.046732107	0.0001	10000	C00002	R00200
Michaelis constant	ATP	SCS_R00405	mM	0.090092484	0.091602386	0.016840846	0.0001	10000	C00002	R00405
Michaelis constant	_2_Oxoglutarate	ICD_R00709	mM	NaN	NaN	NaN	0.0001	10000	C00026	R00709
Michaelis constant	_2_Oxoglutarate	KGD_R08549	mM	4	4.0670379	0.74771371	0.0001	10000	C00026	R08549
Michaelis constant	Oxaloacetate	CSN_R00351	mM	0.033920097	0.03448858	0.0063406304	0.0001	10000	C00036	R00351
Michaelis constant	Oxaloacetate	MDH_R00342	mM	0.034479991	0.035057857	0.0064452905	0.0001	10000	C00036	R00342
Michaelis constant	Oxaloacetate	PPC_R00345	mM	NaN	NaN	NaN	0.0001	10000	C00036	R00345
Michaelis constant	Ubiquinone	SDH_R02164	mM	0.037084298	0.037705811	0.0069321095	0.0001	10000	C00399	R02164
Michaelis constant	D_Erythrose_4_phosphate	TAL_R08575	mM	0.031862242	0.032396236	0.0059559588	0.0001	10000	C00279	R08575
Michaelis constant	D_Erythrose_4_phosphate	TXT_R01067	mM	0.36	0.36603341	0.067294234	0.0001	10000	C00279	R01067
Michaelis constant	Ubiquinol	SDH_R02164	mM	NaN	NaN	NaN	0.0001	10000	C00390	R02164
Michaelis constant	ADP	PFK_R04779	mM	0.82825117	0.84213222	0.15482369	0.0001	10000	C00008	R04779
Michaelis constant	ADP	PGK_R01512	mM	0.2	0.20335189	0.037385686	0.0001	10000	C00008	R01512
Michaelis constant	ADP	PYK_R00200	mM	0.25	0.25418987	0.046732107	0.0001	10000	C00008	R00200
Michaelis constant	ADP	SCS_R00405	mM	0.061357924	0.06238625	0.01146954	0.0001	10000	C00008	R00405
Michaelis constant	Isocitrate	ACN_R01900	mM	0.19745878	0.20076808	0.036910659	0.0001	10000	C00311	R01900
Michaelis constant	Isocitrate	ICD_R00709	mM	2.4	2.4402227	0.44862823	0.0001	10000	C00311	R00709
Michaelis constant	D_Ribulose_5_phosphate	PGD_R01528	mM	0.14142136	0.14379151	0.026435673	0.0001	10000	C00199	R01528
Michaelis constant	D_Ribulose_5_phosphate	RPI_R01056	mM	3.1464265	3.1991589	0.58815656	0.0001	10000	C00199	R01056
Michaelis constant	D_Ribulose_5_phosphate	RPE_R01529	mM	0.86969557	0.8842712	0.16257083	0.0001	10000	C00199	R01529
Michaelis constant	D_Xylulose_5_phosphate	RPE_R01529	mM	NaN	NaN	NaN	0.0001	10000	C00231	R01529
Michaelis constant	D_Xylulose_5_phosphate	TXT_R01641	mM	0.49	0.49821214	0.09159493	0.0001	10000	C00231	R01641
Michaelis constant	D_Xylulose_5_phosphate	TXT_R01067	mM	0.49	0.49821214	0.09159493	0.0001	10000	C00231	R01067
Michaelis constant	D_Glucose_6_phosphate	PTS_RPTSsy	mM	0.471	0.47889371	0.08804329	0.0001	10000	C00092	RPTSsy
Michaelis constant	D_Glucose_6_phosphate	PGI_R02740	mM	NaN	NaN	NaN	0.0001	10000	C00092	R02740
Michaelis constant	D_Glucose_6_phosphate	ZWF_R00835	mM	174	176.91615	32.525546	0.0001	10000	C00092	R00835
Michaelis constant	_3_Phospho_D_glyceroyl_phosphate	GAP_R01061	mM	0.05	0.050837973	0.0093464214	0.0001	10000	C00236	R01061
Michaelis constant	_3_Phospho_D_glyceroyl_phosphate	PGK_R01512	mM	0.0018	0.001830167	0.00033647117	0.0001	10000	C00236	R01512
Michaelis constant	CoA	PDH_R00209	mM	0.0034641016	0.0035221581	0.00064753907	0.0001	10000	C00010	R00209
Michaelis constant	CoA	CSN_R00351	mM	NaN	NaN	NaN	0.0001	10000	C00010	R00351
Michaelis constant	CoA	KGD_R08549	mM	NaN	NaN	NaN	0.0001	10000	C00010	R08549
Michaelis constant	CoA	SCS_R00405	mM	0.086881013	0.088337092	0.016240531	0.0001	10000	C00010	R00405
Michaelis constant	CO2	PDH_R00209	mM	NaN	NaN	NaN	0.0001	10000	C00011	R00209
Michaelis constant	CO2	PGD_R01528	mM	41.231056	41.922066	7.7072565	0.0001	10000	C00011	R01528
Michaelis constant	CO2	ICD_R00709	mM	NaN	NaN	NaN	0.0001	10000	C00011	R00709
Michaelis constant	CO2	KGD_R08549	mM	NaN	NaN	NaN	0.0001	10000	C00011	R08549
Michaelis constant	CO2	PPC_R00345	mM	0.19	0.1931843	0.035516401	0.0001	10000	C00011	R00345
Michaelis constant	D_Ribose_5_phosphate	RPI_R01056	mM	2.2	2.2368708	0.41124254	0.0001	10000	C00117	R01056
Michaelis constant	D_Ribose_5_phosphate	TXT_R01641	mM	0.53	0.53888252	0.099072067	0.0001	10000	C00117	R01641
Michaelis constant	Glycerone_phosphate	ALD_R01070	mM	0.16124515	0.16394753	0.030141302	0.0001	10000	C00111	R01070
Michaelis constant	Glycerone_phosphate	TIM_R01015	mM	1	1.0167595	0.18692843	0.0001	10000	C00111	R01015
Michaelis constant	D_Glucose	PTS_RPTSsy	mM	0.02	0.020335189	0.0037385686	0.0001	10000	C00031	RPTSsy
Michaelis constant	D_Fructose_1_6_bisphosphate	PFK_R04779	mM	NaN	NaN	NaN	0.0001	10000	C00354	R04779
Michaelis constant	D_Fructose_1_6_bisphosphate	ALD_R01070	mM	NaN	NaN	NaN	0.0001	10000	C00354	R01070
Michaelis constant	D_Fructose_1_6_bisphosphate	FBP_R00762	mM	0.013652535	0.013881344	0.0025520469	0.0001	10000	C00354	R00762
Michaelis constant	D_Glyceraldehyde_3_phosphate	ALD_R01070	mM	0.13076697	0.13295855	0.024444064	0.0001	10000	C00118	R01070
Michaelis constant	D_Glyceraldehyde_3_phosphate	TIM_R01015	mM	1	1.0167595	0.18692843	0.0001	10000	C00118	R01015
Michaelis constant	D_Glyceraldehyde_3_phosphate	GAP_R01061	mM	0.21	0.21351949	0.03925497	0.0001	10000	C00118	R01061
Michaelis constant	D_Glyceraldehyde_3_phosphate	TXT_R01641	mM	4.9	4.9821214	0.9159493	0.0001	10000	C00118	R01641
Michaelis constant	D_Glyceraldehyde_3_phosphate	TAL_R08575	mM	0.084433137	0.085848191	0.015782954	0.0001	10000	C00118	R08575
Michaelis constant	D_Glyceraldehyde_3_phosphate	TXT_R01067	mM	4.9	4.9821214	0.9159493	0.0001	10000	C00118	R01067
Michaelis constant	Phosphoenolpyruvate	PTS_RPTSsy	mM	NaN	NaN	NaN	0.0001	10000	C00074	RPTSsy
Michaelis constant	Phosphoenolpyruvate	PGH_R00658	mM	0.3	0.30502784	0.056078528	0.0001	10000	C00074	R00658
Michaelis constant	Phosphoenolpyruvate	PYK_R00200	mM	0.31	0.31519543	0.057947813	0.0001	10000	C00074	R00200
Michaelis constant	Phosphoenolpyruvate	PPC_R00345	mM	0.38431493	0.39075584	0.071839386	0.0001	10000	C00074	R00345
Michaelis constant	Citrate	CSN_R00351	mM	1	1.0167595	0.18692843	0.0001	10000	C00158	R00351
Michaelis constant	Citrate	ACN_R01325	mM	0.73118139	0.7434356	0.13667859	0.0001	10000	C00158	R01325
Michaelis constant	Succinyl_CoA	KGD_R08549	mM	0.077459667	0.07875785	0.014479414	0.0001	10000	C00091	R08549
Michaelis constant	Succinyl_CoA	SCS_R00405	mM	0.027912311	0.028380106	0.0052176044	0.0001	10000	C00091	R00405
Michaelis constant	_3_Phospho_D_glycerate	PGK_R01512	mM	0.69	0.70156403	0.12898062	0.0001	10000	C00197	R01512
Michaelis constant	_3_Phospho_D_glycerate	PGM_R01518	mM	0.65	0.66089365	0.12150348	0.0001	10000	C00197	R01518
Michaelis constant	D_Glucono_1_5_lactone_6_phosphate	ZWF_R00835	mM	174	176.91615	32.525546	0.0001	10000	C01236	R00835
Michaelis constant	D_Glucono_1_5_lactone_6_phosphate	GLH_R02035	mM	0.02	0.020335189	0.0037385686	0.0001	10000	C01236	R02035
Michaelis constant	D_Fructose_6_phosphate	PGI_R02740	mM	NaN	NaN	NaN	0.0001	10000	C00085	R02740
Michaelis constant	D_Fructose_6_phosphate	PFK_R04779	mM	NaN	NaN	NaN	0.0001	10000	C00085	R04779
Michaelis constant	D_Fructose_6_phosphate	TAL_R08575	mM	0.49559808	0.50390404	0.09264137	0.0001	10000	C00085	R08575
Michaelis constant	D_Fructose_6_phosphate	TXT_R01067	mM	7	7.1173163	1.308499	0.0001	10000	C00085	R01067
Michaelis constant	D_Fructose_6_phosphate	FBP_R00762	mM	NaN	NaN	NaN	0.0001	10000	C00085	R00762
Michaelis constant	_2_Phospho_D_glycerate	PGM_R01518	mM	41	41.687138	7.6640656	0.0001	10000	C00631	R01518
Michaelis constant	_2_Phospho_D_glycerate	PGH_R00658	mM	0.3	0.30502784	0.056078528	0.0001	10000	C00631	R00658
Michaelis constant	Succinate	SCS_R00405	mM	2.2969796	2.3354757	0.42937079	0.0001	10000	C00042	R00405
Michaelis constant	Succinate	SDH_R02164	mM	0.11895397	0.12094757	0.022235879	0.0001	10000	C00042	R02164
Michaelis constant	Sedoheptulose_7_phosphate	TXT_R01641	mM	4	4.0670379	0.74771371	0.0001	10000	C05382	R01641
Michaelis constant	Sedoheptulose_7_phosphate	TAL_R08575	mM	0.28683033	0.29163745	0.053616743	0.0001	10000	C05382	R08575
concentration	_S__Malate		mM	NaN	NaN	NaN	0.001	10	C00149	
concentration	Acetyl_CoA		mM	NaN	NaN	NaN	0.001	10	C00024	
concentration	Fumarate		mM	NaN	NaN	NaN	0.001	10	C00122	
concentration	cis_Aconitate		mM	NaN	NaN	NaN	0.001	10	C00417	
concentration	_6_Phospho_D_gluconate		mM	NaN	NaN	NaN	0.001	10	C00345	
concentration	Orthophosphate		mM	NaN	NaN	NaN	0.001	10	C00009	
concentration	Pyruvate		mM	NaN	NaN	NaN	0.001	10	C00022	
concentration	NADPplus		mM	NaN	NaN	NaN	0.001	10	C00006	
concentration	NADPH		mM	NaN	NaN	NaN	0.001	10	C00005	
concentration	NADH		mM	NaN	NaN	NaN	0.001	10	C00004	
concentration	NADplus		mM	NaN	NaN	NaN	0.001	10	C00003	
concentration	ATP		mM	NaN	NaN	NaN	0.001	10	C00002	
concentration	H2O		mM	NaN	NaN	NaN	0.001	10	C00001	
concentration	_2_Oxoglutarate		mM	NaN	NaN	NaN	0.001	10	C00026	
concentration	Oxaloacetate		mM	NaN	NaN	NaN	0.001	10	C00036	
concentration	Ubiquinone		mM	NaN	NaN	NaN	0.001	10	C00399	
concentration	D_Erythrose_4_phosphate		mM	NaN	NaN	NaN	0.001	10	C00279	
concentration	Ubiquinol		mM	NaN	NaN	NaN	0.001	10	C00390	
concentration	ADP		mM	NaN	NaN	NaN	0.001	10	C00008	
concentration	Isocitrate		mM	NaN	NaN	NaN	0.001	10	C00311	
concentration	D_Ribulose_5_phosphate		mM	NaN	NaN	NaN	0.001	10	C00199	
concentration	D_Xylulose_5_phosphate		mM	NaN	NaN	NaN	0.001	10	C00231	
concentration	D_Glucose_6_phosphate		mM	NaN	NaN	NaN	0.001	10	C00092	
concentration	_3_Phospho_D_glyceroyl_phosphate		mM	NaN	NaN	NaN	0.001	10	C00236	
concentration	CoA		mM	NaN	NaN	NaN	0.001	10	C00010	
concentration	CO2		mM	NaN	NaN	NaN	0.001	10	C00011	
concentration	D_Ribose_5_phosphate		mM	NaN	NaN	NaN	0.001	10	C00117	
concentration	Glycerone_phosphate		mM	NaN	NaN	NaN	0.001	10	C00111	
concentration	D_Glucose		mM	NaN	NaN	NaN	0.001	10	C00031	
concentration	D_Fructose_1_6_bisphosphate		mM	NaN	NaN	NaN	0.001	10	C00354	
concentration	D_Glyceraldehyde_3_phosphate		mM	NaN	NaN	NaN	0.001	10	C00118	
concentration	Phosphoenolpyruvate		mM	NaN	NaN	NaN	0.001	10	C00074	
concentration	Citrate		mM	NaN	NaN	NaN	0.001	10	C00158	
concentration	Succinyl_CoA		mM	NaN	NaN	NaN	0.001	10	C00091	
concentration	_3_Phospho_D_glycerate		mM	NaN	NaN	NaN	0.001	10	C00197	
concentration	D_Glucono_1_5_lactone_6_phosphate		mM	NaN	NaN	NaN	0.001	10	C01236	
concentration	D_Fructose_6_phosphate		mM	NaN	NaN	NaN	0.001	10	C00085	
concentration	_2_Phospho_D_glycerate		mM	NaN	NaN	NaN	0.001	10	C00631	
concentration	Succinate		mM	NaN	NaN	NaN	0.001	10	C00042	
concentration	Sedoheptulose_7_phosphate		mM	NaN	NaN	NaN	0.001	10	C05382	
equilibrium constant		PTS_RPTSsy	dimensionless	57262184	58221868	10703930	1e-10	1e+08		RPTSsy
equilibrium constant		PGI_R02740	dimensionless	0.36350845	0.36960066	0.067950063	1e-10	1e+08		R02740
equilibrium constant		PFK_R04779	dimensionless	1764.8694	1794.4477	329.90426	1e-10	1e+08		R04779
equilibrium constant		ALD_R01070	dimensionless	0.1889019	0.19206779	0.035311135	1e-10	1e+08		R01070
equilibrium constant		TIM_R01015	dimensionless	0.10733371	0.10913257	0.020063722	1e-10	1e+08		R01015
equilibrium constant		GAP_R01061	dimensionless	0.00035180468	0.00035770074	6.5762296e-05	1e-10	1e+08		R01061
equilibrium constant		PGK_R01512	dimensionless	1883.7137	1915.2837	352.11964	1e-10	1e+08		R01512
equilibrium constant		PGM_R01518	dimensionless	0.1881272	0.19128011	0.035166322	1e-10	1e+08		R01518
equilibrium constant		PGH_R00658	dimensionless	5.202263	5.2894501	0.97245085	1e-10	1e+08		R00658
equilibrium constant		PYK_R00200	dimensionless	22335814	22710150	4175198.6	1e-10	1e+08		R00200
equilibrium constant		PDH_R00209	dimensionless	1670759.7	1698760.7	312312.48	1e-10	1e+08		R00209
equilibrium constant		ZWF_R00835	dimensionless	12.916734	13.133212	2.4145048	1e-10	1e+08		R00835
equilibrium constant		GLH_R02035	dimensionless	20744.52	21092.187	3877.7405	1e-10	1e+08		R02035
equilibrium constant		PGD_R01528	dimensionless	12.330424	12.537075	2.3049068	1e-10	1e+08		R01528
equilibrium constant		RPI_R01056	dimensionless	2.264296	2.3022444	0.42326129	1e-10	1e+08		R01056
equilibrium constant		RPE_R01529	dimensionless	3.9024941	3.9678978	0.72948709	1e-10	1e+08		R01529
equilibrium constant		TXT_R01641	dimensionless	4.7316932	4.8109938	0.88448797	1e-10	1e+08		R01641
equilibrium constant		TAL_R08575	dimensionless	1.3194676	1.3415812	0.246646	1e-10	1e+08		R08575
equilibrium constant		TXT_R01067	dimensionless	59.621212	60.620432	11.144899	1e-10	1e+08		R01067
equilibrium constant		FBP_R00762	dimensionless	49007074	49828406	9160815.3	1e-10	1e+08		R00762
equilibrium constant		CSN_R00351	dimensionless	5416530.1	5507308.2	1012503.5	1e-10	1e+08		R00351
equilibrium constant		ACN_R01325	dimensionless	0.034861263	0.035445519	0.0065165611	1e-10	1e+08		R01325
equilibrium constant		ACN_R01900	dimensionless	1.3190957	1.341203	0.24657649	1e-10	1e+08		R01900
equilibrium constant		ICD_R00709	dimensionless	100.21644	101.89601	18.733302	1e-10	1e+08		R00709
equilibrium constant		KGD_R08549	dimensionless	92567323	94118702	17303464	1e-10	1e+08		R08549
equilibrium constant		SCS_R00405	dimensionless	0.58290232	0.59267145	0.10896101	1e-10	1e+08		R00405
equilibrium constant		SDH_R02164	dimensionless	6026.7589	6127.7642	1126.5726	1e-10	1e+08		R02164
equilibrium constant		FUM_R01082	dimensionless	4.0148279	4.0821143	0.75048547	1e-10	1e+08		R01082
equilibrium constant		MDH_R00342	dimensionless	1.940976e-05	1.9735057e-05	3.6282359e-06	1e-10	1e+08		R00342
equilibrium constant		PPC_R00345	dimensionless	3.7190993e-07	3.7814294e-07	6.9520539e-08	1e-10	1e+08		R00345
substrate catalytic rate constant		PTS_RPTSsy	1/s	15	15.251392	2.8039264	0.1	10000000		RPTSsy
substrate catalytic rate constant		PGI_R02740	1/s	125.62172	127.72707	23.482271	0.1	10000000		R02740
substrate catalytic rate constant		PFK_R04779	1/s	41.75	42.449708	7.8042619	0.1	10000000		R04779
substrate catalytic rate constant		ALD_R01070	1/s	NaN	NaN	NaN	0.1	10000000		R01070
substrate catalytic rate constant		TIM_R01015	1/s	4500	4575.4176	841.17793	0.1	10000000		R01015
substrate catalytic rate constant		GAP_R01061	1/s	134	136.24577	25.048409	0.1	10000000		R01061
substrate catalytic rate constant		PGK_R01512	1/s	67.158925	68.284473	12.553912	0.1	10000000		R01512
substrate catalytic rate constant		PGM_R01518	1/s	530	538.88252	99.072067	0.1	10000000		R01518
substrate catalytic rate constant		PGH_R00658	1/s	197.83576	201.15138	36.981128	0.1	10000000		R00658
substrate catalytic rate constant		PYK_R00200	1/s	67	68.122884	12.524205	0.1	10000000		R00200
substrate catalytic rate constant		PDH_R00209	1/s	37.9	38.535184	7.0845874	0.1	10000000		R00209
substrate catalytic rate constant		ZWF_R00835	1/s	174	176.91615	32.525546	0.1	10000000		R00835
substrate catalytic rate constant		GLH_R02035	1/s	468	475.84343	87.482504	0.1	10000000		R02035
substrate catalytic rate constant		PGD_R01528	1/s	27.456347	27.916501	5.1323718	0.1	10000000		R01528
substrate catalytic rate constant		RPI_R01056	1/s	1405.8805	1429.4423	262.79903	0.1	10000000		R01056
substrate catalytic rate constant		RPE_R01529	1/s	1300	1321.7873	243.00696	0.1	10000000		R01529
substrate catalytic rate constant		TXT_R01641	1/s	45	45.754176	8.4117793	0.1	10000000		R01641
substrate catalytic rate constant		TAL_R08575	1/s	6.44	6.547931	1.2038191	0.1	10000000		R08575
substrate catalytic rate constant		TXT_R01067	1/s	69	70.156403	12.898062	0.1	10000000		R01067
substrate catalytic rate constant		FBP_R00762	1/s	NaN	NaN	NaN	0.1	10000000		R00762
substrate catalytic rate constant		CSN_R00351	1/s	40.499408	41.178156	7.5704907	0.1	10000000		R00351
substrate catalytic rate constant		ACN_R01325	1/s	19.6	19.928486	3.6637972	0.1	10000000		R01325
substrate catalytic rate constant		ACN_R01900	1/s	71	72.189922	13.271918	0.1	10000000		R01900
substrate catalytic rate constant		ICD_R00709	1/s	106.3	108.08153	19.870492	0.1	10000000		R00709
substrate catalytic rate constant		KGD_R08549	1/s	NaN	NaN	NaN	0.1	10000000		R08549
substrate catalytic rate constant		SCS_R00405	1/s	201	204.36865	37.572614	0.1	10000000		R00405
substrate catalytic rate constant		SDH_R02164	1/s	85.572486	87.006635	15.99593	0.1	10000000		R02164
substrate catalytic rate constant		FUM_R01082	1/s	409.59643	416.46105	76.565217	0.1	10000000		R01082
substrate catalytic rate constant		MDH_R00342	1/s	1034.7807	1052.1231	193.42993	0.1	10000000		R00342
substrate catalytic rate constant		PPC_R00345	1/s	270	274.52506	50.470676	0.1	10000000		R00345
product catalytic rate constant		PTS_RPTSsy	1/s	NaN	NaN	NaN	0.1	10000000		RPTSsy
product catalytic rate constant		PGI_R02740	1/s	NaN	NaN	NaN	0.1	10000000		R02740
product catalytic rate constant		PFK_R04779	1/s	NaN	NaN	NaN	0.1	10000000		R04779
product catalytic rate constant		ALD_R01070	1/s	NaN	NaN	NaN	0.1	10000000		R01070
product catalytic rate constant		TIM_R01015	1/s	250	254.18987	46.732107	0.1	10000000		R01015
product catalytic rate constant		GAP_R01061	1/s	221	224.70384	41.311183	0.1	10000000		R01061
product catalytic rate constant		PGK_R01512	1/s	833	846.96063	155.71138	0.1	10000000		R01512
product catalytic rate constant		PGM_R01518	1/s	26.124843	26.562681	4.8834758	0.1	10000000		R01518
product catalytic rate constant		PGH_R00658	1/s	NaN	NaN	NaN	0.1	10000000		R00658
product catalytic rate constant		PYK_R00200	1/s	NaN	NaN	NaN	0.1	10000000		R00200
product catalytic rate constant		PDH_R00209	1/s	77	78.290479	14.393489	0.1	10000000		R00209
product catalytic rate constant		ZWF_R00835	1/s	571	580.56965	106.73613	0.1	10000000		R00835
product catalytic rate constant		GLH_R02035	1/s	NaN	NaN	NaN	0.1	10000000		R02035
product catalytic rate constant		PGD_R01528	1/s	98	99.642428	18.318986	0.1	10000000		R01528
product catalytic rate constant		RPI_R01056	1/s	906.06764	921.25285	169.3698	0.1	10000000		R01056
product catalytic rate constant		RPE_R01529	1/s	182.45258	185.51039	34.105574	0.1	10000000		R01529
product catalytic rate constant		TXT_R01641	1/s	NaN	NaN	NaN	0.1	10000000		R01641
product catalytic rate constant		TAL_R08575	1/s	NaN	NaN	NaN	0.1	10000000		R08575
product catalytic rate constant		TXT_R01067	1/s	NaN	NaN	NaN	0.1	10000000		R01067
