!!!SBtab DocumentName='CMB result' Document='CMBresult' CalculationTime='595.117291 s'					
					
!!SBtab TableName='Metabolic fluxes' TableID='MetabolicFlux' TableType='QuantityMatrix' Unit='mM/s'					
!QuantityType	!Reaction	S1	S2	S3	S4
rate of reaction	MDH_R00342	0.0037349197	-0.017137096	-0.0022297898	-0.017690554
rate of reaction	PPC_R00345	0.013911838	-0.002313179	-0.020778076	0.0054000623
					
!!SBtab TableName='Metabolite concentrations' TableID='MetaboliteConcentration' TableType='QuantityMatrix' Unit='mM'					
!QuantityType	!Compound	S1	S2	S3	S4
concentration	_S__Malate	0.10618864	0.098311253	0.019459409	0.062689201
concentration	Acetyl_CoA	0.065100366	0.0062756857	0.0010912123	0.017211637
concentration	Fumarate	0.15801454	0.14572251	0.027909573	0.092575736
concentration	cis_Aconitate	0.15730803	0.12929735	0.0052901498	0.1906641
concentration	_6_Phospho_D_gluconate	0.1314199	0.18938986	0.219144	0.024561788
concentration	Orthophosphate	0.0022791052	0.014546522	0.0014882403	0.034436542
concentration	Pyruvate	0.10899003	0.2536729	0.081559462	0.38038982
concentration	NADPplus	0.0005681784	0.00089216415	0.00039446893	0.00027934571
concentration	NADPH	0.0020792533	0.0043705445	0.0034925364	0.0062173199
concentration	NADH	0.00084943605	0.0012499557	0.00056096702	0.00067113848
concentration	NADplus	0.0013238352	0.00065085723	0.0025282309	0.00062834159
concentration	ATP	0.00089750738	0.00073969314	0.0045907836	0.001632382
concentration	H2O	0.0010915463	0.0028312007	0.00071469678	0.0013096895
concentration	_2_Oxoglutarate	0.40667325	0.30093828	0.18140014	0.15793254
concentration	Oxaloacetate	0.0057775614	0.0020888156	0.0031541291	0.002322557
concentration	Ubiquinone	0.00072897839	0.00068183621	0.0010227512	0.0011265885
concentration	D_Erythrose_4_phosphate	6.0500163	5.1601881	6.1157476	8.0681151
concentration	Ubiquinol	0.0006682333	0.00076876357	0.0006858148	0.00085394026
concentration	ADP	0.0013692826	0.00067147177	0.00051205731	0.00097369334
concentration	Isocitrate	0.00066198667	0.00028182781	1.9883892e-05	0.0011761201
concentration	D_Ribulose_5_phosphate	0.28249583	0.48686894	0.32750263	0.53454532
concentration	D_Xylulose_5_phosphate	0.070036617	0.1166136	0.082052544	0.13799999
concentration	D_Glucose_6_phosphate	0.036164218	0.041942661	0.10069356	0.023932972
concentration	_3_Phospho_D_glyceroyl_phosphate	0.00075859471	0.00013350742	0.00013038697	0.00018348258
concentration	CoA	0.10692396	0.098972599	0.14590193	0.10398112
concentration	CO2	0.00056416966	0.0017320722	0.0010677573	0.0052877387
concentration	D_Ribose_5_phosphate	0.32859261	0.50051596	0.30758598	0.63809923
concentration	Glycerone_phosphate	0.02013261	0.008499716	0.013973113	0.013513531
concentration	D_Glucose	4.9449085	7.264792	3.2647569	8.6900599
concentration	D_Fructose_1_6_bisphosphate	0.10245155	0.096087518	0.13123496	0.15217247
concentration	D_Glyceraldehyde_3_phosphate	0.057175906	0.22126164	0.27385627	0.080305209
concentration	Phosphoenolpyruvate	0.034417716	0.063540946	0.1107832	0.046206494
concentration	Citrate	0.014450626	0.011005335	0.00045872336	0.017440264
concentration	Succinyl_CoA	0.072163067	1.0292944	0.053611599	0.4276236
concentration	_3_Phospho_D_glycerate	0.0083370579	0.034770249	0.015685293	0.044373447
concentration	D_Glucono_1_5_lactone_6_phosphate	0.021845839	0.031521413	0.03648273	0.0040821289
concentration	D_Fructose_6_phosphate	0.3932264	0.22527615	0.036695039	0.23335242
concentration	_2_Phospho_D_glycerate	0.0017774204	0.00452133	0.0085611368	0.0036601858
concentration	Succinate	0.0048853823	0.0033664426	0.00017150762	0.00054435935
concentration	Sedoheptulose_7_phosphate	0.10197182	0.1491271	0.044294139	0.15573252
					
!!SBtab TableName='Enzyme concentrations' TableID='EnzymeConcentration' TableType='QuantityMatrix' Unit='mM'					
!QuantityType	!Reaction	S1	S2	S3	S4
concentration of enzyme	PTS_RPTSsy	0.00051537845	0.0011181274	0.00065619061	0.00078563647
concentration of enzyme	PGI_R02740	0.0010074142	0.0022226245	0.0014963755	0.0016532943
concentration of enzyme	PFK_R04779	0.00079413942	0.00083158669	0.0013049267	0.0006568678
concentration of enzyme	ALD_R01070	0.0012583506	0.0011611892	0.00054814082	0.00069908658
concentration of enzyme	TIM_R01015	0.002032787	0.00068729893	0.0010475709	0.00081878314
concentration of enzyme	GAP_R01061	0.00053986501	0.0013025493	0.001533011	0.00090732081
concentration of enzyme	PGK_R01512	0.0011978917	0.0015885837	0.00045078267	0.00059603844
concentration of enzyme	PGM_R01518	0.0014391368	0.00089289568	0.0010124947	0.00054380013
concentration of enzyme	PGH_R00658	0.00072929849	0.00087937703	0.0013269669	0.0009201703
concentration of enzyme	PYK_R00200	0.0011368969	0.0015483682	0.0022326388	0.00097735338
concentration of enzyme	PDH_R00209	0.00066861495	0.00033258445	0.00030889847	0.00085773303
concentration of enzyme	ZWF_R00835	0.00089145952	0.0011516538	0.0016116581	0.0012005955
concentration of enzyme	GLH_R02035	0.0011141537	0.00051780991	0.00057465708	0.0008652385
concentration of enzyme	PGD_R01528	0.0018360263	0.0028357798	0.00099672107	0.0019642219
concentration of enzyme	RPI_R01056	0.00065137349	0.00067852501	0.001140101	0.0010855194
concentration of enzyme	RPE_R01529	0.0015114933	0.0014875986	0.0011973134	0.0012763455
concentration of enzyme	TXT_R01641	0.00030565441	0.0006210459	0.00076206544	0.00033445256
concentration of enzyme	TAL_R08575	0.00071132081	0.00038931013	0.00053609568	0.00058264797
concentration of enzyme	TXT_R01067	0.0012340258	0.0028532115	0.0015245645	0.0017299499
concentration of enzyme	FBP_R00762	0.0023705787	0.0027415587	0.0012819241	0.0011215078
concentration of enzyme	CSN_R00351	0.00044929851	0.00090658329	0.00079595419	0.0013921355
concentration of enzyme	ACN_R01325	0.0048662236	0.00080804826	0.0014427289	0.0010091337
concentration of enzyme	ACN_R01900	0.0034257654	0.0023790031	0.0033689538	0.0034936357
concentration of enzyme	ICD_R00709	0.0010463567	0.0033947285	0.0047733597	0.0042046564
concentration of enzyme	KGD_R08549	0.00034797602	0.0005920016	0.00054989844	0.00045987309
concentration of enzyme	SCS_R00405	0.00059686355	0.00059240864	0.00065522115	0.00075677778
concentration of enzyme	SDH_R02164	0.00041963465	0.00079486065	0.00061865517	0.00062293825
concentration of enzyme	FUM_R01082	0.0025130868	0.0023408303	0.0024963231	0.0017697934
concentration of enzyme	MDH_R00342	0.00055989341	0.00050553759	0.00051654865	0.00076527903
concentration of enzyme	PPC_R00345	0.0010445325	0.001191144	0.0011880405	0.00049806323
					
!!SBtab TableName='Gibbs free energies of reaction' TableID='ReactionGibbsFreeEnergy' TableType='QuantityMatrix' Unit='kJ/mol'					
!QuantityType	!Reaction	S1	S2	S3	S4
Gibbs energy of reaction	PTS_RPTSsy	-0.048546729	-0.036717767	0.00039508813	0.0041141829
Gibbs energy of reaction	PGI_R02740	3.1434659	4.891854	11.561398	3.4137282
Gibbs energy of reaction	PFK_R04779	-0.014963009	0.050125496	-0.023770467	0.03873088
Gibbs energy of reaction	ALD_R01070	-0.24096649	-1.6168761	-2.6050623	0.88589808
Gibbs energy of reaction	TIM_R01015	-2.1255362	-7.6177183	-6.9140795	-3.9558772
Gibbs energy of reaction	GAP_R01061	-9.296223	0.24231771	0.52823175	0.53229086
Gibbs energy of reaction	PGK_R01512	1.0737721	-8.0600603	-11.342739	-8.9174131
Gibbs energy of reaction	PGM_R01518	-0.11192624	1.1136915	-2.4422863	2.2420418
Gibbs energy of reaction	PGH_R00658	-0.98382087	-0.18924079	0.015362732	0.07668157
Gibbs energy of reaction	PYK_R00200	2.426898	0.56554709	-0.44091459	-2.269514
Gibbs energy of reaction	PDH_R00209	0.098672686	2.3018563	11.33695	-0.38477848
Gibbs energy of reaction	ZWF_R00835	0.69124592	-0.57323882	-0.23174743	-0.649217
Gibbs energy of reaction	GLH_R02035	-0.013664448	-0.01057448	-0.0099533851	-0.014125995
Gibbs energy of reaction	PGD_R01528	15.479262	11.53201	12.60869	-0.28210585
Gibbs energy of reaction	RPI_R01056	-0.22046729	0.085709713	0.30977264	-0.28472768
Gibbs energy of reaction	RPE_R01529	0.00882618	0.094309351	-0.017225919	-0.091528597
Gibbs energy of reaction	TXT_R01641	2.1883925	0.19866449	0.6009946	3.6231264
Gibbs energy of reaction	TAL_R08575	-3.6587767	2.4133345	4.0100365	-1.1869541
Gibbs energy of reaction	TXT_R01067	-1.0858072	-2.1899222	1.3297399	1.7606007
Gibbs energy of reaction	FBP_R00762	14.819873	11.446903	22.369615	10.363018
Gibbs energy of reaction	CSN_R00351	5.8010459	-1.6531758	1.9470581	-0.15289457
Gibbs energy of reaction	ACN_R01325	0.00046557098	-0.1885959	-0.1425366	-0.010103656
Gibbs energy of reaction	ACN_R01900	0.92460407	2.5554058	1.2046672	-0.023407203
Gibbs energy of reaction	ICD_R00709	5.5258385	-1.3429834	-0.11154249	2.4845918
Gibbs energy of reaction	KGD_R08549	12.069881	-0.95477544	12.626684	-1.5655311
Gibbs energy of reaction	SCS_R00405	-0.56044847	10.450461	-1.3055818	13.762548
Gibbs energy of reaction	SDH_R02164	2.2047257	0.96919172	-1.0254063	-1.4384779
Gibbs energy of reaction	FUM_R01082	0.0373038	0.027625282	-0.053998525	0.018384197
Gibbs energy of reaction	MDH_R00342	0.042618333	-0.34405634	-0.031055556	-0.26804967
Gibbs energy of reaction	PPC_R00345	2.0737728	-0.15393507	-4.9625534	0.26830524
