!!SBtab Document='e_coli_davidi_2016' TableName='Parameter' TableType='Quantity' SBtabVersion='1.0' Date='2019-06-11'						
!QuantityType	!Reaction	!Compound	!Value	!Unit	!Reaction:Identifiers:kegg.reaction	!Compound:Identifiers:kegg.compound
Michaelis constant	PGH_R00658	_2_Phospho_D_glycerate	0.32781534	mM	R00658	C00631
Michaelis constant	SCS_R00405	Succinate	0.13382438	mM	R00405	C00042
Michaelis constant	SDH_R02164	Succinate	0.10165021	mM	R02164	C00042
Michaelis constant	TXT_R01641	Sedoheptulose_7_phosphate	0.10681879	mM	R01641	C05382
Michaelis constant	TAL_R08575	Sedoheptulose_7_phosphate	0.10750502	mM	R08575	C05382
substrate catalytic rate constant	PTS_RPTSsy		1231.4974	1/s	RPTSsy	
substrate catalytic rate constant	PGI_R02740		125.60405	1/s	R02740	
substrate catalytic rate constant	PFK_R04779		542.08711	1/s	R04779	
substrate catalytic rate constant	ALD_R01070		357.36377	1/s	R01070	
substrate catalytic rate constant	TIM_R01015		21644.488	1/s	R01015	
substrate catalytic rate constant	GAP_R01061		16.084494	1/s	R01061	
substrate catalytic rate constant	PGK_R01512		5035.6965	1/s	R01512	
substrate catalytic rate constant	PGM_R01518		5613.4434	1/s	R01518	
substrate catalytic rate constant	PGH_R00658		177.72526	1/s	R00658	
substrate catalytic rate constant	PYK_R00200		429.18554	1/s	R00200	
substrate catalytic rate constant	PDH_R00209		9256.9018	1/s	R00209	
substrate catalytic rate constant	ZWF_R00835		132885	1/s	R00835	
substrate catalytic rate constant	GLH_R02035		1931.3419	1/s	R02035	
substrate catalytic rate constant	PGD_R01528		244483.59	1/s	R01528	
substrate catalytic rate constant	RPI_R01056		82.020807	1/s	R01056	
substrate catalytic rate constant	RPE_R01529		422.10147	1/s	R01529	
substrate catalytic rate constant	TXT_R01641		1158.2377	1/s	R01641	
substrate catalytic rate constant	TAL_R08575		465.52233	1/s	R08575	
substrate catalytic rate constant	TXT_R01067		216.05881	1/s	R01067	
substrate catalytic rate constant	FBP_R00762		41.683586	1/s	R00762	
substrate catalytic rate constant	CSN_R00351		5076.4193	1/s	R00351	
substrate catalytic rate constant	ACN_R01325		620.91381	1/s	R01325	
substrate catalytic rate constant	ACN_R01900		3803.0897	1/s	R01900	
substrate catalytic rate constant	ICD_R00709		30.376379	1/s	R00709	
substrate catalytic rate constant	KGD_R08549		630.36431	1/s	R08549	
substrate catalytic rate constant	SCS_R00405		2169.7731	1/s	R00405	
substrate catalytic rate constant	SDH_R02164		220.80748	1/s	R02164	
substrate catalytic rate constant	FUM_R01082		1563.7698	1/s	R01082	
substrate catalytic rate constant	MDH_R00342		35.707922	1/s	R00342	
substrate catalytic rate constant	PPC_R00345		30.620845	1/s	R00345	
product catalytic rate constant	PTS_RPTSsy		20.851704	1/s	RPTSsy	
product catalytic rate constant	PGI_R02740		313.6431	1/s	R02740	
product catalytic rate constant	PFK_R04779		297.70224	1/s	R04779	
product catalytic rate constant	ALD_R01070		168.21009	1/s	R01070	
product catalytic rate constant	TIM_R01015		2913.1381	1/s	R01015	
product catalytic rate constant	GAP_R01061		1399.9555	1/s	R01061	
product catalytic rate constant	PGK_R01512		93.14622	1/s	R01512	
product catalytic rate constant	PGM_R01518		333.03294	1/s	R01518	
product catalytic rate constant	PGH_R00658		84.048558	1/s	R00658	
product catalytic rate constant	PYK_R00200		26.260348	1/s	R00200	
product catalytic rate constant	PDH_R00209		0.15897	1/s	R00209	
product catalytic rate constant	ZWF_R00835		7.5744296	1/s	R00835	
product catalytic rate constant	GLH_R02035		169.90291	1/s	R02035	
product catalytic rate constant	PGD_R01528		406.57898	1/s	R01528	
product catalytic rate constant	RPI_R01056		949.08812	1/s	R01056	
product catalytic rate constant	RPE_R01529		309.05746	1/s	R01529	
product catalytic rate constant	TXT_R01641		49.883405	1/s	R01641	
product catalytic rate constant	TAL_R08575		743.55928	1/s	R08575	
product catalytic rate constant	TXT_R01067		180.2164	1/s	R01067	
product catalytic rate constant	FBP_R00762		48.276067	1/s	R00762	
product catalytic rate constant	CSN_R00351		637.78711	1/s	R00351	
product catalytic rate constant	ACN_R01325		5741.3533	1/s	R01325	
product catalytic rate constant	ACN_R01900		851.06724	1/s	R01900	
product catalytic rate constant	ICD_R00709		41.476416	1/s	R00709	
product catalytic rate constant	KGD_R08549		101.07924	1/s	R08549	
product catalytic rate constant	SCS_R00405		498.92753	1/s	R00405	
product catalytic rate constant	SDH_R02164		247.73075	1/s	R02164	
product catalytic rate constant	FUM_R01082		231.64918	1/s	R01082	
product catalytic rate constant	MDH_R00342		2003.1053	1/s	R00342	
product catalytic rate constant	PPC_R00345		732.83895	1/s	R00345	
protein molecular mass	PTS_RPTSsy		255848	Da	RPTSsy	
protein molecular mass	PGI_R02740		61530	Da	R02740	
protein molecular mass	PFK_R04779		139360	Da	R04779	
protein molecular mass	ALD_R01070		39147	Da	R01070	
protein molecular mass	TIM_R01015		53940	Da	R01015	
protein molecular mass	GAP_R01061		35530	Da	R01061	
protein molecular mass	PGK_R01512		41120	Da	R01512	
protein molecular mass	PGM_R01518		28556	Da	R01518	
protein molecular mass	PGH_R00658		45650	Da	R00658	
protein molecular mass	PYK_R00200		50000	Da	R00200	
protein molecular mass	PDH_R00209		282880	Da	R00209	
protein molecular mass	ZWF_R00835		55700	Da	R00835	
protein molecular mass	GLH_R02035		36310	Da	R02035	
protein molecular mass	PGD_R01528		102960	Da	R01528	
protein molecular mass	RPI_R01056		19466	Da	R01056	
protein molecular mass	RPE_R01529		24554	Da	R01529	
protein molecular mass	TXT_R01641		73043	Da	R01641	
protein molecular mass	TAL_R08575		35219	Da	R08575	
protein molecular mass	TXT_R01067		73043	Da	R01067	
protein molecular mass	FBP_R00762		36834	Da	R00762	
protein molecular mass	CSN_R00351		96020	Da	R00351	
protein molecular mass	ACN_R01325		95588	Da	R01325	
protein molecular mass	ACN_R01900		95588	Da	R01900	
protein molecular mass	ICD_R00709		45760	Da	R00709	
protein molecular mass	KGD_R08549		1209180	Da	R08549	
protein molecular mass	SCS_R00405		71170	Da	R00405	
protein molecular mass	SDH_R02164		792299	Da	R02164	
protein molecular mass	FUM_R01082		60000	Da	R01082	
protein molecular mass	MDH_R00342		32337	Da	R00342	
protein molecular mass	PPC_R00345		198120	Da	R00345	
molecular mass		_S__Malate	134	Da		C00149
molecular mass		Acetyl_CoA	810	Da		C00024
molecular mass		Fumarate	116	Da		C00122
molecular mass		cis_Aconitate	174	Da		C00417
molecular mass		_6_Phospho_D_gluconate	276	Da		C00345
molecular mass		Orthophosphate	98	Da		C00009
molecular mass		Pyruvate	88	Da		C00022
molecular mass		NADPplus	744	Da		C00006
molecular mass		NADPH	745	Da		C00005
molecular mass		NADH	665	Da		C00004
molecular mass		NADplus	664	Da		C00003
molecular mass		ATP	507	Da		C00002
molecular mass		H2O	NaN	Da		C00001
molecular mass		_2_Oxoglutarate	146	Da		C00026
molecular mass		Oxaloacetate	132	Da		C00036
molecular mass		Ubiquinone	318	Da		C00399
molecular mass		D_Erythrose_4_phosphate	200	Da		C00279
molecular mass		Ubiquinol	320	Da		C00390
molecular mass		ADP	427	Da		C00008
molecular mass		Isocitrate	192	Da		C00311
molecular mass		D_Ribulose_5_phosphate	230	Da		C00199
molecular mass		D_Xylulose_5_phosphate	230	Da		C00231
molecular mass		D_Glucose_6_phosphate	260	Da		C00092
molecular mass		_3_Phospho_D_glyceroyl_phosphate	266	Da		C00236
molecular mass		CoA	768	Da		C00010
molecular mass		CO2	44	Da		C00011
molecular mass		D_Ribose_5_phosphate	230	Da		C00117
molecular mass		Glycerone_phosphate	170	Da		C00111
molecular mass		D_Glucose	180	Da		C00031
molecular mass		D_Fructose_1_6_bisphosphate	340	Da		C00354
molecular mass		D_Glyceraldehyde_3_phosphate	170	Da		C00118
molecular mass		Phosphoenolpyruvate	168	Da		C00074
molecular mass		Citrate	192	Da		C00158
molecular mass		Succinyl_CoA	868	Da		C00091
molecular mass		_3_Phospho_D_glycerate	186	Da		C00197
molecular mass		D_Glucono_1_5_lactone_6_phosphate	258	Da		C01236
molecular mass		D_Fructose_6_phosphate	260	Da		C00085
molecular mass		_2_Phospho_D_glycerate	186	Da		C00631
molecular mass		Succinate	118	Da		C00042
molecular mass		Sedoheptulose_7_phosphate	290	Da		C05382
