!!SBtab TableID='Parameter' TableType='Quantity' TableName='Parameter'						
!QuantityType	!Reaction	!Compound	!Mode	!Unit	!Reaction:Identifiers:kegg.reaction	!Compound:Identifiers:kegg.compound
catalytic rate constant geometric mean	R_OAAt2m		200	1/s		
catalytic rate constant geometric mean	R_PFK_3		200	1/s	R01843	
catalytic rate constant geometric mean	R_ADK1		200	1/s		
catalytic rate constant geometric mean	R_VALTA		247.8	1/s	R01214	
catalytic rate constant geometric mean	R_BPNT		43.45	1/s	R00188	
catalytic rate constant geometric mean	R_ampSYN		200	1/s		
catalytic rate constant geometric mean	R_PHETA1		202.8	1/s	R00694	
catalytic rate constant geometric mean	R_ORNt3m		200	1/s		
catalytic rate constant geometric mean	R_CYOOm		25.54	1/s	R00081	
catalytic rate constant geometric mean	R_IGPS		19.72	1/s	R03508	
catalytic rate constant geometric mean	R_ATPS3m		200	1/s		
catalytic rate constant geometric mean	R_PDHm		17.03	1/s	R00209	
catalytic rate constant geometric mean	R_RPE		1724	1/s	R01529	
catalytic rate constant geometric mean	R_THRS		59.5	1/s	R01466	
catalytic rate constant geometric mean	R_ETOHtm		317.3	1/s	R00754	
catalytic rate constant geometric mean	R_P5CR		200	1/s		
catalytic rate constant geometric mean	R_RPI		10000	1/s	R01056	
catalytic rate constant geometric mean	R_THRA		200	1/s	R00751	
catalytic rate constant geometric mean	R_ACS		126.5	1/s	R00235	
catalytic rate constant geometric mean	R_NADHKm		200	1/s	R00105	
catalytic rate constant geometric mean	R_IPPS		20.75	1/s	R01213	
catalytic rate constant geometric mean	R_dgmpSYN		200	1/s		
catalytic rate constant geometric mean	R_CITtcm		200	1/s		
catalytic rate constant geometric mean	R_CSc		206.5	1/s	R00351	
catalytic rate constant geometric mean	R_ILETA		270.6	1/s	R02199	
catalytic rate constant geometric mean	R_PGM		196.9	1/s	R01518	
catalytic rate constant geometric mean	R_PGL		580.7	1/s	R02035	
catalytic rate constant geometric mean	R_PGK		574.2	1/s	R01512	
catalytic rate constant geometric mean	R_eleak		200	1/s		
catalytic rate constant geometric mean	R_PGI		200	1/s		
catalytic rate constant geometric mean	R_GLNt2m		200	1/s		
catalytic rate constant geometric mean	R_ADK1m		200	1/s		
catalytic rate constant geometric mean	R_ORNTACim		200	1/s		
catalytic rate constant geometric mean	R_PC		210.6	1/s	R00344	
catalytic rate constant geometric mean	R_SACCD1		200	1/s	R02315	
catalytic rate constant geometric mean	R_TRPS1		200	1/s		
catalytic rate constant geometric mean	R_ACt2r		200	1/s		
catalytic rate constant geometric mean	R_ALATA_L		62.98	1/s	R00258	
catalytic rate constant geometric mean	R_ATPS		200	1/s		
catalytic rate constant geometric mean	R_ATPM		200	1/s		
catalytic rate constant geometric mean	R_ACtm		200	1/s		
catalytic rate constant geometric mean	R_ACOTAim		12.02	1/s	R02283	
catalytic rate constant geometric mean	R_3MOPtm		200	1/s		
catalytic rate constant geometric mean	R_pcSYN		200	1/s		
catalytic rate constant geometric mean	R_PAPSR		200	1/s		
catalytic rate constant geometric mean	R_FBP		61.78	1/s	R00762	
catalytic rate constant geometric mean	R_ACHBSm		200	1/s	R08648	
catalytic rate constant geometric mean	R_eleakm		200	1/s		
catalytic rate constant geometric mean	R_ASPKi		267.5	1/s	R00480	
catalytic rate constant geometric mean	R_cmpSYN		200	1/s		
catalytic rate constant geometric mean	R_GLUDym		200	1/s		
catalytic rate constant geometric mean	R_IGPDH		200	1/s	R03457	
catalytic rate constant geometric mean	R_CO2tm		200	1/s		
catalytic rate constant geometric mean	R_OXAGm		200	1/s		
catalytic rate constant geometric mean	R_G3PDm		200	1/s		
catalytic rate constant geometric mean	R_13GS		22.48	1/s	R03118	
catalytic rate constant geometric mean	R_HCITS		22.98	1/s	R00271	
catalytic rate constant geometric mean	R_DHAD1m		200	1/s	R04441	
catalytic rate constant geometric mean	R_HCO3Em		200	1/s		
catalytic rate constant geometric mean	R_FBA		200	1/s	R01070	
catalytic rate constant geometric mean	R_SHKK		158.7	1/s	R02412	
catalytic rate constant geometric mean	R_THRD_Lm		200	1/s		
catalytic rate constant geometric mean	R_SHK3D		373.1	1/s	R02413	
catalytic rate constant geometric mean	R_GAAtm		200	1/s		
catalytic rate constant geometric mean	R_triglycSYN		200	1/s		
catalytic rate constant geometric mean	R_MALtm		200	1/s		
catalytic rate constant geometric mean	R_IG3PS		200	1/s	R04558	
catalytic rate constant geometric mean	R_TRE6PP		67.05	1/s	R02778	
catalytic rate constant geometric mean	R_ETOHt		200	1/s	R00754	
catalytic rate constant geometric mean	R_GLUDy		200	1/s		
catalytic rate constant geometric mean	R_FUMm		200	1/s	R01082	
catalytic rate constant geometric mean	R_HCITtm		200	1/s		
catalytic rate constant geometric mean	R_HCO3E		200	1/s		
catalytic rate constant geometric mean	R_SUCCtm		54.96	1/s	R00405	
catalytic rate constant geometric mean	R_H2Otm		200	1/s		
catalytic rate constant geometric mean	R_PYRt2m		200	1/s		
catalytic rate constant geometric mean	R_ptd1inoSYN		200	1/s		
catalytic rate constant geometric mean	R_EX_glyc_e		200	1/s	R00197	
catalytic rate constant geometric mean	R_HISTD		71.99	1/s	R01158	
catalytic rate constant geometric mean	R_PRAMPC		19.86	1/s	R04037	
catalytic rate constant geometric mean	R_ALCD2x		200	1/s	R00754	
catalytic rate constant geometric mean	R_CSm		200	1/s		
catalytic rate constant geometric mean	R_G5SADr		200	1/s		
catalytic rate constant geometric mean	R_umpSYN		200	1/s		
catalytic rate constant geometric mean	R_ASPTAm		334.5	1/s	R00355	
catalytic rate constant geometric mean	R_GLXtm		200	1/s		
catalytic rate constant geometric mean	R_PPND2		200	1/s	R01730	
catalytic rate constant geometric mean	R_MCITDm		200	1/s	R03444	
catalytic rate constant geometric mean	R_GLUDxi		200	1/s		
catalytic rate constant geometric mean	R_CITtam		200	1/s		
catalytic rate constant geometric mean	R_GLUt2m		200	1/s		
catalytic rate constant geometric mean	R_CBPS		642.5	1/s	R00575	
catalytic rate constant geometric mean	R_GLUSxm		124.7	1/s	R00093	
catalytic rate constant geometric mean	R_PYRDC		119.8	1/s	R00224	
catalytic rate constant geometric mean	R_ICDHxm		110.2	1/s	R00709	
catalytic rate constant geometric mean	R_3MOBtm		200	1/s		
catalytic rate constant geometric mean	R_FTHFL		49.52	1/s	R00943	
catalytic rate constant geometric mean	R_CYOR_u6m		200	1/s		
catalytic rate constant geometric mean	R_ALCD2y		200	1/s	R00711	
catalytic rate constant geometric mean	R_paSYN		200	1/s		
catalytic rate constant geometric mean	R_psSYN		200	1/s		
catalytic rate constant geometric mean	R_EX_pyr_e		200	1/s	R00197	
catalytic rate constant geometric mean	R_PSERT		200	1/s	R04173	
catalytic rate constant geometric mean	R_EX_h_e		200	1/s	R00197	
catalytic rate constant geometric mean	R_G5SD		200	1/s	R03313	
catalytic rate constant geometric mean	R_GLYK		561.2	1/s	R00847	
catalytic rate constant geometric mean	R_ANS		186.2	1/s	R00986	
catalytic rate constant geometric mean	R_LEUTA		269.9	1/s	R01090	
catalytic rate constant geometric mean	R_HSTPT		4.519	1/s	R03243	
catalytic rate constant geometric mean	R_NADHK		200	1/s	R00105	
catalytic rate constant geometric mean	R_O2t		200	1/s		
catalytic rate constant geometric mean	R_ALCD2m		200	1/s	R00754	
catalytic rate constant geometric mean	R_O2tm		200	1/s		
catalytic rate constant geometric mean	R_TALA		200	1/s		
catalytic rate constant geometric mean	R_HISTP		693.1	1/s	R03013	
catalytic rate constant geometric mean	R_H2St		200	1/s		
catalytic rate constant geometric mean	R_EX_glc_D_e		200	1/s	R00197	
catalytic rate constant geometric mean	R_h_exportm		200	1/s	R00197	
catalytic rate constant geometric mean	R_EX_co2_e		200	1/s	R00197	
catalytic rate constant geometric mean	R_h_exportc		200	1/s	R00197	
catalytic rate constant geometric mean	R_PSCVTi		7.679	1/s	R03460	
catalytic rate constant geometric mean	R_GLU5K		200	1/s	R00239	
catalytic rate constant geometric mean	R_2OXOADPtim		54.15	1/s	R01939	
catalytic rate constant geometric mean	R_AGPRim		200	1/s	R03443	
catalytic rate constant geometric mean	R_ACONT		200	1/s	R01324	
catalytic rate constant geometric mean	R_HEX1		200	1/s		
catalytic rate constant geometric mean	R_EX_ac_e		200	1/s	R00197	
catalytic rate constant geometric mean	R_PPNDH		251.4	1/s	R01373	
catalytic rate constant geometric mean	R_GLCP		200	1/s		
catalytic rate constant geometric mean	R_NADKm		200	1/s	R00104	
catalytic rate constant geometric mean	R_PFK		132.5	1/s	R00756	
