!!SBtab Document='e_coli_davidi_2016' TableName='Parameter' TableType='Quantity' SBtabVersion='1.0' Date='2019-06-11'						
!QuantityType	!Reaction	!Compound	!Value	!Unit	!Reaction:Identifiers:kegg.reaction	!Compound:Identifiers:kegg.compound
catalytic rate constant geometric mean	TAL_R08575		214.38263	1/s	R08575	
catalytic rate constant geometric mean	TXT_R01067		199.87692	1/s	R01067	
catalytic rate constant geometric mean	FBP_R00762		88.0072	1/s	R00762	
catalytic rate constant geometric mean	CSN_R00351		472.5801	1/s	R00351	
catalytic rate constant geometric mean	ACN_R01325		249.50023	1/s	R01325	
catalytic rate constant geometric mean	ACN_R01900		372.37748	1/s	R01900	
catalytic rate constant geometric mean	ICD_R00709		117.46627	1/s	R00709	
catalytic rate constant geometric mean	KGD_R08549		224.25485	1/s	R08549	
catalytic rate constant geometric mean	SCS_R00405		297.36345	1/s	R00405	
catalytic rate constant geometric mean	SDH_R02164		202.04204	1/s	R02164	
catalytic rate constant geometric mean	FUM_R01082		229.93003	1/s	R01082	
catalytic rate constant geometric mean	MDH_R00342		190.80784	1/s	R00342	
catalytic rate constant geometric mean	PPC_R00345		175.29025	1/s	R00345	
Michaelis constant	FUM_R01082	_S__Malate	0.093458435	mM	R01082	C00149
Michaelis constant	MDH_R00342	_S__Malate	0.098425115	mM	R00342	C00149
Michaelis constant	PDH_R00209	Acetyl_CoA	0.067396864	mM	R00209	C00024
Michaelis constant	CSN_R00351	Acetyl_CoA	0.17926032	mM	R00351	C00024
Michaelis constant	SDH_R02164	Fumarate	0.099646683	mM	R02164	C00122
Michaelis constant	FUM_R01082	Fumarate	0.10607714	mM	R01082	C00122
Michaelis constant	ACN_R01325	cis_Aconitate	0.025185294	mM	R01325	C00417
Michaelis constant	ACN_R01900	cis_Aconitate	0.32213714	mM	R01900	C00417
Michaelis constant	GLH_R02035	_6_Phospho_D_gluconate	0.013091684	mM	R02035	C00345
Michaelis constant	PGD_R01528	_6_Phospho_D_gluconate	0.085172614	mM	R01528	C00345
Michaelis constant	GAP_R01061	Orthophosphate	0.5075149	mM	R01061	C00009
Michaelis constant	FBP_R00762	Orthophosphate	0.21067667	mM	R00762	C00009
Michaelis constant	SCS_R00405	Orthophosphate	0.11940022	mM	R00405	C00009
Michaelis constant	PPC_R00345	Orthophosphate	0.18261137	mM	R00345	C00009
Michaelis constant	PTS_RPTSsy	Pyruvate	0.044032418	mM	RPTSsy	C00022
Michaelis constant	PYK_R00200	Pyruvate	0.14254159	mM	R00200	C00022
Michaelis constant	PDH_R00209	Pyruvate	0.085699442	mM	R00209	C00022
Michaelis constant	ZWF_R00835	NADPplus	0.013824288	mM	R00835	C00006
Michaelis constant	PGD_R01528	NADPplus	0.027725695	mM	R01528	C00006
Michaelis constant	ZWF_R00835	NADPH	0.0031572729	mM	R00835	C00005
Michaelis constant	PGD_R01528	NADPH	0.035122056	mM	R01528	C00005
Michaelis constant	GAP_R01061	NADH	0.15737984	mM	R01061	C00004
Michaelis constant	PDH_R00209	NADH	0.067404715	mM	R00209	C00004
Michaelis constant	ICD_R00709	NADH	0.33024765	mM	R00709	C00004
Michaelis constant	KGD_R08549	NADH	0.19741011	mM	R08549	C00004
Michaelis constant	MDH_R00342	NADH	0.10291002	mM	R00342	C00004
Michaelis constant	GAP_R01061	NADplus	0.035906322	mM	R01061	C00003
Michaelis constant	PDH_R00209	NADplus	0.14835978	mM	R00209	C00003
Michaelis constant	ICD_R00709	NADplus	0.029291796	mM	R00709	C00003
Michaelis constant	KGD_R08549	NADplus	0.050424602	mM	R08549	C00003
Michaelis constant	MDH_R00342	NADplus	0.097354211	mM	R00342	C00003
Michaelis constant	PFK_R04779	ATP	0.12949208	mM	R04779	C00002
Michaelis constant	PGK_R01512	ATP	0.069548175	mM	R01512	C00002
Michaelis constant	PYK_R00200	ATP	0.13905666	mM	R00200	C00002
Michaelis constant	SCS_R00405	ATP	0.082352837	mM	R00405	C00002
Michaelis constant	ICD_R00709	_2_Oxoglutarate	0.3304807	mM	R00709	C00026
Michaelis constant	KGD_R08549	_2_Oxoglutarate	1.6215795	mM	R08549	C00026
Michaelis constant	CSN_R00351	Oxaloacetate	0.16860435	mM	R00351	C00036
Michaelis constant	MDH_R00342	Oxaloacetate	0.1032206	mM	R00342	C00036
Michaelis constant	PPC_R00345	Oxaloacetate	0.14112182	mM	R00345	C00036
Michaelis constant	SDH_R02164	Ubiquinone	0.10007613	mM	R02164	C00399
Michaelis constant	TAL_R08575	D_Erythrose_4_phosphate	0.061632537	mM	R08575	C00279
Michaelis constant	TXT_R01067	D_Erythrose_4_phosphate	0.56492577	mM	R01067	C00279
Michaelis constant	SDH_R02164	Ubiquinol	0.099739561	mM	R02164	C00390
Michaelis constant	PFK_R04779	ADP	0.090412083	mM	R04779	C00008
Michaelis constant	PGK_R01512	ADP	1.2045569	mM	R01512	C00008
Michaelis constant	PYK_R00200	ADP	0.38875536	mM	R00200	C00008
Michaelis constant	SCS_R00405	ADP	0.11911943	mM	R00405	C00008
Michaelis constant	ACN_R01900	Isocitrate	0.028877514	mM	R01900	C00311
Michaelis constant	ICD_R00709	Isocitrate	0.51962757	mM	R00709	C00311
Michaelis constant	PGD_R01528	D_Ribulose_5_phosphate	0.082381847	mM	R01528	C00199
Michaelis constant	RPI_R01056	D_Ribulose_5_phosphate	0.62054755	mM	R01056	C00199
Michaelis constant	RPE_R01529	D_Ribulose_5_phosphate	0.11722017	mM	R01529	C00199
Michaelis constant	RPE_R01529	D_Xylulose_5_phosphate	0.084939635	mM	R01529	C00231
Michaelis constant	TXT_R01641	D_Xylulose_5_phosphate	0.17844515	mM	R01641	C00231
Michaelis constant	TXT_R01067	D_Xylulose_5_phosphate	0.43641071	mM	R01067	C00231
Michaelis constant	PTS_RPTSsy	D_Glucose_6_phosphate	0.048112927	mM	RPTSsy	C00092
Michaelis constant	PGI_R02740	D_Glucose_6_phosphate	0.10340505	mM	R02740	C00092
Michaelis constant	ZWF_R00835	D_Glucose_6_phosphate	0.38598504	mM	R00835	C00092
Michaelis constant	GAP_R01061	_3_Phospho_D_glyceroyl_phosphate	0.13443089	mM	R01061	C00236
Michaelis constant	PGK_R01512	_3_Phospho_D_glyceroyl_phosphate	0.014521861	mM	R01512	C00236
Michaelis constant	PDH_R00209	CoA	0.14836523	mM	R00209	C00010
Michaelis constant	CSN_R00351	CoA	0.048736743	mM	R00351	C00010
Michaelis constant	KGD_R08549	CoA	0.050225907	mM	R08549	C00010
Michaelis constant	SCS_R00405	CoA	0.081583993	mM	R00405	C00010
Michaelis constant	PDH_R00209	CO2	0.067399009	mM	R00209	C00011
Michaelis constant	PGD_R01528	CO2	0.08185749	mM	R01528	C00011
Michaelis constant	ICD_R00709	CO2	0.33048796	mM	R00709	C00011
Michaelis constant	KGD_R08549	CO2	0.19755932	mM	R08549	C00011
Michaelis constant	PPC_R00345	CO2	0.055153846	mM	R00345	C00011
Michaelis constant	RPI_R01056	D_Ribose_5_phosphate	0.55374257	mM	R01056	C00117
Michaelis constant	TXT_R01641	D_Ribose_5_phosphate	0.30633674	mM	R01641	C00117
Michaelis constant	ALD_R01070	Glycerone_phosphate	0.21016689	mM	R01070	C00111
Michaelis constant	TIM_R01015	Glycerone_phosphate	1.2325906	mM	R01015	C00111
Michaelis constant	PTS_RPTSsy	D_Glucose	0.20575668	mM	RPTSsy	C00031
Michaelis constant	PFK_R04779	D_Fructose_1_6_bisphosphate	0.090873286	mM	R04779	C00354
Michaelis constant	ALD_R01070	D_Fructose_1_6_bisphosphate	0.0475704	mM	R01070	C00354
Michaelis constant	FBP_R00762	D_Fructose_1_6_bisphosphate	0.047459547	mM	R00762	C00354
Michaelis constant	ALD_R01070	D_Glyceraldehyde_3_phosphate	0.21016996	mM	R01070	C00118
Michaelis constant	TIM_R01015	D_Glyceraldehyde_3_phosphate	0.60826825	mM	R01015	C00118
Michaelis constant	GAP_R01061	D_Glyceraldehyde_3_phosphate	0.086894782	mM	R01061	C00118
Michaelis constant	TXT_R01641	D_Glyceraldehyde_3_phosphate	0.25697777	mM	R01641	C00118
Michaelis constant	TAL_R08575	D_Glyceraldehyde_3_phosphate	0.16033832	mM	R08575	C00118
Michaelis constant	TXT_R01067	D_Glyceraldehyde_3_phosphate	0.05988349	mM	R01067	C00118
Michaelis constant	PTS_RPTSsy	Phosphoenolpyruvate	0.20491436	mM	RPTSsy	C00074
Michaelis constant	PGH_R00658	Phosphoenolpyruvate	0.16463212	mM	R00658	C00074
Michaelis constant	PYK_R00200	Phosphoenolpyruvate	0.47608172	mM	R00200	C00074
Michaelis constant	PPC_R00345	Phosphoenolpyruvate	0.050910505	mM	R00345	C00074
Michaelis constant	CSN_R00351	Citrate	0.052697058	mM	R00351	C00158
Michaelis constant	ACN_R01325	Citrate	0.37493733	mM	R01325	C00158
Michaelis constant	KGD_R08549	Succinyl_CoA	0.19756458	mM	R08549	C00091
Michaelis constant	SCS_R00405	Succinyl_CoA	0.11936562	mM	R00405	C00091
Michaelis constant	PGK_R01512	_3_Phospho_D_glycerate	0.098195015	mM	R01512	C00197
Michaelis constant	PGM_R01518	_3_Phospho_D_glycerate	0.20572297	mM	R01518	C00197
Michaelis constant	ZWF_R00835	D_Glucono_1_5_lactone_6_phosphate	0.057133627	mM	R00835	C01236
Michaelis constant	GLH_R02035	D_Glucono_1_5_lactone_6_phosphate	0.037433556	mM	R02035	C01236
Michaelis constant	PGI_R02740	D_Fructose_6_phosphate	0.096707616	mM	R02740	C00085
Michaelis constant	PFK_R04779	D_Fructose_6_phosphate	0.10983515	mM	R04779	C00085
Michaelis constant	TAL_R08575	D_Fructose_6_phosphate	0.061648548	mM	R08575	C00085
Michaelis constant	TXT_R01067	D_Fructose_6_phosphate	3.148529	mM	R01067	C00085
Michaelis constant	FBP_R00762	D_Fructose_6_phosphate	0.21067207	mM	R00762	C00085
Michaelis constant	PGM_R01518	_2_Phospho_D_glycerate	0.1217642	mM	R01518	C00631
Michaelis constant	PGH_R00658	_2_Phospho_D_glycerate	0.46563822	mM	R00658	C00631
Michaelis constant	SCS_R00405	Succinate	0.078167303	mM	R00405	C00042
Michaelis constant	SDH_R02164	Succinate	0.1000413	mM	R02164	C00042
Michaelis constant	TXT_R01641	Sedoheptulose_7_phosphate	0.2569801	mM	R01641	C05382
Michaelis constant	TAL_R08575	Sedoheptulose_7_phosphate	0.16051796	mM	R08575	C05382
substrate catalytic rate constant	PTS_RPTSsy		1114.6445	1/s	RPTSsy	
substrate catalytic rate constant	PGI_R02740		140.36506	1/s	R02740	
substrate catalytic rate constant	PFK_R04779		400.77181	1/s	R04779	
substrate catalytic rate constant	ALD_R01070		134.52098	1/s	R01070	
substrate catalytic rate constant	TIM_R01015		21958.768	1/s	R01015	
substrate catalytic rate constant	GAP_R01061		16.756528	1/s	R01061	
substrate catalytic rate constant	PGK_R01512		6630.683	1/s	R01512	
substrate catalytic rate constant	PGM_R01518		306.16987	1/s	R01518	
substrate catalytic rate constant	PGH_R00658		495.09946	1/s	R00658	
substrate catalytic rate constant	PYK_R00200		2169.1061	1/s	R00200	
substrate catalytic rate constant	PDH_R00209		876.36988	1/s	R00209	
substrate catalytic rate constant	ZWF_R00835		117510.85	1/s	R00835	
substrate catalytic rate constant	GLH_R02035		9922.8078	1/s	R02035	
substrate catalytic rate constant	PGD_R01528		169883.66	1/s	R01528	
substrate catalytic rate constant	RPI_R01056		243.6276	1/s	R01056	
substrate catalytic rate constant	RPE_R01529		307.53893	1/s	R01529	
substrate catalytic rate constant	TXT_R01641		324.7192	1/s	R01641	
substrate catalytic rate constant	TAL_R08575		361.04238	1/s	R08575	
substrate catalytic rate constant	TXT_R01067		475.22366	1/s	R01067	
substrate catalytic rate constant	FBP_R00762		157.24894	1/s	R00762	
substrate catalytic rate constant	CSN_R00351		8906.2071	1/s	R00351	
substrate catalytic rate constant	ACN_R01325		159.8336	1/s	R01325	
substrate catalytic rate constant	ACN_R01900		4404.5611	1/s	R01900	
substrate catalytic rate constant	ICD_R00709		65.577726	1/s	R00709	
substrate catalytic rate constant	KGD_R08549		86.525207	1/s	R08549	
substrate catalytic rate constant	SCS_R00405		3832.0538	1/s	R00405	
substrate catalytic rate constant	SDH_R02164		186.60011	1/s	R02164	
substrate catalytic rate constant	FUM_R01082		924.29916	1/s	R01082	
substrate catalytic rate constant	MDH_R00342		22.915335	1/s	R00342	
substrate catalytic rate constant	PPC_R00345		1090.1726	1/s	R00345	
product catalytic rate constant	PTS_RPTSsy		26.062081	1/s	RPTSsy	
product catalytic rate constant	PGI_R02740		284.83298	1/s	R02740	
product catalytic rate constant	PFK_R04779		108.50335	1/s	R04779	
product catalytic rate constant	ALD_R01070		297.14666	1/s	R01070	
product catalytic rate constant	TIM_R01015		2802.7186	1/s	R01015	
product catalytic rate constant	GAP_R01061		1465.7905	1/s	R01061	
product catalytic rate constant	PGK_R01512		67.889407	1/s	R01512	
product catalytic rate constant	PGM_R01518		46.583534	1/s	R01518	
product catalytic rate constant	PGH_R00658		117.48536	1/s	R00658	
product catalytic rate constant	PYK_R00200		37.29332	1/s	R00200	
product catalytic rate constant	PDH_R00209		1.6970715	1/s	R00209	
product catalytic rate constant	ZWF_R00835		7.5636508	1/s	R00835	
product catalytic rate constant	GLH_R02035		275.57814	1/s	R02035	
product catalytic rate constant	PGD_R01528		16.512851	1/s	R01528	
product catalytic rate constant	RPI_R01056		174.71391	1/s	R01056	
product catalytic rate constant	RPE_R01529		139.44811	1/s	R01529	
product catalytic rate constant	TXT_R01641		123.13419	1/s	R01641	
product catalytic rate constant	TAL_R08575		127.29784	1/s	R08575	
product catalytic rate constant	TXT_R01067		84.067325	1/s	R01067	
product catalytic rate constant	FBP_R00762		49.254814	1/s	R00762	
product catalytic rate constant	CSN_R00351		25.075989	1/s	R00351	
product catalytic rate constant	ACN_R01325		389.46983	1/s	R01325	
product catalytic rate constant	ACN_R01900		31.482135	1/s	R01900	
product catalytic rate constant	ICD_R00709		210.41176	1/s	R00709	
product catalytic rate constant	KGD_R08549		581.22065	1/s	R08549	
product catalytic rate constant	SCS_R00405		23.075099	1/s	R00405	
product catalytic rate constant	SDH_R02164		218.76185	1/s	R02164	
product catalytic rate constant	FUM_R01082		57.197737	1/s	R01082	
product catalytic rate constant	MDH_R00342		1588.7891	1/s	R00342	
product catalytic rate constant	PPC_R00345		28.185143	1/s	R00345	
protein molecular mass	PTS_RPTSsy		255848	Da	RPTSsy	
protein molecular mass	PGI_R02740		61530	Da	R02740	
protein molecular mass	PFK_R04779		139360	Da	R04779	
protein molecular mass	ALD_R01070		39147	Da	R01070	
protein molecular mass	TIM_R01015		53940	Da	R01015	
protein molecular mass	GAP_R01061		35530	Da	R01061	
protein molecular mass	PGK_R01512		41120	Da	R01512	
protein molecular mass	PGM_R01518		28556	Da	R01518	
protein molecular mass	PGH_R00658		45650	Da	R00658	
protein molecular mass	PYK_R00200		50000	Da	R00200	
protein molecular mass	PDH_R00209		282880	Da	R00209	
protein molecular mass	ZWF_R00835		55700	Da	R00835	
protein molecular mass	GLH_R02035		36310	Da	R02035	
protein molecular mass	PGD_R01528		102960	Da	R01528	
protein molecular mass	RPI_R01056		19466	Da	R01056	
protein molecular mass	RPE_R01529		24554	Da	R01529	
protein molecular mass	TXT_R01641		73043	Da	R01641	
protein molecular mass	TAL_R08575		35219	Da	R08575	
protein molecular mass	TXT_R01067		73043	Da	R01067	
protein molecular mass	FBP_R00762		36834	Da	R00762	
protein molecular mass	CSN_R00351		96020	Da	R00351	
protein molecular mass	ACN_R01325		95588	Da	R01325	
protein molecular mass	ACN_R01900		95588	Da	R01900	
protein molecular mass	ICD_R00709		45760	Da	R00709	
protein molecular mass	KGD_R08549		1209180	Da	R08549	
protein molecular mass	SCS_R00405		71170	Da	R00405	
protein molecular mass	SDH_R02164		792299	Da	R02164	
protein molecular mass	FUM_R01082		60000	Da	R01082	
protein molecular mass	MDH_R00342		32337	Da	R00342	
protein molecular mass	PPC_R00345		198120	Da	R00345	
molecular mass		_S__Malate	134	Da		C00149
molecular mass		Acetyl_CoA	810	Da		C00024
molecular mass		Fumarate	116	Da		C00122
molecular mass		cis_Aconitate	174	Da		C00417
molecular mass		_6_Phospho_D_gluconate	276	Da		C00345
molecular mass		Orthophosphate	98	Da		C00009
molecular mass		Pyruvate	88	Da		C00022
molecular mass		NADPplus	744	Da		C00006
molecular mass		NADPH	745	Da		C00005
molecular mass		NADH	665	Da		C00004
molecular mass		NADplus	664	Da		C00003
molecular mass		ATP	507	Da		C00002
molecular mass		H2O	NaN	Da		C00001
molecular mass		_2_Oxoglutarate	146	Da		C00026
molecular mass		Oxaloacetate	132	Da		C00036
molecular mass		Ubiquinone	318	Da		C00399
molecular mass		D_Erythrose_4_phosphate	200	Da		C00279
molecular mass		Ubiquinol	320	Da		C00390
molecular mass		ADP	427	Da		C00008
molecular mass		Isocitrate	192	Da		C00311
molecular mass		D_Ribulose_5_phosphate	230	Da		C00199
molecular mass		D_Xylulose_5_phosphate	230	Da		C00231
molecular mass		D_Glucose_6_phosphate	260	Da		C00092
molecular mass		_3_Phospho_D_glyceroyl_phosphate	266	Da		C00236
molecular mass		CoA	768	Da		C00010
molecular mass		CO2	44	Da		C00011
molecular mass		D_Ribose_5_phosphate	230	Da		C00117
molecular mass		Glycerone_phosphate	170	Da		C00111
molecular mass		D_Glucose	180	Da		C00031
molecular mass		D_Fructose_1_6_bisphosphate	340	Da		C00354
molecular mass		D_Glyceraldehyde_3_phosphate	170	Da		C00118
molecular mass		Phosphoenolpyruvate	168	Da		C00074
molecular mass		Citrate	192	Da		C00158
molecular mass		Succinyl_CoA	868	Da		C00091
molecular mass		_3_Phospho_D_glycerate	186	Da		C00197
molecular mass		D_Glucono_1_5_lactone_6_phosphate	258	Da		C01236
molecular mass		D_Fructose_6_phosphate	260	Da		C00085
molecular mass		_2_Phospho_D_glycerate	186	Da		C00631
molecular mass		Succinate	118	Da		C00042
molecular mass		Sedoheptulose_7_phosphate	290	Da		C05382
