!!!SBtab				
!!SBtab Document='e_coli_artificial' TableName='Reaction' TableType='Reaction' SBtabVersion='1.0' Date='2019-06-11'				
!ID	!ReactionFormula	!Name	!IsReversible	
PTS_RPTSsy	D_Glucose + Phosphoenolpyruvate <=> Pyruvate + D_Glucose_6_phosphate	PTS_RPTSsy	True	
KGD_R08549	NADplus + _2_Oxoglutarate + CoA <=> NADH + CO2 + Succinyl_CoA	KGD_R08549	True	
SCS_R00405	Orthophosphate + ADP + Succinyl_CoA <=> ATP + CoA + Succinate	SCS_R00405	True	
SDH_R02164	Ubiquinone + Succinate <=> Fumarate + Ubiquinol	SDH_R02164	True	
FUM_R01082	Fumarate <=> _S__Malate	FUM_R01082	True	
MDH_R00342	_S__Malate + NADplus <=> NADH + Oxaloacetate	MDH_R00342	True	
PPC_R00345	Orthophosphate + Oxaloacetate <=> CO2 + Phosphoenolpyruvate	PPC_R00345	True	
%				
!!SBtab Document='e_coli_artificial' TableName='Compound' TableType='Compound' SBtabVersion='1.0' Date='2019-06-11'				
!ID	!Name	!IsConstant		
_S__Malate	_S__Malate	False		
Acetyl_CoA	Acetyl_CoA	False		
Fumarate	Fumarate	False		
cis_Aconitate	cis_Aconitate	False		
_6_Phospho_D_gluconate	_6_Phospho_D_gluconate	False		
Orthophosphate	Orthophosphate	True		
Pyruvate	Pyruvate	False		
NADPplus	NADPplus	True		
NADPH	NADPH	True		
NADH	NADH	True		
NADplus	NADplus	True		
ATP	ATP	True		
H2O	H2O	True		
_2_Oxoglutarate	_2_Oxoglutarate	False		
Oxaloacetate	Oxaloacetate	True		
Ubiquinone	Ubiquinone	True		
D_Erythrose_4_phosphate	D_Erythrose_4_phosphate	False		
Ubiquinol	Ubiquinol	True		
ADP	ADP	True		
Isocitrate	Isocitrate	False		
D_Ribulose_5_phosphate	D_Ribulose_5_phosphate	False		
D_Xylulose_5_phosphate	D_Xylulose_5_phosphate	False		
D_Glucose_6_phosphate	D_Glucose_6_phosphate	True		
_3_Phospho_D_glyceroyl_phosphate	_3_Phospho_D_glyceroyl_phosphate	False		
CoA	CoA	False		
CO2	CO2	True		
D_Ribose_5_phosphate	D_Ribose_5_phosphate	False		
Glycerone_phosphate	Glycerone_phosphate	False		
D_Glucose	D_Glucose	True		
D_Fructose_1_6_bisphosphate	D_Fructose_1_6_bisphosphate	True		
D_Glyceraldehyde_3_phosphate	D_Glyceraldehyde_3_phosphate	True		
Phosphoenolpyruvate	Phosphoenolpyruvate	True		
Citrate	Citrate	False		
Succinyl_CoA	Succinyl_CoA	False		
_3_Phospho_D_glycerate	_3_Phospho_D_glycerate	False		
D_Glucono_1_5_lactone_6_phosphate	D_Glucono_1_5_lactone_6_phosphate	False		
D_Fructose_6_phosphate	D_Fructose_6_phosphate	True		
_2_Phospho_D_glycerate	_2_Phospho_D_glycerate	False		
Succinate	Succinate	False		
Sedoheptulose_7_phosphate	Sedoheptulose_7_phosphate	False		
%				
!!SBtab Document='e_coli_artificial' TableName='Parameter' TableType='Quantity' SBtabVersion='1.0' Date='2019-06-11'				
!QuantityType	!Reaction	!Compound	!Mode	!Unit
equilibrium constant	PTS_RPTSsy		0.018681828	dimensionless
equilibrium constant	PGI_R02740		38.750299	dimensionless
equilibrium constant	PFK_R04779		0.43463954	dimensionless
equilibrium constant	ALD_R01070		0.0098960892	dimensionless
equilibrium constant	TIM_R01015		1.2335438	dimensionless
equilibrium constant	GAP_R01061		0.082970017	dimensionless
equilibrium constant	PGK_R01512		11.46622	dimensionless
equilibrium constant	PGM_R01518		0.21639931	dimensionless
equilibrium constant	PGH_R00658		15.633654	dimensionless
equilibrium constant	PYK_R00200		4.6061218	dimensionless
equilibrium constant	PDH_R00209		0.0021490403	dimensionless
equilibrium constant	ZWF_R00835		3.8857425	dimensionless
equilibrium constant	GLH_R02035		6.4681582	dimensionless
equilibrium constant	PGD_R01528		2.2423536	dimensionless
equilibrium constant	RPI_R01056		1.0706319	dimensionless
equilibrium constant	RPE_R01529		0.25232763	dimensionless
equilibrium constant	TXT_R01641		0.64367047	dimensionless
equilibrium constant	TAL_R08575		112.27345	dimensionless
equilibrium constant	TXT_R01067		0.03485455	dimensionless
equilibrium constant	FBP_R00762		3.4710825	dimensionless
equilibrium constant	CSN_R00351		35.68596	dimensionless
equilibrium constant	ACN_R01325		10.470875	dimensionless
equilibrium constant	ACN_R01900		0.0060958327	dimensionless
equilibrium constant	ICD_R00709		2.0230347	dimensionless
equilibrium constant	KGD_R08549		0.090483354	dimensionless
equilibrium constant	SCS_R00405		2.1823021	dimensionless
equilibrium constant	SDH_R02164		76.292601	dimensionless
equilibrium constant	FUM_R01082		0.65500444	dimensionless
equilibrium constant	MDH_R00342		0.029324358	dimensionless
equilibrium constant	PPC_R00345		2.8071093	dimensionless
catalytic rate constant geometric mean	PTS_RPTSsy		500.68202	1/s
catalytic rate constant geometric mean	PGI_R02740		232.32059	1/s
catalytic rate constant geometric mean	PFK_R04779		1519.1207	1/s
catalytic rate constant geometric mean	ALD_R01070		1053.2751	1/s
catalytic rate constant geometric mean	TIM_R01015		48.619213	1/s
catalytic rate constant geometric mean	GAP_R01061		5964.802	1/s
catalytic rate constant geometric mean	PGK_R01512		135.26379	1/s
catalytic rate constant geometric mean	PGM_R01518		353.89688	1/s
catalytic rate constant geometric mean	PGH_R00658		251.73653	1/s
catalytic rate constant geometric mean	PYK_R00200		717.15608	1/s
catalytic rate constant geometric mean	PDH_R00209		8721.1367	1/s
catalytic rate constant geometric mean	ZWF_R00835		3515.6113	1/s
catalytic rate constant geometric mean	GLH_R02035		4329.9937	1/s
catalytic rate constant geometric mean	PGD_R01528		301.35041	1/s
catalytic rate constant geometric mean	RPI_R01056		812.61498	1/s
catalytic rate constant geometric mean	RPE_R01529		2984.5265	1/s
catalytic rate constant geometric mean	TXT_R01641		682.08434	1/s
catalytic rate constant geometric mean	TAL_R08575		1307.5518	1/s
catalytic rate constant geometric mean	TXT_R01067		298.77727	1/s
catalytic rate constant geometric mean	FBP_R00762		145.07742	1/s
catalytic rate constant geometric mean	CSN_R00351		767.95031	1/s
catalytic rate constant geometric mean	ACN_R01325		426.66729	1/s
catalytic rate constant geometric mean	ACN_R01900		171.03593	1/s
catalytic rate constant geometric mean	ICD_R00709		688.99028	1/s
catalytic rate constant geometric mean	KGD_R08549		5750.7858	1/s
catalytic rate constant geometric mean	SCS_R00405		3734.4017	1/s
catalytic rate constant geometric mean	SDH_R02164		2462.7971	1/s
catalytic rate constant geometric mean	FUM_R01082		255.23157	1/s
catalytic rate constant geometric mean	MDH_R00342		3680.6454	1/s
catalytic rate constant geometric mean	PPC_R00345		3355.5482	1/s
Michaelis constant	FUM_R01082	_S__Malate	0.025477473	mM
Michaelis constant	MDH_R00342	_S__Malate	0.020522244	mM
Michaelis constant	PDH_R00209	Acetyl_CoA	0.00069016037	mM
Michaelis constant	CSN_R00351	Acetyl_CoA	0.0086403776	mM
Michaelis constant	SDH_R02164	Fumarate	0.12712223	mM
Michaelis constant	FUM_R01082	Fumarate	0.0078008154	mM
Michaelis constant	ACN_R01325	cis_Aconitate	0.025828393	mM
Michaelis constant	ACN_R01900	cis_Aconitate	1.5382163	mM
Michaelis constant	GLH_R02035	_6_Phospho_D_gluconate	0.0057244976	mM
Michaelis constant	PGD_R01528	_6_Phospho_D_gluconate	0.000375863	mM
Michaelis constant	GAP_R01061	Orthophosphate	0.0040678799	mM
Michaelis constant	FBP_R00762	Orthophosphate	0.0016033711	mM
Michaelis constant	SCS_R00405	Orthophosphate	7.5348163e-05	mM
Michaelis constant	PPC_R00345	Orthophosphate	0.0022793658	mM
Michaelis constant	PTS_RPTSsy	Pyruvate	0.45809641	mM
Michaelis constant	PYK_R00200	Pyruvate	0.0038255643	mM
Michaelis constant	PDH_R00209	Pyruvate	0.075873523	mM
Michaelis constant	ZWF_R00835	NADPplus	0.00034422971	mM
Michaelis constant	PGD_R01528	NADPplus	2.3527539e-05	mM
Michaelis constant	ZWF_R00835	NADPH	0.0025007075	mM
Michaelis constant	PGD_R01528	NADPH	0.012011355	mM
Michaelis constant	GAP_R01061	NADH	0.00013201957	mM
Michaelis constant	PDH_R00209	NADH	0.00041363363	mM
Michaelis constant	ICD_R00709	NADH	0.0033709984	mM
Michaelis constant	KGD_R08549	NADH	0.00054718532	mM
Michaelis constant	MDH_R00342	NADH	0.00041533679	mM
Michaelis constant	GAP_R01061	NADplus	0.00050543653	mM
Michaelis constant	PDH_R00209	NADplus	6.9894598e-05	mM
Michaelis constant	ICD_R00709	NADplus	0.00014889267	mM
Michaelis constant	KGD_R08549	NADplus	0.00019835211	mM
Michaelis constant	MDH_R00342	NADplus	0.00030728049	mM
Michaelis constant	PFK_R04779	ATP	0.0017061795	mM
Michaelis constant	PGK_R01512	ATP	8.2608595e-05	mM
Michaelis constant	PYK_R00200	ATP	0.011645036	mM
Michaelis constant	SCS_R00405	ATP	0.0015828673	mM
Michaelis constant	ICD_R00709	_2_Oxoglutarate	0.2851501	mM
Michaelis constant	KGD_R08549	_2_Oxoglutarate	0.0079476349	mM
Michaelis constant	CSN_R00351	Oxaloacetate	0.0021661219	mM
Michaelis constant	MDH_R00342	Oxaloacetate	0.0008326222	mM
Michaelis constant	PPC_R00345	Oxaloacetate	0.00074984311	mM
Michaelis constant	SDH_R02164	Ubiquinone	0.010965017	mM
Michaelis constant	TAL_R08575	D_Erythrose_4_phosphate	0.083401951	mM
Michaelis constant	TXT_R01067	D_Erythrose_4_phosphate	1.565217	mM
Michaelis constant	SDH_R02164	Ubiquinol	0.0018527397	mM
Michaelis constant	PFK_R04779	ADP	0.00049049433	mM
Michaelis constant	PGK_R01512	ADP	0.0011634775	mM
Michaelis constant	PYK_R00200	ADP	0.00073344162	mM
Michaelis constant	SCS_R00405	ADP	0.00012766683	mM
Michaelis constant	ACN_R01900	Isocitrate	0.012916	mM
Michaelis constant	ICD_R00709	Isocitrate	6.6315892e-06	mM
Michaelis constant	PGD_R01528	D_Ribulose_5_phosphate	0.18301763	mM
Michaelis constant	RPI_R01056	D_Ribulose_5_phosphate	0.045986726	mM
Michaelis constant	RPE_R01529	D_Ribulose_5_phosphate	0.59509914	mM
Michaelis constant	RPE_R01529	D_Xylulose_5_phosphate	0.17515213	mM
Michaelis constant	TXT_R01641	D_Xylulose_5_phosphate	0.0015409943	mM
Michaelis constant	TXT_R01067	D_Xylulose_5_phosphate	0.080790497	mM
Michaelis constant	PTS_RPTSsy	D_Glucose_6_phosphate	0.00147605	mM
Michaelis constant	PGI_R02740	D_Glucose_6_phosphate	0.00046456467	mM
Michaelis constant	ZWF_R00835	D_Glucose_6_phosphate	0.004285595	mM
Michaelis constant	GAP_R01061	_3_Phospho_D_glyceroyl_phosphate	1.2572839e-05	mM
Michaelis constant	PGK_R01512	_3_Phospho_D_glyceroyl_phosphate	0.00099342411	mM
Michaelis constant	PDH_R00209	CoA	0.003038171	mM
Michaelis constant	CSN_R00351	CoA	0.029038187	mM
Michaelis constant	KGD_R08549	CoA	0.0045800148	mM
Michaelis constant	SCS_R00405	CoA	0.029360359	mM
Michaelis constant	PDH_R00209	CO2	0.00032969208	mM
Michaelis constant	PGD_R01528	CO2	0.018994493	mM
Michaelis constant	ICD_R00709	CO2	0.0045725324	mM
Michaelis constant	KGD_R08549	CO2	0.0010017256	mM
Michaelis constant	PPC_R00345	CO2	0.00074588577	mM
Michaelis constant	RPI_R01056	D_Ribose_5_phosphate	0.082791978	mM
Michaelis constant	TXT_R01641	D_Ribose_5_phosphate	0.0042770407	mM
Michaelis constant	ALD_R01070	Glycerone_phosphate	0.00072072447	mM
Michaelis constant	TIM_R01015	Glycerone_phosphate	0.015276117	mM
Michaelis constant	PTS_RPTSsy	D_Glucose	0.36861008	mM
Michaelis constant	PFK_R04779	D_Fructose_1_6_bisphosphate	0.0094550136	mM
Michaelis constant	ALD_R01070	D_Fructose_1_6_bisphosphate	0.0168119	mM
Michaelis constant	FBP_R00762	D_Fructose_1_6_bisphosphate	0.0026396007	mM
Michaelis constant	ALD_R01070	D_Glyceraldehyde_3_phosphate	0.0032144549	mM
Michaelis constant	TIM_R01015	D_Glyceraldehyde_3_phosphate	0.0027470977	mM
Michaelis constant	GAP_R01061	D_Glyceraldehyde_3_phosphate	0.042526765	mM
Michaelis constant	TXT_R01641	D_Glyceraldehyde_3_phosphate	0.020650295	mM
Michaelis constant	TAL_R08575	D_Glyceraldehyde_3_phosphate	0.0033981576	mM
Michaelis constant	TXT_R01067	D_Glyceraldehyde_3_phosphate	0.00017431615	mM
Michaelis constant	PTS_RPTSsy	Phosphoenolpyruvate	0.18890581	mM
Michaelis constant	PGH_R00658	Phosphoenolpyruvate	0.039218712	mM
Michaelis constant	PYK_R00200	Phosphoenolpyruvate	0.036088572	mM
Michaelis constant	PPC_R00345	Phosphoenolpyruvate	0.0036640967	mM
Michaelis constant	CSN_R00351	Citrate	0.009598727	mM
Michaelis constant	ACN_R01325	Citrate	0.0009800993	mM
Michaelis constant	KGD_R08549	Succinyl_CoA	0.011022956	mM
Michaelis constant	SCS_R00405	Succinyl_CoA	0.00054267197	mM
Michaelis constant	PGK_R01512	_3_Phospho_D_glycerate	0.00058489262	mM
Michaelis constant	PGM_R01518	_3_Phospho_D_glycerate	0.04343025	mM
Michaelis constant	ZWF_R00835	D_Glucono_1_5_lactone_6_phosphate	0.0036045997	mM
Michaelis constant	GLH_R02035	D_Glucono_1_5_lactone_6_phosphate	0.001041567	mM
Michaelis constant	PGI_R02740	D_Fructose_6_phosphate	0.037824606	mM
Michaelis constant	PFK_R04779	D_Fructose_6_phosphate	0.0066417639	mM
Michaelis constant	TAL_R08575	D_Fructose_6_phosphate	0.049795736	mM
Michaelis constant	TXT_R01067	D_Fructose_6_phosphate	1.8627625	mM
Michaelis constant	FBP_R00762	D_Fructose_6_phosphate	0.36107939	mM
Michaelis constant	PGM_R01518	_2_Phospho_D_glycerate	0.0083853041	mM
Michaelis constant	PGH_R00658	_2_Phospho_D_glycerate	0.00010720458	mM
Michaelis constant	SCS_R00405	Succinate	0.00065022304	mM
Michaelis constant	SDH_R02164	Succinate	1.4675988e-05	mM
Michaelis constant	TXT_R01641	Sedoheptulose_7_phosphate	0.0078263703	mM
Michaelis constant	TAL_R08575	Sedoheptulose_7_phosphate	0.006402967	mM
substrate catalytic rate constant	PTS_RPTSsy		694.46276	1/s
substrate catalytic rate constant	PGI_R02740		160.27328	1/s
substrate catalytic rate constant	PFK_R04779		1565.5355	1/s
substrate catalytic rate constant	ALD_R01070		8925.7295	1/s
substrate catalytic rate constant	TIM_R01015		127.33701	1/s
substrate catalytic rate constant	GAP_R01061		12470.083	1/s
substrate catalytic rate constant	PGK_R01512		2240.2027	1/s
substrate catalytic rate constant	PGM_R01518		374.66353	1/s
substrate catalytic rate constant	PGH_R00658		52.039907	1/s
substrate catalytic rate constant	PYK_R00200		1186.3992	1/s
substrate catalytic rate constant	PDH_R00209		5289.7023	1/s
substrate catalytic rate constant	ZWF_R00835		2803.5456	1/s
substrate catalytic rate constant	GLH_R02035		4697.3453	1/s
substrate catalytic rate constant	PGD_R01528		6.5670535	1/s
substrate catalytic rate constant	RPI_R01056		626.65286	1/s
substrate catalytic rate constant	RPE_R01529		2763.4066	1/s
substrate catalytic rate constant	TXT_R01641		110.50928	1/s
substrate catalytic rate constant	TAL_R08575		1002.8261	1/s
substrate catalytic rate constant	TXT_R01067		1100.7715	1/s
substrate catalytic rate constant	FBP_R00762		577.14247	1/s
substrate catalytic rate constant	CSN_R00351		1188.7706	1/s
substrate catalytic rate constant	ACN_R01325		268.94729	1/s
substrate catalytic rate constant	ACN_R01900		145.72987	1/s
substrate catalytic rate constant	ICD_R00709		14.688106	1/s
substrate catalytic rate constant	KGD_R08549		1891.0007	1/s
substrate catalytic rate constant	SCS_R00405		72.508417	1/s
substrate catalytic rate constant	SDH_R02164		562.28982	1/s
substrate catalytic rate constant	FUM_R01082		114.30056	1/s
substrate catalytic rate constant	MDH_R00342		2691.4974	1/s
substrate catalytic rate constant	PPC_R00345		4445.9618	1/s
product catalytic rate constant	PTS_RPTSsy		360.97326	1/s
product catalytic rate constant	PGI_R02740		336.75519	1/s
product catalytic rate constant	PFK_R04779		1474.0821	1/s
product catalytic rate constant	ALD_R01070		124.29107	1/s
product catalytic rate constant	TIM_R01015		18.563557	1/s
product catalytic rate constant	GAP_R01061		2853.1377	1/s
product catalytic rate constant	PGK_R01512		8.1672485	1/s
product catalytic rate constant	PGM_R01518		334.28127	1/s
product catalytic rate constant	PGH_R00658		1217.7439	1/s
product catalytic rate constant	PYK_R00200		433.50741	1/s
product catalytic rate constant	PDH_R00209		14378.546	1/s
product catalytic rate constant	ZWF_R00835		4408.5328	1/s
product catalytic rate constant	GLH_R02035		3991.3705	1/s
product catalytic rate constant	PGD_R01528		13828.434	1/s
product catalytic rate constant	RPI_R01056		1053.7622	1/s
product catalytic rate constant	RPE_R01529		3223.3398	1/s
product catalytic rate constant	TXT_R01641		4209.9545	1/s
product catalytic rate constant	TAL_R08575		1704.8735	1/s
product catalytic rate constant	TXT_R01067		81.095722	1/s
product catalytic rate constant	FBP_R00762		36.468392	1/s
product catalytic rate constant	CSN_R00351		496.09881	1/s
product catalytic rate constant	ACN_R01325		676.87974	1/s
product catalytic rate constant	ACN_R01900		200.7364	1/s
product catalytic rate constant	ICD_R00709		32319.185	1/s
product catalytic rate constant	KGD_R08549		17488.908	1/s
product catalytic rate constant	SCS_R00405		192332.92	1/s
product catalytic rate constant	SDH_R02164		10786.91	1/s
product catalytic rate constant	FUM_R01082		569.9286	1/s
product catalytic rate constant	MDH_R00342		5033.3138	1/s
product catalytic rate constant	PPC_R00345		2532.5686	1/s
