!!!SBtab Document='HeLa model and data'						
						
!!SBtab TableID='Reaction' TableType='Reaction' TableName='Reaction'						
!ID	!ReactionFormula	!Name	!Identifiers:kegg.reaction	!IsReversible	!NameForPlots	
Michaelis constant	R_ICDHxm	M_co2_m	0.1402	mM	R00709	C00011
Michaelis constant	PYS_PYRIsy	M_co2_m	0.08572	mM		C00011
Michaelis constant	R_ALCD2m	M_co2_m	0.09924	mM		C00011
Michaelis constant	R_ME1m	M_co2_m	0.1192	mM	R00214	C00011
Michaelis constant	R_AKGDam	M_coa_m	0.08726	mM	R01197	C00010
Michaelis constant	R_SUCOAS1m	M_coa_m	0.08914	mM	R00405	C00010
Michaelis constant	R_CSm	M_coa_m	0.1904	mM		C00010
Michaelis constant	R_ALCD2m	M_coa_m	0.1007	mM		C00010
Michaelis constant	R_ACL	M_coa_c	0.08491	mM		C00010
Michaelis constant	R_SUCD2_u6m	M_fum_m	0.1534	mM		C00122
Michaelis constant	R_FUMm	M_fum_m	0.04402	mM	R01082	C00122
Michaelis constant	GTS_GLTEsy	M_glu_L_m	0.1393	mM		C00025
Michaelis constant	R_GLUDym	M_glu_L_m	0.09691	mM		C00025
Michaelis constant	GLI_GLUNim	Glutamine	0.1731	mM		C00064
Michaelis constant	GTS_GLTEsy	Glutamine	0.07175	mM		C00064
Michaelis constant	GLI_GLUNim	Glutamine_ex	0.05776	mM		C00064
Michaelis constant	R_PC	M_hco3_m	0.07298	mM	R00344	C00288
Michaelis constant	R_ACONTm	M_icit_m	0.1268	mM	R01324	C00311
Michaelis constant	R_ICDHym	M_icit_m	0.1112	mM	R00267	C00311
Michaelis constant	R_ICDHxm	M_icit_m	0.07133	mM	R00709	C00311
Michaelis constant	R_FUMm	M_mal_L_m	0.2271	mM	R01082	C00149
Michaelis constant	R_MDHm	M_mal_L_m	0.1313	mM	R00342	C00149
Michaelis constant	R_ME1m	M_mal_L_m	0.08388	mM	R00214	C00149
Michaelis constant	R_AKGDam	M_nad_m	0.08726	mM	R01197	C00003
Michaelis constant	R_MDHm	M_nad_m	0.1313	mM	R00342	C00003
Michaelis constant	R_ICDHxm	M_nad_m	0.07133	mM	R00709	C00003
Michaelis constant	R_ALCD2m	M_nad_m	0.1007	mM		C00003
Michaelis constant	R_ME1m	M_nad_m	0.08388	mM	R00214	C00003
Michaelis constant	R_AKGDam	M_nadh_m	0.1146	mM	R01197	C00004
Michaelis constant	R_MDHm	M_nadh_m	0.07612	mM	R00342	C00004
Michaelis constant	R_ICDHxm	M_nadh_m	0.1402	mM	R00709	C00004
Michaelis constant	R_ALCD2m	M_nadh_m	0.09924	mM		C00004
Michaelis constant	R_ME1m	M_nadh_m	0.1192	mM	R00214	C00004
Michaelis constant	R_GLUDym	M_nadp_m	0.09691	mM		C00006
Michaelis constant	R_ICDHym	M_nadp_m	0.1112	mM	R00267	C00006
Michaelis constant	R_GLUDym	M_nadph_m	0.1032	mM		C00005
Michaelis constant	R_ICDHym	M_nadph_m	0.08989	mM	R00267	C00005
Michaelis constant	GTS_GLTEsy	M_nh4_m	0.1393	mM		C00014
Michaelis constant	R_GLUDym	M_nh4_m	0.1032	mM		C00014
Michaelis constant	R_MDHm	M_oaa_m	0.07612	mM	R00342	C00036
Michaelis constant	R_CSm	M_oaa_m	0.0525	mM		C00036
Michaelis constant	ASS_ASPAsy	M_oaa_m	0.04956	mM		C00036
Michaelis constant	R_PC	M_oaa_m	0.137	mM	R00344	C00036
Michaelis constant	R_ACL	M_oaa_c	0.1178	mM		C00036
Michaelis constant	GTS_GLTEsy	M_pi_m	0.07175	mM		C00009
Michaelis constant	R_SUCOAS1m	M_pi_m	0.1122	mM	R00405	C00009
Michaelis constant	R_ACL	M_pi_m	0.1178	mM		C00009
Michaelis constant	R_PC	M_pi_m	0.137	mM	R00344	C00009
Michaelis constant	PYS_PYRIsy	Pyrimidines	0.08572	mM		
Michaelis constant	R_PC	M_pyr_m	0.07298	mM	R00344	C00022
Michaelis constant	R_ALCD2m	M_pyr_m	0.1007	mM		C00022
Michaelis constant	R_ME1m	M_pyr_m	0.1192	mM	R00214	C00022
Michaelis constant	R_SUCD2_u6m	M_q6_m	0.06518	mM		C17568
Michaelis constant	R_SUCD2_u6m	M_q6h2_m	0.1534	mM		C00390
Michaelis constant	R_SUCOAS1m	M_succ_m	0.08914	mM	R00405	C00042
Michaelis constant	R_SUCD2_u6m	M_succ_m	0.06518	mM		C00042
Michaelis constant	R_AKGDam	M_succoa_m	0.1146	mM	R01197	C00091
Michaelis constant	R_SUCOAS1m	M_succoa_m	0.1122	mM	R00405	C00091
substrate catalytic rate constant	GLI_GLUNim		68.76	1/s		
substrate catalytic rate constant	GTS_GLTEsy		42.23	1/s		
substrate catalytic rate constant	R_GLUDym		21.49	1/s		
substrate catalytic rate constant	R_AKGDam		27.21	1/s	R01197	
substrate catalytic rate constant	R_SUCOAS1m		15.48	1/s	R00405	
substrate catalytic rate constant	R_SUCD2_u6m		52.4	1/s		
substrate catalytic rate constant	R_FUMm		126.6	1/s	R01082	
substrate catalytic rate constant	R_MDHm		10.86	1/s	R00342	
substrate catalytic rate constant	R_CSm		85.23	1/s		
substrate catalytic rate constant	R_ACL		28.93	1/s		
substrate catalytic rate constant	R_ACONTm		34.18	1/s	R01324	
substrate catalytic rate constant	R_ICDHym		25.45	1/s	R00267	
substrate catalytic rate constant	R_ICDHxm		42.79	1/s	R00709	
substrate catalytic rate constant	ASS_ASPAsy		97.03	1/s		
substrate catalytic rate constant	ASC_ASPAcons		18.32	1/s		
substrate catalytic rate constant	PYS_PYRIsy		14.18	1/s		
substrate catalytic rate constant	R_PC		40.65	1/s	R00344	
substrate catalytic rate constant	R_ALCD2m		19.7	1/s		
substrate catalytic rate constant	R_ME1m		29.73	1/s	R00214	
product catalytic rate constant	GLI_GLUNim		5.816	1/s		
product catalytic rate constant	GTS_GLTEsy		9.472	1/s		
product catalytic rate constant	R_GLUDym		18.62	1/s		
product catalytic rate constant	R_AKGDam		14.71	1/s	R01197	
product catalytic rate constant	R_SUCOAS1m		25.86	1/s	R00405	
product catalytic rate constant	R_SUCD2_u6m		7.633	1/s		
product catalytic rate constant	R_FUMm		3.157	1/s	R01082	
product catalytic rate constant	R_MDHm		36.88	1/s	R00342	
product catalytic rate constant	R_CSm		4.692	1/s		
product catalytic rate constant	R_ACL		13.83	1/s		
product catalytic rate constant	R_ACONTm		11.71	1/s	R01324	
product catalytic rate constant	R_ICDHym		15.73	1/s	R00267	
product catalytic rate constant	R_ICDHxm		9.349	1/s	R00709	
product catalytic rate constant	ASS_ASPAsy		4.121	1/s		
product catalytic rate constant	ASC_ASPAcons		21.85	1/s		
product catalytic rate constant	PYS_PYRIsy		28.24	1/s		
product catalytic rate constant	R_PC		9.841	1/s	R00344	
product catalytic rate constant	R_ALCD2m		20.32	1/s		
product catalytic rate constant	R_ME1m		13.46	1/s	R00214	
						
!!SBtab TableName='Flux' TableType='Quantity' TableID='Quantity' Unit='mM/s'						
!QuantityType	!Reaction	!Reaction:Identifiers:kegg.reaction	!Value			
flux	GLI_GLUNim		0.0053176045			
flux	GTS_GLTEsy		0.0053176045			
flux	R_GLUDym		0.0053176045			
flux	R_AKGDam	R01197	0.0059197226			
flux	R_SUCOAS1m	R00405	0.0059197226			
flux	R_SUCD2_u6m		0.0059197226			
flux	R_FUMm	R01082	0.0059197226			
flux	R_MDHm	R00342	0.0037243153			
flux	R_CSm		0.00076582046			
flux	R_ACL		0.00016370239			
flux	R_ACONTm	R01324	0.00060211807			
flux	R_ICDHym	R00267	0.0001693658			
flux	R_ICDHxm	R00709	0.00077148387			
flux	ASS_ASPAsy		0.0033619339			
flux	ASC_ASPAcons		0.0029589638			
flux	PYS_PYRIsy		0.00040297013			
flux	R_PC	R00344	0.00040343904			
flux	R_ALCD2m		0.00076582046			
flux	R_ME1m	R00214	0.0021954073			
