!!SBtab Document='e_coli_artificial' TableName='Parameter' TableType='Quantity' SBtabVersion='1.0' Date='2019-06-11'				
!QuantityType	!Reaction	!Compound	!Value	!Unit
catalytic rate constant geometric mean	TXT_R01067		95.839369	1/s
catalytic rate constant geometric mean	FBP_R00762		538.52316	1/s
catalytic rate constant geometric mean	CSN_R00351		32.484117	1/s
catalytic rate constant geometric mean	ACN_R01325		28.253817	1/s
catalytic rate constant geometric mean	ACN_R01900		53.52602	1/s
catalytic rate constant geometric mean	ICD_R00709		264.72465	1/s
catalytic rate constant geometric mean	KGD_R08549		65.836519	1/s
catalytic rate constant geometric mean	SCS_R00405		140.25281	1/s
catalytic rate constant geometric mean	SDH_R02164		409.37627	1/s
catalytic rate constant geometric mean	FUM_R01082		5.8456613	1/s
catalytic rate constant geometric mean	MDH_R00342		151.06014	1/s
catalytic rate constant geometric mean	PPC_R00345		27.939464	1/s
Michaelis constant	FUM_R01082	_S__Malate	0.033390649	mM
Michaelis constant	MDH_R00342	_S__Malate	0.049270184	mM
Michaelis constant	PDH_R00209	Acetyl_CoA	0.22366257	mM
Michaelis constant	CSN_R00351	Acetyl_CoA	0.1986564	mM
Michaelis constant	SDH_R02164	Fumarate	0.086615949	mM
Michaelis constant	FUM_R01082	Fumarate	0.53965427	mM
Michaelis constant	ACN_R01325	cis_Aconitate	0.11586487	mM
Michaelis constant	ACN_R01900	cis_Aconitate	0.20425266	mM
Michaelis constant	GLH_R02035	_6_Phospho_D_gluconate	0.50785364	mM
Michaelis constant	PGD_R01528	_6_Phospho_D_gluconate	0.24438646	mM
Michaelis constant	GAP_R01061	Orthophosphate	0.17208711	mM
Michaelis constant	FBP_R00762	Orthophosphate	0.092229097	mM
Michaelis constant	SCS_R00405	Orthophosphate	0.12289829	mM
Michaelis constant	PPC_R00345	Orthophosphate	0.25442163	mM
Michaelis constant	PTS_RPTSsy	Pyruvate	0.11512674	mM
Michaelis constant	PYK_R00200	Pyruvate	0.086908778	mM
Michaelis constant	PDH_R00209	Pyruvate	0.065264508	mM
Michaelis constant	ZWF_R00835	NADPplus	0.09491051	mM
Michaelis constant	PGD_R01528	NADPplus	0.099006705	mM
Michaelis constant	ZWF_R00835	NADPH	0.12488056	mM
Michaelis constant	PGD_R01528	NADPH	0.12470745	mM
Michaelis constant	GAP_R01061	NADH	0.15150666	mM
Michaelis constant	PDH_R00209	NADH	0.23406153	mM
Michaelis constant	ICD_R00709	NADH	0.096119546	mM
Michaelis constant	KGD_R08549	NADH	0.18568248	mM
Michaelis constant	MDH_R00342	NADH	0.25658168	mM
Michaelis constant	GAP_R01061	NADplus	0.18605505	mM
Michaelis constant	PDH_R00209	NADplus	0.29954386	mM
Michaelis constant	ICD_R00709	NADplus	0.050564907	mM
Michaelis constant	KGD_R08549	NADplus	0.17571934	mM
Michaelis constant	MDH_R00342	NADplus	0.11647825	mM
Michaelis constant	PFK_R04779	ATP	0.10408912	mM
Michaelis constant	PGK_R01512	ATP	0.18962469	mM
Michaelis constant	PYK_R00200	ATP	0.090901959	mM
Michaelis constant	SCS_R00405	ATP	0.10146844	mM
Michaelis constant	ICD_R00709	_2_Oxoglutarate	0.44464523	mM
Michaelis constant	KGD_R08549	_2_Oxoglutarate	0.30823336	mM
Michaelis constant	CSN_R00351	Oxaloacetate	0.2342264	mM
Michaelis constant	MDH_R00342	Oxaloacetate	0.10563866	mM
Michaelis constant	PPC_R00345	Oxaloacetate	0.26223887	mM
Michaelis constant	SDH_R02164	Ubiquinone	0.073588759	mM
Michaelis constant	TAL_R08575	D_Erythrose_4_phosphate	0.042412032	mM
Michaelis constant	TXT_R01067	D_Erythrose_4_phosphate	0.078362772	mM
Michaelis constant	SDH_R02164	Ubiquinol	0.07203699	mM
Michaelis constant	PFK_R04779	ADP	0.15196761	mM
Michaelis constant	PGK_R01512	ADP	0.19638913	mM
Michaelis constant	PYK_R00200	ADP	0.096341329	mM
Michaelis constant	SCS_R00405	ADP	0.1209626	mM
Michaelis constant	ACN_R01900	Isocitrate	0.17856472	mM
Michaelis constant	ICD_R00709	Isocitrate	0.094182301	mM
Michaelis constant	PGD_R01528	D_Ribulose_5_phosphate	0.026823998	mM
Michaelis constant	RPI_R01056	D_Ribulose_5_phosphate	0.20405241	mM
Michaelis constant	RPE_R01529	D_Ribulose_5_phosphate	0.11173445	mM
Michaelis constant	RPE_R01529	D_Xylulose_5_phosphate	0.13585498	mM
Michaelis constant	TXT_R01641	D_Xylulose_5_phosphate	0.081478893	mM
Michaelis constant	TXT_R01067	D_Xylulose_5_phosphate	0.12442891	mM
Michaelis constant	PTS_RPTSsy	D_Glucose_6_phosphate	0.10741276	mM
Michaelis constant	PGI_R02740	D_Glucose_6_phosphate	0.0061040403	mM
Michaelis constant	ZWF_R00835	D_Glucose_6_phosphate	0.94205202	mM
Michaelis constant	GAP_R01061	_3_Phospho_D_glyceroyl_phosphate	0.15585655	mM
Michaelis constant	PGK_R01512	_3_Phospho_D_glyceroyl_phosphate	0.20124219	mM
Michaelis constant	PDH_R00209	CoA	0.044327859	mM
Michaelis constant	CSN_R00351	CoA	0.065177739	mM
Michaelis constant	KGD_R08549	CoA	0.33811581	mM
Michaelis constant	SCS_R00405	CoA	0.012273391	mM
Michaelis constant	PDH_R00209	CO2	0.24062609	mM
Michaelis constant	PGD_R01528	CO2	0.095186299	mM
Michaelis constant	ICD_R00709	CO2	0.07000787	mM
Michaelis constant	KGD_R08549	CO2	0.15579152	mM
Michaelis constant	PPC_R00345	CO2	0.253023	mM
Michaelis constant	RPI_R01056	D_Ribose_5_phosphate	0.068553562	mM
Michaelis constant	TXT_R01641	D_Ribose_5_phosphate	0.11520122	mM
Michaelis constant	ALD_R01070	Glycerone_phosphate	0.10845809	mM
Michaelis constant	TIM_R01015	Glycerone_phosphate	0.30178279	mM
Michaelis constant	PTS_RPTSsy	D_Glucose	0.10536868	mM
Michaelis constant	PFK_R04779	D_Fructose_1_6_bisphosphate	0.10680779	mM
Michaelis constant	ALD_R01070	D_Fructose_1_6_bisphosphate	0.28634565	mM
Michaelis constant	FBP_R00762	D_Fructose_1_6_bisphosphate	1.3733442	mM
Michaelis constant	ALD_R01070	D_Glyceraldehyde_3_phosphate	0.14627607	mM
Michaelis constant	TIM_R01015	D_Glyceraldehyde_3_phosphate	0.087761025	mM
Michaelis constant	GAP_R01061	D_Glyceraldehyde_3_phosphate	0.021424591	mM
Michaelis constant	TXT_R01641	D_Glyceraldehyde_3_phosphate	0.084526041	mM
Michaelis constant	TAL_R08575	D_Glyceraldehyde_3_phosphate	0.23251862	mM
Michaelis constant	TXT_R01067	D_Glyceraldehyde_3_phosphate	0.13815645	mM
Michaelis constant	PTS_RPTSsy	Phosphoenolpyruvate	0.025196157	mM
Michaelis constant	PGH_R00658	Phosphoenolpyruvate	0.24681044	mM
Michaelis constant	PYK_R00200	Phosphoenolpyruvate	0.19217357	mM
Michaelis constant	PPC_R00345	Phosphoenolpyruvate	0.14876629	mM
Michaelis constant	CSN_R00351	Citrate	0.0069356124	mM
Michaelis constant	ACN_R01325	Citrate	0.25157524	mM
Michaelis constant	KGD_R08549	Succinyl_CoA	0.0079902248	mM
Michaelis constant	SCS_R00405	Succinyl_CoA	0.17907275	mM
Michaelis constant	PGK_R01512	_3_Phospho_D_glycerate	0.11844495	mM
Michaelis constant	PGM_R01518	_3_Phospho_D_glycerate	0.19433174	mM
Michaelis constant	ZWF_R00835	D_Glucono_1_5_lactone_6_phosphate	0.018850671	mM
Michaelis constant	GLH_R02035	D_Glucono_1_5_lactone_6_phosphate	0.0033192	mM
Michaelis constant	PGI_R02740	D_Fructose_6_phosphate	0.27595742	mM
Michaelis constant	PFK_R04779	D_Fructose_6_phosphate	0.045254349	mM
Michaelis constant	TAL_R08575	D_Fructose_6_phosphate	0.048436309	mM
Michaelis constant	TXT_R01067	D_Fructose_6_phosphate	0.13889532	mM
Michaelis constant	FBP_R00762	D_Fructose_6_phosphate	0.24651824	mM
Michaelis constant	PGM_R01518	_2_Phospho_D_glycerate	0.21562793	mM
Michaelis constant	PGH_R00658	_2_Phospho_D_glycerate	0.36705905	mM
Michaelis constant	SCS_R00405	Succinate	0.14505819	mM
Michaelis constant	SDH_R02164	Succinate	0.069401769	mM
Michaelis constant	TXT_R01641	Sedoheptulose_7_phosphate	0.079874778	mM
Michaelis constant	TAL_R08575	Sedoheptulose_7_phosphate	0.23381122	mM
substrate catalytic rate constant	PTS_RPTSsy		9.4175082	1/s
substrate catalytic rate constant	PGI_R02740		103.17521	1/s
substrate catalytic rate constant	PFK_R04779		30.885649	1/s
substrate catalytic rate constant	ALD_R01070		164.30876	1/s
substrate catalytic rate constant	TIM_R01015		73.204495	1/s
substrate catalytic rate constant	GAP_R01061		3.9536174	1/s
substrate catalytic rate constant	PGK_R01512		179.19248	1/s
substrate catalytic rate constant	PGM_R01518		15.53167	1/s
substrate catalytic rate constant	PGH_R00658		62.310144	1/s
substrate catalytic rate constant	PYK_R00200		583.74366	1/s
substrate catalytic rate constant	PDH_R00209		0.3573724	1/s
substrate catalytic rate constant	ZWF_R00835		1663.6319	1/s
substrate catalytic rate constant	GLH_R02035		2.9247642	1/s
substrate catalytic rate constant	PGD_R01528		1779.6555	1/s
substrate catalytic rate constant	RPI_R01056		14.236546	1/s
substrate catalytic rate constant	RPE_R01529		63.439923	1/s
substrate catalytic rate constant	TXT_R01641		203.0523	1/s
substrate catalytic rate constant	TAL_R08575		2060.1838	1/s
substrate catalytic rate constant	TXT_R01067		12.281618	1/s
substrate catalytic rate constant	FBP_R00762		6014.308	1/s
substrate catalytic rate constant	CSN_R00351		2301.5139	1/s
substrate catalytic rate constant	ACN_R01325		142.88306	1/s
substrate catalytic rate constant	ACN_R01900		4.6765847	1/s
substrate catalytic rate constant	ICD_R00709		501.74208	1/s
substrate catalytic rate constant	KGD_R08549		443.29986	1/s
substrate catalytic rate constant	SCS_R00405		878.02251	1/s
substrate catalytic rate constant	SDH_R02164		3446.4175	1/s
substrate catalytic rate constant	FUM_R01082		21.636413	1/s
substrate catalytic rate constant	MDH_R00342		15.387595	1/s
substrate catalytic rate constant	PPC_R00345		44.709677	1/s
product catalytic rate constant	PTS_RPTSsy		2502.5057	1/s
product catalytic rate constant	PGI_R02740		205.74028	1/s
product catalytic rate constant	PFK_R04779		267.04475	1/s
product catalytic rate constant	ALD_R01070		1043.5215	1/s
product catalytic rate constant	TIM_R01015		17.352742	1/s
product catalytic rate constant	GAP_R01061		1403.321	1/s
product catalytic rate constant	PGK_R01512		11.894644	1/s
product catalytic rate constant	PGM_R01518		86.030452	1/s
product catalytic rate constant	PGH_R00658		2.666242	1/s
product catalytic rate constant	PYK_R00200		49.240964	1/s
product catalytic rate constant	PDH_R00209		3086.0588	1/s
product catalytic rate constant	ZWF_R00835		9.6968508	1/s
product catalytic rate constant	GLH_R02035		23.976731	1/s
product catalytic rate constant	PGD_R01528		19.766301	1/s
product catalytic rate constant	RPI_R01056		3.8353557	1/s
product catalytic rate constant	RPE_R01529		311.33545	1/s
product catalytic rate constant	TXT_R01641		298.54235	1/s
product catalytic rate constant	TAL_R08575		0.56107516	1/s
product catalytic rate constant	TXT_R01067		747.88069	1/s
product catalytic rate constant	FBP_R00762		48.219544	1/s
product catalytic rate constant	CSN_R00351		0.45848858	1/s
product catalytic rate constant	ACN_R01325		5.5869336	1/s
product catalytic rate constant	ACN_R01900		612.63399	1/s
product catalytic rate constant	ICD_R00709		139.67165	1/s
product catalytic rate constant	KGD_R08549		9.7776869	1/s
product catalytic rate constant	SCS_R00405		22.403584	1/s
product catalytic rate constant	SDH_R02164		48.626996	1/s
product catalytic rate constant	FUM_R01082		1.5793633	1/s
product catalytic rate constant	MDH_R00342		1482.9585	1/s
product catalytic rate constant	PPC_R00345		17.459613	1/s
