!!!SBtab DocumentName='MB result' Document='MBresult' StringencyAlpha='0.100000.2' CalculationTime='1658.137358 s'							
							
!!SBtab TableName='Metabolic fluxes' TableID='Flux' TableType='QuantityMatrix' Unit='mM/s'							
!QuantityType	!Reaction	state_1	state_2	state_3	state_4	state_5	state_6
concentration	cis_Aconitate	0.025074267	0.13727604	0.025162771	0.034608963	0.032738372	0.088392787
concentration	_6_Phospho_D_gluconate	1.1897962e-05	1.4079044e-05	6.1849862e-05	1.1931374e-05	1.7799516e-05	2.6510401e-05
concentration	Orthophosphate	0.014102405	0.013968492	0.0072569452	0.0096323179	0.010192568	0.019092603
concentration	Pyruvate	0.12856431	0.082913597	0.038519142	0.34846064	0.14079403	0.16219314
concentration	NADPplus	0.21631049	0.18416545	0.087047012	0.19756139	0.13736212	0.075935599
concentration	NADPH	0.12640878	0.11279475	0.13902709	0.056307944	0.088765971	0.14869573
concentration	NADH	0.0074677854	0.013500155	0.010554482	0.0048260902	0.0098345167	0.010226702
concentration	NADplus	0.12090907	0.073737069	0.10406634	0.077355694	0.096982854	0.082648969
concentration	ATP	0.078548615	0.079247805	0.13742932	0.099089493	0.10457348	0.098254601
concentration	H2O	0.093480061	0.19044768	0.072071081	0.11856465	0.21038267	0.12135584
concentration	_2_Oxoglutarate	4.861602	3.8470401	3.447504	4.2668035	6.0622491	5.6926118
concentration	Oxaloacetate	0.064840481	0.10581616	0.10893087	0.077319512	0.084911288	0.088929632
concentration	Ubiquinone	8.8810118e-05	4.9953557e-05	0.00016517433	0.00014074928	0.00012336365	0.00013100852
concentration	D_Erythrose_4_phosphate	0.83629267	1.5278423	1.3302072	1.3262619	0.94416428	1.2430793
concentration	Ubiquinol	7.5132569	9.6438689	4.2984659	8.5223281	8.0404141	13.375092
concentration	ADP	0.016374186	0.011987782	0.013439069	0.010560091	0.0058662251	0.010853233
concentration	Isocitrate	0.00013194327	0.00047084228	0.00010991405	0.00014860938	0.0001620995	0.00048857537
concentration	D_Ribulose_5_phosphate	0.28071622	0.31968383	0.43944445	0.39411987	0.3928141	0.2961295
concentration	D_Xylulose_5_phosphate	0.074624969	0.085012746	0.11678827	0.10474665	0.10443247	0.078704082
concentration	D_Glucose_6_phosphate	0.052839847	0.11461752	0.18092213	0.046669412	0.13939516	0.11750302
concentration	_3_Phospho_D_glyceroyl_phosphate	0.0031349922	0.0021265037	0.0040964426	0.0032135568	0.0046946138	0.00079281698
concentration	CoA	0.85383923	1.8890008	1.3400405	2.0426611	1.5722765	2.103492
concentration	CO2	0.00010819336	7.1767154e-05	6.8490922e-05	8.2951911e-05	8.1467452e-05	0.00014859258
concentration	D_Ribose_5_phosphate	0.11619656	0.13101873	0.083893446	0.12542346	0.079972542	0.13497089
concentration	Glycerone_phosphate	0.012287893	0.016523227	0.0065489211	0.024746244	0.011624754	0.0092491888
concentration	D_Glucose	8.8109908	7.4972588	3.7408543	9.0613493	8.6039086	12.320633
concentration	D_Fructose_1_6_bisphosphate	0.12248172	0.1999912	0.049608598	0.14063463	0.15510188	0.098282464
concentration	D_Glyceraldehyde_3_phosphate	0.084951301	0.10291141	0.065161462	0.048352842	0.11422652	0.090363351
concentration	Phosphoenolpyruvate	0.047042429	0.075706061	0.10964361	0.11491548	0.13741838	0.09559338
concentration	Citrate	1.4390517	2.2498477	1.7504195	1.2543045	1.3777958	0.7853768
concentration	Succinyl_CoA	8.6064751	9.5705886	6.6178767	13.557948	19.126047	7.7380869
concentration	_3_Phospho_D_glycerate	0.0141214	0.023435628	0.025262069	0.029204361	0.032692495	0.027832364
concentration	D_Glucono_1_5_lactone_6_phosphate	0.74637943	0.91294201	0.94843824	0.79235446	1.0893716	0.5122733
concentration	D_Fructose_6_phosphate	0.13064582	0.14105266	0.11546778	0.15816644	0.15818429	0.17639187
concentration	_2_Phospho_D_glycerate	0.0030693336	0.00494118	0.0071488572	0.0074823135	0.0089610223	0.0062308388
concentration	Succinate	2.7694062	3.131986	2.5714886	5.697201	4.6825068	3.2678188
concentration	Sedoheptulose_7_phosphate	0.042634861	0.045218911	0.062750124	0.11358615	0.030479272	0.049126091
							
!!SBtab TableName='Enzyme concentrations' TableID='EnzymeConcentration' TableType='QuantityMatrix' Unit='mM'							
!QuantityType	!Reaction	state_1	state_2	state_3	state_4	state_5	state_6
concentration of enzyme	PTS_RPTSsy	0.00064157736	0.00073852581	0.0010015861	0.00035783314	0.00064767715	0.00055959408
concentration of enzyme	PGI_R02740	0.0018355868	0.0014059393	0.0016218424	0.0010324383	0.00086074606	0.0015561455
concentration of enzyme	PFK_R04779	0.001722605	0.0012883106	0.0010165529	0.0011703227	0.00083055783	0.00069407281
concentration of enzyme	ALD_R01070	0.00099723252	0.00095782814	0.00081732984	0.00038066492	0.00057212484	0.0015309373
concentration of enzyme	TIM_R01015	0.00077702528	0.00055499417	0.00087457899	0.0010005342	0.00079512807	0.00050979073
concentration of enzyme	GAP_R01061	0.00048792085	0.00052570521	0.00059849168	0.0013200833	0.00053139323	0.0026883623
concentration of enzyme	PGK_R01512	0.00074309594	0.00039747428	0.0010422591	0.00097077274	0.00051225041	0.00036255289
concentration of enzyme	PGM_R01518	0.0014588462	0.00093431141	0.00089350083	0.0012686512	0.0006538528	0.0011477711
concentration of enzyme	PGH_R00658	0.00094472617	0.0010393349	0.0010376141	0.00046154347	0.00073937719	0.00029958845
concentration of enzyme	PYK_R00200	0.0014811344	0.0010891475	0.0017162978	0.0010658893	0.00060053545	0.00142591
concentration of enzyme	PDH_R00209	0.00031932989	0.00022779327	0.00019403564	0.00032767072	0.00034210649	0.00015696107
concentration of enzyme	ZWF_R00835	0.0015733364	0.0013785315	0.0025511999	0.0025647293	0.0018060074	0.0014707214
concentration of enzyme	GLH_R02035	3.1611486e-05	2.9053712e-05	3.8714231e-05	2.3471525e-05	3.9075637e-05	1.9416095e-05
concentration of enzyme	PGD_R01528	0.0014159	0.0012107939	0.0010391747	0.0010986321	0.0021047716	0.0031776598
concentration of enzyme	RPI_R01056	0.00090710811	0.00070241928	0.00051070095	0.0004910069	0.00046325615	0.0013257083
concentration of enzyme	RPE_R01529	0.00091954418	0.00045981483	0.00075620414	0.0018268701	0.0011604029	0.0022996789
concentration of enzyme	TXT_R01641	0.00037826069	0.00039139132	0.00030002924	0.00030571509	0.00036183584	0.00036313971
concentration of enzyme	TAL_R08575	0.00016209461	0.00056437504	0.00057493359	0.00016991548	0.00074130168	0.00036387515
concentration of enzyme	TXT_R01067	0.0012236367	0.0012507138	0.0014852653	0.0014488967	0.001587944	0.00087921953
concentration of enzyme	FBP_R00762	0.0016186323	0.0026109294	0.0026219816	0.0012787124	0.0012758741	0.0025717361
concentration of enzyme	CSN_R00351	0.00042766691	0.00094840801	0.0016037598	0.00086981809	0.00044275036	0.0013857343
concentration of enzyme	ACN_R01325	0.00069817795	0.0011268975	0.00058635902	0.00071244988	0.00044333385	0.0021147385
concentration of enzyme	ACN_R01900	0.0027926429	0.00067523736	0.0015200138	0.0011626988	0.0011211002	0.0028471609
concentration of enzyme	ICD_R00709	0.00242297	0.0024948979	0.0033165401	0.0021620371	0.0018766641	0.0023152255
concentration of enzyme	KGD_R08549	0.00063878937	0.00041652599	0.00050206766	0.00061453555	0.00031103805	0.0015919558
concentration of enzyme	SCS_R00405	0.00068725484	0.00065323655	0.0020003605	0.00053792427	0.00021216794	0.00054195913
concentration of enzyme	SDH_R02164	0.00054853262	0.0011400738	0.00067049375	0.0013110089	0.0016641679	0.00055113748
concentration of enzyme	FUM_R01082	0.0015421916	0.0010899038	0.001729155	0.0015656478	0.0012726488	0.0010576142
concentration of enzyme	MDH_R00342	0.00048015203	0.00047296253	0.00037222756	0.00059951174	0.0009066482	0.00027178171
concentration of enzyme	PPC_R00345	0.00043173333	0.00091288569	0.00052705785	0.0014483806	0.0006040112	0.0013112109
							
!!SBtab TableName='Gibbs free energies of reaction' TableID='ReactionGibbsFreeEnergy' TableType='QuantityMatrix' Unit='kJ/mol'							
!QuantityType	!Reaction	state_1	state_2	state_3	state_4	state_5	state_6
Gibbs energy of reaction	PTS_RPTSsy	0.072988345	0.020040254	0.016323015	0.19258752	0.041458378	0.10464973
Gibbs energy of reaction	PGI_R02740	6.8524193	8.5819673	10.20967	6.0707187	8.7829724	8.0893702
Gibbs energy of reaction	PFK_R04779	1.6861127	1.4555989	5.4968427	3.4805906	4.828977	4.5503531
Gibbs energy of reaction	ALD_R01070	0.012872757	0.0070010889	0.035861514	0.0086650896	0.024045946	0.007414528
Gibbs energy of reaction	TIM_R01015	3.8342468	3.575537	4.7368453	0.70180599	4.7058059	4.6915672
Gibbs energy of reaction	GAP_R01061	5.4810048	6.7607393	9.6780049	7.9093637	7.78191	2.8913234
Gibbs energy of reaction	PGK_R01512	2.0375239	5.0504323	4.6926167	5.4406479	6.3715633	8.7019146
Gibbs energy of reaction	PGM_R01518	0.13722418	0.061808485	0.79136982	0.54490079	0.71226702	0.2104584
Gibbs energy of reaction	PGH_R00658	0.0010947228	0.00026332913	0.0028132216	0.0062149288	0.002473965	0.0035814989
Gibbs energy of reaction	PYK_R00200	2.4527713	0.98086985	0.75630565	4.3736627	3.2746831	2.8454191
Gibbs energy of reaction	PDH_R00209	10.525319	7.8955472	8.2709319	14.43832	11.031872	10.898932
Gibbs energy of reaction	ZWF_R00835	0.34516073	0.95869054	0.38035165	0.97877199	0.87287062	0.42854338
Gibbs energy of reaction	GLH_R02035	36.679287	36.761385	33.187031	36.820514	36.618101	33.760201
Gibbs energy of reaction	PGD_R01528	2.6429049	3.639188	4.2591355	4.247217	3.2625245	0.71233978
Gibbs energy of reaction	RPI_R01056	1.1383861	1.163005	3.0568578	1.7900999	2.8974343	0.89960486
Gibbs energy of reaction	RPE_R01529	0.00094399897	0.0017814464	0.00025101026	0.00034567775	0.0011258277	0.00036709377
Gibbs energy of reaction	TXT_R01641	0.0045085411	0.0038879269	0.0066736426	0.0023909472	0.0094310026	0.0033114756
Gibbs energy of reaction	TAL_R08575	1.6937354	0.63114803	1.1500145	1.1087938	0.82086403	0.4713427
Gibbs energy of reaction	TXT_R01067	4.4173533	3.2658143	1.1929562	1.510514	4.4916947	4.2001732
Gibbs energy of reaction	FBP_R00762	13.556169	14.605287	13.268826	14.369929	14.472234	11.515269
Gibbs energy of reaction	CSN_R00351	0.054376276	0.027009289	0.025383548	0.023698311	0.023676883	0.032085121
Gibbs energy of reaction	ACN_R01325	14.674625	11.567814	15.151446	13.535113	13.905639	10.05007
Gibbs energy of reaction	ACN_R01900	0.5501178	1.6111129	1.0116917	1.0541428	0.70100566	0.42821907
Gibbs energy of reaction	ICD_R00709	6.6224347	8.6801481	6.9256126	7.8744279	6.0598043	6.9674862
Gibbs energy of reaction	KGD_R08549	23.597981	23.046844	24.418494	24.943809	23.153319	23.978859
Gibbs energy of reaction	SCS_R00405	8.4206132	11.24944	13.528809	13.852754	13.315449	12.152914
Gibbs energy of reaction	SDH_R02164	1.6055311	2.4305862	1.0014636	0.58297339	1.043547	1.2519272
Gibbs energy of reaction	FUM_R01082	0.12650013	0.49476039	0.066572678	0.083312202	0.2317205	0.20054774
Gibbs energy of reaction	MDH_R00342	7.015033	11.469859	7.4558769	5.9247748	7.4208696	9.855919
Gibbs energy of reaction	PPC_R00345	12.840798	13.869359	11.515624	10.776588	10.75036	11.830696
