!!!SBtab									
									
!!SBtab TableName='Metabolic fluxes' TableID='FluxData' TableType='QuantityMatrix' Unit='mM/s'									
!QuantityType	!Reaction	state_1_Mean	state_1_Std	state_2_Mean	state_2_Std	state_3_Mean	state_3_Std	state_4_Mean	state_4_Std
concentration	Acetyl_CoA	2.2762948	0.96222403	3.2119299	1.357731	2.8266705	1.1948761	3.1200291	1.3188832
concentration	Fumarate	0.00066147563	0.00027961569	0.00069067117	0.00029195709	0.0012140364	0.00051319142	0.00095864279	0.00040523272
concentration	cis_Aconitate	0.07156895	0.030253271	0.020133865	0.0085108874	0.010995399	0.0046479205	0.0093480255	0.0039515509
concentration	_6_Phospho_D_gluconate	1.1340544e-05	4.7938182e-06	9.2756619e-06	3.9209617e-06	3.2154536e-05	1.3592206e-05	9.4442312e-06	3.9922185e-06
concentration	Orthophosphate	0.015821284	0.0066878946	0.015629965	0.0066070213	0.008037336	0.0033975028	0.01080141	0.0045659184
concentration	Pyruvate	0.13044553	0.055141288	0.093592414	0.03956292	0.04322712	0.018272753	0.40088739	0.16946113
concentration	NADPplus	0.2249939	0.095108304	0.19563786	0.082699064	0.092625153	0.039154045	0.21017905	0.088845846
concentration	NADPH	0.13794817	0.058312763	0.13013753	0.055011089	0.15272432	0.064558866	0.061293603	0.025909727
concentration	NADH	0.008389636	0.0035464253	0.014106638	0.0059630881	0.011227342	0.0047459661	0.0053458681	0.0022597788
concentration	NADplus	0.13865754	0.058612627	0.084309263	0.035638793	0.12334181	0.052138437	0.089648084	0.037895593
concentration	ATP	0.087387023	0.036939808	0.08528713	0.036052152	0.14954682	0.063215691	0.10595426	0.044788458
concentration	H2O	0.10195092	0.043096185	0.20866012	0.088203768	0.078453244	0.033163365	0.12971258	0.054831459
concentration	_2_Oxoglutarate	2.3567583	0.99623715	1.4558705	0.61541836	1.2612347	0.53314286	1.6461931	0.69587056
concentration	Oxaloacetate	0.071088552	0.0300502	0.11604005	0.049051871	0.12185082	0.051508172	0.08570096	0.036227084
concentration	Ubiquinone	9.4370591e-05	3.9891867e-05	5.5912963e-05	2.363525e-05	0.00018463403	7.8047578e-05	0.00014803808	6.2577922e-05
concentration	D_Erythrose_4_phosphate	0.56615694	0.23932305	1.1630603	0.49164307	0.92883406	0.39263212	0.93130229	0.39367548
concentration	Ubiquinol	8.2219265	3.4755319	10.303866	4.3555991	4.5994403	1.9442525	9.3331555	3.9452651
concentration	ADP	0.015805129	0.0066810656	0.012939636	0.0054697786	0.014461393	0.0061130484	0.011331078	0.0047898171
concentration	Isocitrate	0.00038027321	0.0001607472	9.9974718e-05	4.2260816e-05	5.5581499e-05	2.3495135e-05	4.5367785e-05	1.9177645e-05
concentration	D_Ribulose_5_phosphate	0.40954887	0.17312247	0.51635575	0.21827134	0.66983585	0.28314968	0.55425977	0.23429394
concentration	D_Xylulose_5_phosphate	0.099560385	0.042085671	0.12553754	0.053066606	0.16282551	0.06882879	0.13473928	0.05695632
concentration	D_Glucose_6_phosphate	0.059667419	0.025222315	0.11661758	0.049296005	0.19781424	0.083619054	0.052541404	0.022210041
concentration	_3_Phospho_D_glyceroyl_phosphate	0.0021834508	0.00092297746	0.0024845746	0.001050267	0.0012749427	0.00053893745	0.0021377233	0.00090364778
concentration	CoA	1.3919109	0.58838166	1.5835236	0.66937923	2.5379037	1.0728101	2.3071739	0.9752771
concentration	CO2	0.00011772588	4.9764499e-05	8.5716617e-05	3.6233703e-05	7.3996057e-05	3.1279246e-05	9.1042041e-05	3.8484839e-05
concentration	D_Ribose_5_phosphate	0.072663054	0.030715765	0.091127406	0.038520924	0.055771531	0.023575465	0.082164609	0.034732215
concentration	Glycerone_phosphate	0.013110371	0.0055419509	0.015693037	0.0066336825	0.0069462018	0.0029362639	0.022201338	0.0093848392
concentration	D_Glucose	8.9177776	3.7696786	9.1389529	3.8631728	4.1718549	1.7635058	9.3857598	3.9675018
concentration	D_Fructose_1_6_bisphosphate	0.13815029	0.058398205	0.21509589	0.090924266	0.055400874	0.023418782	0.13471841	0.056947496
concentration	D_Glyceraldehyde_3_phosphate	0.097054657	0.041026462	0.12590965	0.0532239	0.073617694	0.031119306	0.055756059	0.023568924
concentration	Phosphoenolpyruvate	0.051120527	0.021609415	0.069585146	0.029414687	0.11897302	0.050291684	0.1311947	0.055457973
concentration	Citrate	4.9990687	2.1131815	10.221037	4.320586	5.870014	2.4813432	5.0693906	2.1429076
concentration	Succinyl_CoA	6.7805859	2.8662556	7.8242069	3.3074099	4.8455254	2.0482764	10.924344	4.6178846
concentration	_3_Phospho_D_glycerate	0.016664067	0.0070441518	0.023331502	0.0098625768	0.028157743	0.011902701	0.028834239	0.012188666
concentration	D_Glucono_1_5_lactone_6_phosphate	0.81808456	0.34581664	0.89040707	0.37638845	1.1152725	0.47144246	0.66577345	0.28143245
concentration	D_Fructose_6_phosphate	0.12887285	0.054476492	0.15348643	0.064881023	0.11566931	0.048895158	0.14661896	0.061978037
concentration	_2_Phospho_D_glycerate	0.003152324	0.0013325347	0.0042908795	0.0018138193	0.0073314662	0.003099121	0.0080844852	0.0034174334
concentration	Succinate	0.1656355	0.070016614	0.28255333	0.11943954	0.14233135	0.060165599	0.32110075	0.13573411
concentration	Sedoheptulose_7_phosphate	0.036159597	0.015285205	0.044098119	0.018640938	0.059875254	0.02531017	0.096353484	0.040730066
									
!!SBtab TableName='Enzyme concentrations' TableID='EnzymeConcentrationData' TableType='QuantityMatrix' Unit='mM'									
!QuantityType	!Reaction	state_1_Mean	state_1_Std	state_2_Mean	state_2_Std	state_3_Mean	state_3_Std	state_4_Mean	state_4_Std
concentration of enzyme	PTS_RPTSsy	0.00047784766	0.00020199339	0.00098500477	0.00041637632	0.0005976624	0.00025264088	0.00087020487	0.00036784868
concentration of enzyme	PGI_R02740	0.0011440436	0.00048360444	0.0024430512	0.0010327145	0.0020051096	0.00084758998	0.0019510835	0.00082475234
concentration of enzyme	PFK_R04779	0.00096878892	0.00040952164	0.00090872405	0.00038413132	0.00091770408	0.00038792731	0.00081619153	0.00034501643
concentration of enzyme	ALD_R01070	0.0011363731	0.000480362	0.0018431797	0.00077913976	0.0008075633	0.00034136914	0.00075729804	0.00032012127
concentration of enzyme	TIM_R01015	0.0020149788	0.00085176181	0.00073574146	0.00031100898	0.001198279	0.00050653054	0.0007995223	0.00033797009
concentration of enzyme	GAP_R01061	0.0009016453	0.00038113902	0.00090290024	0.0003816695	0.0012883805	0.00054461782	0.00080988644	0.00034235117
concentration of enzyme	PGK_R01512	0.00096930911	0.00040974153	0.0012982474	0.00054878871	0.00094200876	0.00039820126	0.00068941577	0.00029142641
concentration of enzyme	PGM_R01518	0.0015832347	0.00066925713	0.0010095551	0.0004267541	0.00099269801	0.00041962837	0.00056271679	0.00023786884
concentration of enzyme	PGH_R00658	0.00090199655	0.0003812875	0.00098026662	0.00041437343	0.0012306597	0.00052021834	0.00082821458	0.00035009875
concentration of enzyme	PYK_R00200	0.0013626668	0.00057601974	0.0015187462	0.00064199685	0.0013075817	0.00055273442	0.00095505624	0.00040371663
concentration of enzyme	PDH_R00209	0.00079932207	0.00033788546	0.00025354102	0.0001071756	0.00069310695	0.00029298673	0.00095975335	0.00040570217
concentration of enzyme	ZWF_R00835	0.0015922499	0.00067306798	0.0016244451	0.00068667738	0.0014550776	0.00061508318	0.0011147186	0.00047120831
concentration of enzyme	GLH_R02035	0.0012495931	0.00052822178	0.00055501352	0.00023461256	0.00051820244	0.00021905196	0.0010710089	0.00045273154
concentration of enzyme	PGD_R01528	0.0024193158	0.0010226812	0.0027930022	0.001180644	0.0013665434	0.00057765843	0.0019010969	0.00080362222
concentration of enzyme	RPI_R01056	0.00084884857	0.00035882105	0.00083770823	0.00035411186	0.0011577269	0.00048938858	0.0013029218	0.00055076465
concentration of enzyme	RPE_R01529	0.0014066555	0.00059461442	0.0023416316	0.00098984287	0.0011022598	0.00046594179	0.0012269454	0.00051864827
concentration of enzyme	TXT_R01641	0.00034821462	0.00014719555	0.00054195403	0.00022909211	0.00083830062	0.00035436227	0.00031725142	0.00013410695
concentration of enzyme	TAL_R08575	0.00052461864	0.00022176418	0.00050481138	0.00021339136	0.00085147245	0.0003599302	0.00060609327	0.00025620474
concentration of enzyme	TXT_R01067	0.00099560534	0.00042085734	0.0025975252	0.0010980129	0.0013207842	0.00055831534	0.0014491955	0.00061259674
concentration of enzyme	FBP_R00762	0.0024760809	0.0010466766	0.0026066523	0.0011018711	0.0024229802	0.0010242302	0.0014808606	0.00062598205
concentration of enzyme	CSN_R00351	0.0005493849	0.00023223326	0.00083769616	0.00035410676	0.00085057415	0.00035955048	0.0011515276	0.00048676804
concentration of enzyme	ACN_R01325	0.0040266648	0.0017021317	0.0013352634	0.0005644359	0.0015681868	0.00066289611	0.0012158733	0.00051396792
concentration of enzyme	ACN_R01900	0.0031165509	0.0013174129	0.0027265468	0.0011525523	0.0051462875	0.0021754131	0.0038505048	0.0016276663
concentration of enzyme	ICD_R00709	0.0012412325	0.00052468765	0.0039337338	0.0016628484	0.0044529374	0.0018823236	0.0036453619	0.0015409493
concentration of enzyme	KGD_R08549	0.00041616898	0.00017592088	0.00045601521	0.00019276449	0.00062690944	0.00026500404	0.0004156537	0.00017570307
concentration of enzyme	SCS_R00405	0.0005746463	0.00024291163	0.00093242528	0.00039415018	0.00065698929	0.00027771925	0.00045084459	0.00019057879
concentration of enzyme	SDH_R02164	0.00044132056	0.00018655284	0.00099028844	0.00041860981	0.00072178646	0.00030510999	0.00063071517	0.00026661278
concentration of enzyme	FUM_R01082	0.0028619546	0.0012097912	0.0025156664	0.00106341	0.0030473964	0.0012881803	0.0019161279	0.00080997608
concentration of enzyme	MDH_R00342	0.00053867365	0.00022770545	0.00067848614	0.00028680629	0.00065736683	0.00027787884	0.00066355865	0.00028049621
concentration of enzyme	PPC_R00345	0.0015262933	0.00064518713	0.0011013426	0.00046555407	0.0012230876	0.0005170175	0.00066835219	0.00028252252
