!!!SBtab Document='MBresult' DocumentName='MB result' RelaxationAlpha='1.000000.2' CalculationTime='797.745522 s'				
				
!!SBtab TableID='Reaction' TableType='Reaction' TableName='Reaction'				
equilibrium constant	PTS_RPTSsy		0.0065319508	dimensionless
equilibrium constant	PGI_R02740		67.438664	dimensionless
equilibrium constant	PFK_R04779		0.92591491	dimensionless
equilibrium constant	ALD_R01070		0.010523356	dimensionless
equilibrium constant	TIM_R01015		0.57402131	dimensionless
equilibrium constant	GAP_R01061		0.39069147	dimensionless
equilibrium constant	PGK_R01512		8.613786	dimensionless
equilibrium constant	PGM_R01518		0.30253324	dimensionless
equilibrium constant	PGH_R00658		18.746446	dimensionless
equilibrium constant	PYK_R00200		4.2089095	dimensionless
equilibrium constant	PDH_R00209		8.6564834e-07	dimensionless
equilibrium constant	ZWF_R00835		1.6455679	dimensionless
equilibrium constant	GLH_R02035		0.0053779091	dimensionless
equilibrium constant	PGD_R01528		4.0618173	dimensionless
equilibrium constant	RPI_R01056		1.0380722	dimensionless
equilibrium constant	RPE_R01529		0.30915995	dimensionless
equilibrium constant	TXT_R01641		1.4367685	dimensionless
equilibrium constant	TAL_R08575		29.277492	dimensionless
equilibrium constant	TXT_R01067		0.027175308	dimensionless
equilibrium constant	FBP_R00762		5.2509026	dimensionless
equilibrium constant	CSN_R00351		3.6523097	dimensionless
equilibrium constant	ACN_R01325		4.4077863	dimensionless
equilibrium constant	ACN_R01900		0.019903825	dimensionless
equilibrium constant	ICD_R00709		19.043853	dimensionless
equilibrium constant	KGD_R08549		0.057342453	dimensionless
equilibrium constant	SCS_R00405		4.2051919	dimensionless
equilibrium constant	SDH_R02164		159.94687	dimensionless
equilibrium constant	FUM_R01082		0.83369431	dimensionless
equilibrium constant	MDH_R00342		0.082559864	dimensionless
equilibrium constant	PPC_R00345		0.033660812	dimensionless
catalytic rate constant geometric mean	PTS_RPTSsy		623.96723	1/s
catalytic rate constant geometric mean	PGI_R02740		107.52435	1/s
catalytic rate constant geometric mean	PFK_R04779		152.81632	1/s
catalytic rate constant geometric mean	ALD_R01070		435.98615	1/s
catalytic rate constant geometric mean	TIM_R01015		39.98508	1/s
catalytic rate constant geometric mean	GAP_R01061		1088.6697	1/s
catalytic rate constant geometric mean	PGK_R01512		81.036034	1/s
catalytic rate constant geometric mean	PGM_R01518		330.24937	1/s
catalytic rate constant geometric mean	PGH_R00658		1807.3085	1/s
catalytic rate constant geometric mean	PYK_R00200		64.616224	1/s
catalytic rate constant geometric mean	PDH_R00209		6984.9551	1/s
catalytic rate constant geometric mean	ZWF_R00835		418.64277	1/s
catalytic rate constant geometric mean	GLH_R02035		156.29857	1/s
catalytic rate constant geometric mean	PGD_R01528		360.5769	1/s
catalytic rate constant geometric mean	RPI_R01056		25.032813	1/s
catalytic rate constant geometric mean	RPE_R01529		242.04425	1/s
catalytic rate constant geometric mean	TXT_R01641		213.45548	1/s
catalytic rate constant geometric mean	TAL_R08575		135.14381	1/s
catalytic rate constant geometric mean	TXT_R01067		108.15962	1/s
catalytic rate constant geometric mean	FBP_R00762		610.35558	1/s
catalytic rate constant geometric mean	CSN_R00351		2512.0392	1/s
catalytic rate constant geometric mean	ACN_R01325		139.65682	1/s
catalytic rate constant geometric mean	ACN_R01900		682.95475	1/s
catalytic rate constant geometric mean	ICD_R00709		2255.9345	1/s
catalytic rate constant geometric mean	KGD_R08549		1499.8869	1/s
catalytic rate constant geometric mean	SCS_R00405		1343.369	1/s
catalytic rate constant geometric mean	SDH_R02164		1099.2708	1/s
catalytic rate constant geometric mean	FUM_R01082		1161.458	1/s
catalytic rate constant geometric mean	MDH_R00342		128.1649	1/s
catalytic rate constant geometric mean	PPC_R00345		141.84633	1/s
Michaelis constant	FUM_R01082	_S__Malate	0.72548688	mM
Michaelis constant	MDH_R00342	_S__Malate	0.031987709	mM
Michaelis constant	PDH_R00209	Acetyl_CoA	0.0007840111	mM
Michaelis constant	CSN_R00351	Acetyl_CoA	0.0016808439	mM
Michaelis constant	SDH_R02164	Fumarate	0.21892416	mM
Michaelis constant	FUM_R01082	Fumarate	1.2181379	mM
Michaelis constant	ACN_R01325	cis_Aconitate	0.0095691776	mM
Michaelis constant	ACN_R01900	cis_Aconitate	0.025693193	mM
Michaelis constant	GLH_R02035	_6_Phospho_D_gluconate	0.052267487	mM
Michaelis constant	PGD_R01528	_6_Phospho_D_gluconate	0.880189	mM
Michaelis constant	GAP_R01061	Orthophosphate	0.016161777	mM
Michaelis constant	FBP_R00762	Orthophosphate	0.1227199	mM
Michaelis constant	SCS_R00405	Orthophosphate	0.14406707	mM
Michaelis constant	PPC_R00345	Orthophosphate	0.032047507	mM
Michaelis constant	PTS_RPTSsy	Pyruvate	0.024739446	mM
Michaelis constant	PYK_R00200	Pyruvate	0.037423379	mM
Michaelis constant	PDH_R00209	Pyruvate	0.047009003	mM
Michaelis constant	ZWF_R00835	NADPplus	0.031519387	mM
Michaelis constant	PGD_R01528	NADPplus	0.16609624	mM
Michaelis constant	ZWF_R00835	NADPH	0.072736669	mM
Michaelis constant	PGD_R01528	NADPH	0.24217287	mM
Michaelis constant	GAP_R01061	NADH	0.03570011	mM
Michaelis constant	PDH_R00209	NADH	0.01470799	mM
Michaelis constant	ICD_R00709	NADH	0.014435049	mM
Michaelis constant	KGD_R08549	NADH	0.012084971	mM
Michaelis constant	MDH_R00342	NADH	0.0047506391	mM
Michaelis constant	GAP_R01061	NADplus	0.11799003	mM
Michaelis constant	PDH_R00209	NADplus	0.075298917	mM
Michaelis constant	ICD_R00709	NADplus	0.03031457	mM
Michaelis constant	KGD_R08549	NADplus	0.072012406	mM
Michaelis constant	MDH_R00342	NADplus	0.043934827	mM
Michaelis constant	PFK_R04779	ATP	0.69504016	mM
Michaelis constant	PGK_R01512	ATP	0.040631259	mM
Michaelis constant	PYK_R00200	ATP	0.012436294	mM
Michaelis constant	SCS_R00405	ATP	2.6792795	mM
Michaelis constant	ICD_R00709	_2_Oxoglutarate	1.0696398	mM
Michaelis constant	KGD_R08549	_2_Oxoglutarate	0.065081923	mM
Michaelis constant	CSN_R00351	Oxaloacetate	0.025177298	mM
Michaelis constant	MDH_R00342	Oxaloacetate	0.097754891	mM
Michaelis constant	PPC_R00345	Oxaloacetate	0.10405413	mM
Michaelis constant	SDH_R02164	Ubiquinone	0.014533207	mM
Michaelis constant	TAL_R08575	D_Erythrose_4_phosphate	0.036203238	mM
Michaelis constant	TXT_R01067	D_Erythrose_4_phosphate	0.18430503	mM
Michaelis constant	SDH_R02164	Ubiquinol	0.038007503	mM
Michaelis constant	PFK_R04779	ADP	0.38652488	mM
Michaelis constant	PGK_R01512	ADP	0.062556272	mM
Michaelis constant	PYK_R00200	ADP	0.002421928	mM
Michaelis constant	SCS_R00405	ADP	0.0026036817	mM
Michaelis constant	ACN_R01900	Isocitrate	0.17742382	mM
Michaelis constant	ICD_R00709	Isocitrate	0.0035270997	mM
Michaelis constant	PGD_R01528	D_Ribulose_5_phosphate	0.02632729	mM
Michaelis constant	RPI_R01056	D_Ribulose_5_phosphate	0.10983522	mM
Michaelis constant	RPE_R01529	D_Ribulose_5_phosphate	0.11071782	mM
Michaelis constant	RPE_R01529	D_Xylulose_5_phosphate	0.014912095	mM
Michaelis constant	TXT_R01641	D_Xylulose_5_phosphate	0.2404669	mM
Michaelis constant	TXT_R01067	D_Xylulose_5_phosphate	2.042465	mM
Michaelis constant	PTS_RPTSsy	D_Glucose_6_phosphate	0.028417072	mM
Michaelis constant	PGI_R02740	D_Glucose_6_phosphate	0.0052552714	mM
Michaelis constant	ZWF_R00835	D_Glucose_6_phosphate	3.5083132	mM
Michaelis constant	GAP_R01061	_3_Phospho_D_glyceroyl_phosphate	0.067876027	mM
Michaelis constant	PGK_R01512	_3_Phospho_D_glyceroyl_phosphate	0.10812172	mM
Michaelis constant	PDH_R00209	CoA	0.0042088134	mM
Michaelis constant	CSN_R00351	CoA	0.0055533793	mM
Michaelis constant	KGD_R08549	CoA	0.17218651	mM
Michaelis constant	SCS_R00405	CoA	0.0050980285	mM
Michaelis constant	PDH_R00209	CO2	0.0029272095	mM
Michaelis constant	PGD_R01528	CO2	0.076877114	mM
Michaelis constant	ICD_R00709	CO2	0.031697094	mM
Michaelis constant	KGD_R08549	CO2	0.0050961607	mM
Michaelis constant	PPC_R00345	CO2	0.0013661697	mM
Michaelis constant	RPI_R01056	D_Ribose_5_phosphate	0.069627319	mM
Michaelis constant	TXT_R01641	D_Ribose_5_phosphate	0.040046141	mM
Michaelis constant	ALD_R01070	Glycerone_phosphate	0.15055406	mM
Michaelis constant	TIM_R01015	Glycerone_phosphate	0.23211243	mM
Michaelis constant	PTS_RPTSsy	D_Glucose	0.0052942643	mM
Michaelis constant	PFK_R04779	D_Fructose_1_6_bisphosphate	0.19863906	mM
Michaelis constant	ALD_R01070	D_Fructose_1_6_bisphosphate	0.14304529	mM
Michaelis constant	FBP_R00762	D_Fructose_1_6_bisphosphate	1.5147756	mM
Michaelis constant	ALD_R01070	D_Glyceraldehyde_3_phosphate	0.08133874	mM
Michaelis constant	TIM_R01015	D_Glyceraldehyde_3_phosphate	0.05482286	mM
Michaelis constant	GAP_R01061	D_Glyceraldehyde_3_phosphate	0.0220922	mM
Michaelis constant	TXT_R01641	D_Glyceraldehyde_3_phosphate	0.028265707	mM
Michaelis constant	TAL_R08575	D_Glyceraldehyde_3_phosphate	0.0068160924	mM
Michaelis constant	TXT_R01067	D_Glyceraldehyde_3_phosphate	0.0023164787	mM
Michaelis constant	PTS_RPTSsy	Phosphoenolpyruvate	0.0091660392	mM
Michaelis constant	PGH_R00658	Phosphoenolpyruvate	0.28406664	mM
Michaelis constant	PYK_R00200	Phosphoenolpyruvate	0.13703517	mM
Michaelis constant	PPC_R00345	Phosphoenolpyruvate	0.05407477	mM
Michaelis constant	CSN_R00351	Citrate	0.00070499074	mM
Michaelis constant	ACN_R01325	Citrate	0.028383974	mM
Michaelis constant	KGD_R08549	Succinyl_CoA	0.016603648	mM
Michaelis constant	SCS_R00405	Succinyl_CoA	0.19380908	mM
Michaelis constant	PGK_R01512	_3_Phospho_D_glycerate	0.053609396	mM
Michaelis constant	PGM_R01518	_3_Phospho_D_glycerate	0.040467646	mM
Michaelis constant	ZWF_R00835	D_Glucono_1_5_lactone_6_phosphate	0.016038943	mM
Michaelis constant	GLH_R02035	D_Glucono_1_5_lactone_6_phosphate	0.05385171	mM
Michaelis constant	PGI_R02740	D_Fructose_6_phosphate	0.20561878	mM
Michaelis constant	PFK_R04779	D_Fructose_6_phosphate	0.032589413	mM
Michaelis constant	TAL_R08575	D_Fructose_6_phosphate	0.037563417	mM
Michaelis constant	TXT_R01067	D_Fructose_6_phosphate	0.25663957	mM
Michaelis constant	FBP_R00762	D_Fructose_6_phosphate	0.23116528	mM
Michaelis constant	PGM_R01518	_2_Phospho_D_glycerate	0.76964706	mM
Michaelis constant	PGH_R00658	_2_Phospho_D_glycerate	3.0857993	mM
Michaelis constant	SCS_R00405	Succinate	0.090522925	mM
Michaelis constant	SDH_R02164	Succinate	0.025329261	mM
Michaelis constant	TXT_R01641	Sedoheptulose_7_phosphate	0.27512434	mM
Michaelis constant	TAL_R08575	Sedoheptulose_7_phosphate	0.53539292	mM
substrate catalytic rate constant	PTS_RPTSsy		13.249279	1/s
substrate catalytic rate constant	PGI_R02740		141.16515	1/s
substrate catalytic rate constant	PFK_R04779		79.868854	1/s
substrate catalytic rate constant	ALD_R01070		152.85923	1/s
substrate catalytic rate constant	TIM_R01015		62.334767	1/s
substrate catalytic rate constant	GAP_R01061		89.723624	1/s
substrate catalytic rate constant	PGK_R01512		419.0989	1/s
substrate catalytic rate constant	PGM_R01518		41.652082	1/s
substrate catalytic rate constant	PGH_R00658		25790.84	1/s
substrate catalytic rate constant	PYK_R00200		111.94534	1/s
substrate catalytic rate constant	PDH_R00209		136.53199	1/s
substrate catalytic rate constant	ZWF_R00835		5228.4744	1/s
substrate catalytic rate constant	GLH_R02035		11.634445	1/s
substrate catalytic rate constant	PGD_R01528		12550.516	1/s
substrate catalytic rate constant	RPI_R01056		32.033501	1/s
substrate catalytic rate constant	RPE_R01529		366.71259	1/s
substrate catalytic rate constant	TXT_R01641		284.71756	1/s
substrate catalytic rate constant	TAL_R08575		1197.8733	1/s
substrate catalytic rate constant	TXT_R01067		448.66514	1/s
substrate catalytic rate constant	FBP_R00762		10220.103	1/s
substrate catalytic rate constant	CSN_R00351		15783.673	1/s
substrate catalytic rate constant	ACN_R01325		504.97713	1/s
substrate catalytic rate constant	ACN_R01900		36.665978	1/s
substrate catalytic rate constant	ICD_R00709		4601.5147	1/s
substrate catalytic rate constant	KGD_R08549		10089.832	1/s
substrate catalytic rate constant	SCS_R00405		667.97801	1/s
substrate catalytic rate constant	SDH_R02164		2924.1729	1/s
substrate catalytic rate constant	FUM_R01082		1374.1697	1/s
substrate catalytic rate constant	MDH_R00342		64.062567	1/s
substrate catalytic rate constant	PPC_R00345		174.84673	1/s
product catalytic rate constant	PTS_RPTSsy		29385.38	1/s
product catalytic rate constant	PGI_R02740		81.900426	1/s
product catalytic rate constant	PFK_R04779		292.38969	1/s
product catalytic rate constant	ALD_R01070		1243.5227	1/s
product catalytic rate constant	TIM_R01015		25.648715	1/s
product catalytic rate constant	GAP_R01061		13209.471	1/s
product catalytic rate constant	PGK_R01512		15.668948	1/s
product catalytic rate constant	PGM_R01518		2618.4681	1/s
product catalytic rate constant	PGH_R00658		126.64822	1/s
product catalytic rate constant	PYK_R00200		37.297277	1/s
product catalytic rate constant	PDH_R00209		357349.2	1/s
product catalytic rate constant	ZWF_R00835		33.520633	1/s
product catalytic rate constant	GLH_R02035		2099.7343	1/s
product catalytic rate constant	PGD_R01528		10.35939	1/s
product catalytic rate constant	RPI_R01056		19.562074	1/s
product catalytic rate constant	RPE_R01529		159.75841	1/s
product catalytic rate constant	TXT_R01641		160.02962	1/s
product catalytic rate constant	TAL_R08575		15.246896	1/s
product catalytic rate constant	TXT_R01067		26.074019	1/s
product catalytic rate constant	FBP_R00762		36.451096	1/s
product catalytic rate constant	CSN_R00351		399.80179	1/s
product catalytic rate constant	ACN_R01325		38.623586	1/s
product catalytic rate constant	ACN_R01900		12720.98	1/s
product catalytic rate constant	ICD_R00709		1105.9924	1/s
product catalytic rate constant	KGD_R08549		222.96316	1/s
product catalytic rate constant	SCS_R00405		2701.6463	1/s
product catalytic rate constant	SDH_R02164		413.24377	1/s
product catalytic rate constant	FUM_R01082		981.67259	1/s
product catalytic rate constant	MDH_R00342		256.40934	1/s
product catalytic rate constant	PPC_R00345		115.07439	1/s
