!!!SBtab									
									
!!SBtab TableName='Metabolic fluxes' TableID='MetabolicFluxData' TableType='QuantityMatrix' Unit='mM/s'									
!QuantityType	!Reaction	state_1_Mean	state_1_Std	state_2_Mean	state_2_Std	state_3_Mean	state_3_Std	state_4_Mean	state_4_Std
concentration	CO2	0.0001123594	2.0656966e-05	8.5893577e-05	1.5791298e-05	6.2396254e-05	1.1471379e-05	8.9856039e-05	1.6519785e-05
concentration	D_Ribose_5_phosphate	0.33539682	0.061661783	0.32373693	0.059518144	0.27298671	0.050187854	0.37710916	0.069330482
concentration	Glycerone_phosphate	0.018976897	0.0034888503	0.016494813	0.003032526	0.011155764	0.0020509565	0.020539636	0.0037761554
concentration	D_Glucose	7.3553029	1.3522522	7.9379494	1.4593701	3.7863537	0.6961107	7.4313037	1.3662247
concentration	D_Fructose_1_6_bisphosphate	0.12761573	0.0234618	0.16735931	0.030768548	0.04610137	0.0084756099	0.11132379	0.020466572
concentration	D_Glyceraldehyde_3_phosphate	0.091326194	0.016790069	0.1111125	0.020427727	0.067046299	0.012326277	0.042783476	0.0078656243
concentration	Phosphoenolpyruvate	0.06901047	0.012687385	0.068625163	0.012616547	0.11176946	0.020548508	0.11238702	0.020662044
concentration	Citrate	0.00012852679	2.3629297e-05	0.00016003943	2.9422809e-05	8.7566039e-05	1.6098775e-05	7.817259e-05	1.4371815e-05
concentration	Succinyl_CoA	13.098755	2.40817	13.435229	2.4700299	8.436811	1.5510845	13.134542	2.4147493
concentration	_3_Phospho_D_glycerate	0.016479004	0.0030296195	0.012040869	0.0022136806	0.02024164	0.0037213699	0.029671725	0.0054550649
concentration	D_Glucono_1_5_lactone_6_phosphate	0.32083416	0.058984477	0.97144277	0.17859708	0.41960028	0.077142356	0.56514939	0.10390116
concentration	D_Fructose_6_phosphate	0.12186677	0.02240487	0.14827022	0.027259072	0.1103665	0.020290577	0.11898807	0.021875629
concentration	_2_Phospho_D_glycerate	0.0024657516	0.00045332165	0.0048084869	0.00088402709	0.0079029946	0.0014529438	0.0061651251	0.0011334413
concentration	Succinate	27.994975	5.146799	33.453749	6.1503797	14.988485	2.7555918	34.122472	6.2733226
concentration	Sedoheptulose_7_phosphate	0.24737201	0.045478662	0.16913633	0.031095248	0.12789054	0.023512323	0.33373945	0.061357079
									
!!SBtab TableName='Enzyme concentrations' TableID='EnzymeConcentrationData' TableType='QuantityMatrix' Unit='mM'									
!QuantityType	!Reaction	state_1_Mean	state_1_Std	state_2_Mean	state_2_Std	state_3_Mean	state_3_Std	state_4_Mean	state_4_Std
concentration of enzyme	PTS_RPTSsy	0.00050504118	9.2850431e-05	0.001181711	0.00021725432	0.00066933956	0.00012305623	0.00082772737	0.0001521754
concentration of enzyme	PGI_R02740	0.0010854264	0.00019955265	0.0019375551	0.00035621417	0.001645792	0.00030257432	0.001690082	0.00031071693
concentration of enzyme	PFK_R04779	0.00081559089	0.00014994414	0.00082813744	0.00015225079	0.0013154075	0.00024183404	0.0006856306	0.0001260513
concentration of enzyme	ALD_R01070	0.0012805018	0.00023541673	0.0016044408	0.00029497202	0.00047499175	8.7325926e-05	0.00061908167	0.00011381646
concentration of enzyme	TIM_R01015	0.0018105878	0.00033287159	0.00062016939	0.00011401643	0.0013229351	0.00024321797	0.0008418875	0.0001547787
concentration of enzyme	GAP_R01061	0.00094962371	0.0001745857	0.0012185019	0.00022401823	0.0012576151	0.00023120907	0.0007322327	0.00013461897
concentration of enzyme	PGK_R01512	0.00094164415	0.00017311868	0.0011079549	0.00020369446	0.00082748693	0.00015213119	0.00063101856	0.00011601103
concentration of enzyme	PGM_R01518	0.0014749085	0.00027115788	0.00096092051	0.00017666259	0.0010235315	0.00018817345	0.00051994876	9.5591148e-05
concentration of enzyme	PGH_R00658	0.00070493815	0.00012960094	0.00091475183	0.00016817461	0.0013518489	0.0002485337	0.00095173259	0.00017497342
concentration of enzyme	PYK_R00200	0.0018321906	0.00033684319	0.0012432613	0.00022857017	0.0021425127	0.00039389507	0.00085412082	0.00015702776
concentration of enzyme	PDH_R00209	0.0006307319	0.00011595832	0.00019245857	3.5382979e-05	0.00057984949	0.00010660373	0.00083637492	0.00015376523
concentration of enzyme	ZWF_R00835	0.001111961	0.00020443098	0.0010666214	0.00019609542	0.0015645395	0.00028763628	0.0011216924	0.00020622007
concentration of enzyme	GLH_R02035	0.0011243054	0.00020670046	0.00052228133	9.6019984e-05	0.00058541825	0.00010762753	0.00088630768	0.00016294523
concentration of enzyme	PGD_R01528	0.0021539999	0.00039600695	0.0022500637	0.00041366802	0.0012921894	0.00023756546	0.001727426	0.00031758251
concentration of enzyme	RPI_R01056	0.00067710812	0.00012448446	0.00068827192	0.0001265369	0.0011267325	0.00020714667	0.0011120439	0.00020444621
concentration of enzyme	RPE_R01529	0.0014653552	0.00026940152	0.0015393887	0.00028301238	0.001273671	0.0002341609	0.0012562504	0.00023095817
concentration of enzyme	TXT_R01641	0.0003051753	5.6105639e-05	0.00060768194	0.00011172065	0.00073624696	0.00013535698	0.00037154317	6.8307189e-05
concentration of enzyme	TAL_R08575	0.00053009846	9.7457142e-05	0.00034910835	6.4182609e-05	0.00087601615	0.00016105316	0.00055208806	0.00010149987
concentration of enzyme	TXT_R01067	0.0011789585	0.00021674828	0.0035436785	0.00065149553	0.0014741339	0.00027101545	0.0015815263	0.00029075926
concentration of enzyme	FBP_R00762	0.0017952293	0.00033004796	0.0016701046	0.00030704414	0.0024351418	0.00044769412	0.001370169	0.0002519018
concentration of enzyme	CSN_R00351	0.00055791963	0.00010257199	0.00082458341	0.00015159739	0.00076453907	0.0001405584	0.0012665828	0.00023285776
concentration of enzyme	ACN_R01325	0.0049040306	0.00090159253	0.0008107609	0.00014905616	0.0015369737	0.00028256838	0.0010180061	0.00018715762
concentration of enzyme	ACN_R01900	0.0031013488	0.00057017444	0.0027363921	0.00050307816	0.0033986063	0.0006248244	0.0035324351	0.00064942846
concentration of enzyme	ICD_R00709	0.0012771123	0.00023479358	0.0030748914	0.00056531032	0.0047476588	0.000872844	0.0039158146	0.00071991172
concentration of enzyme	KGD_R08549	0.00037360578	6.8686394e-05	0.00043446858	7.9875852e-05	0.00078068569	0.00014352691	0.00042659868	7.8428993e-05
concentration of enzyme	SCS_R00405	0.00060063944	0.00011042591	0.00098199631	0.00018053732	0.00052932512	9.7314967e-05	0.00058319841	0.00010721942
concentration of enzyme	SDH_R02164	0.00046214095	8.4963342e-05	0.00080405296	0.00014782292	0.00060945549	0.00011204671	0.00059345293	0.00010910469
concentration of enzyme	FUM_R01082	0.0024954083	0.00045877394	0.0024206937	0.00044503787	0.0025011881	0.00045983654	0.0017928027	0.00032960185
concentration of enzyme	MDH_R00342	0.00057428645	0.00010558098	0.00053721898	9.8766229e-05	0.00051219203	9.4165094e-05	0.00075041691	0.00013796208
concentration of enzyme	PPC_R00345	0.0010118646	0.00018602851	0.0012816095	0.00023562038	0.0013086374	0.00024058939	0.00046733643	8.5918516e-05
