!!!SBtab DocumentName='CMB result' Document='CMBresult' CalculationTime='857.180014 s'					
					
!!SBtab TableName='Metabolic fluxes' TableID='Flux' TableType='QuantityMatrix' Unit='mM/s'					
!QuantityType	!Reaction	S1	S2	S3	S4
rate of reaction	MDH_R00342	0.0037349197	-0.017137096	-0.0022297898	-0.017690554
rate of reaction	PPC_R00345	0.013911838	-0.002313179	-0.020778076	0.0054000623
					
!!SBtab TableName='Metabolite concentrations' TableID='MetaboliteConcentration' TableType='QuantityMatrix' Unit='mM'					
!QuantityType	!Compound	S1	S2	S3	S4
concentration	_S__Malate	0.12341228	0.072524142	0.029615252	0.06874923
concentration	Acetyl_CoA	0.047166894	0.010891917	0.0016927572	0.038940616
concentration	Fumarate	0.18688092	0.11008899	0.039314741	0.10366906
concentration	cis_Aconitate	0.11366731	0.14602941	0.014259959	0.13133912
concentration	_6_Phospho_D_gluconate	0.080160847	0.12288996	0.10478477	0.034942048
concentration	Orthophosphate	0.0027422306	0.0030516898	0.0010281489	0.0080751317
concentration	Pyruvate	0.10526963	0.16109307	0.098453423	0.23874569
concentration	NADPplus	0.0015250268	0.002216321	0.00091381654	0.00079295792
concentration	NADPH	0.00099671307	0.0026617288	0.0015426337	0.0035511298
concentration	NADH	0.0014623612	0.0029578239	0.00080534389	0.0014947288
concentration	NADplus	0.0024723929	0.0020905258	0.0029334346	0.0012671186
concentration	ATP	0.0010414151	0.0018830847	0.0041015541	0.0024314871
concentration	H2O	0.0010972241	0.0028246183	0.00071540009	0.0013232635
concentration	_2_Oxoglutarate	0.459277	0.49297238	0.15756742	0.28436185
concentration	Oxaloacetate	0.0017581479	0.0019549906	0.0018073343	0.0018124674
concentration	Ubiquinone	0.0011270496	0.00088587799	0.0012372689	0.0011189736
concentration	D_Erythrose_4_phosphate	3.4117255	3.1824073	4.5942492	6.4920506
concentration	Ubiquinol	0.00051307484	0.00063124223	0.0008552528	0.00097074558
concentration	ADP	0.0014860477	0.0017713467	0.0011929245	0.0009872851
concentration	Isocitrate	0.00086559958	0.00049302231	3.3920171e-05	0.0016042812
concentration	D_Ribulose_5_phosphate	0.2833819	0.42470924	0.28794853	0.35975659
concentration	D_Xylulose_5_phosphate	0.0683889	0.089635039	0.071672112	0.10500344
concentration	D_Glucose_6_phosphate	0.084651652	0.099820955	0.099642306	0.030238879
concentration	_3_Phospho_D_glyceroyl_phosphate	0.0015031457	0.00048789733	0.0005599758	0.00058640084
concentration	CoA	0.094639625	0.16524558	0.087583776	0.11114954
concentration	CO2	0.0010173849	0.0020010573	0.0016077125	0.0037591278
concentration	D_Ribose_5_phosphate	0.37581034	0.31626791	0.16931504	0.59124273
concentration	Glycerone_phosphate	0.025187251	0.011408232	0.014507198	0.014440576
concentration	D_Glucose	5.2226213	5.8552867	5.4863416	8.3507323
concentration	D_Fructose_1_6_bisphosphate	0.12112775	0.097923477	0.10943306	0.103939
concentration	D_Glyceraldehyde_3_phosphate	0.059834605	0.11682479	0.13424732	0.059451308
concentration	Phosphoenolpyruvate	0.052237473	0.10115678	0.11896913	0.063663918
concentration	Citrate	0.017371949	0.0079971108	0.00036444851	0.018978417
concentration	Succinyl_CoA	0.11767589	0.58052114	0.090024501	0.2142328
concentration	_3_Phospho_D_glycerate	0.009573944	0.049931315	0.014297551	0.069475473
concentration	D_Glucono_1_5_lactone_6_phosphate	0.012767915	0.046830142	0.028614085	0.01014005
concentration	D_Fructose_6_phosphate	0.24218331	0.20936472	0.045623322	0.12032647
concentration	_2_Phospho_D_glycerate	0.0024147491	0.0073309493	0.0094114732	0.005229864
concentration	Succinate	0.003122766	0.0024678695	0.00024361901	0.00052875145
concentration	Sedoheptulose_7_phosphate	0.13037017	0.28179442	0.065442225	0.26043008
					
!!SBtab TableName='Enzyme concentrations' TableID='EnzymeConcentration' TableType='QuantityMatrix' Unit='mM'					
!QuantityType	!Reaction	S1	S2	S3	S4
concentration of enzyme	PTS_RPTSsy	0.00059155297	0.0013196131	0.00066067183	0.00082686878
concentration of enzyme	PGI_R02740	0.0008399418	0.0023263521	0.0018043627	0.0017635601
concentration of enzyme	PFK_R04779	0.00080147062	0.0012606984	0.0018383959	0.00078649241
concentration of enzyme	ALD_R01070	0.0012950288	0.0014956083	0.00051220554	0.00068199246
concentration of enzyme	TIM_R01015	0.0021064092	0.00067869992	0.00098394179	0.00099955873
concentration of enzyme	GAP_R01061	0.0015173399	0.0012597519	0.0026266274	0.0013304404
concentration of enzyme	PGK_R01512	0.0011965059	0.0026883596	0.00051509827	0.00084605418
concentration of enzyme	PGM_R01518	0.0014806283	0.0012238719	0.001347736	0.00077831932
concentration of enzyme	PGH_R00658	0.00097404271	0.00083908638	0.0013273961	0.00093692574
concentration of enzyme	PYK_R00200	0.0017429412	0.0016567275	0.0030280147	0.0011726538
concentration of enzyme	PDH_R00209	0.00057283785	0.0012512065	0.00047595372	0.0012988488
concentration of enzyme	ZWF_R00835	0.001073141	0.0015170795	0.0015210039	0.0019627055
concentration of enzyme	GLH_R02035	0.00097003244	0.00078310674	0.00057029984	0.0012969133
concentration of enzyme	PGD_R01528	0.0019981997	0.0035725743	0.0010671672	0.0022880883
concentration of enzyme	RPI_R01056	0.00071689223	0.00070752321	0.0014586466	0.0017106058
concentration of enzyme	RPE_R01529	0.0014422031	0.0016297107	0.0012652784	0.0012585375
concentration of enzyme	TXT_R01641	0.000312644	0.00061161602	0.00080078319	0.00028612739
concentration of enzyme	TAL_R08575	0.0012856473	0.00040394411	0.00080903246	0.00054998408
concentration of enzyme	TXT_R01067	0.0014264281	0.0025091825	0.0011860911	0.0023246511
concentration of enzyme	FBP_R00762	0.0024709572	0.0033273305	0.001049831	0.0011656105
concentration of enzyme	CSN_R00351	0.0005632978	0.00075874796	0.0014280031	0.0012858641
concentration of enzyme	ACN_R01325	0.0048340887	0.0011015829	0.0036668205	0.0010136136
concentration of enzyme	ACN_R01900	0.0039965626	0.0025849595	0.0030981528	0.003487487
concentration of enzyme	ICD_R00709	0.001731379	0.0043443581	0.0048402423	0.0047157082
concentration of enzyme	KGD_R08549	0.0005046364	0.00081469045	0.00078306427	0.00051184519
concentration of enzyme	SCS_R00405	0.00059323154	0.0012376061	0.001336982	0.00069883132
concentration of enzyme	SDH_R02164	0.00051264362	0.00084981594	0.00095669711	0.00071820171
concentration of enzyme	FUM_R01082	0.0024852751	0.002384858	0.0025724875	0.0017532657
concentration of enzyme	MDH_R00342	0.00074552546	0.00075445873	0.00051033249	0.0014084751
concentration of enzyme	PPC_R00345	0.0019435849	0.0012896398	0.0025629673	0.00063373819
					
!!SBtab TableName='Gibbs free energies of reaction' TableID='ReactionGibbsFreeEnergy' TableType='QuantityMatrix' Unit='kJ/mol'					
!QuantityType	!Reaction	S1	S2	S3	S4
Gibbs energy of reaction	PTS_RPTSsy	-1.901294	-1.4428699	0.022935281	0.27451086
Gibbs energy of reaction	PGI_R02740	6.8060358	7.5756295	11.348273	5.9881539
Gibbs energy of reaction	PFK_R04779	-0.53487614	0.66432682	-0.47846867	1.2261611
Gibbs energy of reaction	ALD_R01070	-0.19318158	-0.41566264	-1.0804976	0.8223995
Gibbs energy of reaction	TIM_R01015	-3.2336853	-6.8556739	-6.6045525	-4.5967876
Gibbs energy of reaction	GAP_R01061	-1.7457174	0.80526044	2.1760802	1.5378327
Gibbs energy of reaction	PGK_R01512	1.9540262	-5.9625824	-5.4306933	-8.4082103
Gibbs energy of reaction	PGM_R01518	-0.11401375	1.2273337	-2.4920549	2.8833888
Gibbs energy of reaction	PGH_R00658	-1.3177959	-0.20316228	0.014073701	0.10753504
Gibbs energy of reaction	PYK_R00200	1.0228391	0.57341284	-0.71365119	-3.6323822
Gibbs energy of reaction	PDH_R00209	0.30268577	2.5334313	8.9613367	-1.744824
Gibbs energy of reaction	ZWF_R00835	2.372229	-1.9490631	-1.5763587	-4.3792818
Gibbs energy of reaction	GLH_R02035	-4.9642545	-2.8017674	-3.6278725	-3.4771238
Gibbs energy of reaction	PGD_R01528	9.9070517	6.7780456	7.0448212	-0.75366064
Gibbs energy of reaction	RPI_R01056	-0.91175746	0.51885919	1.1044024	-1.4435181
Gibbs energy of reaction	RPE_R01529	0.025379524	0.35774216	-0.051232308	-0.44599513
Gibbs energy of reaction	TXT_R01641	3.6407805	0.31439166	1.4857696	4.1276345
Gibbs energy of reaction	TAL_R08575	-3.3309907	0.77190209	0.36408817	-1.4924575
Gibbs energy of reaction	TXT_R01067	-1.9526284	-2.7521379	1.0361374	2.455095
Gibbs energy of reaction	FBP_R00762	16.802676	16.371421	23.120929	15.479972
Gibbs energy of reaction	CSN_R00351	0.93544251	-1.8933618	2.5268481	-0.08209995
Gibbs energy of reaction	ACN_R01325	0.0062813291	-2.5378936	-4.4271012	-0.13269201
Gibbs energy of reaction	ACN_R01900	1.1406413	3.1570253	4.0251364	-0.030670334
Gibbs energy of reaction	ICD_R00709	3.9242242	-1.485554	-0.68580145	1.6910059
Gibbs energy of reaction	KGD_R08549	4.4023724	-1.8357947	2.9906576	-2.8238357
Gibbs energy of reaction	SCS_R00405	-1.3400941	1.0501473	-1.8631844	3.7106895
Gibbs energy of reaction	SDH_R02164	1.1579203	0.7755944	-2.3365881	-3.3823439
Gibbs energy of reaction	FUM_R01082	0.052595987	0.058616236	-0.27371158	0.042177209
Gibbs energy of reaction	MDH_R00342	0.8377195	-2.905277	-0.86608602	-2.3993685
Gibbs energy of reaction	PPC_R00345	2.3585025	-0.42849791	-3.1796367	1.3809914
