!!SBtab Document='e_coli_artificial' TableName='Parameter' TableType='Quantity' SBtabVersion='1.0' Date='2019-06-11'				
!QuantityType	!Reaction	!Compound	!Value	!Unit
catalytic rate constant geometric mean	ACN_R01325		279.67085	1/s
catalytic rate constant geometric mean	ACN_R01900		520.73759	1/s
catalytic rate constant geometric mean	ICD_R00709		1974.8614	1/s
catalytic rate constant geometric mean	KGD_R08549		9326.2756	1/s
catalytic rate constant geometric mean	SCS_R00405		5173.4597	1/s
catalytic rate constant geometric mean	SDH_R02164		6901.8686	1/s
catalytic rate constant geometric mean	FUM_R01082		2213.3192	1/s
catalytic rate constant geometric mean	MDH_R00342		8969.3547	1/s
catalytic rate constant geometric mean	PPC_R00345		8820.2883	1/s
Michaelis constant	FUM_R01082	_S__Malate	0.014347845	mM
Michaelis constant	MDH_R00342	_S__Malate	0.012159775	mM
Michaelis constant	PDH_R00209	Acetyl_CoA	0.00062725776	mM
Michaelis constant	CSN_R00351	Acetyl_CoA	0.0063683687	mM
Michaelis constant	SDH_R02164	Fumarate	0.15070378	mM
Michaelis constant	FUM_R01082	Fumarate	0.01462827	mM
Michaelis constant	ACN_R01325	cis_Aconitate	0.22865672	mM
Michaelis constant	ACN_R01900	cis_Aconitate	4.7087874	mM
Michaelis constant	GLH_R02035	_6_Phospho_D_gluconate	0.0063914927	mM
Michaelis constant	PGD_R01528	_6_Phospho_D_gluconate	0.00028887427	mM
Michaelis constant	GAP_R01061	Orthophosphate	0.001323585	mM
Michaelis constant	FBP_R00762	Orthophosphate	0.043234857	mM
Michaelis constant	SCS_R00405	Orthophosphate	2.0050137e-05	mM
Michaelis constant	PPC_R00345	Orthophosphate	0.0015147597	mM
Michaelis constant	PTS_RPTSsy	Pyruvate	0.29443505	mM
Michaelis constant	PYK_R00200	Pyruvate	0.0005321393	mM
Michaelis constant	PDH_R00209	Pyruvate	0.017507165	mM
Michaelis constant	ZWF_R00835	NADPplus	0.00024192632	mM
Michaelis constant	PGD_R01528	NADPplus	4.4695112e-06	mM
Michaelis constant	ZWF_R00835	NADPH	0.001173813	mM
Michaelis constant	PGD_R01528	NADPH	0.0080361958	mM
Michaelis constant	GAP_R01061	NADH	3.0863029e-05	mM
Michaelis constant	PDH_R00209	NADH	7.8419436e-05	mM
Michaelis constant	ICD_R00709	NADH	0.0045979081	mM
Michaelis constant	KGD_R08549	NADH	0.00014217231	mM
Michaelis constant	MDH_R00342	NADH	0.00012088745	mM
Michaelis constant	GAP_R01061	NADplus	0.00021755547	mM
Michaelis constant	PDH_R00209	NADplus	5.3591045e-05	mM
Michaelis constant	ICD_R00709	NADplus	0.0010317502	mM
Michaelis constant	KGD_R08549	NADplus	8.3256011e-05	mM
Michaelis constant	MDH_R00342	NADplus	0.00014571713	mM
Michaelis constant	PFK_R04779	ATP	0.0011069556	mM
Michaelis constant	PGK_R01512	ATP	3.2929414e-05	mM
Michaelis constant	PYK_R00200	ATP	0.041539376	mM
Michaelis constant	SCS_R00405	ATP	0.0011137502	mM
Michaelis constant	ICD_R00709	_2_Oxoglutarate	0.82853372	mM
Michaelis constant	KGD_R08549	_2_Oxoglutarate	0.012097386	mM
Michaelis constant	CSN_R00351	Oxaloacetate	0.0024388934	mM
Michaelis constant	MDH_R00342	Oxaloacetate	0.00032686986	mM
Michaelis constant	PPC_R00345	Oxaloacetate	0.00038355228	mM
Michaelis constant	SDH_R02164	Ubiquinone	0.059307469	mM
Michaelis constant	TAL_R08575	D_Erythrose_4_phosphate	0.09766367	mM
Michaelis constant	TXT_R01067	D_Erythrose_4_phosphate	0.62403936	mM
Michaelis constant	SDH_R02164	Ubiquinol	0.00079749362	mM
Michaelis constant	PFK_R04779	ADP	0.00039267432	mM
Michaelis constant	PGK_R01512	ADP	0.0017801418	mM
Michaelis constant	PYK_R00200	ADP	0.0013983334	mM
Michaelis constant	SCS_R00405	ADP	0.0059067463	mM
Michaelis constant	ACN_R01900	Isocitrate	0.10134248	mM
Michaelis constant	ICD_R00709	Isocitrate	1.4726483e-06	mM
Michaelis constant	PGD_R01528	D_Ribulose_5_phosphate	0.15528103	mM
Michaelis constant	RPI_R01056	D_Ribulose_5_phosphate	0.058786644	mM
Michaelis constant	RPE_R01529	D_Ribulose_5_phosphate	0.214948	mM
Michaelis constant	RPE_R01529	D_Xylulose_5_phosphate	0.10209503	mM
Michaelis constant	TXT_R01641	D_Xylulose_5_phosphate	0.0009121109	mM
Michaelis constant	TXT_R01067	D_Xylulose_5_phosphate	0.042617727	mM
Michaelis constant	PTS_RPTSsy	D_Glucose_6_phosphate	0.0060584805	mM
Michaelis constant	PGI_R02740	D_Glucose_6_phosphate	0.0022044571	mM
Michaelis constant	ZWF_R00835	D_Glucose_6_phosphate	0.005258355	mM
Michaelis constant	GAP_R01061	_3_Phospho_D_glyceroyl_phosphate	1.2457888e-05	mM
Michaelis constant	PGK_R01512	_3_Phospho_D_glyceroyl_phosphate	0.001641292	mM
Michaelis constant	PDH_R00209	CoA	0.0033246935	mM
Michaelis constant	CSN_R00351	CoA	0.081259373	mM
Michaelis constant	KGD_R08549	CoA	0.0045272059	mM
Michaelis constant	SCS_R00405	CoA	0.019932152	mM
Michaelis constant	PDH_R00209	CO2	0.0001836523	mM
Michaelis constant	PGD_R01528	CO2	0.0080607832	mM
Michaelis constant	ICD_R00709	CO2	0.0078689811	mM
Michaelis constant	KGD_R08549	CO2	0.00042441951	mM
Michaelis constant	PPC_R00345	CO2	0.00041166527	mM
Michaelis constant	RPI_R01056	D_Ribose_5_phosphate	0.067469869	mM
Michaelis constant	TXT_R01641	D_Ribose_5_phosphate	0.0018179581	mM
Michaelis constant	ALD_R01070	Glycerone_phosphate	0.00090751573	mM
Michaelis constant	TIM_R01015	Glycerone_phosphate	0.033501636	mM
Michaelis constant	PTS_RPTSsy	D_Glucose	0.079718492	mM
Michaelis constant	PFK_R04779	D_Fructose_1_6_bisphosphate	0.013790359	mM
Michaelis constant	ALD_R01070	D_Fructose_1_6_bisphosphate	0.0067406106	mM
Michaelis constant	FBP_R00762	D_Fructose_1_6_bisphosphate	10.63012	mM
Michaelis constant	ALD_R01070	D_Glyceraldehyde_3_phosphate	0.0016862259	mM
Michaelis constant	TIM_R01015	D_Glyceraldehyde_3_phosphate	0.00035709315	mM
Michaelis constant	GAP_R01061	D_Glyceraldehyde_3_phosphate	0.033287453	mM
Michaelis constant	TXT_R01641	D_Glyceraldehyde_3_phosphate	0.02959929	mM
Michaelis constant	TAL_R08575	D_Glyceraldehyde_3_phosphate	0.0045621913	mM
Michaelis constant	TXT_R01067	D_Glyceraldehyde_3_phosphate	0.00013934128	mM
Michaelis constant	PTS_RPTSsy	Phosphoenolpyruvate	0.44645751	mM
Michaelis constant	PGH_R00658	Phosphoenolpyruvate	0.017327689	mM
Michaelis constant	PYK_R00200	Phosphoenolpyruvate	0.054305786	mM
Michaelis constant	PPC_R00345	Phosphoenolpyruvate	0.0066218293	mM
Michaelis constant	CSN_R00351	Citrate	0.0041787696	mM
Michaelis constant	ACN_R01325	Citrate	0.026184503	mM
Michaelis constant	KGD_R08549	Succinyl_CoA	0.0099578155	mM
Michaelis constant	SCS_R00405	Succinyl_CoA	0.00016017221	mM
Michaelis constant	PGK_R01512	_3_Phospho_D_glycerate	7.4366369e-05	mM
Michaelis constant	PGM_R01518	_3_Phospho_D_glycerate	0.034023066	mM
Michaelis constant	ZWF_R00835	D_Glucono_1_5_lactone_6_phosphate	0.0027437092	mM
Michaelis constant	GLH_R02035	D_Glucono_1_5_lactone_6_phosphate	0.00087433283	mM
Michaelis constant	PGI_R02740	D_Fructose_6_phosphate	0.035841358	mM
Michaelis constant	PFK_R04779	D_Fructose_6_phosphate	0.0070053767	mM
Michaelis constant	TAL_R08575	D_Fructose_6_phosphate	0.0286315	mM
Michaelis constant	TXT_R01067	D_Fructose_6_phosphate	0.0012835216	mM
Michaelis constant	FBP_R00762	D_Fructose_6_phosphate	20.002683	mM
Michaelis constant	PGM_R01518	_2_Phospho_D_glycerate	0.0022167682	mM
Michaelis constant	PGH_R00658	_2_Phospho_D_glycerate	0.00056181468	mM
Michaelis constant	SCS_R00405	Succinate	0.0002798802	mM
Michaelis constant	SDH_R02164	Succinate	5.5539432e-06	mM
Michaelis constant	TXT_R01641	Sedoheptulose_7_phosphate	0.017007151	mM
Michaelis constant	TAL_R08575	Sedoheptulose_7_phosphate	0.0087335053	mM
substrate catalytic rate constant	PTS_RPTSsy		1551.1665	1/s
substrate catalytic rate constant	PGI_R02740		173.50785	1/s
substrate catalytic rate constant	PFK_R04779		5980.9816	1/s
substrate catalytic rate constant	ALD_R01070		35188.868	1/s
substrate catalytic rate constant	TIM_R01015		4029.6634	1/s
substrate catalytic rate constant	GAP_R01061		10974.575	1/s
substrate catalytic rate constant	PGK_R01512		134449.78	1/s
substrate catalytic rate constant	PGM_R01518		482.41427	1/s
substrate catalytic rate constant	PGH_R00658		7076.1592	1/s
substrate catalytic rate constant	PYK_R00200		19254.201	1/s
substrate catalytic rate constant	PDH_R00209		9341.6235	1/s
substrate catalytic rate constant	ZWF_R00835		8643.99	1/s
substrate catalytic rate constant	GLH_R02035		11360.572	1/s
substrate catalytic rate constant	PGD_R01528		6.3262988	1/s
substrate catalytic rate constant	RPI_R01056		7035.0158	1/s
substrate catalytic rate constant	RPE_R01529		8220.9263	1/s
substrate catalytic rate constant	TXT_R01641		85.830199	1/s
substrate catalytic rate constant	TAL_R08575		9929.1229	1/s
substrate catalytic rate constant	TXT_R01067		22897.268	1/s
substrate catalytic rate constant	FBP_R00762		46932.489	1/s
substrate catalytic rate constant	CSN_R00351		4138.8375	1/s
substrate catalytic rate constant	ACN_R01325		249.64361	1/s
substrate catalytic rate constant	ACN_R01900		379.00816	1/s
substrate catalytic rate constant	ICD_R00709		23.644558	1/s
substrate catalytic rate constant	KGD_R08549		7834.5064	1/s
substrate catalytic rate constant	SCS_R00405		532.61798	1/s
substrate catalytic rate constant	SDH_R02164		2980.9332	1/s
substrate catalytic rate constant	FUM_R01082		1868.5932	1/s
substrate catalytic rate constant	MDH_R00342		9824.8388	1/s
substrate catalytic rate constant	PPC_R00345		6940.7109	1/s
product catalytic rate constant	PTS_RPTSsy		3663.5054	1/s
product catalytic rate constant	PGI_R02740		28.525806	1/s
product catalytic rate constant	PFK_R04779		10185.378	1/s
product catalytic rate constant	ALD_R01070		963.75035	1/s
product catalytic rate constant	TIM_R01015		20.354077	1/s
product catalytic rate constant	GAP_R01061		8412.4623	1/s
product catalytic rate constant	PGK_R01512		7.6524636	1/s
product catalytic rate constant	PGM_R01518		149.35032	1/s
product catalytic rate constant	PGH_R00658		7725.9055	1/s
product catalytic rate constant	PYK_R00200		1094.6849	1/s
product catalytic rate constant	PDH_R00209		10257.549	1/s
product catalytic rate constant	ZWF_R00835		10202.083	1/s
product catalytic rate constant	GLH_R02035		8278.5602	1/s
product catalytic rate constant	PGD_R01528		27678.641	1/s
product catalytic rate constant	RPI_R01056		7952.2569	1/s
product catalytic rate constant	RPE_R01529		9261.4901	1/s
product catalytic rate constant	TXT_R01641		28859.075	1/s
product catalytic rate constant	TAL_R08575		6728.0445	1/s
product catalytic rate constant	TXT_R01067		6.9038864	1/s
product catalytic rate constant	FBP_R00762		718.90012	1/s
product catalytic rate constant	CSN_R00351		2615.4386	1/s
product catalytic rate constant	ACN_R01325		313.30977	1/s
product catalytic rate constant	ACN_R01900		715.46648	1/s
product catalytic rate constant	ICD_R00709		164946.09	1/s
product catalytic rate constant	KGD_R08549		11102.093	1/s
product catalytic rate constant	SCS_R00405		50251.185	1/s
product catalytic rate constant	SDH_R02164		15980.16	1/s
product catalytic rate constant	FUM_R01082		2621.6418	1/s
product catalytic rate constant	MDH_R00342		8188.3606	1/s
product catalytic rate constant	PPC_R00345		11208.864	1/s
