!!SBtab Document='e_coli_artificial' TableName='Parameter' TableType='Quantity' SBtabVersion='1.0' Date='2019-06-10'				
!QuantityType	!Reaction	!Compound	!Value	!Unit
Michaelis constant	CSN_R00351	CoA	0.11677634	mM
Michaelis constant	KGD_R08549	CoA	3.0982239	mM
Michaelis constant	SCS_R00405	CoA	0.0059454627	mM
Michaelis constant	PDH_R00209	CO2	0.59536655	mM
Michaelis constant	PGD_R01528	CO2	0.069525296	mM
Michaelis constant	ICD_R00709	CO2	0.2221607	mM
Michaelis constant	KGD_R08549	CO2	0.090468679	mM
Michaelis constant	PPC_R00345	CO2	0.059058056	mM
Michaelis constant	RPI_R01056	D_Ribose_5_phosphate	0.11073456	mM
Michaelis constant	TXT_R01641	D_Ribose_5_phosphate	0.091091885	mM
Michaelis constant	ALD_R01070	Glycerone_phosphate	0.23701468	mM
Michaelis constant	TIM_R01015	Glycerone_phosphate	0.37320014	mM
Michaelis constant	PTS_RPTSsy	D_Glucose	0.0064214885	mM
Michaelis constant	PFK_R04779	D_Fructose_1_6_bisphosphate	0.081375109	mM
Michaelis constant	ALD_R01070	D_Fructose_1_6_bisphosphate	0.16776425	mM
Michaelis constant	FBP_R00762	D_Fructose_1_6_bisphosphate	1.5475713	mM
Michaelis constant	ALD_R01070	D_Glyceraldehyde_3_phosphate	0.10205685	mM
Michaelis constant	TIM_R01015	D_Glyceraldehyde_3_phosphate	0.15826643	mM
Michaelis constant	GAP_R01061	D_Glyceraldehyde_3_phosphate	0.0069841339	mM
Michaelis constant	TXT_R01641	D_Glyceraldehyde_3_phosphate	0.01794791	mM
Michaelis constant	TAL_R08575	D_Glyceraldehyde_3_phosphate	0.045870191	mM
Michaelis constant	TXT_R01067	D_Glyceraldehyde_3_phosphate	0.003945457	mM
Michaelis constant	PTS_RPTSsy	Phosphoenolpyruvate	0.031442493	mM
Michaelis constant	PGH_R00658	Phosphoenolpyruvate	0.48665532	mM
Michaelis constant	PYK_R00200	Phosphoenolpyruvate	0.18023338	mM
Michaelis constant	PPC_R00345	Phosphoenolpyruvate	0.1547321	mM
Michaelis constant	CSN_R00351	Citrate	0.021950838	mM
Michaelis constant	ACN_R01325	Citrate	0.55442308	mM
Michaelis constant	KGD_R08549	Succinyl_CoA	0.0034757104	mM
Michaelis constant	SCS_R00405	Succinyl_CoA	0.50392559	mM
Michaelis constant	PGK_R01512	_3_Phospho_D_glycerate	0.059526533	mM
Michaelis constant	PGM_R01518	_3_Phospho_D_glycerate	0.081584526	mM
Michaelis constant	ZWF_R00835	D_Glucono_1_5_lactone_6_phosphate	0.018804128	mM
Michaelis constant	GLH_R02035	D_Glucono_1_5_lactone_6_phosphate	0.0023835804	mM
Michaelis constant	PGI_R02740	D_Fructose_6_phosphate	0.23429062	mM
Michaelis constant	PFK_R04779	D_Fructose_6_phosphate	0.018250233	mM
Michaelis constant	TAL_R08575	D_Fructose_6_phosphate	0.08887944	mM
Michaelis constant	TXT_R01067	D_Fructose_6_phosphate	0.35053393	mM
Michaelis constant	FBP_R00762	D_Fructose_6_phosphate	0.19015503	mM
Michaelis constant	PGM_R01518	_2_Phospho_D_glycerate	3.9534264	mM
Michaelis constant	PGH_R00658	_2_Phospho_D_glycerate	6.080113	mM
Michaelis constant	SCS_R00405	Succinate	0.04280944	mM
Michaelis constant	SDH_R02164	Succinate	0.0092751401	mM
Michaelis constant	TXT_R01641	Sedoheptulose_7_phosphate	0.46089988	mM
Michaelis constant	TAL_R08575	Sedoheptulose_7_phosphate	0.41707165	mM
substrate catalytic rate constant	PTS_RPTSsy		15.985949	1/s
substrate catalytic rate constant	PGI_R02740		108.83167	1/s
substrate catalytic rate constant	PFK_R04779		89.078549	1/s
substrate catalytic rate constant	ALD_R01070		82.199334	1/s
substrate catalytic rate constant	TIM_R01015		47.600505	1/s
substrate catalytic rate constant	GAP_R01061		1.137734	1/s
substrate catalytic rate constant	PGK_R01512		191.38945	1/s
substrate catalytic rate constant	PGM_R01518		5.5543924	1/s
substrate catalytic rate constant	PGH_R00658		16446.681	1/s
substrate catalytic rate constant	PYK_R00200		48.910943	1/s
substrate catalytic rate constant	PDH_R00209		0.59247217	1/s
substrate catalytic rate constant	ZWF_R00835		2848.398	1/s
substrate catalytic rate constant	GLH_R02035		2.9349336	1/s
substrate catalytic rate constant	PGD_R01528		11216.171	1/s
substrate catalytic rate constant	RPI_R01056		14.965311	1/s
substrate catalytic rate constant	RPE_R01529		417.48123	1/s
substrate catalytic rate constant	TXT_R01641		309.00671	1/s
substrate catalytic rate constant	TAL_R08575		980.78363	1/s
substrate catalytic rate constant	TXT_R01067		463.98302	1/s
substrate catalytic rate constant	FBP_R00762		7546.4998	1/s
substrate catalytic rate constant	CSN_R00351		415.35435	1/s
substrate catalytic rate constant	ACN_R01325		45.79048	1/s
substrate catalytic rate constant	ACN_R01900		5.530477	1/s
substrate catalytic rate constant	ICD_R00709		649.18808	1/s
substrate catalytic rate constant	KGD_R08549		10626.152	1/s
substrate catalytic rate constant	SCS_R00405		228.76174	1/s
substrate catalytic rate constant	SDH_R02164		1400.131	1/s
substrate catalytic rate constant	FUM_R01082		2021.1033	1/s
substrate catalytic rate constant	MDH_R00342		10.569619	1/s
substrate catalytic rate constant	PPC_R00345		30.342478	1/s
product catalytic rate constant	PTS_RPTSsy		15368.354	1/s
product catalytic rate constant	PGI_R02740		140.94144	1/s
product catalytic rate constant	PFK_R04779		319.01991	1/s
product catalytic rate constant	ALD_R01070		1328.1962	1/s
product catalytic rate constant	TIM_R01015		21.040301	1/s
product catalytic rate constant	GAP_R01061		16493.025	1/s
product catalytic rate constant	PGK_R01512		4.2720059	1/s
product catalytic rate constant	PGM_R01518		1199.0967	1/s
product catalytic rate constant	PGH_R00658		90.132929	1/s
product catalytic rate constant	PYK_R00200		4.8784036	1/s
product catalytic rate constant	PDH_R00209		14205.624	1/s
product catalytic rate constant	ZWF_R00835		11.351902	1/s
product catalytic rate constant	GLH_R02035		141.65127	1/s
product catalytic rate constant	PGD_R01528		8.376915	1/s
product catalytic rate constant	RPI_R01056		4.674665	1/s
product catalytic rate constant	RPE_R01529		336.06469	1/s
product catalytic rate constant	TXT_R01641		275.2279	1/s
product catalytic rate constant	TAL_R08575		0.61827663	1/s
product catalytic rate constant	TXT_R01067		15.111874	1/s
product catalytic rate constant	FBP_R00762		23.78307	1/s
product catalytic rate constant	CSN_R00351		27.046411	1/s
product catalytic rate constant	ACN_R01325		1.3899889	1/s
product catalytic rate constant	ACN_R01900		6914.1818	1/s
product catalytic rate constant	ICD_R00709		74.811941	1/s
product catalytic rate constant	KGD_R08549		4.4259671	1/s
product catalytic rate constant	SCS_R00405		657.01026	1/s
product catalytic rate constant	SDH_R02164		166.78685	1/s
product catalytic rate constant	FUM_R01082		898.00384	1/s
product catalytic rate constant	MDH_R00342		80.704055	1/s
product catalytic rate constant	PPC_R00345		4.2731592	1/s
