!!!SBtab									
									
!!SBtab TableName='Metabolic fluxes' TableID='MetabolicFluxData' TableType='QuantityMatrix' Unit='mM/s'									
!QuantityType	!Reaction	state_1_Mean	state_1_Std	state_2_Mean	state_2_Std	state_3_Mean	state_3_Std	state_4_Mean	state_4_Std
rate of reaction	RPI_R01056	-0.00063102838	0.0059079895	0.0012650999	0.0057700969	0.0042020638	0.005756152	-0.0049953453	0.0058220381
rate of reaction	RPE_R01529	0.0026269404	0.0060578055	0.017381582	0.0058293033	-0.0012834226	0.0058207174	-0.014552898	0.0060431772
rate of reaction	TXT_R01641	0.0078502318	0.0059038956	0.0021815658	0.0057701818	0.0066416021	0.0057565064	0.010710086	0.0058216782
rate of reaction	TAL_R08575	-0.0055667297	0.0059028314	0.00127551	0.0057717464	0.00085989818	0.005757252	-0.00080236017	0.0058195516
rate of reaction	TXT_R01067	-0.0019868845	0.0058051257	-0.0058117344	0.0057102566	0.00081082075	0.0057147303	0.0076921077	0.0058709921
rate of reaction	FBP_R00762	0.40821585	0.079033061	0.48080987	0.11865395	0.290371	0.046609267	0.23015265	0.05506089
rate of reaction	CSN_R00351	0.0050513986	0.0056567908	-0.0085457252	0.0056512756	0.0038236414	0.005651547	-0.00093134031	0.0056545129
rate of reaction	ACN_R01325	0.00012668522	0.0056568036	-0.0064198085	0.0056512809	-0.008729555	0.0056515504	-0.00043810718	0.0056545181
rate of reaction	ACN_R01900	0.0051394053	0.0056569438	0.0071952089	0.0056513175	0.0020054761	0.0056515684	-0.00019150843	0.0056545417
rate of reaction	ICD_R00709	0.00656633	0.0056569447	-0.0064597908	0.0056513178	-0.00051553137	0.0056515685	0.011847616	0.0056545418
rate of reaction	KGD_R08549	0.005108173	0.0056805318	-0.0029349381	0.0056586796	0.0036589827	0.0056593987	-0.0022723564	0.005660599
rate of reaction	SCS_R00405	-0.0025204951	0.0056789606	0.0089491013	0.0056550675	-0.0048401502	0.005658826	0.016787897	0.0056598733
rate of reaction	SDH_R02164	0.0027474841	0.0057916716	0.00075953526	0.006217856	-0.006316714	0.0058724156	-0.010552907	0.005802541
rate of reaction	FUM_R01082	0.0042499062	0.0057640644	0.00040836279	0.0062971929	-0.0085141986	0.0059077873	0.00091654025	0.0058037994
rate of reaction	MDH_R00342	0.0012947335	0.0057408513	-0.012621417	0.0063636298	-0.0025383324	0.0059374073	-0.0093026397	0.005804844
rate of reaction	PPC_R00345	0.01061977	0.0063149743	0.0021612958	0.0063232258	-0.0082866955	0.0060876059	0.0037294458	0.0058689713
									
!!SBtab TableName='Metabolite concentrations' TableID='MetaboliteConcentrationData' TableType='QuantityMatrix' Unit='mM'									
!QuantityType	!Compound	state_1_Mean	state_1_Std	state_2_Mean	state_2_Std	state_3_Mean	state_3_Std	state_4_Mean	state_4_Std
concentration	_S__Malate	0.48453198	0.08907987	1.5587925	0.28657971	0.9846965	0.18103374	0.8242456	0.15153528
concentration	Acetyl_CoA	3.86401e-05	7.1038761e-06	3.7750488e-06	6.9403232e-07	3.3851508e-06	6.2235066e-07	1.1101483e-05	2.040977e-06
concentration	Fumarate	0.63828443	0.11734683	1.8420583	0.33865734	1.4722877	0.27067605	0.97282634	0.17885144
concentration	cis_Aconitate	0.0060275063	0.0011081404	0.00059501264	0.00010939143	0.00038334436	7.0476806e-05	0.0012948096	0.00023804717
concentration	_6_Phospho_D_gluconate	0.0038297589	0.00070409062	0.00077289199	0.00014209406	0.0030328601	0.00055758297	0.0019003175	0.00034936813
concentration	Orthophosphate	0.19918104	0.036618886	0.15058071	0.027683848	0.10149491	0.01865956	0.1256147	0.023093917
concentration	Pyruvate	0.20417536	0.037537078	0.13602733	0.02500825	0.080219326	0.014748102	0.56624724	0.104103
concentration	NADPplus	0.16944231	0.031151503	0.18585955	0.034169766	0.11031886	0.020281818	0.2131977	0.03919581
concentration	NADPH	0.099733104	0.018335657	0.15483294	0.02846561	0.15760857	0.028975902	0.065986758	0.012131484
concentration	NADH	0.085572876	0.015732338	0.12889706	0.023697369	0.11733592	0.021571886	0.051661042	0.0094977403
concentration	NADplus	0.16548831	0.03042457	0.061058887	0.011225508	0.12578292	0.023124844	0.07476567	0.013745463
concentration	ATP	0.12458223	0.0229041	0.07753883	0.0142553	0.14547222	0.026744667	0.10411472	0.019141205
concentration	H2O	0.11151342	0.020501435	0.28708976	0.052780661	0.072705775	0.013366756	0.13448795	0.024725239
concentration	_2_Oxoglutarate	0.24134131	0.044369936	0.30088418	0.055316727	0.13732893	0.025247546	0.30838377	0.056695507
concentration	Oxaloacetate	0.11934407	0.021941079	0.12838276	0.023602816	0.1020585	0.018763174	0.08383459	0.015412758
concentration	Ubiquinone	8.3212728e-06	1.5298431e-06	6.8986611e-06	1.2682998e-06	1.7240538e-05	3.1696254e-06	1.2273154e-05	2.2563855e-06
concentration	D_Erythrose_4_phosphate	2.8310217	0.52047554	4.6995541	0.86400008	4.5743192	0.84097598	3.4656239	0.63714542
concentration	Ubiquinol	0.064237731	0.01180993	0.078397036	0.014413079	0.042373758	0.0077902987	0.076445864	0.014054362
concentration	ADP	0.10522423	0.019345185	0.1065562	0.019590064	0.13180979	0.024232866	0.11873983	0.02182999
concentration	Isocitrate	3.3707578e-05	6.1970454e-06	3.7419935e-06	6.879552e-07	2.0588987e-06	3.7852287e-07	6.5191479e-06	1.1985274e-06
concentration	D_Ribulose_5_phosphate	0.38777239	0.071290887	0.33558348	0.061696099	0.23057902	0.042391317	0.42601093	0.078320936
concentration	D_Xylulose_5_phosphate	0.10731921	0.019730342	0.11055768	0.020325725	0.07190945	0.013220354	0.085450914	0.015709915
concentration	D_Glucose_6_phosphate	0.06800893	0.012503254	0.099920058	0.018370028	0.1457426	0.026794376	0.038763861	0.0071266291
concentration	_3_Phospho_D_glyceroyl_phosphate	0.00053906046	9.9104781e-05	0.00061268496	0.00011264044	0.00052365031	9.6271668e-05	0.00088340836	0.00016241219
concentration	CoA	0.10600116	0.019488022	0.036201343	0.0066555173	0.010143786	0.0018649071	0.024131567	0.0044365222
concentration	CO2	1.123594e-05	2.0656966e-06	8.5893577e-06	1.5791298e-06	6.2396254e-06	1.1471379e-06	8.9856039e-06	1.6519785e-06
concentration	D_Ribose_5_phosphate	0.33061684	0.060782995	0.33547572	0.061676287	0.27633558	0.050803535	0.38506159	0.070792513
concentration	Glycerone_phosphate	0.018976897	0.0034888503	0.016494813	0.003032526	0.011155764	0.0020509565	0.020539636	0.0037761554
concentration	D_Glucose	7.3553029	1.3522522	7.9379494	1.4593701	3.7863537	0.6961107	7.4313037	1.3662247
concentration	D_Fructose_1_6_bisphosphate	0.12761573	0.0234618	0.16735931	0.030768548	0.04610137	0.0084756099	0.11132379	0.020466572
concentration	D_Glyceraldehyde_3_phosphate	0.091326194	0.016790069	0.1111125	0.020427727	0.067046299	0.012326277	0.042783476	0.0078656243
concentration	Phosphoenolpyruvate	0.06901047	0.012687385	0.068625163	0.012616547	0.11176946	0.020548508	0.11238702	0.020662044
concentration	Citrate	0.00034997133	6.4341265e-05	9.7081421e-05	1.7848152e-05	9.2196667e-05	1.6950103e-05	0.00024222986	4.4533293e-05
concentration	Succinyl_CoA	0.30120614	0.055375919	0.34734107	0.063857699	0.24467547	0.044982911	0.35262467	0.064829074
concentration	_3_Phospho_D_glycerate	0.018069366	0.0033220033	0.013363768	0.002456892	0.021217716	0.0039008187	0.031615938	0.0058125031
concentration	D_Glucono_1_5_lactone_6_phosphate	0.32083543	0.05898471	0.97144476	0.17859744	0.41960143	0.077142568	0.56515661	0.10390249
concentration	D_Fructose_6_phosphate	0.12186677	0.02240487	0.14827022	0.027259072	0.1103665	0.020290577	0.11898807	0.021875629
concentration	_2_Phospho_D_glycerate	0.0024985533	0.00045935215	0.0048491658	0.00089150578	0.0079264451	0.0014572551	0.0061861087	0.0011372991
concentration	Succinate	5.2986295	0.97413845	8.1023004	1.4895856	2.5422872	0.4673925	5.00802	0.92071068
concentration	Sedoheptulose_7_phosphate	0.24799691	0.04559355	0.19428482	0.035718728	0.13767775	0.025311676	0.36316462	0.066766816
									
!!SBtab TableName='Enzyme concentrations' TableID='EnzymeConcentrationData' TableType='QuantityMatrix' Unit='mM'									
!QuantityType	!Reaction	state_1_Mean	state_1_Std	state_2_Mean	state_2_Std	state_3_Mean	state_3_Std	state_4_Mean	state_4_Std
concentration of enzyme	PTS_RPTSsy	0.00050504118	9.2850431e-05	0.001181711	0.00021725432	0.00066933956	0.00012305623	0.00082772737	0.0001521754
concentration of enzyme	PGI_R02740	0.0010854264	0.00019955265	0.0019375551	0.00035621417	0.001645792	0.00030257432	0.001690082	0.00031071693
concentration of enzyme	PFK_R04779	0.00081559089	0.00014994414	0.00082813744	0.00015225079	0.0013154075	0.00024183404	0.0006856306	0.0001260513
concentration of enzyme	ALD_R01070	0.0012805018	0.00023541673	0.0016044408	0.00029497202	0.00047499175	8.7325926e-05	0.00061908167	0.00011381646
concentration of enzyme	TIM_R01015	0.0018105878	0.00033287159	0.00062016939	0.00011401643	0.0013229351	0.00024321797	0.0008418875	0.0001547787
concentration of enzyme	GAP_R01061	0.00094962371	0.0001745857	0.0012185019	0.00022401823	0.0012576151	0.00023120907	0.0007322327	0.00013461897
concentration of enzyme	PGK_R01512	0.00094164415	0.00017311868	0.0011079549	0.00020369446	0.00082748693	0.00015213119	0.00063101856	0.00011601103
concentration of enzyme	PGM_R01518	0.0014749085	0.00027115788	0.00096092051	0.00017666259	0.0010235315	0.00018817345	0.00051994876	9.5591148e-05
concentration of enzyme	PGH_R00658	0.00070493815	0.00012960094	0.00091475183	0.00016817461	0.0013518489	0.0002485337	0.00095173259	0.00017497342
concentration of enzyme	PYK_R00200	0.0018321906	0.00033684319	0.0012432613	0.00022857017	0.0021425127	0.00039389507	0.00085412082	0.00015702776
concentration of enzyme	PDH_R00209	0.0006307319	0.00011595832	0.00019245857	3.5382979e-05	0.00057984949	0.00010660373	0.00083637492	0.00015376523
concentration of enzyme	ZWF_R00835	0.001111961	0.00020443098	0.0010666214	0.00019609542	0.0015645395	0.00028763628	0.0011216924	0.00020622007
concentration of enzyme	GLH_R02035	0.0011243054	0.00020670046	0.00052228133	9.6019984e-05	0.00058541825	0.00010762753	0.00088630768	0.00016294523
concentration of enzyme	PGD_R01528	0.0021539999	0.00039600695	0.0022500637	0.00041366802	0.0012921894	0.00023756546	0.001727426	0.00031758251
concentration of enzyme	RPI_R01056	0.00067710812	0.00012448446	0.00068827192	0.0001265369	0.0011267325	0.00020714667	0.0011120439	0.00020444621
concentration of enzyme	RPE_R01529	0.0014653552	0.00026940152	0.0015393887	0.00028301238	0.001273671	0.0002341609	0.0012562504	0.00023095817
concentration of enzyme	TXT_R01641	0.0003051753	5.6105639e-05	0.00060768194	0.00011172065	0.00073624696	0.00013535698	0.00037154317	6.8307189e-05
concentration of enzyme	TAL_R08575	0.00053009846	9.7457142e-05	0.00034910835	6.4182609e-05	0.00087601615	0.00016105316	0.00055208806	0.00010149987
concentration of enzyme	TXT_R01067	0.0011789585	0.00021674828	0.0035436785	0.00065149553	0.0014741339	0.00027101545	0.0015815263	0.00029075926
concentration of enzyme	FBP_R00762	0.0017952293	0.00033004796	0.0016701046	0.00030704414	0.0024351418	0.00044769412	0.001370169	0.0002519018
concentration of enzyme	CSN_R00351	0.00055791963	0.00010257199	0.00082458341	0.00015159739	0.00076453907	0.0001405584	0.0012665828	0.00023285776
concentration of enzyme	ACN_R01325	0.0049040306	0.00090159253	0.0008107609	0.00014905616	0.0015369737	0.00028256838	0.0010180061	0.00018715762
concentration of enzyme	ACN_R01900	0.0031013488	0.00057017444	0.0027363921	0.00050307816	0.0033986063	0.0006248244	0.0035324351	0.00064942846
concentration of enzyme	ICD_R00709	0.0012771123	0.00023479358	0.0030748914	0.00056531032	0.0047476588	0.000872844	0.0039158146	0.00071991172
concentration of enzyme	KGD_R08549	0.00037360578	6.8686394e-05	0.00043446858	7.9875852e-05	0.00078068569	0.00014352691	0.00042659868	7.8428993e-05
concentration of enzyme	SCS_R00405	0.00060063944	0.00011042591	0.00098199631	0.00018053732	0.00052932512	9.7314967e-05	0.00058319841	0.00010721942
concentration of enzyme	SDH_R02164	0.00046214095	8.4963342e-05	0.00080405296	0.00014782292	0.00060945549	0.00011204671	0.00059345293	0.00010910469
concentration of enzyme	FUM_R01082	0.0024954083	0.00045877394	0.0024206937	0.00044503787	0.0025011881	0.00045983654	0.0017928027	0.00032960185
concentration of enzyme	MDH_R00342	0.00057428645	0.00010558098	0.00053721898	9.8766229e-05	0.00051219203	9.4165094e-05	0.00075041691	0.00013796208
concentration of enzyme	PPC_R00345	0.0010118646	0.00018602851	0.0012816095	0.00023562038	0.0013086374	0.00024058939	0.00046733643	8.5918516e-05
