!!!SBtab DocumentName='CMB result' Document='CMBresult' CalculationTime='1277.086582 s'					
					
!!SBtab TableName='Metabolic fluxes' TableID='MetabolicFlux' TableType='QuantityMatrix' Unit='mM/s'					
!QuantityType	!Reaction	S1	S2	S3	S4
rate of reaction	MDH_R00342	0.0037349197	-0.017137096	-0.0022297898	-0.017690554
rate of reaction	PPC_R00345	0.013911838	-0.002313179	-0.020778076	0.0054000623
					
!!SBtab TableName='Metabolite concentrations' TableID='MetaboliteConcentration' TableType='QuantityMatrix' Unit='mM'					
!QuantityType	!Compound	S1	S2	S3	S4
concentration	_S__Malate	0.11278685	0.10729963	0.020481214	0.064167537
concentration	Acetyl_CoA	0.036657909	0.009937009	0.00092058944	0.018303163
concentration	Fumarate	0.15394223	0.14604249	0.027244915	0.087133985
concentration	cis_Aconitate	0.11670729	0.098477534	0.0066773739	0.11681129
concentration	_6_Phospho_D_gluconate	0.1070828	0.2421414	0.27511951	0.034376212
concentration	Orthophosphate	0.0030559152	0.015070711	0.0018180844	0.037315611
concentration	Pyruvate	0.094247803	0.28398938	0.065221127	0.35384784
concentration	NADPplus	0.001541329	0.00079705138	0.000444985	0.0002408446
concentration	NADPH	0.001033794	0.0039621205	0.0032794623	0.0059833905
concentration	NADH	0.0012996123	0.0011819779	0.00060201477	0.00053685327
concentration	NADplus	0.0010338969	0.00074027128	0.0024080191	0.00063242226
concentration	ATP	0.0011776491	0.00095349878	0.0044872729	0.001502201
concentration	H2O	0.0010970968	0.002824017	0.00071547796	0.0013240815
concentration	_2_Oxoglutarate	0.35875753	0.35418728	0.18570484	0.20810204
concentration	Oxaloacetate	0.002990977	0.0022870578	0.0027463825	0.0025595275
concentration	Ubiquinone	0.0006600708	0.00066456955	0.0011782969	0.0011772858
concentration	D_Erythrose_4_phosphate	5.7836738	5.4977371	6.6067395	7.9474763
concentration	Ubiquinol	0.00072215669	0.00078731307	0.00064750514	0.00077786711
concentration	ADP	0.0011436897	0.00085073864	0.0004168085	0.00080428156
concentration	Isocitrate	0.0008152969	0.00028867128	1.519796e-05	0.0013111839
concentration	D_Ribulose_5_phosphate	0.25225583	0.36250389	0.24042246	0.50159221
concentration	D_Xylulose_5_phosphate	0.098568231	0.14017199	0.094146732	0.19858849
concentration	D_Glucose_6_phosphate	0.056977624	0.041651866	0.090035283	0.023455709
concentration	_3_Phospho_D_glyceroyl_phosphate	0.00082433671	0.00012600319	0.00011433545	0.00015581865
concentration	CoA	0.17940719	0.072756269	0.17767726	0.09096734
concentration	CO2	0.00082802841	0.0018870136	0.00093791347	0.0055257682
concentration	D_Ribose_5_phosphate	0.26051963	0.37028736	0.24410186	0.52236668
concentration	Glycerone_phosphate	0.01835475	0.0080765219	0.013344509	0.011631078
concentration	D_Glucose	7.5491043	7.6064675	2.8077375	7.7525222
concentration	D_Fructose_1_6_bisphosphate	0.13258317	0.10652815	0.14091393	0.14969135
concentration	D_Glyceraldehyde_3_phosphate	0.071075578	0.26891629	0.34392666	0.07796821
concentration	Phosphoenolpyruvate	0.029271828	0.0693643	0.11356707	0.059286614
concentration	Citrate	0.017626549	0.012539667	0.00043969848	0.017492667
concentration	Succinyl_CoA	0.07603805	0.88284427	0.052784462	0.45886884
concentration	_3_Phospho_D_glycerate	0.0080115297	0.028325692	0.015049826	0.040058103
concentration	D_Glucono_1_5_lactone_6_phosphate	0.010906416	0.024692806	0.028062183	0.0035045923
concentration	D_Fructose_6_phosphate	0.34116889	0.25299616	0.034598686	0.2135332
concentration	_2_Phospho_D_glycerate	0.0016813509	0.004025336	0.0066094496	0.0034534775
concentration	Succinate	0.0042546182	0.0033122378	0.00018691404	0.0006048433
concentration	Sedoheptulose_7_phosphate	0.12320141	0.14619124	0.042815311	0.18567085
					
!!SBtab TableName='Enzyme concentrations' TableID='EnzymeConcentration' TableType='QuantityMatrix' Unit='mM'					
!QuantityType	!Reaction	S1	S2	S3	S4
concentration of enzyme	PTS_RPTSsy	0.0004899685	0.0011593216	0.00065865692	0.00080863395
concentration of enzyme	PGI_R02740	0.00082854936	0.0024554378	0.0016369334	0.0016612602
concentration of enzyme	PFK_R04779	0.00079490578	0.00083218434	0.0012895796	0.00068931125
concentration of enzyme	ALD_R01070	0.0012838404	0.0010629378	0.00052731204	0.0007770007
concentration of enzyme	TIM_R01015	0.0022344457	0.00063451131	0.00096990163	0.00085207237
concentration of enzyme	GAP_R01061	0.0004447067	0.0013459213	0.0016852485	0.00099084778
concentration of enzyme	PGK_R01512	0.0012209116	0.0017392785	0.00041665253	0.00057961159
concentration of enzyme	PGM_R01518	0.0014623285	0.00096941563	0.00096672226	0.0005243753
concentration of enzyme	PGH_R00658	0.00070016837	0.00090139664	0.0013320612	0.00095448218
concentration of enzyme	PYK_R00200	0.0015285367	0.001353344	0.0023046095	0.00079832817
concentration of enzyme	PDH_R00209	0.0006067662	0.00036241969	0.00029979891	0.00084028483
concentration of enzyme	ZWF_R00835	0.00054035566	0.0014860129	0.0017918663	0.0013804964
concentration of enzyme	GLH_R02035	0.0010908207	0.00051454215	0.00057236814	0.00086567247
concentration of enzyme	PGD_R01528	0.0016130112	0.0042774658	0.00076160562	0.0019564106
concentration of enzyme	RPI_R01056	0.00066668254	0.0006628068	0.0011332176	0.0011135182
concentration of enzyme	RPE_R01529	0.0014429542	0.0015000724	0.0012489243	0.0012417095
concentration of enzyme	TXT_R01641	0.00031657322	0.00060807121	0.00076233129	0.0003226217
concentration of enzyme	TAL_R08575	0.00094339715	0.00033837687	0.00043246095	0.00061051515
concentration of enzyme	TXT_R01067	0.0015293321	0.0022554634	0.0014704747	0.0018010067
concentration of enzyme	FBP_R00762	0.0023783652	0.0027455483	0.0012867378	0.0011199971
concentration of enzyme	CSN_R00351	0.00051774716	0.00084178796	0.00076432316	0.0013112853
concentration of enzyme	ACN_R01325	0.0047862081	0.00078557244	0.0015173429	0.0010046643
concentration of enzyme	ACN_R01900	0.0032851742	0.002457905	0.0033615123	0.0034885571
concentration of enzyme	ICD_R00709	0.0011818489	0.0037989567	0.0046901645	0.0032045346
concentration of enzyme	KGD_R08549	0.00031618503	0.00063007661	0.00043922005	0.00057884353
concentration of enzyme	SCS_R00405	0.00066275467	0.00042612734	0.00074822072	0.0007943642
concentration of enzyme	SDH_R02164	0.00041379794	0.00078273257	0.00064676156	0.00058910302
concentration of enzyme	FUM_R01082	0.002474547	0.0023598721	0.0024717277	0.001742328
concentration of enzyme	MDH_R00342	0.00055789322	0.00051730327	0.00050786507	0.00076604112
concentration of enzyme	PPC_R00345	0.0013973008	0.0012290578	0.00085724309	0.00050270968
					
!!SBtab TableName='Gibbs free energies of reaction' TableID='ReactionGibbsFreeEnergy' TableType='QuantityMatrix' Unit='kJ/mol'					
!QuantityType	!Reaction	S1	S2	S3	S4
Gibbs energy of reaction	PTS_RPTSsy	-0.68287988	-0.48302667	0.0045824836	0.053252781
Gibbs energy of reaction	PGI_R02740	6.9535802	6.9181084	13.761056	5.9149979
Gibbs energy of reaction	PFK_R04779	-0.0030576461	0.008271469	-0.0089776209	0.010640952
Gibbs energy of reaction	ALD_R01070	-0.26637247	-2.0723671	-3.2335898	0.93596081
Gibbs energy of reaction	TIM_R01015	-1.610368	-6.9440505	-6.3091516	-2.9707332
Gibbs energy of reaction	GAP_R01061	-11.120285	0.19715788	0.40150992	0.4151432
Gibbs energy of reaction	PGK_R01512	0.9869285	-7.0100179	-11.291444	-8.608648
Gibbs energy of reaction	PGM_R01518	-0.06651129	0.89997632	-1.8970178	2.1389303
Gibbs energy of reaction	PGH_R00658	-0.031998534	-0.006554482	0.00056195959	0.0027715903
Gibbs energy of reaction	PYK_R00200	1.2274591	0.42171103	-0.31742895	-1.7786681
Gibbs energy of reaction	PDH_R00209	0.095691217	1.1936939	11.987087	-0.31886318
Gibbs energy of reaction	ZWF_R00835	6.6214001	-1.1464067	-0.5287353	-1.718475
Gibbs energy of reaction	GLH_R02035	-0.013152568	-0.010075541	-0.0095124604	-0.010771481
Gibbs energy of reaction	PGD_R01528	17.986102	12.102545	14.193882	-0.19385278
Gibbs energy of reaction	RPI_R01056	-0.016833106	0.010411362	0.025424343	-0.037527126
Gibbs energy of reaction	RPE_R01529	0.0017511319	0.027706414	-0.0035828212	-0.030827618
Gibbs energy of reaction	TXT_R01641	2.1903002	0.21202034	0.62670564	4.4051614
Gibbs energy of reaction	TAL_R08575	-2.43862	2.1510628	4.1932605	-0.81866543
Gibbs energy of reaction	TXT_R01067	-1.6806773	-3.4908968	0.3000935	1.7758044
Gibbs energy of reaction	FBP_R00762	16.15058	12.393791	23.262203	11.409867
Gibbs energy of reaction	CSN_R00351	0.37512438	-0.44452997	0.20426413	-0.030310964
Gibbs energy of reaction	ACN_R01325	0.00093907048	-0.42214131	-2.0569127	-0.02016987
Gibbs energy of reaction	ACN_R01900	1.1485117	3.3012953	3.9285302	-0.027115345
Gibbs energy of reaction	ICD_R00709	4.5131011	-0.66381116	-0.032077313	3.3087865
Gibbs energy of reaction	KGD_R08549	10.329022	-0.6532008	13.272134	-0.89290076
Gibbs energy of reaction	SCS_R00405	-0.43095105	12.250749	-0.67048001	15.271592
Gibbs energy of reaction	SDH_R02164	1.2449029	0.55750637	-0.50228405	-0.93002049
Gibbs energy of reaction	FUM_R01082	0.025315782	0.0183618	-0.038440068	0.01260345
Gibbs energy of reaction	MDH_R00342	0.008075018	-0.04333242	-0.0059744255	-0.030749092
Gibbs energy of reaction	PPC_R00345	0.8073507	-0.082867311	-4.3612482	0.16943367
