!!!SBtab						
!!SBtab Document='e_coli_noor_2016_glucose' TableName='Reaction' TableType='Reaction' SBtabVersion='1.0' Date='2019-06-10'						
!ID	!ReactionFormula	!Name	!NameForPlots	!Identifiers:kegg.reaction	!IsReversible	!Gene
PTS_RPTSsy	D_Glucose + Phosphoenolpyruvate <=> Pyruvate + D_Glucose_6_phosphate	PTS_RPTSsy	pts	RPTSsy	True	PTS
TXT_R01641	D_Xylulose_5_phosphate + D_Ribose_5_phosphate <=> D_Glyceraldehyde_3_phosphate + Sedoheptulose_7_phosphate	TXT_R01641	tkt1	R01641	True	TKT1
TAL_R08575	D_Glyceraldehyde_3_phosphate + Sedoheptulose_7_phosphate <=> D_Erythrose_4_phosphate + D_Fructose_6_phosphate	TAL_R08575	tal	R08575	True	TAL
TXT_R01067	D_Erythrose_4_phosphate + D_Xylulose_5_phosphate <=> D_Glyceraldehyde_3_phosphate + D_Fructose_6_phosphate	TXT_R01067	tkt2	R01067	True	TKT2
FBP_R00762	D_Fructose_1_6_bisphosphate <=> Orthophosphate + D_Fructose_6_phosphate	FBP_R00762	fbp	R00762	True	FBP
CSN_R00351	Acetyl_CoA + Oxaloacetate <=> CoA + Citrate	CSN_R00351	csn	R00351	True	CSN
ACN_R01325	Citrate <=> cis_Aconitate	ACN_R01325	acn1	R01325	True	ACN1
ACN_R01900	cis_Aconitate <=> Isocitrate	ACN_R01900	acn2	R01900	True	ACN2
ICD_R00709	NADplus + Isocitrate <=> NADH + _2_Oxoglutarate + CO2	ICD_R00709	icd	R00709	True	ICD
KGD_R08549	NADplus + _2_Oxoglutarate + CoA <=> NADH + CO2 + Succinyl_CoA	KGD_R08549	kgd	R08549	True	KGD
SCS_R00405	Orthophosphate + ADP + Succinyl_CoA <=> ATP + CoA + Succinate	SCS_R00405	scs	R00405	True	SCS
SDH_R02164	Ubiquinone + Succinate <=> Fumarate + Ubiquinol	SDH_R02164	sdh	R02164	True	SDH
FUM_R01082	Fumarate <=> _S__Malate	FUM_R01082	fum	R01082	True	FUM
MDH_R00342	_S__Malate + NADplus <=> NADH + Oxaloacetate	MDH_R00342	mdh	R00342	True	MDH
PPC_R00345	Orthophosphate + Oxaloacetate <=> CO2 + Phosphoenolpyruvate	PPC_R00345	ppc	R00345	True	PPC
%						
!!SBtab Document='e_coli_noor_2016_glucose' TableName='Compound' TableType='Compound' SBtabVersion='1.0' Date='2019-06-10'						
!ID	!Name	!NameForPlots	!Identifiers:kegg.compound	!IsConstant		
_S__Malate	(S)-Malate	(S)-Malate	C00149	False		
Acetyl_CoA	Acetyl-CoA	Acetyl-CoA	C00024	False		
Fumarate	Fumarate	Fumarate	C00122	False		
cis_Aconitate	cis-Aconitate	cis-Aconitate	C00417	False		
_6_Phospho_D_gluconate	6-Phospho-D-gluconate	6-Phospho-D-gluconate	C00345	False		
Orthophosphate	Orthophosphate	Orthophosphate	C00009	True		
Pyruvate	Pyruvate	Pyruvate	C00022	False		
NADPplus	NADP+	NADP+	C00006	True		
NADPH	NADPH	NADPH	C00005	True		
NADH	NADH	NADH	C00004	True		
NADplus	NAD+	NAD+	C00003	True		
ATP	ATP	ATP	C00002	True		
H2O	H2O	H2O	C00001	True		
_2_Oxoglutarate	2-Oxoglutarate	2-Oxoglutarate	C00026	False		
Oxaloacetate	Oxaloacetate	Oxaloacetate	C00036	True		
Ubiquinone	Ubiquinone	Ubiquinone	C00399	True		
D_Erythrose_4_phosphate	D-Erythrose 4-phosphate	D-Erythrose 4-phosphate	C00279	False		
Ubiquinol	Ubiquinol	Ubiquinol	C00390	True		
ADP	ADP	ADP	C00008	True		
Isocitrate	Isocitrate	Isocitrate	C00311	False		
D_Ribulose_5_phosphate	D-Ribulose 5-phosphate	D-Ribulose 5-phosphate	C00199	False		
D_Xylulose_5_phosphate	D-Xylulose 5-phosphate	D-Xylulose 5-phosphate	C00231	False		
D_Glucose_6_phosphate	D-Glucose 6-phosphate	D-Glucose 6-phosphate	C00092	False		
_3_Phospho_D_glyceroyl_phosphate	3-Phospho-D-glyceroyl phosphate	3-Phospho-D-glyceroyl phosphate	C00236	False		
CoA	CoA	CoA	C00010	False		
CO2	CO2	CO2	C00011	True		
D_Ribose_5_phosphate	D-Ribose 5-phosphate	D-Ribose 5-phosphate	C00117	False		
Glycerone_phosphate	Glycerone phosphate	Glycerone phosphate	C00111	False		
D_Glucose	D-Glucose	D-Glucose	C00031	True		
D_Fructose_1_6_bisphosphate	D-Fructose 1,6-bisphosphate	D-Fructose 1,6-bisphosphate	C00354	False		
D_Glyceraldehyde_3_phosphate	D-Glyceraldehyde 3-phosphate	D-Glyceraldehyde 3-phosphate	C00118	False		
Phosphoenolpyruvate	Phosphoenolpyruvate	Phosphoenolpyruvate	C00074	False		
Citrate	Citrate	Citrate	C00158	False		
Succinyl_CoA	Succinyl-CoA	Succinyl-CoA	C00091	False		
_3_Phospho_D_glycerate	3-Phospho-D-glycerate	3-Phospho-D-glycerate	C00197	False		
D_Glucono_1_5_lactone_6_phosphate	D-Glucono-1,5-lactone 6-phosphate	D-Glucono-1,5-lactone 6-phosphate	C01236	False		
D_Fructose_6_phosphate	D-Fructose 6-phosphate	D-Fructose 6-phosphate	C00085	False		
_2_Phospho_D_glycerate	2-Phospho-D-glycerate	2-Phospho-D-glycerate	C00631	False		
Succinate	Succinate	Succinate	C00042	False		
Sedoheptulose_7_phosphate	Sedoheptulose 7-phosphate	Sedoheptulose 7-phosphate	C05382	False		
%						
!!SBtab Document='e_coli_noor_2016_glucose' TableName='Layout' TableType='Layout' SBtabVersion='1.0' Date='2019-06-10'						
!Element	!PositionX	!PositionY				
_S__Malate	0.32772	0.095058				
Acetyl_CoA	0.359426	0.22902				
Fumarate	0.362438	-0.001611				
cis_Aconitate	0.561709	0.210402				
_6_Phospho_D_gluconate	0.616335	0.956914				
Orthophosphate	0.056437	0.637639				
Pyruvate	0.352063	0.308997				
NADPplus	0.059533	0.388417				
NADPH	0.061081	0.44724				
NADH	0.059533	0.561789				
NADplus	0.057985	0.506062				
ATP	0.056437	0.698009				
H2O	0.448708	0.128361				
_2_Oxoglutarate	0.643751	0.055607				
Oxaloacetate	0.355831	0.176347				
Ubiquinone	0.331064	-0.009408				
D_Erythrose_4_phosphate	0.503642	0.870531				
Ubiquinol	0.317132	-0.032627				
ADP	0.054889	0.758379				
Isocitrate	0.637559	0.137648				
D_Ribulose_5_phosphate	0.668449	0.871147				
D_Xylulose_5_phosphate	0.60891	0.841377				
D_Glucose_6_phosphate	0.351859	0.965424				
_3_Phospho_D_glyceroyl_phosphate	0.352021	0.64203				
CoA	0.391786	0.278709				
CO2	0.544682	0.123717				
D_Ribose_5_phosphate	0.613611	0.76147				
Glycerone_phosphate	0.267748	0.745939				
D_Glucose	0.110615	0.965805				
D_Fructose_1_6_bisphosphate	0.351859	0.828211				
D_Glyceraldehyde_3_phosphate	0.352021	0.721029				
Phosphoenolpyruvate	0.352007	0.406884				
Citrate	0.445962	0.220921				
Succinyl_CoA	0.586477	-0.018695				
_3_Phospho_D_glycerate	0.352021	0.569228				
D_Glucono_1_5_lactone_6_phosphate	0.493599	0.982833				
D_Fructose_6_phosphate	0.351859	0.895258				
_2_Phospho_D_glycerate	0.352021	0.485582				
Succinate	0.465736	-0.051202				
Sedoheptulose_7_phosphate	0.574673	0.821603				
PTS_RPTSsy	0.181365	0.96522				
PGI_R02740	0.352063	0.923947				
PFK_R04779	0.333521	0.858996				
ALD_R01070	0.352021	0.790734				
TIM_R01015	0.297009	0.716584				
GAP_R01061	0.351954	0.683129				
PGK_R01512	0.352471	0.606396				
PGM_R01518	0.352021	0.524307				
PGH_R00658	0.352007	0.437823				
PYK_R00200	0.352063	0.353918				
PDH_R00209	0.352021	0.265625				
ZWF_R00835	0.428585	0.982833				
GLH_R02035	0.584929	0.973545				
PGD_R01528	0.651221	0.918706				
RPI_R01056	0.663749	0.80064				
RPE_R01529	0.637113	0.860179				
TXT_R01641	0.501711	0.735972				
TAL_R08575	0.566723	0.88656				
TXT_R01067	0.426938	0.837812				
FBP_R00762	0.372405	0.857241				
CSN_R00351	0.392982	0.198019				
ACN_R01325	0.505983	0.224334				
ACN_R01900	0.61434	0.176347				
ICD_R00709	0.645299	0.100497				
KGD_R08549	0.62208	0.016908				
SCS_R00405	0.535394	-0.037271				
SDH_R02164	0.402092	-0.03917				
FUM_R01082	0.340351	0.035483				
MDH_R00342	0.33416	0.140744				
PPC_R00345	0.40095304	0.50690003				
%						
!!SBtab Document='e_coli_noor_2016_glucose' TableName='Parameter' TableType='Quantity' SBtabVersion='1.0' Date='2019-06-10'						
!QuantityType	!Reaction	!Compound	!Mode	!Unit	!Reaction:Identifiers:kegg.reaction	!Compound:Identifiers:kegg.compound
equilibrium constant	PTS_RPTSsy		0.06270639	dimensionless	RPTSsy	
equilibrium constant	PGI_R02740		0.87403302	dimensionless	R02740	
equilibrium constant	PFK_R04779		2.4950948	dimensionless	R04779	
equilibrium constant	ALD_R01070		0.49695259	dimensionless	R01070	
equilibrium constant	TIM_R01015		4.2613112	dimensionless	R01015	
equilibrium constant	GAP_R01061		0.51885684	dimensionless	R01061	
equilibrium constant	PGK_R01512		20.294927	dimensionless	R01512	
equilibrium constant	PGM_R01518		4.2057936	dimensionless	R01518	
equilibrium constant	PGH_R00658		0.49647214	dimensionless	R00658	
equilibrium constant	PYK_R00200		1.2564276	dimensionless	R00200	
equilibrium constant	PDH_R00209		75.07587	dimensionless	R00209	
equilibrium constant	ZWF_R00835		5.8617361	dimensionless	R00835	
equilibrium constant	GLH_R02035		5.0153976	dimensionless	R02035	
equilibrium constant	PGD_R01528		10.524364	dimensionless	R01528	
equilibrium constant	RPI_R01056		1.0671789	dimensionless	R01056	
equilibrium constant	RPE_R01529		1.0040416	dimensionless	R01529	
equilibrium constant	TXT_R01641		3.205463	dimensionless	R01641	
equilibrium constant	TAL_R08575		0.16279718	dimensionless	R08575	
equilibrium constant	TXT_R01067		4.1905689	dimensionless	R01067	
equilibrium constant	FBP_R00762		2.9839093	dimensionless	R00762	
equilibrium constant	CSN_R00351		3.0052093	dimensionless	R00351	
equilibrium constant	ACN_R01325		0.0035265418	dimensionless	R01325	
equilibrium constant	ACN_R01900		0.76021386	dimensionless	R01900	
equilibrium constant	ICD_R00709		1.8011215	dimensionless	R00709	
equilibrium constant	KGD_R08549		0.098620084	dimensionless	R08549	
equilibrium constant	SCS_R00405		10.324797	dimensionless	R00405	
equilibrium constant	SDH_R02164		0.47815949	dimensionless	R02164	
equilibrium constant	FUM_R01082		13.38404	dimensionless	R01082	
equilibrium constant	MDH_R00342		0.040082661	dimensionless	R00342	
equilibrium constant	PPC_R00345		0.18591534	dimensionless	R00345	
catalytic rate constant geometric mean	PTS_RPTSsy		291.00279	1/s	RPTSsy	
catalytic rate constant geometric mean	PGI_R02740		266.30704	1/s	R02740	
catalytic rate constant geometric mean	PFK_R04779		371.23465	1/s	R04779	
catalytic rate constant geometric mean	ALD_R01070		212.94259	1/s	R01070	
catalytic rate constant geometric mean	TIM_R01015		8259.5974	1/s	R01015	
catalytic rate constant geometric mean	GAP_R01061		279.17617	1/s	R01061	
catalytic rate constant geometric mean	PGK_R01512		462.97718	1/s	R01512	
catalytic rate constant geometric mean	PGM_R01518		128.27814	1/s	R01518	
catalytic rate constant geometric mean	PGH_R00658		271.83792	1/s	R00658	
catalytic rate constant geometric mean	PYK_R00200		330.17468	1/s	R00200	
catalytic rate constant geometric mean	PDH_R00209		33.060115	1/s	R00209	
catalytic rate constant geometric mean	ZWF_R00835		686.0069	1/s	R00835	
catalytic rate constant geometric mean	GLH_R02035		1772.8095	1/s	R02035	
catalytic rate constant geometric mean	PGD_R01528		214.17123	1/s	R01528	
catalytic rate constant geometric mean	RPI_R01056		242.5183	1/s	R01056	
catalytic rate constant geometric mean	RPE_R01529		207.80597	1/s	R01529	
catalytic rate constant geometric mean	TXT_R01641		200.32216	1/s	R01641	
catalytic rate constant geometric mean	TAL_R08575		216.50282	1/s	R08575	
catalytic rate constant geometric mean	TXT_R01067		196.32625	1/s	R01067	
catalytic rate constant geometric mean	FBP_R00762		87.985998	1/s	R00762	
catalytic rate constant geometric mean	CSN_R00351		298.18653	1/s	R00351	
catalytic rate constant geometric mean	ACN_R01325		247.24821	1/s	R01325	
catalytic rate constant geometric mean	ACN_R01900		320.24765	1/s	R01900	
catalytic rate constant geometric mean	ICD_R00709		175.03421	1/s	R00709	
catalytic rate constant geometric mean	KGD_R08549		144.30494	1/s	R08549	
catalytic rate constant geometric mean	SCS_R00405		196.61043	1/s	R00405	
catalytic rate constant geometric mean	SDH_R02164		193.777	1/s	R02164	
catalytic rate constant geometric mean	FUM_R01082		263.0469	1/s	R01082	
catalytic rate constant geometric mean	MDH_R00342		217.24705	1/s	R00342	
catalytic rate constant geometric mean	PPC_R00345		200.52818	1/s	R00345	
Michaelis constant	FUM_R01082	_S__Malate	0.097790036	mM	R01082	C00149
Michaelis constant	MDH_R00342	_S__Malate	0.11622623	mM	R00342	C00149
Michaelis constant	PDH_R00209	Acetyl_CoA	0.067586083	mM	R00209	C00024
Michaelis constant	CSN_R00351	Acetyl_CoA	0.14369475	mM	R00351	C00024
Michaelis constant	SDH_R02164	Fumarate	0.11096701	mM	R02164	C00122
Michaelis constant	FUM_R01082	Fumarate	0.098972687	mM	R01082	C00122
Michaelis constant	ACN_R01325	cis_Aconitate	0.040112209	mM	R01325	C00417
Michaelis constant	ACN_R01900	cis_Aconitate	0.1616124	mM	R01900	C00417
Michaelis constant	GLH_R02035	_6_Phospho_D_gluconate	0.016674893	mM	R02035	C00345
Michaelis constant	PGD_R01528	_6_Phospho_D_gluconate	0.065311658	mM	R01528	C00345
Michaelis constant	GAP_R01061	Orthophosphate	0.58691408	mM	R01061	C00009
Michaelis constant	FBP_R00762	Orthophosphate	0.21069467	mM	R00762	C00009
Michaelis constant	SCS_R00405	Orthophosphate	0.11001081	mM	R00405	C00009
Michaelis constant	PPC_R00345	Orthophosphate	0.096330588	mM	R00345	C00009
Michaelis constant	PTS_RPTSsy	Pyruvate	0.050170576	mM	RPTSsy	C00022
Michaelis constant	PYK_R00200	Pyruvate	0.15376703	mM	R00200	C00022
Michaelis constant	PDH_R00209	Pyruvate	0.08965967	mM	R00209	C00022
Michaelis constant	ZWF_R00835	NADPplus	0.0082436686	mM	R00835	C00006
Michaelis constant	PGD_R01528	NADPplus	0.062868122	mM	R01528	C00006
Michaelis constant	ZWF_R00835	NADPH	0.0057200619	mM	R00835	C00005
Michaelis constant	PGD_R01528	NADPH	0.14307994	mM	R01528	C00005
Michaelis constant	GAP_R01061	NADH	0.10734835	mM	R01061	C00004
Michaelis constant	PDH_R00209	NADH	0.074637926	mM	R00209	C00004
Michaelis constant	ICD_R00709	NADH	0.2272773	mM	R00709	C00004
Michaelis constant	KGD_R08549	NADH	0.27711075	mM	R08549	C00004
Michaelis constant	MDH_R00342	NADH	0.084117202	mM	R00342	C00004
Michaelis constant	GAP_R01061	NADplus	0.052174065	mM	R01061	C00003
Michaelis constant	PDH_R00209	NADplus	0.15088169	mM	R00209	C00003
Michaelis constant	ICD_R00709	NADplus	0.03757012	mM	R00709	C00003
Michaelis constant	KGD_R08549	NADplus	0.036636839	mM	R08549	C00003
Michaelis constant	MDH_R00342	NADplus	0.11674348	mM	R00342	C00003
Michaelis constant	PFK_R04779	ATP	0.12585542	mM	R04779	C00002
Michaelis constant	PGK_R01512	ATP	0.071723282	mM	R01512	C00002
Michaelis constant	PYK_R00200	ATP	0.174802	mM	R00200	C00002
Michaelis constant	SCS_R00405	ATP	0.091068099	mM	R00405	C00002
Michaelis constant	ICD_R00709	_2_Oxoglutarate	0.24124132	mM	R00709	C00026
Michaelis constant	KGD_R08549	_2_Oxoglutarate	2.3803943	mM	R08549	C00026
Michaelis constant	CSN_R00351	Oxaloacetate	0.14428611	mM	R00351	C00036
Michaelis constant	MDH_R00342	Oxaloacetate	0.085051124	mM	R00342	C00036
Michaelis constant	PPC_R00345	Oxaloacetate	0.096345806	mM	R00345	C00036
Michaelis constant	SDH_R02164	Ubiquinone	0.091060849	mM	R02164	C00399
Michaelis constant	TAL_R08575	D_Erythrose_4_phosphate	0.070693192	mM	R08575	C00279
Michaelis constant	TXT_R01067	D_Erythrose_4_phosphate	0.56777519	mM	R01067	C00279
Michaelis constant	SDH_R02164	Ubiquinol	0.11035875	mM	R02164	C00390
Michaelis constant	PFK_R04779	ADP	0.086233596	mM	R04779	C00008
Michaelis constant	PGK_R01512	ADP	1.2554892	mM	R01512	C00008
Michaelis constant	PYK_R00200	ADP	0.29198504	mM	R00200	C00008
Michaelis constant	SCS_R00405	ADP	0.11001191	mM	R00405	C00008
Michaelis constant	ACN_R01900	Isocitrate	0.034293215	mM	R01900	C00311
Michaelis constant	ICD_R00709	Isocitrate	0.35879713	mM	R00709	C00311
Michaelis constant	PGD_R01528	D_Ribulose_5_phosphate	0.15162378	mM	R01528	C00199
Michaelis constant	RPI_R01056	D_Ribulose_5_phosphate	0.58641055	mM	R01056	C00199
Michaelis constant	RPE_R01529	D_Ribulose_5_phosphate	0.10557221	mM	R01529	C00199
Michaelis constant	RPE_R01529	D_Xylulose_5_phosphate	0.094402905	mM	R01529	C00231
Michaelis constant	TXT_R01641	D_Xylulose_5_phosphate	0.17857252	mM	R01641	C00231
Michaelis constant	TXT_R01067	D_Xylulose_5_phosphate	0.43799604	mM	R01067	C00231
Michaelis constant	PTS_RPTSsy	D_Glucose_6_phosphate	0.05414485	mM	RPTSsy	C00092
Michaelis constant	PGI_R02740	D_Glucose_6_phosphate	0.12328082	mM	R02740	C00092
Michaelis constant	ZWF_R00835	D_Glucose_6_phosphate	0.20158507	mM	R00835	C00092
Michaelis constant	GAP_R01061	_3_Phospho_D_glyceroyl_phosphate	0.0916623	mM	R01061	C00236
Michaelis constant	PGK_R01512	_3_Phospho_D_glyceroyl_phosphate	0.014368187	mM	R01512	C00236
Michaelis constant	PDH_R00209	CoA	0.15337774	mM	R00209	C00010
Michaelis constant	CSN_R00351	CoA	0.063570931	mM	R00351	C00010
Michaelis constant	KGD_R08549	CoA	0.037959451	mM	R08549	C00010
Michaelis constant	SCS_R00405	CoA	0.091353752	mM	R00405	C00010
Michaelis constant	PDH_R00209	CO2	0.067515145	mM	R00209	C00011
Michaelis constant	PGD_R01528	CO2	0.15120308	mM	R01528	C00011
Michaelis constant	ICD_R00709	CO2	0.24956912	mM	R00709	C00011
Michaelis constant	KGD_R08549	CO2	0.27599125	mM	R08549	C00011
Michaelis constant	PPC_R00345	CO2	0.10378499	mM	R00345	C00011
Michaelis constant	RPI_R01056	D_Ribose_5_phosphate	0.55387845	mM	R01056	C00117
Michaelis constant	TXT_R01641	D_Ribose_5_phosphate	0.30652903	mM	R01641	C00117
Michaelis constant	ALD_R01070	Glycerone_phosphate	0.19937967	mM	R01070	C00111
Michaelis constant	TIM_R01015	Glycerone_phosphate	1.2273819	mM	R01015	C00111
Michaelis constant	PTS_RPTSsy	D_Glucose	0.18080413	mM	RPTSsy	C00031
Michaelis constant	PFK_R04779	D_Fructose_1_6_bisphosphate	0.087982047	mM	R04779	C00354
Michaelis constant	ALD_R01070	D_Fructose_1_6_bisphosphate	0.049250156	mM	R01070	C00354
Michaelis constant	FBP_R00762	D_Fructose_1_6_bisphosphate	0.047458847	mM	R00762	C00354
Michaelis constant	ALD_R01070	D_Glyceraldehyde_3_phosphate	0.20170518	mM	R01070	C00118
Michaelis constant	TIM_R01015	D_Glyceraldehyde_3_phosphate	0.59355664	mM	R01015	C00118
Michaelis constant	GAP_R01061	D_Glyceraldehyde_3_phosphate	0.11902569	mM	R01061	C00118
Michaelis constant	TXT_R01641	D_Glyceraldehyde_3_phosphate	0.25666425	mM	R01641	C00118
Michaelis constant	TAL_R08575	D_Glyceraldehyde_3_phosphate	0.13923388	mM	R08575	C00118
Michaelis constant	TXT_R01067	D_Glyceraldehyde_3_phosphate	0.059812152	mM	R01067	C00118
Michaelis constant	PTS_RPTSsy	Phosphoenolpyruvate	0.12600485	mM	RPTSsy	C00074
Michaelis constant	PGH_R00658	Phosphoenolpyruvate	0.19417297	mM	R00658	C00074
Michaelis constant	PYK_R00200	Phosphoenolpyruvate	0.33990101	mM	R00200	C00074
Michaelis constant	PPC_R00345	Phosphoenolpyruvate	0.10377504	mM	R00345	C00074
Michaelis constant	CSN_R00351	Citrate	0.068588359	mM	R00351	C00158
Michaelis constant	ACN_R01325	Citrate	0.2462761	mM	R01325	C00158
Michaelis constant	KGD_R08549	Succinyl_CoA	0.2765492	mM	R08549	C00091
Michaelis constant	SCS_R00405	Succinyl_CoA	0.11016226	mM	R00405	C00091
Michaelis constant	PGK_R01512	_3_Phospho_D_glycerate	0.10222956	mM	R01512	C00197
Michaelis constant	PGM_R01518	_3_Phospho_D_glycerate	0.20840506	mM	R01518	C00197
Michaelis constant	ZWF_R00835	D_Glucono_1_5_lactone_6_phosphate	0.10766869	mM	R00835	C01236
Michaelis constant	GLH_R02035	D_Glucono_1_5_lactone_6_phosphate	0.029354974	mM	R02035	C01236
Michaelis constant	PGI_R02740	D_Fructose_6_phosphate	0.079134444	mM	R02740	C00085
Michaelis constant	PFK_R04779	D_Fructose_6_phosphate	0.10244992	mM	R04779	C00085
Michaelis constant	TAL_R08575	D_Fructose_6_phosphate	0.070768641	mM	R08575	C00085
Michaelis constant	TXT_R01067	D_Fructose_6_phosphate	3.2173832	mM	R01067	C00085
Michaelis constant	FBP_R00762	D_Fructose_6_phosphate	0.21069521	mM	R00762	C00085
Michaelis constant	PGM_R01518	_2_Phospho_D_glycerate	0.11942527	mM	R01518	C00631
Michaelis constant	PGH_R00658	_2_Phospho_D_glycerate	0.37197904	mM	R00658	C00631
Michaelis constant	SCS_R00405	Succinate	0.091340642	mM	R00405	C00042
Michaelis constant	SDH_R02164	Succinate	0.091298392	mM	R02164	C00042
Michaelis constant	TXT_R01641	Sedoheptulose_7_phosphate	0.25669131	mM	R01641	C05382
Michaelis constant	TAL_R08575	Sedoheptulose_7_phosphate	0.13967582	mM	R08575	C05382
substrate catalytic rate constant	PTS_RPTSsy		211.03172	1/s	RPTSsy	
substrate catalytic rate constant	PGI_R02740		310.7503	1/s	R02740	
substrate catalytic rate constant	PFK_R04779		764.449	1/s	R04779	
substrate catalytic rate constant	ALD_R01070		166.12112	1/s	R01070	
substrate catalytic rate constant	TIM_R01015		24518.24	1/s	R01015	
substrate catalytic rate constant	GAP_R01061		122.38945	1/s	R01061	
substrate catalytic rate constant	PGK_R01512		3271.4667	1/s	R01512	
substrate catalytic rate constant	PGM_R01518		347.52229	1/s	R01518	
substrate catalytic rate constant	PGH_R00658		265.10769	1/s	R00658	
substrate catalytic rate constant	PYK_R00200		711.15492	1/s	R00200	
substrate catalytic rate constant	PDH_R00209		707.03926	1/s	R00209	
substrate catalytic rate constant	ZWF_R00835		2728.2614	1/s	R00835	
substrate catalytic rate constant	GLH_R02035		5267.7369	1/s	R02035	
substrate catalytic rate constant	PGD_R01528		777.34949	1/s	R01528	
substrate catalytic rate constant	RPI_R01056		257.7845	1/s	R01056	
substrate catalytic rate constant	RPE_R01529		220.19933	1/s	R01529	
substrate catalytic rate constant	TXT_R01641		326.91076	1/s	R01641	
substrate catalytic rate constant	TAL_R08575		172.23081	1/s	R08575	
substrate catalytic rate constant	TXT_R01067		456.86939	1/s	R01067	
substrate catalytic rate constant	FBP_R00762		157.14872	1/s	R00762	
substrate catalytic rate constant	CSN_R00351		1127.2068	1/s	R00351	
substrate catalytic rate constant	ACN_R01325		36.381493	1/s	R01325	
substrate catalytic rate constant	ACN_R01900		606.15973	1/s	R01900	
substrate catalytic rate constant	ICD_R00709		233.15295	1/s	R00709	
substrate catalytic rate constant	KGD_R08549		17.928614	1/s	R08549	
substrate catalytic rate constant	SCS_R00405		836.80238	1/s	R00405	
substrate catalytic rate constant	SDH_R02164		110.40423	1/s	R02164	
substrate catalytic rate constant	FUM_R01082		968.13782	1/s	R01082	
substrate catalytic rate constant	MDH_R00342		59.898799	1/s	R00342	
substrate catalytic rate constant	PPC_R00345		80.263451	1/s	R00345	
product catalytic rate constant	PTS_RPTSsy		401.27913	1/s	RPTSsy	
product catalytic rate constant	PGI_R02740		228.22002	1/s	R02740	
product catalytic rate constant	PFK_R04779		180.28039	1/s	R04779	
product catalytic rate constant	ALD_R01070		272.96075	1/s	R01070	
product catalytic rate constant	TIM_R01015		2782.4571	1/s	R01015	
product catalytic rate constant	GAP_R01061		636.81411	1/s	R01061	
product catalytic rate constant	PGK_R01512		65.520418	1/s	R01512	
product catalytic rate constant	PGM_R01518		47.350293	1/s	R01518	
product catalytic rate constant	PGH_R00658		278.73901	1/s	R00658	
product catalytic rate constant	PYK_R00200		153.29335	1/s	R00200	
product catalytic rate constant	PDH_R00209		1.5458423	1/s	R00209	
product catalytic rate constant	ZWF_R00835		172.4928	1/s	R00835	
product catalytic rate constant	GLH_R02035		596.6231	1/s	R02035	
product catalytic rate constant	PGD_R01528		59.007328	1/s	R01528	
product catalytic rate constant	RPI_R01056		228.15618	1/s	R01056	
product catalytic rate constant	RPE_R01529		196.11013	1/s	R01529	
product catalytic rate constant	TXT_R01641		122.75205	1/s	R01641	
