!!!SBtab									
									
!!SBtab TableName='Metabolic fluxes' TableID='FluxData' TableType='QuantityMatrix' Unit='mM/s'									
!QuantityType	!Reaction	state_1_Mean	state_1_Std	state_2_Mean	state_2_Std	state_3_Mean	state_3_Std	state_4_Mean	state_4_Std
concentration	_6_Phospho_D_gluconate	2.3887221e-05	1.0097487e-05	4.5688612e-06	1.9313263e-06	3.9117884e-05	1.6535718e-05	1.2645305e-05	5.3453604e-06
concentration	Orthophosphate	0.030548167	0.012913169	0.016645443	0.0070362792	0.01562443	0.0066046813	0.017483116	0.0073903761
concentration	Pyruvate	0.10455967	0.044198943	0.066252649	0.028005991	0.02012814	0.0085084674	0.63120859	0.26682136
concentration	NADPplus	0.13856043	0.058571576	0.20196234	0.085372516	0.15809157	0.066827684	0.25101612	0.10610829
concentration	NADPH	0.077581774	0.032794982	0.22159467	0.093671399	0.18951865	0.080112384	0.083562606	0.03532317
concentration	NADH	0.010143609	0.004287856	0.013354552	0.0056451697	0.014328906	0.0060570441	0.0057322008	0.0024230875
concentration	NADplus	0.23775599	0.10050303	0.047597858	0.02012033	0.14906585	0.063012375	0.069270887	0.029281845
concentration	ATP	0.2224782	0.09404488	0.07984227	0.033750528	0.1627182	0.06878343	0.11790771	0.049841363
concentration	H2O	0.14398602	0.060865053	0.49086623	0.20749653	0.076642234	0.032397824	0.16264456	0.068752299
concentration	_2_Oxoglutarate	7.5647898	3.1977503	7.5289693	3.1826085	1.0818531	0.45731556	4.1828875	1.7681694
concentration	Oxaloacetate	0.26032713	0.11004419	0.16810239	0.071059406	0.095054695	0.040181049	0.094418946	0.039912308
concentration	Ubiquinone	8.2536629e-05	3.4889474e-05	0.00010322573	4.363507e-05	0.00018342806	7.7537798e-05	0.00011288829	4.7719577e-05
concentration	D_Erythrose_4_phosphate	0.5576341	0.23572032	1.3586081	0.57430407	1.7999739	0.76087602	1.6361195	0.69161229
concentration	Ubiquinol	5.494747	2.3227121	6.4917423	2.744157	4.4346127	1.8745774	6.9280715	2.9286
concentration	ADP	0.0073996899	0.0031279602	0.0097205357	0.0041090165	0.013614752	0.0057551605	0.014548285	0.0061497788
concentration	Isocitrate	0.0013573762	0.00057378331	0.00027590875	0.00011663077	0.00010483396	4.4314891e-05	0.00011057027	4.6739714e-05
concentration	D_Ribulose_5_phosphate	0.158311	0.066920437	0.22888504	0.096753146	0.34240711	0.14474063	0.5624338	0.23774922
concentration	D_Xylulose_5_phosphate	0.052816528	0.02232634	0.11025178	0.046605085	0.14715068	0.062202803	0.092037489	0.03890563
concentration	D_Glucose_6_phosphate	0.092354492	0.039039632	0.095687323	0.04044847	0.11602449	0.049045297	0.030911501	0.013066756
concentration	_3_Phospho_D_glyceroyl_phosphate	0.0023237018	0.00098226368	0.0041708249	0.0017630704	0.0030790133	0.0013015452	0.0048084637	0.0020326099
concentration	CoA	4.5631812	1.9289253	1.3516679	0.57137035	1.5274442	0.64567364	1.4570383	0.61591201
concentration	CO2	0.00012278616	5.1903557e-05	9.9631411e-05	4.2115695e-05	5.8595997e-05	2.4769409e-05	0.00010230972	4.3247856e-05
concentration	D_Ribose_5_phosphate	0.089082063	0.037656327	0.086581068	0.036599119	0.10436568	0.044116941	0.17062309	0.072124943
concentration	Glycerone_phosphate	0.017374165	0.0073443208	0.017199626	0.0072705406	0.0088266821	0.0037311712	0.017897013	0.0075653364
concentration	D_Glucose	6.7228465	2.8418483	7.7296444	3.2674369	3.8906711	1.6446451	6.4609356	2.7311346
concentration	D_Fructose_1_6_bisphosphate	0.13399331	0.056640986	0.14243141	0.060207899	0.042597342	0.018006537	0.10198602	0.043111024
concentration	D_Glyceraldehyde_3_phosphate	0.098083969	0.041461568	0.11031873	0.046633386	0.069185447	0.029245728	0.03579705	0.015131951
concentration	Phosphoenolpyruvate	0.11527967	0.048730451	0.078061841	0.032997914	0.11980193	0.050642077	0.10759923	0.045483813
concentration	Citrate	0.57629743	0.24360958	2.5720354	1.087238	2.1259558	0.89867346	0.91258636	0.38576397
concentration	Succinyl_CoA	11.944749	5.0492248	10.638669	4.4971252	8.5717892	3.6234241	6.438404	2.7216101
concentration	_3_Phospho_D_glycerate	0.026471388	0.011189854	0.012249302	0.005177964	0.018762962	0.007931386	0.037665394	0.015921728
concentration	D_Glucono_1_5_lactone_6_phosphate	0.58006322	0.24520144	1.0404504	0.43981402	0.44573086	0.18841714	1.0556258	0.4462289
concentration	D_Fructose_6_phosphate	0.13167796	0.055662252	0.16444291	0.069512491	0.12056811	0.050965952	0.10662309	0.045071182
concentration	_2_Phospho_D_glycerate	0.0022262013	0.00094104877	0.0068058025	0.002876915	0.010563358	0.0044652901	0.0053607208	0.0022660573
concentration	Succinate	6.2288739	2.6330386	7.1223111	3.010708	1.1714792	0.49520186	4.1256094	1.7439571
concentration	Sedoheptulose_7_phosphate	0.04887737	0.020661199	0.065741962	0.027790115	0.10139508	0.042861227	0.2246007	0.094942094
									
!!SBtab TableName='Enzyme concentrations' TableID='EnzymeConcentrationData' TableType='QuantityMatrix' Unit='mM'									
!QuantityType	!Reaction	state_1_Mean	state_1_Std	state_2_Mean	state_2_Std	state_3_Mean	state_3_Std	state_4_Mean	state_4_Std
concentration of enzyme	PTS_RPTSsy	0.00062529577	0.00026432192	0.0017085518	0.00072223053	0.00088959073	0.00037604337	0.00090079548	0.00038077979
concentration of enzyme	PGI_R02740	0.0011775603	0.00049777244	0.0016880019	0.00071354376	0.00149537	0.00063211538	0.001640268	0.00069336593
concentration of enzyme	PFK_R04779	0.00076439322	0.00032312051	0.00085522888	0.0003615181	0.0023646452	0.00099957107	0.00064088183	0.00027091038
concentration of enzyme	ALD_R01070	0.0017147079	0.0007248328	0.0015665001	0.00066218313	0.00028703039	0.00012133206	0.00055972263	0.00023660317
concentration of enzyme	TIM_R01015	0.00183784	0.0007768826	0.00058212736	0.00024607398	0.001727754	0.00073034759	0.0010376182	0.00043861681
concentration of enzyme	GAP_R01061	0.0011707066	0.00049487529	0.0020347027	0.0008600994	0.0014126695	0.00059715662	0.00074888	0.00031656283
concentration of enzyme	PGK_R01512	0.0010515624	0.00044451124	0.0010558781	0.00044633555	0.0008169632	0.00034534262	0.00065514268	0.00027693866
concentration of enzyme	PGM_R01518	0.0015647052	0.00066142442	0.0010466062	0.00044241616	0.0012294164	0.00051969279	0.00054611516	0.00023085109
concentration of enzyme	PGH_R00658	0.00060320797	0.00025498507	0.00097246852	0.00041107706	0.0017546507	0.00074171724	0.0013054005	0.00055181241
concentration of enzyme	PYK_R00200	0.003045653	0.0012874433	0.0011259443	0.00047595357	0.0045366367	0.0019177045	0.00086196116	0.00036436394
concentration of enzyme	PDH_R00209	0.00054610091	0.00023084506	0.00015891404	6.7175353e-05	0.00053928797	0.00022796513	0.00081771457	0.00034566024
concentration of enzyme	ZWF_R00835	0.00082907965	0.00035046443	0.00073747858	0.00031174328	0.0019782412	0.00083623231	0.0013077603	0.00055280996
concentration of enzyme	GLH_R02035	0.0011430516	0.00048318511	0.00056096278	0.0002371274	0.00078637874	0.00033241411	0.00081340861	0.00034384005
concentration of enzyme	PGD_R01528	0.0021619372	0.00091388334	0.0019981988	0.00084466866	0.0013961372	0.00059016819	0.0017775372	0.00075139168
concentration of enzyme	RPI_R01056	0.0005940792	0.00025112621	0.00062612439	0.00026467219	0.0012610612	0.00053306952	0.0010598912	0.00044803194
concentration of enzyme	RPE_R01529	0.0017824316	0.00075346064	0.0010659315	0.00045058528	0.0017588343	0.00074348568	0.0014961039	0.0006324256
concentration of enzyme	TXT_R01641	0.00030044305	0.00012700179	0.00080883621	0.00034190723	0.00072671466	0.00030719321	0.0005215732	0.00022047683
concentration of enzyme	TAL_R08575	0.00062118246	0.00026258316	0.00025719868	0.00010872175	0.0010494368	0.00044361271	0.00056982522	0.00024087369
concentration of enzyme	TXT_R01067	0.001677591	0.00070914293	0.0059964094	0.0025347724	0.0019510238	0.00082472709	0.0020363956	0.00086081505
concentration of enzyme	FBP_R00762	0.0014013536	0.00059237325	0.0011206106	0.00047369896	0.0028348161	0.0011983194	0.0014415146	0.00060934989
concentration of enzyme	CSN_R00351	0.00065781679	0.00027806905	0.00093581046	0.00039558115	0.0007763493	0.00032817452	0.0016466169	0.00069604972
concentration of enzyme	ACN_R01325	0.0072221735	0.0030529213	0.00050938302	0.00021532386	0.00173508	0.00073344438	0.00094772114	0.00040061597
concentration of enzyme	ACN_R01900	0.0035668998	0.0015077822	0.0031800473	0.0013442538	0.0023664732	0.0010003438	0.003677786	0.0015546554
concentration of enzyme	ICD_R00709	0.0015300844	0.00064678969	0.0026317348	0.0011124739	0.0059413293	0.0025114892	0.0049454082	0.0020904984
concentration of enzyme	KGD_R08549	0.00037879629	0.00016012289	0.00047377287	0.00020027092	0.0011814583	0.00049942017	0.00050953511	0.00021538815
concentration of enzyme	SCS_R00405	0.0007336152	0.00031011017	0.0012105477	0.0005117167	0.00047012806	0.0001987302	0.00092464487	0.00039086129
concentration of enzyme	SDH_R02164	0.00056573976	0.0002391467	0.00072092333	0.00030474513	0.0005732781	0.00024233327	0.00063731943	0.0002694045
concentration of enzyme	FUM_R01082	0.0024413667	0.0010320024	0.0026719228	0.0011294619	0.0022724604	0.00096060315	0.0019121015	0.00080827406
concentration of enzyme	MDH_R00342	0.00071861436	0.00030376909	0.00046708922	0.00019744563	0.00043664848	0.00018457788	0.0010093152	0.00042665273
concentration of enzyme	PPC_R00345	0.00070790718	0.00029924301	0.0017851246	0.00075459902	0.0016447301	0.00069525215	0.00034898317	0.00014752043
