!!SBtab Document='e_coli_noor_2016_glucose' TableName='Parameter' TableType='Quantity' SBtabVersion='1.0' Date='2019-06-10'						
!QuantityType	!Reaction	!Compound	!Value	!Unit	!Reaction:Identifiers:kegg.reaction	!Compound:Identifiers:kegg.compound
catalytic rate constant geometric mean	PGM_R01518		1388.2966	1/s	R01518	
catalytic rate constant geometric mean	PGH_R00658		271.51445	1/s	R00658	
catalytic rate constant geometric mean	PYK_R00200		316.233	1/s	R00200	
catalytic rate constant geometric mean	PDH_R00209		35.857692	1/s	R00209	
catalytic rate constant geometric mean	ZWF_R00835		694.76778	1/s	R00835	
catalytic rate constant geometric mean	GLH_R02035		1040.1916	1/s	R02035	
catalytic rate constant geometric mean	PGD_R01528		231.95665	1/s	R01528	
catalytic rate constant geometric mean	RPI_R01056		629.408	1/s	R01056	
catalytic rate constant geometric mean	RPE_R01529		395.93406	1/s	R01529	
catalytic rate constant geometric mean	TXT_R01641		265.67838	1/s	R01641	
catalytic rate constant geometric mean	TAL_R08575		601.62186	1/s	R08575	
catalytic rate constant geometric mean	TXT_R01067		98.02831	1/s	R01067	
catalytic rate constant geometric mean	FBP_R00762		36.000611	1/s	R00762	
catalytic rate constant geometric mean	CSN_R00351		1328.6023	1/s	R00351	
catalytic rate constant geometric mean	ACN_R01325		1736.8582	1/s	R01325	
catalytic rate constant geometric mean	ACN_R01900		1907.991	1/s	R01900	
catalytic rate constant geometric mean	ICD_R00709		191.51832	1/s	R00709	
catalytic rate constant geometric mean	KGD_R08549		39.018495	1/s	R08549	
catalytic rate constant geometric mean	SCS_R00405		23.524281	1/s	R00405	
catalytic rate constant geometric mean	SDH_R02164		45.235237	1/s	R02164	
catalytic rate constant geometric mean	FUM_R01082		794.50537	1/s	R01082	
catalytic rate constant geometric mean	MDH_R00342		553.94775	1/s	R00342	
catalytic rate constant geometric mean	PPC_R00345		134.69375	1/s	R00345	
Michaelis constant	FUM_R01082	_S__Malate	0.14608152	mM	R01082	C00149
Michaelis constant	MDH_R00342	_S__Malate	0.13380541	mM	R00342	C00149
Michaelis constant	PDH_R00209	Acetyl_CoA	0.021543428	mM	R00209	C00024
Michaelis constant	CSN_R00351	Acetyl_CoA	0.073045488	mM	R00351	C00024
Michaelis constant	SDH_R02164	Fumarate	0.20492431	mM	R02164	C00122
Michaelis constant	FUM_R01082	Fumarate	0.061956576	mM	R01082	C00122
Michaelis constant	ACN_R01325	cis_Aconitate	0.035032444	mM	R01325	C00417
Michaelis constant	ACN_R01900	cis_Aconitate	0.052882042	mM	R01900	C00417
Michaelis constant	GLH_R02035	_6_Phospho_D_gluconate	0.02175365	mM	R02035	C00345
Michaelis constant	PGD_R01528	_6_Phospho_D_gluconate	0.094933751	mM	R01528	C00345
Michaelis constant	GAP_R01061	Orthophosphate	0.60184265	mM	R01061	C00009
Michaelis constant	FBP_R00762	Orthophosphate	0.23569655	mM	R00762	C00009
Michaelis constant	SCS_R00405	Orthophosphate	0.29066829	mM	R00405	C00009
Michaelis constant	PPC_R00345	Orthophosphate	0.089831762	mM	R00345	C00009
Michaelis constant	PTS_RPTSsy	Pyruvate	0.018422523	mM	RPTSsy	C00022
Michaelis constant	PYK_R00200	Pyruvate	0.15825347	mM	R00200	C00022
Michaelis constant	PDH_R00209	Pyruvate	0.028710779	mM	R00209	C00022
Michaelis constant	ZWF_R00835	NADPplus	0.0077222987	mM	R00835	C00006
Michaelis constant	PGD_R01528	NADPplus	0.092980363	mM	R01528	C00006
Michaelis constant	ZWF_R00835	NADPH	0.0059166467	mM	R00835	C00005
Michaelis constant	PGD_R01528	NADPH	0.096911422	mM	R01528	C00005
Michaelis constant	GAP_R01061	NADH	0.10680355	mM	R01061	C00004
Michaelis constant	PDH_R00209	NADH	0.066995572	mM	R00209	C00004
Michaelis constant	ICD_R00709	NADH	0.18981885	mM	R00709	C00004
Michaelis constant	KGD_R08549	NADH	0.22532191	mM	R08549	C00004
Michaelis constant	MDH_R00342	NADH	0.064435381	mM	R00342	C00004
Michaelis constant	GAP_R01061	NADplus	0.052264294	mM	R01061	C00003
Michaelis constant	PDH_R00209	NADplus	0.4942974	mM	R00209	C00003
Michaelis constant	ICD_R00709	NADplus	0.063878835	mM	R00709	C00003
Michaelis constant	KGD_R08549	NADplus	0.046459631	mM	R08549	C00003
Michaelis constant	MDH_R00342	NADplus	0.13725411	mM	R00342	C00003
Michaelis constant	PFK_R04779	ATP	0.11763997	mM	R04779	C00002
Michaelis constant	PGK_R01512	ATP	0.097264436	mM	R01512	C00002
Michaelis constant	PYK_R00200	ATP	0.17771148	mM	R00200	C00002
Michaelis constant	SCS_R00405	ATP	0.035606021	mM	R00405	C00002
Michaelis constant	ICD_R00709	_2_Oxoglutarate	0.41270216	mM	R00709	C00026
Michaelis constant	KGD_R08549	_2_Oxoglutarate	3.3346026	mM	R08549	C00026
Michaelis constant	CSN_R00351	Oxaloacetate	0.074934359	mM	R00351	C00036
Michaelis constant	MDH_R00342	Oxaloacetate	0.069593165	mM	R00342	C00036
Michaelis constant	PPC_R00345	Oxaloacetate	0.088737423	mM	R00345	C00036
Michaelis constant	SDH_R02164	Ubiquinone	0.054355893	mM	R02164	C00399
Michaelis constant	TAL_R08575	D_Erythrose_4_phosphate	0.075028689	mM	R08575	C00279
Michaelis constant	TXT_R01067	D_Erythrose_4_phosphate	0.33659569	mM	R01067	C00279
Michaelis constant	SDH_R02164	Ubiquinol	0.19899927	mM	R02164	C00390
Michaelis constant	PFK_R04779	ADP	0.098166752	mM	R04779	C00008
Michaelis constant	PGK_R01512	ADP	0.98523181	mM	R01512	C00008
Michaelis constant	PYK_R00200	ADP	0.28847003	mM	R00200	C00008
Michaelis constant	SCS_R00405	ADP	0.29066137	mM	R00405	C00008
Michaelis constant	ACN_R01900	Isocitrate	0.048998558	mM	R01900	C00311
Michaelis constant	ICD_R00709	Isocitrate	0.4119162	mM	R00709	C00311
Michaelis constant	PGD_R01528	D_Ribulose_5_phosphate	0.10420577	mM	R01528	C00199
Michaelis constant	RPI_R01056	D_Ribulose_5_phosphate	0.14424988	mM	R01056	C00199
Michaelis constant	RPE_R01529	D_Ribulose_5_phosphate	0.10032227	mM	R01529	C00199
Michaelis constant	RPE_R01529	D_Xylulose_5_phosphate	0.096644927	mM	R01529	C00231
Michaelis constant	TXT_R01641	D_Xylulose_5_phosphate	0.25551046	mM	R01641	C00231
Michaelis constant	TXT_R01067	D_Xylulose_5_phosphate	0.25885592	mM	R01067	C00231
Michaelis constant	PTS_RPTSsy	D_Glucose_6_phosphate	0.026880914	mM	RPTSsy	C00092
Michaelis constant	PGI_R02740	D_Glucose_6_phosphate	0.11568395	mM	R02740	C00092
Michaelis constant	ZWF_R00835	D_Glucose_6_phosphate	0.19139896	mM	R00835	C00092
Michaelis constant	GAP_R01061	_3_Phospho_D_glyceroyl_phosphate	0.091167527	mM	R01061	C00236
Michaelis constant	PGK_R01512	_3_Phospho_D_glyceroyl_phosphate	0.010520423	mM	R01512	C00236
Michaelis constant	PDH_R00209	CoA	0.50324219	mM	R00209	C00010
Michaelis constant	CSN_R00351	CoA	0.10792949	mM	R00351	C00010
Michaelis constant	KGD_R08549	CoA	0.05132301	mM	R08549	C00010
Michaelis constant	SCS_R00405	CoA	0.03928761	mM	R00405	C00010
Michaelis constant	PDH_R00209	CO2	0.02146746	mM	R00209	C00011
Michaelis constant	PGD_R01528	CO2	0.10395071	mM	R01528	C00011
Michaelis constant	ICD_R00709	CO2	0.56552949	mM	R00709	C00011
Michaelis constant	KGD_R08549	CO2	0.22198466	mM	R08549	C00011
Michaelis constant	PPC_R00345	CO2	0.11529184	mM	R00345	C00011
Michaelis constant	RPI_R01056	D_Ribose_5_phosphate	1.7768779	mM	R01056	C00117
Michaelis constant	TXT_R01641	D_Ribose_5_phosphate	0.43950874	mM	R01641	C00117
Michaelis constant	ALD_R01070	Glycerone_phosphate	0.10063991	mM	R01070	C00111
Michaelis constant	TIM_R01015	Glycerone_phosphate	1.2096055	mM	R01015	C00111
Michaelis constant	PTS_RPTSsy	D_Glucose	0.33810108	mM	RPTSsy	C00031
Michaelis constant	PFK_R04779	D_Fructose_1_6_bisphosphate	0.10288911	mM	R04779	C00354
Michaelis constant	ALD_R01070	D_Fructose_1_6_bisphosphate	0.081682871	mM	R01070	C00354
Michaelis constant	FBP_R00762	D_Fructose_1_6_bisphosphate	0.042427203	mM	R00762	C00354
Michaelis constant	ALD_R01070	D_Glyceraldehyde_3_phosphate	0.11451187	mM	R01070	C00118
Michaelis constant	TIM_R01015	D_Glyceraldehyde_3_phosphate	0.61176205	mM	R01015	C00118
Michaelis constant	GAP_R01061	D_Glyceraldehyde_3_phosphate	0.11999196	mM	R01061	C00118
Michaelis constant	TXT_R01641	D_Glyceraldehyde_3_phosphate	0.11034921	mM	R01641	C00118
Michaelis constant	TAL_R08575	D_Glyceraldehyde_3_phosphate	0.11976558	mM	R08575	C00118
Michaelis constant	TXT_R01067	D_Glyceraldehyde_3_phosphate	0.098023699	mM	R01067	C00118
Michaelis constant	PTS_RPTSsy	Phosphoenolpyruvate	0.18059757	mM	RPTSsy	C00074
Michaelis constant	PGH_R00658	Phosphoenolpyruvate	0.19742664	mM	R00658	C00074
Michaelis constant	PYK_R00200	Phosphoenolpyruvate	0.33398397	mM	R00200	C00074
Michaelis constant	PPC_R00345	Phosphoenolpyruvate	0.11597852	mM	R00345	C00074
Michaelis constant	CSN_R00351	Citrate	0.12777916	mM	R00351	C00158
Michaelis constant	ACN_R01325	Citrate	0.26933931	mM	R01325	C00158
Michaelis constant	KGD_R08549	Succinyl_CoA	0.22360678	mM	R08549	C00091
Michaelis constant	SCS_R00405	Succinyl_CoA	0.29105575	mM	R00405	C00091
Michaelis constant	PGK_R01512	_3_Phospho_D_glycerate	0.13883971	mM	R01512	C00197
Michaelis constant	PGM_R01518	_3_Phospho_D_glycerate	0.54344508	mM	R01518	C00197
Michaelis constant	ZWF_R00835	D_Glucono_1_5_lactone_6_phosphate	0.11121544	mM	R00835	C01236
Michaelis constant	GLH_R02035	D_Glucono_1_5_lactone_6_phosphate	0.022232494	mM	R02035	C01236
Michaelis constant	PGI_R02740	D_Fructose_6_phosphate	0.080713965	mM	R02740	C00085
Michaelis constant	PFK_R04779	D_Fructose_6_phosphate	0.079478864	mM	R04779	C00085
Michaelis constant	TAL_R08575	D_Fructose_6_phosphate	0.075265192	mM	R08575	C00085
Michaelis constant	TXT_R01067	D_Fructose_6_phosphate	5.536473	mM	R01067	C00085
Michaelis constant	FBP_R00762	D_Fructose_6_phosphate	0.23569628	mM	R00762	C00085
Michaelis constant	PGM_R01518	_2_Phospho_D_glycerate	0.046383895	mM	R01518	C00631
Michaelis constant	PGH_R00658	_2_Phospho_D_glycerate	0.37098312	mM	R00658	C00631
Michaelis constant	SCS_R00405	Succinate	0.039405115	mM	R00405	C00042
Michaelis constant	SDH_R02164	Succinate	0.057311609	mM	R02164	C00042
Michaelis constant	TXT_R01641	Sedoheptulose_7_phosphate	0.11118593	mM	R01641	C05382
Michaelis constant	TAL_R08575	Sedoheptulose_7_phosphate	0.12268065	mM	R08575	C05382
substrate catalytic rate constant	PTS_RPTSsy		2431.7752	1/s	RPTSsy	
substrate catalytic rate constant	PGI_R02740		713.42696	1/s	R02740	
substrate catalytic rate constant	PFK_R04779		2683.0971	1/s	R04779	
substrate catalytic rate constant	ALD_R01070		859.53735	1/s	R01070	
substrate catalytic rate constant	TIM_R01015		24328.839	1/s	R01015	
substrate catalytic rate constant	GAP_R01061		124.52481	1/s	R01061	
substrate catalytic rate constant	PGK_R01512		1426.9354	1/s	R01512	
substrate catalytic rate constant	PGM_R01518		4944.0151	1/s	R01518	
substrate catalytic rate constant	PGH_R00658		251.95578	1/s	R00658	
substrate catalytic rate constant	PYK_R00200		621.01126	1/s	R00200	
substrate catalytic rate constant	PDH_R00209		8905.3915	1/s	R00209	
substrate catalytic rate constant	ZWF_R00835		2595.0136	1/s	R00835	
substrate catalytic rate constant	GLH_R02035		2494.827	1/s	R02035	
substrate catalytic rate constant	PGD_R01528		2156.8352	1/s	R01528	
substrate catalytic rate constant	RPI_R01056		210.864	1/s	R01056	
substrate catalytic rate constant	RPE_R01529		408.59554	1/s	R01529	
substrate catalytic rate constant	TXT_R01641		1233.6948	1/s	R01641	
substrate catalytic rate constant	TAL_R08575		354.08701	1/s	R08575	
substrate catalytic rate constant	TXT_R01067		106.49792	1/s	R01067	
substrate catalytic rate constant	FBP_R00762		37.938352	1/s	R00762	
substrate catalytic rate constant	CSN_R00351		1741.0765	1/s	R00351	
substrate catalytic rate constant	ACN_R01325		220.69867	1/s	R01325	
substrate catalytic rate constant	ACN_R01900		1790.4166	1/s	R01900	
substrate catalytic rate constant	ICD_R00709		191.13521	1/s	R00709	
substrate catalytic rate constant	KGD_R08549		11.386022	1/s	R08549	
substrate catalytic rate constant	SCS_R00405		1852.7619	1/s	R00405	
substrate catalytic rate constant	SDH_R02164		10.63489	1/s	R02164	
substrate catalytic rate constant	FUM_R01082		1948.4073	1/s	R01082	
substrate catalytic rate constant	MDH_R00342		167.29046	1/s	R00342	
substrate catalytic rate constant	PPC_R00345		39.588742	1/s	R00345	
product catalytic rate constant	PTS_RPTSsy		883.59103	1/s	RPTSsy	
product catalytic rate constant	PGI_R02740		919.80375	1/s	R02740	
product catalytic rate constant	PFK_R04779		1791.4002	1/s	R04779	
product catalytic rate constant	ALD_R01070		443.0321	1/s	R01070	
product catalytic rate constant	TIM_R01015		2872.766	1/s	R01015	
product catalytic rate constant	GAP_R01061		613.3009	1/s	R01061	
product catalytic rate constant	PGK_R01512		164.68512	1/s	R01512	
product catalytic rate constant	PGM_R01518		389.83852	1/s	R01518	
product catalytic rate constant	PGH_R00658		292.59141	1/s	R00658	
product catalytic rate constant	PYK_R00200		161.03301	1/s	R00200	
product catalytic rate constant	PDH_R00209		0.14438153	1/s	R00209	
product catalytic rate constant	ZWF_R00835		186.01146	1/s	R00835	
product catalytic rate constant	GLH_R02035		433.69685	1/s	R02035	
product catalytic rate constant	PGD_R01528		24.945758	1/s	R01528	
product catalytic rate constant	RPI_R01056		1878.7201	1/s	R01056	
product catalytic rate constant	RPE_R01529		383.66494	1/s	R01529	
product catalytic rate constant	TXT_R01641		57.214312	1/s	R01641	
product catalytic rate constant	TAL_R08575		1022.2032	1/s	R08575	
product catalytic rate constant	TXT_R01067		90.232277	1/s	R01067	
product catalytic rate constant	FBP_R00762		34.161841	1/s	R00762	
product catalytic rate constant	CSN_R00351		1013.8463	1/s	R00351	
product catalytic rate constant	ACN_R01325		13668.757	1/s	R01325	
product catalytic rate constant	ACN_R01900		2033.2863	1/s	R01900	
product catalytic rate constant	ICD_R00709		191.9022	1/s	R00709	
product catalytic rate constant	KGD_R08549		133.71158	1/s	R08549	
product catalytic rate constant	SCS_R00405		0.29868479	1/s	R00405	
product catalytic rate constant	SDH_R02164		192.40694	1/s	R02164	
product catalytic rate constant	FUM_R01082		323.97682	1/s	R01082	
product catalytic rate constant	MDH_R00342		1834.2833	1/s	R00342	
product catalytic rate constant	PPC_R00345		458.27185	1/s	R00345	
protein molecular mass	PTS_RPTSsy		255848	Da	RPTSsy	
protein molecular mass	PGI_R02740		61530	Da	R02740	
protein molecular mass	PFK_R04779		139360	Da	R04779	
protein molecular mass	ALD_R01070		39147	Da	R01070	
protein molecular mass	TIM_R01015		53940	Da	R01015	
protein molecular mass	GAP_R01061		35530	Da	R01061	
protein molecular mass	PGK_R01512		41120	Da	R01512	
protein molecular mass	PGM_R01518		28556	Da	R01518	
protein molecular mass	PGH_R00658		45650	Da	R00658	
protein molecular mass	PYK_R00200		50000	Da	R00200	
protein molecular mass	PDH_R00209		282880	Da	R00209	
protein molecular mass	ZWF_R00835		55700	Da	R00835	
protein molecular mass	GLH_R02035		36310	Da	R02035	
protein molecular mass	PGD_R01528		102960	Da	R01528	
protein molecular mass	RPI_R01056		19466	Da	R01056	
protein molecular mass	RPE_R01529		24554	Da	R01529	
protein molecular mass	TXT_R01641		73043	Da	R01641	
protein molecular mass	TAL_R08575		35219	Da	R08575	
protein molecular mass	TXT_R01067		73043	Da	R01067	
protein molecular mass	FBP_R00762		36834	Da	R00762	
protein molecular mass	CSN_R00351		96020	Da	R00351	
protein molecular mass	ACN_R01325		95588	Da	R01325	
protein molecular mass	ACN_R01900		95588	Da	R01900	
protein molecular mass	ICD_R00709		45760	Da	R00709	
protein molecular mass	KGD_R08549		1209180	Da	R08549	
protein molecular mass	SCS_R00405		71170	Da	R00405	
protein molecular mass	SDH_R02164		792299	Da	R02164	
protein molecular mass	FUM_R01082		60000	Da	R01082	
protein molecular mass	MDH_R00342		32337	Da	R00342	
protein molecular mass	PPC_R00345		198120	Da	R00345	
molecular mass		_S__Malate	134	Da		C00149
molecular mass		Acetyl_CoA	810	Da		C00024
molecular mass		Fumarate	116	Da		C00122
molecular mass		cis_Aconitate	174	Da		C00417
molecular mass		_6_Phospho_D_gluconate	276	Da		C00345
molecular mass		Orthophosphate	98	Da		C00009
molecular mass		Pyruvate	88	Da		C00022
molecular mass		NADPplus	744	Da		C00006
molecular mass		NADPH	745	Da		C00005
molecular mass		NADH	665	Da		C00004
molecular mass		NADplus	664	Da		C00003
molecular mass		ATP	507	Da		C00002
molecular mass		H2O	NaN	Da		C00001
molecular mass		_2_Oxoglutarate	146	Da		C00026
molecular mass		Oxaloacetate	132	Da		C00036
molecular mass		Ubiquinone	318	Da		C00399
molecular mass		D_Erythrose_4_phosphate	200	Da		C00279
molecular mass		Ubiquinol	320	Da		C00390
molecular mass		ADP	427	Da		C00008
molecular mass		Isocitrate	192	Da		C00311
molecular mass		D_Ribulose_5_phosphate	230	Da		C00199
molecular mass		D_Xylulose_5_phosphate	230	Da		C00231
molecular mass		D_Glucose_6_phosphate	260	Da		C00092
molecular mass		_3_Phospho_D_glyceroyl_phosphate	266	Da		C00236
molecular mass		CoA	768	Da		C00010
molecular mass		CO2	44	Da		C00011
molecular mass		D_Ribose_5_phosphate	230	Da		C00117
molecular mass		Glycerone_phosphate	170	Da		C00111
molecular mass		D_Glucose	180	Da		C00031
molecular mass		D_Fructose_1_6_bisphosphate	340	Da		C00354
molecular mass		D_Glyceraldehyde_3_phosphate	170	Da		C00118
molecular mass		Phosphoenolpyruvate	168	Da		C00074
molecular mass		Citrate	192	Da		C00158
molecular mass		Succinyl_CoA	868	Da		C00091
molecular mass		_3_Phospho_D_glycerate	186	Da		C00197
molecular mass		D_Glucono_1_5_lactone_6_phosphate	258	Da		C01236
molecular mass		D_Fructose_6_phosphate	260	Da		C00085
molecular mass		_2_Phospho_D_glycerate	186	Da		C00631
molecular mass		Succinate	118	Da		C00042
molecular mass		Sedoheptulose_7_phosphate	290	Da		C05382
